date,tournament,home_team,away_team,home_score,away_score,result,neutral,goal_diff,home_elo_pre,away_elo_pre,elo_diff,home_win_pct_10g,home_gf_avg_10g,home_ga_avg_10g,home_gd_avg_10g,away_win_pct_10g,away_gf_avg_10g,away_ga_avg_10g,away_gd_avg_10g,gd_diff_10g,win_pct_diff_10g,result_class
2014-07-12,World Cup,Brazil,Netherlands,0,3,-1,True,3,2117.5,2108.4,9.099999999999909,0.5,1.8,1.4,0.4,0.4,1.4,1.0,0.4,0.0,0.09999999999999998,0
2014-07-13,World Cup,Germany,Argentina,1,0,1,True,1,2250.8,2130.3,120.5,0.8,2.6,1.0,1.6,0.8,1.7,0.9,0.8,0.8,0.0,2
2016-06-10,UEFA Euro,France,Romania,2,1,1,True,1,1995.0,1790.0,205.0,0.4,1.4,1.0,0.4,,,,,,,2
2016-06-11,UEFA Euro,England,Russia,1,1,0,True,0,1896.6,1763.3,133.29999999999995,0.2,0.8,1.2,-0.4,0.2222222222222222,1.2222222222222223,1.1111111111111112,0.1111111111111111,-0.5111111111111111,-0.0222222222222222,1
2016-06-11,UEFA Euro,Wales,Slovakia,2,1,1,True,1,1750.0,1794.1,-44.09999999999991,,,,,0.25,1.25,1.75,-0.5,,,2
2016-06-11,UEFA Euro,Albania,Switzerland,0,1,-1,True,1,1750.0,1912.4,-162.4000000000001,,,,,0.5,1.2,0.8,0.4,,,0
2016-06-12,UEFA Euro,Türkiye,Croatia,0,1,-1,True,1,1890.4,1869.7,20.700000000000045,0.5714285714285714,1.4285714285714286,0.8571428571428571,0.5714285714285714,0.2,1.2,1.3,-0.1,0.6714285714285714,0.3714285714285714,0
2016-06-12,UEFA Euro,Poland,Northern Ireland,1,0,1,True,1,1827.1,1750.0,77.09999999999991,0.3333333333333333,0.8888888888888888,1.4444444444444444,-0.5555555555555556,,,,,,,2
2016-06-12,UEFA Euro,Germany,Ukraine,2,0,1,True,2,2270.8,1855.8,415.0000000000002,0.8,2.5,0.9,1.6,0.5,1.0,1.25,-0.25,1.85,0.30000000000000004,2
2016-06-13,UEFA Euro,Spain,Czechia,1,0,1,True,1,2100.8,1768.1,332.7000000000003,0.6,1.7,0.8,0.9,0.2857142857142857,0.8571428571428571,1.5714285714285714,-0.7142857142857143,1.6142857142857143,0.3142857142857143,2
2016-06-13,UEFA Euro,Republic of Ireland,Sweden,1,1,0,True,0,1789.6,1879.7,-90.10000000000014,0.14285714285714285,1.0,1.7142857142857142,-0.7142857142857143,0.3,1.2,1.3,-0.1,-0.6142857142857143,-0.15714285714285714,1
2016-06-13,UEFA Euro,Belgium,Italy,0,2,-1,True,2,1955.9,1953.4,2.5,0.5555555555555556,1.3333333333333333,1.1111111111111112,0.2222222222222222,0.3,1.0,1.3,-0.3,0.5222222222222221,0.2555555555555556,0
2016-06-14,UEFA Euro,Austria,Hungary,0,2,-1,True,2,1810.0,1800.0,10.0,,,,,,,,,,,0
2016-06-14,UEFA Euro,Portugal,Iceland,1,1,0,True,0,2004.7,1750.0,254.70000000000005,0.4,1.0,1.2,-0.2,,,,,,,1
2016-06-15,UEFA Euro,France,Albania,2,0,1,True,2,2006.7,1735.9,270.79999999999995,0.5,1.5,0.9,0.6,,,,,,,2
2016-06-15,UEFA Euro,Romania,Switzerland,1,1,0,True,0,1778.2,1926.5,-148.29999999999995,,,,,0.5,1.1,0.8,0.3,,,1
2016-06-15,UEFA Euro,Russia,Slovakia,1,2,-1,True,1,1772.5,1766.0,6.5,0.2,1.2,1.1,0.1,0.2,1.2,1.8,-0.6,0.7,0.0,0
2016-06-16,UEFA Euro,Ukraine,Northern Ireland,0,2,-1,True,2,1851.6,1730.5,121.09999999999991,0.4444444444444444,0.8888888888888888,1.3333333333333333,-0.4444444444444444,,,,,,,0
2016-06-16,UEFA Euro,England,Wales,2,1,1,True,1,1887.5,1778.2,109.29999999999995,0.2,0.9,1.3,-0.4,,,,,,,2
2016-06-16,UEFA Euro,Germany,Poland,0,0,0,True,0,2277.1,1846.6,430.5,0.8,2.5,0.8,1.7,0.4,0.9,1.3,-0.4,2.1,0.4,1
2016-06-17,UEFA Euro,Czechia,Croatia,2,2,0,True,0,1761.6,1896.2,-134.60000000000014,0.25,0.75,1.5,-0.75,0.3,1.3,1.2,0.1,-0.85,-0.04999999999999999,1
2016-06-17,UEFA Euro,Spain,Türkiye,3,0,1,True,3,2107.2,1863.9,243.29999999999973,0.6,1.7,0.8,0.9,0.5,1.25,0.875,0.375,0.525,0.09999999999999998,2
2016-06-17,UEFA Euro,Italy,Sweden,1,0,1,True,1,1991.1,1873.4,117.69999999999982,0.4,1.0,1.0,0.0,0.2,1.1,1.3,-0.2,0.2,0.2,2
2016-06-18,UEFA Euro,Belgium,Republic of Ireland,3,0,1,True,3,1930.8,1795.9,134.89999999999986,0.5,1.2,1.2,0.0,0.125,1.0,1.625,-0.625,0.625,0.375,2
2016-06-18,UEFA Euro,Iceland,Hungary,1,1,0,True,0,1765.6,1838.6,-73.0,,,,,,,,,,,1
2016-06-18,UEFA Euro,Portugal,Austria,0,0,0,True,0,1989.0,1784.3,204.70000000000005,0.4,1.1,1.3,-0.2,,,,,,,1
2016-06-19,UEFA Euro,Romania,Albania,0,1,-1,True,1,1788.3,1727.2,61.09999999999991,,,,,,,,,,,0
2016-06-19,UEFA Euro,Switzerland,France,0,0,0,True,0,1916.5,2019.7,-103.20000000000005,0.4,1.0,0.9,0.1,0.6,1.6,0.8,0.8,-0.7000000000000001,-0.19999999999999996,1
2016-06-20,UEFA Euro,Russia,Wales,0,3,-1,True,3,1747.0,1760.8,-13.799999999999955,0.1,1.1,1.3,-0.2,,,,,,,0
2016-06-20,UEFA Euro,Slovakia,England,0,0,0,True,0,1791.4,1904.9,-113.5,0.3333333333333333,1.3333333333333333,1.6666666666666667,-0.3333333333333333,0.2,1.0,1.4,-0.4,0.06666666666666671,0.1333333333333333,1
2016-06-21,UEFA Euro,Northern Ireland,Germany,0,1,-1,True,1,1780.5,2256.0,-475.5,,,,,0.7,2.1,0.6,1.5,,,0
2016-06-21,UEFA Euro,Czechia,Türkiye,0,2,-1,True,2,1770.9,1854.1,-83.19999999999982,0.2222222222222222,0.8888888888888888,1.5555555555555556,-0.6666666666666666,0.4444444444444444,1.1111111111111112,1.1111111111111112,0.0,-0.6666666666666666,-0.2222222222222222,0
2016-06-21,UEFA Euro,Ukraine,Poland,0,1,-1,True,1,1818.3,1867.8,-49.5,0.4,0.8,1.4,-0.6,0.4,0.9,1.1,-0.2,-0.39999999999999997,0.0,0
2016-06-21,UEFA Euro,Croatia,Spain,2,1,1,True,1,1887.0,2124.5,-237.5,0.3,1.5,1.3,0.2,0.7,1.9,0.7,1.2,-1.0,-0.39999999999999997,2
2016-06-22,UEFA Euro,Hungary,Portugal,3,3,0,True,0,1833.4,1975.8,-142.39999999999986,,,,,0.4,1.1,1.2,-0.1,,,1
2016-06-22,UEFA Euro,Iceland,Austria,2,1,1,True,1,1770.8,1797.5,-26.700000000000045,,,,,,,,,,,2
2016-06-22,UEFA Euro,Italy,Republic of Ireland,0,1,-1,True,1,2008.0,1780.2,227.79999999999995,0.5,1.0,0.9,0.1,0.1111111111111111,0.8888888888888888,1.7777777777777777,-0.8888888888888888,0.9888888888888888,0.3888888888888889,0
2016-06-22,UEFA Euro,Sweden,Belgium,0,1,-1,True,1,1856.5,1958.3,-101.79999999999995,0.2,1.0,1.3,-0.3,0.6,1.3,1.0,0.3,-0.6,-0.39999999999999997,0
2016-06-25,UEFA Euro,Wales,Northern Ireland,1,0,1,True,1,1802.8,1777.5,25.299999999999955,0.6666666666666666,2.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3333333333333333,2
2016-06-25,UEFA Euro,Croatia,Portugal,0,1,-1,True,1,1926.9,1966.1,-39.19999999999982,0.4,1.7,1.4,0.3,0.4,1.4,1.4,0.0,0.3,0.0,0
2016-06-25,UEFA Euro,Switzerland,Poland,1,1,0,True,0,1923.7,1889.2,34.5,0.4,1.0,0.9,0.1,0.5,1.0,0.7,0.3,-0.19999999999999998,-0.09999999999999998,1
2016-06-26,UEFA Euro,Hungary,Belgium,0,4,-1,True,4,1843.1,1976.2,-133.10000000000014,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.7,1.3,0.9,0.4,0.2666666666666666,-0.36666666666666664,0
2016-06-26,UEFA Euro,Germany,Slovakia,3,0,1,True,3,2259.0,1799.3,459.70000000000005,0.8,2.1,0.4,1.7,0.2857142857142857,1.1428571428571428,1.4285714285714286,-0.2857142857142857,1.9857142857142858,0.5142857142857143,2
2016-06-26,UEFA Euro,France,Republic of Ireland,2,1,1,True,1,2012.5,1819.6,192.9000000000001,0.5,1.4,0.8,0.6,0.2,0.9,1.6,-0.7,1.2999999999999998,0.3,2
2016-06-27,UEFA Euro,England,Iceland,1,2,-1,True,1,1897.0,1797.7,99.29999999999995,0.2,0.9,1.0,-0.1,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,-0.43333333333333335,-0.1333333333333333,0
2016-06-27,UEFA Euro,Italy,Spain,2,0,1,True,2,1968.6,2084.7,-116.09999999999991,0.5,0.9,0.9,0.0,0.6,1.6,0.9,0.7,-0.7,-0.09999999999999998,2
2016-06-30,UEFA Euro,Poland,Portugal,1,1,0,True,0,1891.7,1988.3,-96.59999999999991,0.4,0.8,0.7,0.1,0.4,1.2,1.2,0.0,0.1,0.0,1
2016-07-01,UEFA Euro,Wales,Belgium,3,1,1,True,2,1826.0,2006.0,-180.0,0.75,1.75,0.75,1.0,0.7,1.4,0.7,0.7,0.30000000000000004,0.050000000000000044,2
2016-07-02,UEFA Euro,Germany,Italy,1,1,0,True,0,2264.8,2018.2,246.60000000000014,0.8,2.0,0.4,1.6,0.5,0.9,0.9,0.0,1.6,0.30000000000000004,1
2016-07-03,UEFA Euro,France,Iceland,5,2,1,True,3,2024.9,1829.7,195.20000000000005,0.6,1.6,0.7,0.9,0.5,1.5,1.0,0.5,0.4,0.09999999999999998,2
2016-07-06,UEFA Euro,Portugal,Wales,2,0,1,True,2,1981.5,1881.3,100.20000000000005,0.3,1.1,1.2,-0.1,0.8,2.0,0.8,1.2,-1.3,-0.5,2
2016-07-07,UEFA Euro,Germany,France,0,2,-1,True,2,2249.5,2046.4,203.0999999999999,0.8,1.9,0.3,1.6,0.7,2.1,0.7,1.4,0.20000000000000018,0.10000000000000009,0
2016-07-10,UEFA Euro,Portugal,France,1,0,1,True,1,2008.5,2103.6,-95.09999999999991,0.3,1.2,1.2,0.0,0.7,2.0,0.7,1.3,-1.3,-0.39999999999999997,2
2018-06-14,World Cup,Russia,Saudi Arabia,5,0,1,True,5,1723.0,1678.6,44.40000000000009,0.1,1.1,1.5,-0.4,0.0,0.3333333333333333,3.1666666666666665,-2.8333333333333335,2.4333333333333336,0.1,2
2018-06-15,World Cup,Egypt,Uruguay,0,1,-1,True,1,1800.0,1920.1,-120.09999999999991,,,,,0.5,1.5,1.4,0.1,,,0
2018-06-15,World Cup,Morocco,Iran,0,1,-1,True,1,1830.0,1708.4,121.59999999999991,,,,,0.0,0.5,1.6666666666666667,-1.1666666666666667,,,0
2018-06-15,World Cup,Portugal,Spain,3,3,0,True,0,2040.2,2051.6,-11.399999999999864,0.4,1.3,1.2,0.1,0.5,1.5,1.1,0.4,-0.30000000000000004,-0.09999999999999998,1
2018-06-16,World Cup,Peru,Denmark,0,1,-1,True,1,1810.0,1877.1,-67.09999999999991,,,,,0.4,1.2,1.6,-0.4,,,0
2018-06-16,World Cup,France,Australia,2,1,1,True,1,2071.9,1800.0,271.9000000000001,0.6,1.5,0.6,0.9,0.2,1.1,2.1,-1.0,1.9,0.39999999999999997,2
2018-06-16,World Cup,Croatia,Nigeria,2,0,1,True,2,1904.7,1758.3,146.4000000000001,0.4,1.5,1.3,0.2,0.1,0.7,1.3,-0.6,0.8,0.30000000000000004,2
2018-06-16,World Cup,Argentina,Iceland,1,1,0,True,0,2110.3,1817.4,292.9000000000001,0.7,1.3,0.9,0.4,0.4,1.6,1.8,-0.2,0.6000000000000001,0.29999999999999993,1
2018-06-17,World Cup,Costa Rica,Serbia,0,1,-1,True,1,1875.6,1820.6,55.0,0.2,1.1,1.7,-0.6,0.3333333333333333,0.6666666666666666,1.0,-0.3333333333333333,-0.26666666666666666,-0.1333333333333333,0
2018-06-17,World Cup,Germany,Mexico,0,1,-1,True,1,2211.4,1928.9,282.5,0.7,1.8,0.5,1.3,0.3,1.1,1.2,-0.1,1.4000000000000001,0.39999999999999997,0
2018-06-17,World Cup,Brazil,Switzerland,1,1,0,True,0,2086.7,1921.2,165.49999999999977,0.4,1.5,1.6,-0.1,0.3,1.0,1.0,0.0,-0.1,0.10000000000000003,1
2018-06-18,World Cup,Tunisia,England,1,2,-1,True,1,1708.0,1865.0,-157.0,0.0,0.6666666666666666,1.8333333333333333,-1.1666666666666667,0.2,0.9,1.1,-0.2,-0.9666666666666668,-0.2,0
2018-06-18,World Cup,Sweden,South Korea,1,0,1,True,1,1838.7,1777.4,61.299999999999955,0.2,0.9,1.2,-0.3,0.2,1.2,1.8,-0.6,0.3,0.0,2
2018-06-18,World Cup,Belgium,Panama,3,0,1,True,3,1969.1,1770.0,199.0999999999999,0.7,1.5,0.8,0.7,,,,,,,2
2018-06-19,World Cup,Russia,Egypt,3,1,1,True,2,1775.4,1780.0,-4.599999999999909,0.2,1.4,1.2,0.2,,,,,,,2
2018-06-19,World Cup,Colombia,Japan,1,2,-1,True,1,1980.2,1809.8,170.4000000000001,0.8,2.4,0.8,1.6,0.2,0.8,1.5,-0.7,2.3,0.6000000000000001,0
2018-06-19,World Cup,Poland,Senegal,1,2,-1,True,1,1898.5,1861.9,36.59999999999991,0.4,0.9,0.6,0.3,0.4,1.4,1.2,0.2,0.09999999999999998,0.0,0
2018-06-20,World Cup,Uruguay,Saudi Arabia,1,0,1,True,1,1940.1,1652.4,287.6999999999998,0.5,1.3,1.4,-0.1,0.0,0.2857142857142857,3.4285714285714284,-3.142857142857143,3.0428571428571427,0.5,2
2018-06-20,World Cup,Iran,Spain,0,1,-1,True,1,1748.5,2050.6,-302.0999999999999,0.14285714285714285,0.5714285714285714,1.4285714285714286,-0.8571428571428571,0.4,1.6,1.4,0.2,-1.0571428571428572,-0.2571428571428572,0
2018-06-20,World Cup,Portugal,Morocco,1,0,1,True,1,2041.1,1789.9,251.19999999999982,0.4,1.6,1.1,0.5,,,,,,,2
2018-06-21,World Cup,Argentina,Croatia,0,3,-1,True,3,2089.7,1931.8,157.89999999999986,0.6,1.2,1.0,0.2,0.4,1.4,1.2,0.2,0.0,0.19999999999999996,0
2018-06-21,World Cup,Denmark,Australia,1,1,0,True,0,1901.4,1789.6,111.80000000000018,0.4,1.1,1.5,-0.4,0.1,0.9,2.2,-1.3,0.9,0.30000000000000004,1
2018-06-21,World Cup,France,Peru,1,0,1,True,1,2082.3,1785.7,296.60000000000014,0.7,1.7,0.7,1.0,,,,,,,2
2018-06-22,World Cup,Brazil,Costa Rica,2,0,1,True,2,2073.4,1840.9,232.5,0.4,1.6,1.7,-0.1,0.2,1.0,1.7,-0.7,0.6,0.2,2
2018-06-22,World Cup,Nigeria,Iceland,2,0,1,True,2,1740.3,1838.0,-97.70000000000005,0.1,0.7,1.4,-0.7,0.3333333333333333,1.5,1.6666666666666667,-0.16666666666666666,-0.5333333333333333,-0.2333333333333333,2
2018-06-22,World Cup,Serbia,Switzerland,1,2,-1,True,1,1855.3,1934.5,-79.20000000000005,0.5,0.75,0.75,0.0,0.3,1.1,1.0,0.1,-0.1,0.2,0
2018-06-23,World Cup,South Korea,Mexico,1,2,-1,True,1,1752.7,1979.0,-226.29999999999995,0.1,1.0,1.8,-0.8,0.4,1.1,1.0,0.1,-0.9,-0.30000000000000004,0
2018-06-23,World Cup,Germany,Sweden,2,1,1,True,1,2161.2,1863.4,297.7999999999997,0.6,1.6,0.5,1.1,0.3,1.0,1.2,-0.2,1.3,0.3,2
2018-06-23,World Cup,Belgium,Tunisia,5,2,1,True,3,1994.4,1690.7,303.70000000000005,0.7,1.6,0.7,0.9,0.0,0.7142857142857143,1.8571428571428572,-1.1428571428571428,2.0428571428571427,0.7,2
2018-06-24,World Cup,Japan,Senegal,2,2,0,True,0,1853.4,1895.0,-41.59999999999991,0.3,0.9,1.3,-0.4,0.5,1.5,1.1666666666666667,0.3333333333333333,-0.7333333333333334,-0.2,1
2018-06-24,World Cup,Poland,Colombia,0,3,-1,True,3,1865.3,1936.5,-71.20000000000005,0.4,1.0,0.7,0.3,0.6666666666666666,2.1666666666666665,1.0,1.1666666666666667,-0.8666666666666667,-0.2666666666666666,0
2018-06-24,World Cup,England,Panama,6,1,1,True,5,1882.3,1755.5,126.79999999999995,0.2,0.8,1.0,-0.2,,,,,,,2
2018-06-25,World Cup,Iran,Portugal,1,1,0,True,0,1739.5,2052.6,-313.0999999999999,0.125,0.5,1.375,-0.875,0.5,1.5,0.9,0.6,-1.475,-0.375,1
2018-06-25,World Cup,Saudi Arabia,Egypt,2,1,1,True,1,1642.8,1749.6,-106.79999999999995,0.0,0.25,3.125,-2.875,,,,,,,2
2018-06-25,World Cup,Uruguay,Russia,3,0,1,True,3,1949.7,1821.0,128.70000000000005,0.5,1.3,1.4,-0.1,0.2,1.3,1.2,0.1,-0.2,0.3,2
2018-06-25,World Cup,Spain,Morocco,2,2,0,True,0,2059.6,1778.5,281.0999999999999,0.5,1.7,1.4,0.3,,,,,,,1
2018-06-26,World Cup,Denmark,France,0,0,0,True,0,1892.1,2091.5,-199.4000000000001,0.4,1.1,1.5,-0.4,0.7,1.6,0.7,0.9,-1.3,-0.29999999999999993,1
2018-06-26,World Cup,Australia,Peru,0,2,-1,True,2,1798.9,1776.5,22.40000000000009,0.1,1.0,2.1,-1.1,,,,,,,0
2018-06-26,World Cup,Nigeria,Argentina,1,2,-1,True,1,1797.6,2046.9,-249.30000000000018,0.2,0.8,1.2,-0.4,0.5,0.9,1.2,-0.3,-0.10000000000000003,-0.3,0
2018-06-26,World Cup,Iceland,Croatia,1,2,-1,True,1,1799.8,2006.6,-206.79999999999995,0.2857142857142857,1.2857142857142858,1.7142857142857142,-0.42857142857142855,0.5,1.6,1.1,0.5,-0.9285714285714286,-0.2142857142857143,0
2018-06-27,World Cup,Switzerland,Costa Rica,2,2,0,True,0,1957.8,1828.5,129.29999999999995,0.4,1.3,1.1,0.2,0.2,0.8,1.4,-0.6,0.8,0.2,1
2018-06-27,World Cup,Mexico,Sweden,0,3,-1,True,3,1991.9,1854.3,137.60000000000014,0.5,1.2,0.9,0.3,0.2,1.0,1.4,-0.4,0.7,0.3,0
2018-06-27,World Cup,South Korea,Germany,2,0,1,True,2,1739.8,2170.4,-430.60000000000014,0.1,1.0,1.9,-0.9,0.6,1.7,0.6,1.1,-2.0,-0.5,2
2018-06-27,World Cup,Serbia,Brazil,0,2,-1,True,2,1832.0,2092.1,-260.0999999999999,0.4,0.8,1.0,-0.2,0.4,1.5,1.7,-0.2,0.0,0.0,0
2018-06-28,World Cup,Panama,Tunisia,1,2,-1,True,1,1736.0,1681.8,54.200000000000045,,,,,0.0,0.875,2.25,-1.375,,,0
2018-06-28,World Cup,England,Belgium,0,1,-1,True,1,1921.4,2010.0,-88.59999999999991,0.3,1.4,1.0,0.4,0.7,2.0,0.9,1.1,-0.7000000000000001,-0.39999999999999997,0
2018-06-28,World Cup,Senegal,Colombia,0,1,-1,True,1,1891.5,1978.4,-86.90000000000009,0.42857142857142855,1.5714285714285714,1.2857142857142858,0.2857142857142857,0.7142857142857143,2.2857142857142856,0.8571428571428571,1.4285714285714286,-1.1428571428571428,-0.28571428571428575,0
2018-06-28,World Cup,Japan,Poland,0,1,-1,True,1,1857.0,1841.4,15.599999999999909,0.3,1.1,1.5,-0.4,0.3,0.8,0.9,-0.1,-0.30000000000000004,0.0,0
2018-06-30,World Cup,France,Argentina,4,3,1,True,1,2076.0,2058.5,17.5,0.7,1.6,0.6,1.0,0.6,1.1,0.9,0.2,0.8,0.09999999999999998,2
2018-06-30,World Cup,Uruguay,Portugal,2,1,1,True,1,1983.6,2031.1,-47.5,0.5,1.4,1.3,0.1,0.4,1.4,0.9,0.5,-0.4,0.09999999999999998,2
2018-07-01,World Cup,Spain,Russia,1,1,0,True,0,2039.5,1801.6,237.9000000000001,0.4,1.5,1.6,-0.1,0.2,1.2,1.4,-0.2,0.1,0.2,1
2018-07-01,World Cup,Croatia,Denmark,1,1,0,True,0,2020.6,1907.6,113.0,0.6,1.8,1.1,0.7,0.3,0.9,1.5,-0.6,1.2999999999999998,0.3,1
2018-07-02,World Cup,Belgium,Japan,3,2,1,True,1,2032.5,1825.7,206.79999999999995,0.7,2.0,0.9,1.1,0.3,1.0,1.2,-0.2,1.3,0.39999999999999997,2
2018-07-02,World Cup,Brazil,Mexico,2,0,1,True,2,2108.6,1950.6,158.0,0.5,1.6,1.5,0.1,0.5,1.1,1.1,0.0,0.1,0.0,2
2018-07-03,World Cup,Sweden,Switzerland,1,0,1,True,1,1926.5,1947.1,-20.59999999999991,0.3,1.1,1.2,-0.1,0.3,1.3,1.2,0.1,-0.2,0.0,2
2018-07-03,World Cup,Colombia,England,1,1,0,True,0,2001.1,1898.8,102.29999999999995,0.75,2.125,0.75,1.375,0.3,1.4,1.1,0.3,1.075,0.45,1
2018-07-06,World Cup,Uruguay,France,0,2,-1,True,2,2017.7,2104.4,-86.70000000000005,0.6,1.5,1.3,0.2,0.7,1.8,0.8,1.0,-0.8,-0.09999999999999998,0
2018-07-06,World Cup,Brazil,Belgium,1,2,-1,True,1,2134.4,2046.5,87.90000000000009,0.5,1.5,1.4,0.1,0.7,2.1,1.0,1.1,-1.0,-0.19999999999999996,0
2018-07-07,World Cup,Russia,Croatia,2,2,0,True,0,1819.4,2011.2,-191.79999999999995,0.2,1.3,1.4,-0.1,0.6,1.8,0.9,0.9,-1.0,-0.39999999999999997,1
2018-07-07,World Cup,Sweden,England,0,2,-1,True,2,1958.3,1907.4,50.899999999999864,0.4,1.2,1.0,0.2,0.3,1.4,1.0,0.4,-0.2,0.10000000000000003,0
2018-07-10,World Cup,France,Belgium,1,0,1,True,1,2138.4,2083.9,54.5,0.7,1.8,0.8,1.0,0.8,2.3,1.0,1.3,-0.30000000000000004,-0.10000000000000009,2
2018-07-11,World Cup,Croatia,England,2,1,1,True,1,1996.1,1959.0,37.09999999999991,0.5,1.6,1.1,0.5,0.4,1.5,0.8,0.7,-0.19999999999999996,0.09999999999999998,2
2018-07-14,World Cup,Belgium,England,2,0,1,True,2,2058.6,1932.2,126.39999999999986,0.8,2.3,0.9,1.4,0.4,1.6,1.0,0.6,0.7999999999999999,0.4,2
2018-07-15,World Cup,France,Croatia,4,2,1,True,2,2163.8,2022.9,140.9000000000001,0.8,1.9,0.8,1.1,0.6,1.7,0.9,0.8,0.30000000000000004,0.20000000000000007,2
2019-06-21,AFCON,Egypt,Zimbabwe,1,0,1,True,1,1710.6,1750.0,-39.40000000000009,0.0,0.6666666666666666,2.0,-1.3333333333333333,,,,,,,2
2019-06-22,AFCON,Nigeria,Burundi,1,0,1,True,1,1786.1,1750.0,36.09999999999991,0.2,0.9,1.4,-0.5,,,,,,,2
2019-06-22,AFCON,Congo DR,Uganda,0,2,-1,True,2,1750.0,1750.0,0.0,,,,,,,,,,,0
2019-06-22,AFCON,Guinea,Madagascar,2,2,0,True,0,1750.0,1750.0,0.0,,,,,,,,,,,1
2019-06-23,AFCON,Morocco,Namibia,1,0,1,True,1,1798.5,1750.0,48.5,0.0,0.6666666666666666,1.3333333333333333,-0.6666666666666666,,,,,,,2
2019-06-23,AFCON,Senegal,Tanzania,2,0,1,True,2,1868.8,1750.0,118.79999999999995,0.375,1.375,1.25,0.125,,,,,,,2
2019-06-23,AFCON,Algeria,Kenya,2,0,1,True,2,1781.2,1750.0,31.200000000000045,0.14285714285714285,1.0,1.2857142857142858,-0.2857142857142857,,,,,,,2
2019-06-24,AFCON,Ivory Coast,South Africa,1,0,1,True,1,1783.4,1801.3,-17.899999999999864,0.3333333333333333,1.4444444444444444,1.5555555555555556,-0.1111111111111111,0.3333333333333333,1.3333333333333333,1.6666666666666667,-0.3333333333333333,0.2222222222222222,0.0,2
2019-06-24,AFCON,Mali,Mauritania,4,1,1,True,3,1750.0,1750.0,0.0,,,,,,,,,,,2
2019-06-24,AFCON,Tunisia,Angola,1,1,0,True,0,1716.4,1745.8,-29.399999999999864,0.1111111111111111,1.0,2.111111111111111,-1.1111111111111112,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.7777777777777779,0.1111111111111111,1
2019-06-25,AFCON,Cameroon,Guinea-Bissau,2,0,1,True,2,1700.7,1750.0,-49.299999999999955,0.1111111111111111,0.5555555555555556,1.8888888888888888,-1.3333333333333333,,,,,,,2
2019-06-25,AFCON,Ghana,Benin,2,2,0,True,0,1855.4,1750.0,105.40000000000009,0.3,1.1,1.4,-0.3,,,,,,,1
2019-06-26,AFCON,Nigeria,Guinea,1,0,1,True,1,1804.0,1750.0,54.0,0.3,1.0,1.3,-0.3,,,,,,,2
2019-06-26,AFCON,Uganda,Zimbabwe,1,1,0,True,0,1780.0,1727.7,52.299999999999955,,,,,,,,,,,1
2019-06-26,AFCON,Egypt,Congo DR,2,0,1,True,2,1732.9,1730.0,2.900000000000091,0.25,0.75,1.5,-0.75,,,,,,,2
2019-06-27,AFCON,Madagascar,Burundi,1,0,1,True,1,1750.0,1732.1,17.90000000000009,,,,,,,,,,,2
2019-06-27,AFCON,Senegal,Algeria,0,1,-1,True,1,1888.9,1808.5,80.40000000000009,0.4444444444444444,1.4444444444444444,1.1111111111111112,0.3333333333333333,0.25,1.125,1.125,0.0,0.3333333333333333,0.19444444444444442,0
2019-06-27,AFCON,Kenya,Tanzania,3,2,1,True,1,1731.8,1736.6,-4.7999999999999545,,,,,,,,,,,2
2019-06-28,AFCON,Tunisia,Mali,1,1,0,True,0,1718.1,1785.0,-66.90000000000009,0.1,1.0,2.0,-1.0,,,,,,,1
2019-06-28,AFCON,South Africa,Namibia,1,0,1,True,1,1780.3,1732.8,47.5,0.2857142857142857,1.1428571428571428,1.5714285714285714,-0.42857142857142855,,,,,,,2
2019-06-28,AFCON,Morocco,Ivory Coast,1,0,1,True,1,1815.8,1804.4,11.399999999999864,0.25,0.75,1.0,-0.25,0.4,1.4,1.4,0.0,-0.25,-0.15000000000000002,2
2019-06-29,AFCON,Benin,Guinea-Bissau,0,0,0,True,0,1755.9,1727.2,28.700000000000045,,,,,,,,,,,1
2019-06-29,AFCON,Cameroon,Ghana,0,0,0,True,0,1734.9,1849.5,-114.59999999999991,0.2,0.7,1.7,-1.0,0.2,1.1,1.5,-0.4,-0.6,0.0,1
2019-06-29,AFCON,Mauritania,Angola,0,0,0,True,0,1730.0,1744.1,-14.099999999999909,,,,,0.0,0.5,0.75,-0.25,,,1
2019-06-30,AFCON,Burundi,Guinea,0,2,-1,True,2,1713.1,1733.1,-20.0,,,,,,,,,,,0
2019-06-30,AFCON,Uganda,Egypt,0,2,-1,True,2,1777.0,1762.6,14.400000000000091,,,,,0.4,1.0,1.2,-0.2,,,0
2019-06-30,AFCON,Zimbabwe,Congo DR,0,4,-1,True,4,1730.7,1710.2,20.5,,,,,,,,,,,0
2019-06-30,AFCON,Madagascar,Nigeria,2,0,1,True,2,1769.0,1820.9,-51.90000000000009,,,,,0.4,1.0,1.1,-0.1,,,2
2019-07-01,AFCON,Kenya,Senegal,0,3,-1,True,3,1752.1,1864.4,-112.30000000000018,,,,,0.4,1.3,1.1,0.2,,,0
