date,tournament,home_team,away_team,home_score,away_score,result,neutral,goal_diff,home_elo_pre,away_elo_pre,elo_diff,home_win_pct_10g,home_gf_avg_10g,home_ga_avg_10g,home_gd_avg_10g,away_win_pct_10g,away_gf_avg_10g,away_ga_avg_10g,away_gd_avg_10g,gd_diff_10g,win_pct_diff_10g,result_class
2010-06-19,World Cup,Ghana,Australia,1,1,0,True,0,1881.2,1811.7,69.5,0.6,1.0,1.2,-0.2,0.2,1.0,2.0,-1.0,0.8,0.39999999999999997,1
2010-06-19,World Cup,Cameroon,Denmark,1,2,-1,True,1,1776.9,1886.0,-109.09999999999991,0.25,0.5,1.0,-0.5,0.4,1.0,1.4,-0.4,-0.09999999999999998,-0.15000000000000002,0
2010-06-20,World Cup,Brazil,Ivory Coast,3,1,1,True,2,2162.8,1768.2,394.60000000000014,0.9,1.9,0.4,1.5,0.25,1.25,1.5,-0.25,1.75,0.65,2
2010-06-20,World Cup,Slovakia,Paraguay,0,2,-1,True,2,1786.6,1818.9,-32.30000000000018,,,,,0.25,1.125,1.25,-0.125,,,0
2010-06-20,World Cup,Italy,New Zealand,1,1,0,True,0,2038.1,1753.4,284.6999999999998,0.5,1.5,0.6,0.9,,,,,,,1
2010-06-21,World Cup,Spain,Honduras,2,0,1,True,2,1962.4,1746.0,216.4000000000001,0.6,1.9,1.0,0.9,,,,,,,2
2010-06-21,World Cup,Chile,Switzerland,1,0,1,True,1,1864.0,1957.4,-93.40000000000009,,,,,0.6,1.0,0.0,1.0,,,2
2010-06-21,World Cup,Portugal,North Korea,7,0,1,True,7,1935.9,1744.8,191.10000000000014,0.5,1.1,0.6,0.5,,,,,,,2
2010-06-22,World Cup,Nigeria,South Korea,2,2,0,True,0,1740.2,1874.8,-134.5999999999999,0.0,0.4,1.2,-0.8,0.4,1.1,1.3,-0.2,-0.6000000000000001,-0.4,1
2010-06-22,World Cup,France,South Africa,1,2,-1,True,1,1994.6,1753.3,241.29999999999995,0.4,0.9,0.7,0.2,0.2,1.2,1.8,-0.6,0.8,0.2,0
2010-06-22,World Cup,Mexico,Uruguay,0,1,-1,True,1,1905.0,1910.9,-5.900000000000091,0.4,1.2,1.0,0.2,0.2,1.4,1.0,0.4,-0.2,0.2,0
2010-06-22,World Cup,Greece,Argentina,0,2,-1,True,2,1763.2,2066.5,-303.29999999999995,,,,,0.6,1.8,0.6,1.2,,,0
2010-06-23,World Cup,Australia,Serbia,2,1,1,True,1,1817.6,1853.7,-36.100000000000136,0.16666666666666666,1.0,1.8333333333333333,-0.8333333333333334,,,,,,,2
2010-06-23,World Cup,Ghana,Germany,0,1,-1,True,1,1875.3,2068.3,-193.00000000000023,0.5,1.0,1.1666666666666667,-0.16666666666666666,0.6,1.8,0.9,0.9,-1.0666666666666667,-0.09999999999999998,0
2010-06-23,World Cup,Slovenia,England,0,1,-1,True,1,1728.5,1994.4,-265.9000000000001,0.2,1.0,1.8,-0.8,0.4,1.1,0.5,0.6,-1.4,-0.2,0
2010-06-23,World Cup,United States,Algeria,1,0,1,True,1,1783.2,1778.9,4.2999999999999545,0.2,1.2,1.6,-0.4,,,,,,,2
2010-06-24,World Cup,Denmark,Japan,1,3,-1,True,2,1906.8,1824.0,82.79999999999995,0.5,1.1666666666666667,1.3333333333333333,-0.16666666666666666,0.3333333333333333,0.8888888888888888,1.2222222222222223,-0.3333333333333333,0.16666666666666666,0.16666666666666669,0
2010-06-24,World Cup,Slovakia,Italy,3,2,1,True,1,1759.3,2017.9,-258.60000000000014,,,,,0.5,1.5,0.6,0.9,,,2
2010-06-24,World Cup,Paraguay,New Zealand,0,0,0,True,0,1859.7,1773.7,86.0,0.3333333333333333,1.2222222222222223,1.1111111111111112,0.1111111111111111,,,,,,,1
2010-06-24,World Cup,Cameroon,Netherlands,1,2,-1,True,1,1756.0,2000.6,-244.5999999999999,0.2,0.6,1.2,-0.6,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,-1.2666666666666666,-0.4666666666666666,0
2010-06-25,World Cup,North Korea,Ivory Coast,0,3,-1,True,3,1729.8,1762.6,-32.799999999999955,,,,,0.2,1.2,1.8,-0.6,,,0
2010-06-25,World Cup,Portugal,Brazil,0,0,0,True,0,1969.6,2171.2,-201.5999999999999,0.5,1.4,0.6,0.8,0.9,2.0,0.5,1.5,-0.7,-0.4,1
2010-06-25,World Cup,Chile,Spain,1,2,-1,True,1,1901.9,1982.5,-80.59999999999991,,,,,0.6,1.8,0.9,0.9,,,0
2010-06-25,World Cup,Switzerland,Honduras,0,0,0,True,0,1919.5,1732.6,186.9000000000001,0.5,0.8333333333333334,0.16666666666666666,0.6666666666666666,,,,,,,1
2010-06-26,World Cup,United States,Ghana,1,2,-1,True,1,1812.8,1860.4,-47.600000000000136,0.2,1.0,1.4,-0.4,0.42857142857142855,0.8571428571428571,1.1428571428571428,-0.2857142857142857,-0.11428571428571432,-0.22857142857142854,0
2010-06-26,World Cup,Uruguay,South Korea,2,1,1,True,1,1940.4,1863.7,76.70000000000005,0.3333333333333333,1.3333333333333333,0.8333333333333334,0.5,0.3,1.2,1.5,-0.3,0.8,0.033333333333333326,2
2010-06-27,World Cup,Argentina,Mexico,3,1,1,True,2,2079.9,1875.5,204.4000000000001,0.6,1.9,0.6,1.3,0.3,1.1,1.1,0.0,1.3,0.3,2
2010-06-27,World Cup,Germany,England,4,1,1,True,3,2083.1,2005.1,78.0,0.7,1.9,0.7,1.2,0.5,1.2,0.5,0.7,0.5,0.19999999999999996,2
2010-06-28,World Cup,Brazil,Chile,3,0,1,True,3,2155.5,1878.7,276.79999999999995,0.8,1.8,0.4,1.4,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0666666666666667,0.13333333333333341,2
2010-06-28,World Cup,Netherlands,Slovakia,2,1,1,True,1,2012.4,1808.3,204.10000000000014,0.7142857142857143,1.1428571428571428,0.42857142857142855,0.7142857142857143,0.3333333333333333,1.3333333333333333,1.6666666666666667,-0.3333333333333333,1.0476190476190477,0.380952380952381,2
2010-06-29,World Cup,Paraguay,Japan,0,0,0,True,0,1852.5,1879.5,-27.0,0.3,1.1,1.0,0.1,0.4,1.1,1.2,-0.1,0.2,-0.10000000000000003,1
2010-06-29,World Cup,Spain,Portugal,1,0,1,True,1,2005.7,1985.3,20.40000000000009,0.6,1.7,0.9,0.8,0.5,1.4,0.5,0.9,-0.09999999999999998,0.09999999999999998,2
2010-07-02,World Cup,Netherlands,Brazil,2,1,1,True,1,2026.5,2173.2,-146.69999999999982,0.75,1.25,0.5,0.75,0.8,2.0,0.4,1.6,-0.8500000000000001,-0.050000000000000044,2
2010-07-02,World Cup,Uruguay,Ghana,1,1,0,True,0,1963.9,1886.3,77.60000000000014,0.42857142857142855,1.4285714285714286,0.8571428571428571,0.5714285714285714,0.5,1.0,1.125,-0.125,0.6964285714285714,-0.07142857142857145,1
2010-07-03,World Cup,Argentina,Germany,0,4,-1,True,4,2101.1,2124.0,-22.90000000000009,0.7,2.2,0.6,1.6,0.7,1.9,0.6,1.3,0.30000000000000004,0.0,0
2010-07-03,World Cup,Paraguay,Spain,0,1,-1,True,1,1854.8,2033.9,-179.10000000000014,0.3,0.9,0.8,0.1,0.6,1.5,0.7,0.8,-0.7000000000000001,-0.3,0
2010-07-06,World Cup,Uruguay,Netherlands,2,3,-1,True,1,1957.3,2068.5,-111.20000000000005,0.375,1.375,0.875,0.5,0.7777777777777778,1.3333333333333333,0.5555555555555556,0.7777777777777778,-0.2777777777777778,-0.4027777777777778,0
2010-07-07,World Cup,Germany,Spain,0,1,-1,True,1,2176.6,2049.7,126.90000000000009,0.7,2.2,0.6,1.6,0.7,1.5,0.6,0.9,0.7000000000000001,0.0,0
2010-07-10,World Cup,Uruguay,Germany,2,3,-1,True,1,1936.6,2136.1,-199.5,0.3333333333333333,1.4444444444444444,1.1111111111111112,0.3333333333333333,0.6,1.9,0.7,1.2,-0.8666666666666667,-0.26666666666666666,0
2010-07-11,World Cup,Netherlands,Spain,0,1,-1,True,1,2089.2,2090.2,-1.0,0.8,1.5,0.7,0.8,0.8,1.6,0.6,1.0,-0.19999999999999996,0.0,0
2012-06-08,UEFA Euro,Poland,Greece,1,1,0,True,0,1805.4,1754.3,51.100000000000136,0.3333333333333333,0.8333333333333334,1.8333333333333333,-1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,-1.0,0.0,0.0,1
2012-06-08,UEFA Euro,Russia,Czechia,4,1,1,True,3,1753.1,1810.2,-57.100000000000136,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,1.0,1.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,2
2012-06-09,UEFA Euro,Germany,Portugal,1,0,1,True,1,2150.5,1957.1,193.4000000000001,0.6,2.0,0.9,1.1,0.4,1.3,0.6,0.7,0.40000000000000013,0.19999999999999996,2
2012-06-09,UEFA Euro,Netherlands,Denmark,0,1,-1,True,1,2059.3,1869.8,189.50000000000023,0.7,1.4,0.8,0.6,0.42857142857142855,1.1428571428571428,1.5714285714285714,-0.42857142857142855,1.0285714285714285,0.2714285714285714,0
2012-06-10,UEFA Euro,Spain,Italy,1,1,0,True,0,2120.1,1968.9,151.19999999999982,0.8,1.3,0.6,0.7,0.5,1.6,0.7,0.9,-0.20000000000000007,0.30000000000000004,1
2012-06-10,UEFA Euro,Republic of Ireland,Croatia,1,3,-1,True,2,1835.4,1842.8,-7.399999999999864,0.25,1.5,0.75,0.75,0.16666666666666666,0.6666666666666666,1.0,-0.3333333333333333,1.0833333333333333,0.08333333333333334,0
2012-06-11,UEFA Euro,France,England,1,1,0,True,0,1946.5,1981.7,-35.200000000000045,0.4,1.0,0.7,0.3,0.4,1.0,0.9,0.1,0.19999999999999998,0.0,1
2012-06-11,UEFA Euro,Ukraine,Sweden,2,1,1,True,1,1806.7,1872.5,-65.79999999999995,0.4,1.0,1.4,-0.4,0.25,1.0,1.125,-0.125,-0.275,0.15000000000000002,2
2012-06-12,UEFA Euro,Greece,Czechia,1,2,-1,True,1,1757.9,1781.1,-23.199999999999818,0.25,0.75,1.5,-0.75,0.25,1.0,2.0,-1.0,0.25,0.0,0
2012-06-12,UEFA Euro,Poland,Russia,1,1,0,True,0,1801.7,1803.9,-2.2000000000000455,0.2857142857142857,0.8571428571428571,1.7142857142857142,-0.8571428571428571,0.5,2.0,1.25,0.75,-1.6071428571428572,-0.2142857142857143,1
2012-06-13,UEFA Euro,Denmark,Portugal,2,3,-1,True,1,1907.2,1944.7,-37.5,0.5,1.125,1.375,-0.25,0.3,1.1,0.7,0.4,-0.65,0.2,0
2012-06-13,UEFA Euro,Netherlands,Germany,1,2,-1,True,1,2021.9,2162.9,-141.0,0.6,1.2,0.8,0.4,0.7,2.0,0.8,1.2,-0.7999999999999999,-0.09999999999999998,0
2012-06-14,UEFA Euro,Spain,Republic of Ireland,4,0,1,True,4,2109.8,1810.9,298.9000000000001,0.7,1.1,0.6,0.5,0.2,1.4,1.2,0.2,0.3,0.49999999999999994,2
2012-06-14,UEFA Euro,Italy,Croatia,1,1,0,True,0,1979.1,1879.5,99.59999999999991,0.4,1.5,0.8,0.7,0.2857142857142857,1.0,1.0,0.0,0.7,0.11428571428571432,1
2012-06-15,UEFA Euro,Ukraine,France,0,2,-1,True,2,1836.3,1949.1,-112.79999999999995,0.5,1.1666666666666667,1.3333333333333333,-0.16666666666666666,0.4,1.1,0.8,0.3,-0.4666666666666667,0.09999999999999998,0
2012-06-15,UEFA Euro,Sweden,England,2,3,-1,True,1,1842.8,1979.2,-136.4000000000001,0.2222222222222222,1.0,1.2222222222222223,-0.2222222222222222,0.4,1.0,0.8,0.2,-0.4222222222222222,-0.1777777777777778,0
2012-06-16,UEFA Euro,Poland,Czechia,1,0,1,True,1,1801.9,1804.4,-2.5,0.25,0.875,1.625,-0.75,0.4,1.2,1.8,-0.6,-0.15000000000000002,-0.15000000000000002,2
2012-06-16,UEFA Euro,Greece,Russia,1,0,1,True,1,1734.6,1803.8,-69.20000000000005,0.2,0.8,1.6,-0.8,0.4,1.8,1.2,0.6,-1.4,-0.2,2
2012-06-17,UEFA Euro,Portugal,Netherlands,2,1,1,True,1,1967.0,2006.5,-39.5,0.3,1.2,0.8,0.4,0.6,1.3,1.0,0.3,0.10000000000000003,-0.3,2
2012-06-17,UEFA Euro,Denmark,Germany,1,2,-1,True,1,1884.9,2178.3,-293.4000000000001,0.4444444444444444,1.2222222222222223,1.5555555555555556,-0.3333333333333333,0.8,2.2,0.7,1.5,-1.8333333333333333,-0.3555555555555556,0
2012-06-18,UEFA Euro,Italy,Republic of Ireland,2,0,1,True,2,1972.2,1803.3,168.9000000000001,0.4,1.5,0.8,0.7,0.16666666666666666,1.1666666666666667,1.6666666666666667,-0.5,1.2,0.23333333333333336,2
2012-06-18,UEFA Euro,Croatia,Spain,0,1,-1,True,1,1886.4,2124.1,-237.69999999999982,0.25,1.0,1.0,0.0,0.7,1.4,0.6,0.8,-0.8,-0.44999999999999996,0
2012-06-19,UEFA Euro,Ukraine,England,1,0,1,True,1,1819.2,1994.9,-175.70000000000005,0.42857142857142855,1.0,1.4285714285714286,-0.42857142857142855,0.4,1.2,1.0,0.2,-0.6285714285714286,0.028571428571428525,2
2012-06-19,UEFA Euro,Sweden,France,2,0,1,True,2,1827.2,1974.8,-147.5999999999999,0.2,1.1,1.4,-0.3,0.5,1.2,0.7,0.5,-0.8,-0.3,2
2012-06-21,UEFA Euro,Czechia,Portugal,0,1,-1,True,1,1779.3,1994.8,-215.5,0.3333333333333333,1.0,1.6666666666666667,-0.6666666666666666,0.3,1.3,0.9,0.4,-1.0666666666666667,0.033333333333333326,0
2012-06-22,UEFA Euro,Germany,Greece,4,2,1,True,2,2186.1,1764.5,421.5999999999999,0.8,2.1,0.7,1.4,0.3333333333333333,0.8333333333333334,1.3333333333333333,-0.5,1.9,0.46666666666666673,2
2012-06-23,UEFA Euro,Spain,France,2,0,1,True,2,2134.2,1939.8,194.39999999999986,0.8,1.4,0.3,1.1,0.4,1.0,0.9,0.1,1.0,0.4,2
2012-06-24,UEFA Euro,England,Italy,0,0,0,True,0,1958.2,1992.8,-34.59999999999991,0.3,1.0,1.1,-0.1,0.4,1.5,0.8,0.7,-0.7999999999999999,-0.10000000000000003,1
2012-06-27,UEFA Euro,Portugal,Spain,0,0,0,True,0,2006.0,2152.7,-146.69999999999982,0.4,1.4,0.9,0.5,0.9,1.6,0.2,1.4,-0.8999999999999999,-0.5,1
2012-06-28,UEFA Euro,Germany,Italy,1,2,-1,True,1,2192.1,1990.3,201.79999999999995,0.8,2.1,0.9,1.2,0.3,1.4,0.8,0.6,0.6,0.5,0
2012-07-01,UEFA Euro,Spain,Italy,4,0,1,True,4,2142.7,2028.4,114.29999999999973,0.8,1.4,0.2,1.2,0.3,1.3,0.9,0.4,0.7999999999999999,0.5,2
2014-06-12,World Cup,Brazil,Croatia,3,1,1,True,2,2131.3,1876.3,255.00000000000023,0.7,1.9,0.6,1.3,0.2222222222222222,0.8888888888888888,1.0,-0.1111111111111111,1.4111111111111112,0.47777777777777775,2
2014-06-13,World Cup,Mexico,Cameroon,1,0,1,True,1,1861.3,1744.2,117.09999999999991,0.2,1.0,1.3,-0.3,0.16666666666666666,0.6666666666666666,1.3333333333333333,-0.6666666666666666,0.36666666666666664,0.033333333333333354,2
2014-06-13,World Cup,Spain,Netherlands,1,5,-1,True,4,2174.7,1978.7,195.99999999999977,0.8,1.6,0.1,1.5,0.6,1.4,1.1,0.3,1.2,0.20000000000000007,0
2014-06-13,World Cup,Chile,Australia,3,1,1,True,2,1868.6,1850.7,17.899999999999864,0.5,0.75,1.25,-0.5,0.2857142857142857,1.1428571428571428,1.7142857142857142,-0.5714285714285714,0.0714285714285714,0.2142857142857143,2
2014-06-14,World Cup,England,Italy,1,2,-1,True,1,1960.7,2011.3,-50.59999999999991,0.3,0.8,0.9,-0.1,0.2,1.1,1.3,-0.2,0.1,0.09999999999999998,0
2014-06-14,World Cup,Colombia,Greece,3,0,1,True,3,1850.0,1760.5,89.5,,,,,0.2857142857142857,1.0,1.7142857142857142,-0.7142857142857143,,,2
2014-06-14,World Cup,Uruguay,Costa Rica,1,3,-1,True,2,1922.2,1746.3,175.9000000000001,0.3,1.5,1.3,0.2,0.16666666666666666,1.3333333333333333,2.5,-1.1666666666666667,1.3666666666666667,0.13333333333333333,0
2014-06-15,World Cup,Ivory Coast,Japan,2,1,1,True,1,1810.2,1877.2,-67.0,0.3333333333333333,1.5,1.5,0.0,0.4,0.9,1.0,-0.1,0.1,-0.06666666666666671,2
2014-06-15,World Cup,Switzerland,Ecuador,2,1,1,True,1,1904.8,1858.7,46.09999999999991,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.42857142857142855,1.0,1.1428571428571428,-0.14285714285714285,0.7142857142857142,0.0,2
2014-06-15,World Cup,France,Honduras,3,0,1,True,3,1927.5,1747.3,180.20000000000005,0.3,0.7,1.0,-0.3,0.0,0.0,1.0,-1.0,0.7,0.3,2
2014-06-15,World Cup,Argentina,Bosnia-Herzegovina,2,1,1,True,1,2073.1,1750.0,323.0999999999999,0.7,2.1,0.9,1.2,,,,,,,2
2014-06-16,World Cup,Germany,Portugal,4,0,1,True,4,2154.1,2016.0,138.0999999999999,0.8,2.2,1.0,1.2,0.4,1.4,0.8,0.6,0.6,0.4,2
2014-06-16,World Cup,Iran,Nigeria,0,0,0,True,0,1748.2,1751.3,-3.099999999999909,0.0,0.6666666666666666,2.0,-1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,-0.6666666666666666,-0.6666666666666666,0.0,1
2014-06-16,World Cup,Ghana,United States,1,2,-1,True,1,1892.9,1786.9,106.0,0.4444444444444444,1.0,1.1111111111111112,-0.1111111111111111,0.2,1.0,1.5,-0.5,0.3888888888888889,0.2444444444444444,0
2014-06-17,World Cup,Russia,South Korea,1,1,0,True,0,1773.9,1840.2,-66.29999999999995,0.3333333333333333,1.5,1.1666666666666667,0.3333333333333333,0.2,1.1,1.6,-0.5,0.8333333333333333,0.1333333333333333,1
2014-06-17,World Cup,Belgium,Algeria,2,1,1,True,1,1899.8,1749.3,150.5,0.25,1.5,1.75,-0.25,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.41666666666666663,0.25,2
2014-06-17,World Cup,Brazil,Mexico,0,0,0,True,0,2148.1,1881.6,266.5,0.7,2.1,0.7,1.4,0.3,1.0,1.2,-0.2,1.5999999999999999,0.39999999999999997,1
2014-06-18,World Cup,Cameroon,Croatia,0,4,-1,True,4,1723.9,1865.1,-141.19999999999982,0.14285714285714285,0.5714285714285714,1.2857142857142858,-0.7142857142857143,0.2,0.9,1.2,-0.3,-0.4142857142857143,-0.05714285714285716,0
2014-06-18,World Cup,Australia,Netherlands,2,3,-1,True,1,1822.3,2063.7,-241.39999999999986,0.25,1.125,1.875,-0.75,0.6,1.7,1.2,0.5,-1.25,-0.35,0
2014-06-18,World Cup,Spain,Chile,0,2,-1,True,2,2129.4,1911.3,218.10000000000014,0.7,1.6,0.6,1.0,0.6,1.2,1.2,0.0,1.0,0.09999999999999998,0
2014-06-19,World Cup,Japan,Greece,0,0,0,True,0,1841.4,1738.0,103.40000000000009,0.3,0.9,1.2,-0.3,0.25,0.875,1.875,-1.0,0.7,0.04999999999999999,1
2014-06-19,World Cup,Uruguay,England,2,1,1,True,1,1878.2,1935.0,-56.799999999999955,0.3,1.5,1.4,0.1,0.2,0.8,1.1,-0.3,0.4,0.09999999999999998,2
2014-06-19,World Cup,Colombia,Ivory Coast,2,1,1,True,1,1889.3,1845.9,43.399999999999864,,,,,0.42857142857142855,1.5714285714285714,1.4285714285714286,0.14285714285714285,,,2
2014-06-20,World Cup,Italy,Costa Rica,0,1,-1,True,1,2037.0,1812.4,224.5999999999999,0.3,1.2,1.3,-0.1,0.2857142857142857,1.5714285714285714,2.2857142857142856,-0.7142857142857143,0.6142857142857143,0.01428571428571429,0
2014-06-20,World Cup,Switzerland,France,2,5,-1,True,3,1930.8,1955.0,-24.200000000000045,0.5,0.875,0.25,0.625,0.3,0.9,1.0,-0.1,0.725,0.2,0
2014-06-20,World Cup,Honduras,Ecuador,1,2,-1,True,1,1731.6,1832.6,-101.0,0.0,0.0,1.5,-1.5,0.375,1.0,1.25,-0.25,-1.25,-0.375,0
2014-06-21,World Cup,Argentina,Iran,1,0,1,True,1,2081.1,1748.5,332.5999999999999,0.7,2.1,0.9,1.2,0.0,0.5,1.5,-1.0,2.2,0.7,2
2014-06-21,World Cup,Nigeria,Bosnia-Herzegovina,1,0,1,True,1,1751.0,1741.9,9.099999999999909,0.0,0.5714285714285714,1.1428571428571428,-0.5714285714285714,,,,,,,2
2014-06-21,World Cup,Germany,Ghana,2,2,0,True,0,2189.1,1854.0,335.0999999999999,0.8,2.5,1.0,1.5,0.4,1.0,1.2,-0.2,1.7,0.4,1
2014-06-22,World Cup,Belgium,Russia,1,0,1,True,1,1917.5,1779.5,138.0,0.4,1.6,1.6,0.0,0.2857142857142857,1.4285714285714286,1.1428571428571428,0.2857142857142857,-0.2857142857142857,0.11428571428571432,2
2014-06-22,World Cup,South Korea,Algeria,2,4,-1,True,2,1834.6,1731.5,103.09999999999991,0.2,1.2,1.7,-0.5,0.0,0.25,1.0,-0.75,0.25,0.2,0
2014-06-22,World Cup,United States,Portugal,2,2,0,True,0,1825.8,1997.3,-171.5,0.3,1.1,1.3,-0.2,0.4,1.3,0.9,0.4,-0.6000000000000001,-0.10000000000000003,1
2014-06-23,World Cup,Cameroon,Brazil,1,4,-1,True,3,1705.5,2128.8,-423.3000000000002,0.125,0.5,1.625,-1.125,0.6,1.9,0.7,1.2,-2.325,-0.475,0
2014-06-23,World Cup,Netherlands,Chile,2,0,1,True,2,2075.6,1981.3,94.29999999999995,0.6,1.9,1.4,0.5,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.16666666666666669,-0.06666666666666665,2
2014-06-23,World Cup,Australia,Spain,0,3,-1,True,3,1810.3,2082.7,-272.39999999999986,0.2222222222222222,1.2222222222222223,2.0,-0.7777777777777778,0.6,1.5,0.8,0.7,-1.4777777777777779,-0.37777777777777777,0
2014-06-23,World Cup,Croatia,Mexico,1,3,-1,True,2,1899.6,1900.9,-1.300000000000182,0.3,1.3,1.1,0.2,0.3,1.0,1.0,0.0,0.2,0.0,0
2014-06-24,World Cup,Greece,Ivory Coast,2,1,1,True,1,1746.7,1819.6,-72.89999999999986,0.2222222222222222,0.7777777777777778,1.6666666666666667,-0.8888888888888888,0.375,1.5,1.5,0.0,-0.8888888888888888,-0.1527777777777778,2
2014-06-24,World Cup,Costa Rica,England,0,0,0,True,0,1859.4,1900.1,-40.69999999999982,0.375,1.5,2.0,-0.5,0.2,0.9,1.3,-0.4,-0.09999999999999998,0.175,1
2014-06-24,World Cup,Japan,Colombia,1,4,-1,True,3,1832.8,1915.5,-82.70000000000005,0.2,0.7,1.2,-0.5,,,,,,,0
2014-06-24,World Cup,Italy,Uruguay,0,1,-1,True,1,1989.9,1913.0,76.90000000000009,0.3,1.1,1.3,-0.2,0.4,1.7,1.5,0.2,-0.4,-0.10000000000000003,0
2014-06-25,World Cup,Honduras,Switzerland,0,3,-1,True,3,1710.1,1902.9,-192.80000000000018,0.0,0.2,1.6,-1.4,0.4444444444444444,1.0,0.7777777777777778,0.2222222222222222,-1.6222222222222222,-0.4444444444444444,0
2014-06-25,World Cup,Ecuador,France,0,0,0,True,0,1854.2,2003.8,-149.5999999999999,0.4444444444444444,1.1111111111111112,1.2222222222222223,-0.1111111111111111,0.3,1.3,1.2,0.1,-0.2111111111111111,0.14444444444444443,1
2014-06-25,World Cup,Nigeria,Argentina,2,3,-1,True,1,1780.2,2088.9,-308.70000000000005,0.125,0.625,1.0,-0.375,0.7,1.6,0.9,0.7,-1.075,-0.575,0
2014-06-25,World Cup,Bosnia-Herzegovina,Iran,3,1,1,True,2,1712.7,1740.8,-28.09999999999991,,,,,0.0,0.4,1.4,-1.0,,,2
2014-06-26,World Cup,Portugal,Ghana,2,1,1,True,1,1983.6,1876.4,107.19999999999982,0.4,1.5,1.1,0.4,0.4,1.2,1.2,0.0,0.4,0.0,2
2014-06-26,World Cup,United States,Germany,0,1,-1,True,1,1839.5,2166.7,-327.1999999999998,0.2,1.1,1.5,-0.4,0.7,2.3,1.1,1.2,-1.6,-0.49999999999999994,0
2014-06-26,World Cup,Algeria,Russia,1,1,0,True,0,1789.5,1760.9,28.59999999999991,0.2,1.0,1.2,-0.2,0.25,1.25,1.125,0.125,-0.325,-0.04999999999999999,1
2014-06-26,World Cup,South Korea,Belgium,0,1,-1,True,1,1795.9,1936.2,-140.29999999999995,0.2,1.4,2.0,-0.6,0.5,1.5,1.3333333333333333,0.16666666666666666,-0.7666666666666666,-0.3,0
2014-06-28,World Cup,Brazil,Chile,1,1,0,True,0,2137.2,1959.3,177.89999999999986,0.6,1.9,0.7,1.2,0.5714285714285714,1.1428571428571428,1.1428571428571428,0.0,1.2,0.02857142857142858,1
2014-06-28,World Cup,Colombia,Uruguay,2,0,1,True,2,1955.8,1949.5,6.2999999999999545,1.0,3.0,0.6666666666666666,2.3333333333333335,0.5,1.5,1.2,0.3,2.0333333333333337,0.5,2
2014-06-29,World Cup,Netherlands,Mexico,2,1,1,True,1,2108.7,1945.8,162.89999999999986,0.6,1.9,1.3,0.6,0.3,1.0,1.0,0.0,0.6,0.3,2
2014-06-29,World Cup,Costa Rica,Greece,1,1,0,True,0,1862.9,1782.9,80.0,0.3333333333333333,1.3333333333333333,1.7777777777777777,-0.4444444444444444,0.3,0.9,1.6,-0.7,0.25555555555555554,0.033333333333333326,1
2014-06-30,World Cup,Germany,Algeria,2,1,1,True,1,2174.6,1787.0,387.5999999999999,0.7,2.0,1.1,0.9,0.16666666666666666,1.0,1.1666666666666667,-0.16666666666666666,1.0666666666666667,0.5333333333333333,2
2014-06-30,World Cup,France,Nigeria,2,0,1,True,2,1991.6,1771.5,220.0999999999999,0.3,1.2,1.1,0.1,0.1111111111111111,0.7777777777777778,1.2222222222222223,-0.4444444444444444,0.5444444444444444,0.18888888888888888,2
2014-07-01,World Cup,Argentina,Switzerland,1,0,1,True,1,2097.5,1928.9,168.5999999999999,0.8,1.9,1.1,0.8,0.5,1.2,0.7,0.5,0.30000000000000004,0.30000000000000004,2
2014-07-01,World Cup,Belgium,United States,2,1,1,True,1,1954.7,1831.6,123.10000000000014,0.5714285714285714,1.4285714285714286,1.1428571428571428,0.2857142857142857,0.2,1.1,1.5,-0.4,0.6857142857142857,0.3714285714285714,2
2014-07-04,World Cup,France,Germany,0,1,-1,True,1,2011.4,2180.4,-169.0,0.4,1.4,1.1,0.3,0.8,2.2,1.1,1.1,-0.8,-0.4,0
2014-07-04,World Cup,Brazil,Colombia,2,1,1,True,1,2123.1,2000.0,123.09999999999991,0.5,1.7,0.8,0.9,1.0,2.75,0.5,2.25,-1.35,-0.5,2
2014-07-05,World Cup,Argentina,Belgium,1,0,1,True,1,2114.0,1974.5,139.5,0.8,1.8,1.0,0.8,0.625,1.5,1.125,0.375,0.42500000000000004,0.17500000000000004,2
2014-07-05,World Cup,Netherlands,Costa Rica,0,0,0,True,0,2125.6,1856.1,269.5,0.6,1.9,1.3,0.6,0.3,1.3,1.7,-0.4,1.0,0.3,1
2014-07-08,World Cup,Brazil,Germany,1,7,-1,True,6,2142.9,2196.9,-54.0,0.6,1.9,0.8,1.1,0.8,2.0,0.9,1.1,0.0,-0.20000000000000007,0
2014-07-09,World Cup,Netherlands,Argentina,0,0,0,True,0,2106.1,2132.6,-26.5,0.5,1.7,1.2,0.5,0.9,1.8,0.9,0.9,-0.4,-0.4,1
