season,week,poll,team,rank
2023,12,Playoff Committee Rankings,Georgia,1
2023,12,Playoff Committee Rankings,Tennessee,18
2023,12,Playoff Committee Rankings,Oklahoma State,23
2023,12,Playoff Committee Rankings,Kansas State,21
2023,12,Playoff Committee Rankings,Kansas,25
2023,12,Playoff Committee Rankings,LSU,15
2023,12,Playoff Committee Rankings,Oregon State,11
2023,12,Playoff Committee Rankings,Arizona,17
2023,12,Playoff Committee Rankings,Alabama,8
2023,12,Playoff Committee Rankings,Ole Miss,13
2023,12,Playoff Committee Rankings,Oregon,6
2023,12,Playoff Committee Rankings,Washington,5
2023,12,Playoff Committee Rankings,Utah,22
2023,12,Playoff Committee Rankings,Missouri,9
2023,12,Playoff Committee Rankings,Ohio State,2
2023,12,Playoff Committee Rankings,Michigan,3
2023,12,Playoff Committee Rankings,Penn State,12
2023,12,Playoff Committee Rankings,Iowa,16
2023,12,Playoff Committee Rankings,Texas,7
2023,12,Playoff Committee Rankings,Oklahoma,14
2023,12,Playoff Committee Rankings,Notre Dame,19
2023,12,Playoff Committee Rankings,Tulane,24
2023,12,Playoff Committee Rankings,Florida State,4
2023,12,Playoff Committee Rankings,Louisville,10
2023,12,Playoff Committee Rankings,North Carolina,20
2023,12,AP Top 25,Georgia,1
2023,12,AP Top 25,Tennessee,21
2023,12,AP Top 25,Oklahoma State,24
2023,12,AP Top 25,Kansas State,23
2023,12,AP Top 25,LSU,15
2023,12,AP Top 25,Oregon State,10
2023,12,AP Top 25,James Madison,18
2023,12,AP Top 25,Arizona,19
2023,12,AP Top 25,Alabama,8
2023,12,AP Top 25,Ole Miss,13
2023,12,AP Top 25,Oregon,6
2023,12,AP Top 25,Washington,5
2023,12,AP Top 25,Utah,16
2023,12,AP Top 25,Missouri,11
2023,12,AP Top 25,Ohio State,3
2023,12,AP Top 25,Michigan,2
2023,12,AP Top 25,Penn State,12
2023,12,AP Top 25,Liberty,25
2023,12,AP Top 25,Texas,7
2023,12,AP Top 25,Oklahoma,14
2023,12,AP Top 25,Notre Dame,20
2023,12,AP Top 25,Tulane,17
2023,12,AP Top 25,Florida State,4
2023,12,AP Top 25,Louisville,9
2023,12,AP Top 25,North Carolina,22
2023,11,Playoff Committee Rankings,Georgia,2
2023,11,Playoff Committee Rankings,Tennessee,13
2023,11,Playoff Committee Rankings,Oklahoma State,15
2023,11,Playoff Committee Rankings,Kansas State,25
2023,11,Playoff Committee Rankings,Kansas,16
2023,11,Playoff Committee Rankings,LSU,19
2023,11,Playoff Committee Rankings,Oregon State,12
2023,11,Playoff Committee Rankings,Arizona,21
2023,11,Playoff Committee Rankings,Alabama,8
2023,11,Playoff Committee Rankings,Ole Miss,9
2023,11,Playoff Committee Rankings,Oregon,6
2023,11,Playoff Committee Rankings,Washington,5
2023,11,Playoff Committee Rankings,Utah,18
2023,11,Playoff Committee Rankings,Missouri,14
2023,11,Playoff Committee Rankings,Ohio State,1
2023,11,Playoff Committee Rankings,Michigan,3
2023,11,Playoff Committee Rankings,Penn State,10
2023,11,Playoff Committee Rankings,Iowa,22
2023,11,Playoff Committee Rankings,Texas,7
2023,11,Playoff Committee Rankings,Oklahoma,17
2023,11,Playoff Committee Rankings,Notre Dame,20
2023,11,Playoff Committee Rankings,Tulane,23
2023,11,Playoff Committee Rankings,Florida State,4
2023,11,Playoff Committee Rankings,Louisville,11
2023,11,Playoff Committee Rankings,North Carolina,24
2023,11,AP Top 25,Georgia,1
2023,11,AP Top 25,Tennessee,14
2023,11,AP Top 25,Oklahoma State,15
2023,11,AP Top 25,Kansas,19
2023,11,AP Top 25,LSU,18
2023,11,AP Top 25,Oregon State,12
2023,11,AP Top 25,James Madison,21
2023,11,AP Top 25,Arizona,23
2023,11,AP Top 25,Alabama,8
2023,11,AP Top 25,Ole Miss,10
2023,11,AP Top 25,Oregon,6
2023,11,AP Top 25,Washington,5
2023,11,AP Top 25,Utah,13
2023,11,AP Top 25,Missouri,16
2023,11,AP Top 25,Ohio State,3
2023,11,AP Top 25,Michigan,2
2023,11,AP Top 25,Penn State,9
2023,11,AP Top 25,Liberty,25
2023,11,AP Top 25,Texas,7
2023,11,AP Top 25,Oklahoma,17
2023,11,AP Top 25,Notre Dame,22
2023,11,AP Top 25,Tulane,20
2023,11,AP Top 25,Florida State,4
2023,11,AP Top 25,Louisville,11
2023,11,AP Top 25,North Carolina,24
2023,10,Playoff Committee Rankings,Georgia,2
2023,10,Playoff Committee Rankings,Tennessee,17
2023,10,Playoff Committee Rankings,Oklahoma State,22
2023,10,Playoff Committee Rankings,Kansas State,23
2023,10,Playoff Committee Rankings,Kansas,21
2023,10,Playoff Committee Rankings,LSU,14
2023,10,Playoff Committee Rankings,Oregon State,16
2023,10,Playoff Committee Rankings,USC,20
2023,10,Playoff Committee Rankings,UCLA,19
2023,10,Playoff Committee Rankings,Alabama,8
2023,10,Playoff Committee Rankings,Ole Miss,10
2023,10,Playoff Committee Rankings,Oregon,6
2023,10,Playoff Committee Rankings,Washington,5
2023,10,Playoff Committee Rankings,Utah,18
2023,10,Playoff Committee Rankings,Missouri,12
2023,10,Playoff Committee Rankings,Ohio State,1
2023,10,Playoff Committee Rankings,Michigan,3
2023,10,Playoff Committee Rankings,Penn State,11
2023,10,Playoff Committee Rankings,Texas,7
2023,10,Playoff Committee Rankings,Oklahoma,9
2023,10,Playoff Committee Rankings,Notre Dame,15
2023,10,Playoff Committee Rankings,Tulane,24
2023,10,Playoff Committee Rankings,Florida State,4
2023,10,Playoff Committee Rankings,Louisville,13
2023,10,Playoff Committee Rankings,Air Force,25
2023,10,AP Top 25,Georgia,1
2023,10,AP Top 25,Tennessee,19
2023,10,AP Top 25,Kansas State,25
2023,10,AP Top 25,Kansas,22
2023,10,AP Top 25,LSU,13
2023,10,AP Top 25,Oregon State,16
2023,10,AP Top 25,James Madison,23
2023,10,AP Top 25,USC,24
2023,10,AP Top 25,UCLA,20
2023,10,AP Top 25,Alabama,8
2023,10,AP Top 25,Ole Miss,11
2023,10,AP Top 25,Oregon,6
2023,10,AP Top 25,Washington,5
2023,10,AP Top 25,Utah,18
2023,10,AP Top 25,Missouri,14
2023,10,AP Top 25,Ohio State,3
2023,10,AP Top 25,Michigan,2
2023,10,AP Top 25,Penn State,9
2023,10,AP Top 25,Texas,7
2023,10,AP Top 25,Oklahoma,10
2023,10,AP Top 25,Notre Dame,12
2023,10,AP Top 25,Tulane,21
2023,10,AP Top 25,Florida State,4
2023,10,AP Top 25,Louisville,15
2023,10,AP Top 25,Air Force,17
2023,9,AP Top 25,Georgia,1
2023,9,AP Top 25,Tennessee,21
2023,9,AP Top 25,LSU,15
2023,9,AP Top 25,Oregon State,11
2023,9,AP Top 25,James Madison,25
2023,9,AP Top 25,USC,24
2023,9,AP Top 25,UCLA,23
2023,9,AP Top 25,Alabama,9
2023,9,AP Top 25,Ole Miss,12
2023,9,AP Top 25,Oregon,8
2023,9,AP Top 25,Washington,5
2023,9,AP Top 25,Utah,13
2023,9,AP Top 25,Missouri,16
2023,9,AP Top 25,Ohio State,3
2023,9,AP Top 25,Michigan,2
2023,9,AP Top 25,Penn State,10
2023,9,AP Top 25,Texas,7
2023,9,AP Top 25,Oklahoma,6
2023,9,AP Top 25,Notre Dame,14
2023,9,AP Top 25,Tulane,22
2023,9,AP Top 25,Florida State,4
2023,9,AP Top 25,Louisville,18
2023,9,AP Top 25,Duke,20
2023,9,AP Top 25,North Carolina,17
2023,9,AP Top 25,Air Force,19
2023,8,AP Top 25,Georgia,1
2023,8,AP Top 25,Tennessee,17
2023,8,AP Top 25,LSU,19
2023,8,AP Top 25,Oregon State,12
2023,8,AP Top 25,USC,18
2023,8,AP Top 25,UCLA,25
2023,8,AP Top 25,Alabama,11
2023,8,AP Top 25,Ole Miss,13
2023,8,AP Top 25,Oregon,9
2023,8,AP Top 25,Washington,5
2023,8,AP Top 25,Utah,14
2023,8,AP Top 25,Missouri,20
2023,8,AP Top 25,Ohio State,3
2023,8,AP Top 25,Michigan,2
2023,8,AP Top 25,Penn State,7
2023,8,AP Top 25,Iowa,24
2023,8,AP Top 25,Texas,8
2023,8,AP Top 25,Oklahoma,6
2023,8,AP Top 25,Notre Dame,15
2023,8,AP Top 25,Tulane,23
2023,8,AP Top 25,Florida State,4
2023,8,AP Top 25,Louisville,21
2023,8,AP Top 25,Duke,16
2023,8,AP Top 25,North Carolina,10
2023,8,AP Top 25,Air Force,22
2023,7,AP Top 25,Georgia,1
2023,7,AP Top 25,Tennessee,19
2023,7,AP Top 25,Kentucky,24
2023,7,AP Top 25,Kansas,23
2023,7,AP Top 25,LSU,22
2023,7,AP Top 25,Oregon State,15
2023,7,AP Top 25,Washington State,19
2023,7,AP Top 25,USC,10
2023,7,AP Top 25,UCLA,18
2023,7,AP Top 25,Alabama,11
2023,7,AP Top 25,Ole Miss,13
2023,7,AP Top 25,Oregon,8
2023,7,AP Top 25,Washington,7
2023,7,AP Top 25,Utah,16
2023,7,AP Top 25,Ohio State,3
2023,7,AP Top 25,Michigan,2
2023,7,AP Top 25,Penn State,6
2023,7,AP Top 25,Texas,9
2023,7,AP Top 25,Oklahoma,5
2023,7,AP Top 25,Notre Dame,21
2023,7,AP Top 25,Florida State,4
2023,7,AP Top 25,Louisville,14
2023,7,AP Top 25,Duke,17
2023,7,AP Top 25,North Carolina,12
2023,7,AP Top 25,Miami,25
2023,6,AP Top 25,Georgia,1
