season,week,poll,team,rank
2023,6,AP Top 25,Tennessee,22
2023,6,AP Top 25,Kentucky,20
2023,6,AP Top 25,LSU,23
2023,6,AP Top 25,Oregon State,15
2023,6,AP Top 25,Washington State,13
2023,6,AP Top 25,USC,9
2023,6,AP Top 25,Alabama,11
2023,6,AP Top 25,Ole Miss,16
2023,6,AP Top 25,Oregon,8
2023,6,AP Top 25,Washington,7
2023,6,AP Top 25,Utah,18
2023,6,AP Top 25,Missouri,21
2023,6,AP Top 25,Ohio State,4
2023,6,AP Top 25,Michigan,2
2023,6,AP Top 25,Penn State,6
2023,6,AP Top 25,Texas,3
2023,6,AP Top 25,Oklahoma,12
2023,6,AP Top 25,Notre Dame,10
2023,6,AP Top 25,Florida State,5
2023,6,AP Top 25,Louisville,25
2023,6,AP Top 25,Duke,19
2023,6,AP Top 25,North Carolina,14
2023,6,AP Top 25,Miami,17
2023,6,AP Top 25,Fresno State,24
2023,5,AP Top 25,Georgia,1
2023,5,AP Top 25,Florida,22
2023,5,AP Top 25,Tennessee,21
2023,5,AP Top 25,Kansas,24
2023,5,AP Top 25,LSU,13
2023,5,AP Top 25,Oregon State,19
2023,5,AP Top 25,Washington State,16
2023,5,AP Top 25,USC,8
2023,5,AP Top 25,Alabama,12
2023,5,AP Top 25,Ole Miss,20
2023,5,AP Top 25,Oregon,9
2023,5,AP Top 25,Washington,7
2023,5,AP Top 25,Utah,10
2023,5,AP Top 25,Missouri,23
2023,5,AP Top 25,Ohio State,4
2023,5,AP Top 25,Michigan,2
2023,5,AP Top 25,Penn State,6
2023,5,AP Top 25,Texas,3
2023,5,AP Top 25,Oklahoma,14
2023,5,AP Top 25,Notre Dame,11
2023,5,AP Top 25,Florida State,5
2023,5,AP Top 25,Duke,17
2023,5,AP Top 25,North Carolina,15
2023,5,AP Top 25,Miami,18
2023,5,AP Top 25,Fresno State,25
2023,4,AP Top 25,Georgia,1
2023,4,AP Top 25,Florida,25
2023,4,AP Top 25,Tennessee,23
2023,4,AP Top 25,LSU,12
2023,4,AP Top 25,Oregon State,14
2023,4,AP Top 25,Washington State,21
2023,4,AP Top 25,USC,5
2023,4,AP Top 25,UCLA,22
2023,4,AP Top 25,Alabama,13
2023,4,AP Top 25,Ole Miss,15
2023,4,AP Top 25,Oregon,10
2023,4,AP Top 25,Washington,8
2023,4,AP Top 25,Utah,11
2023,4,AP Top 25,Colorado,19
2023,4,AP Top 25,Ohio State,6
2023,4,AP Top 25,Michigan,2
2023,4,AP Top 25,Penn State,7
2023,4,AP Top 25,Iowa,24
2023,4,AP Top 25,Texas,3
2023,4,AP Top 25,Oklahoma,16
2023,4,AP Top 25,Notre Dame,9
2023,4,AP Top 25,Florida State,4
2023,4,AP Top 25,Duke,18
2023,4,AP Top 25,North Carolina,17
2023,4,AP Top 25,Miami,20
2023,13,Playoff Committee Rankings,Georgia,1
2023,13,Playoff Committee Rankings,Tennessee,21
2023,13,Playoff Committee Rankings,Oklahoma State,20
2023,13,Playoff Committee Rankings,Kansas State,19
2023,13,Playoff Committee Rankings,LSU,14
2023,13,Playoff Committee Rankings,Oregon State,16
2023,13,Playoff Committee Rankings,Arizona,15
2023,13,Playoff Committee Rankings,Alabama,8
2023,13,Playoff Committee Rankings,Ole Miss,12
2023,13,Playoff Committee Rankings,Oregon,6
2023,13,Playoff Committee Rankings,Washington,4
2023,13,Playoff Committee Rankings,Missouri,9
2023,13,Playoff Committee Rankings,Ohio State,2
2023,13,Playoff Committee Rankings,Michigan,3
2023,13,Playoff Committee Rankings,Penn State,11
2023,13,Playoff Committee Rankings,Liberty,25
2023,13,Playoff Committee Rankings,Iowa,17
2023,13,Playoff Committee Rankings,Texas,7
2023,13,Playoff Committee Rankings,Oklahoma,13
2023,13,Playoff Committee Rankings,Notre Dame,18
2023,13,Playoff Committee Rankings,Tulane,23
2023,13,Playoff Committee Rankings,Florida State,5
2023,13,Playoff Committee Rankings,Louisville,10
2023,13,Playoff Committee Rankings,NC State,22
2023,13,Playoff Committee Rankings,Clemson,24
2023,13,AP Top 25,Georgia,1
2023,13,AP Top 25,Tennessee,25
2023,13,AP Top 25,Oklahoma State,21
2023,13,AP Top 25,Kansas State,19
2023,13,AP Top 25,LSU,14
2023,13,AP Top 25,Toledo,23
2023,13,AP Top 25,Oregon State,15
2023,13,AP Top 25,James Madison,24
2023,13,AP Top 25,Arizona,16
2023,13,AP Top 25,Alabama,8
2023,13,AP Top 25,Ole Miss,12
2023,13,AP Top 25,Oregon,6
2023,13,AP Top 25,Washington,4
2023,13,AP Top 25,Missouri,10
2023,13,AP Top 25,Ohio State,2
2023,13,AP Top 25,Michigan,3
2023,13,AP Top 25,Penn State,11
2023,13,AP Top 25,Liberty,22
2023,13,AP Top 25,Iowa,20
2023,13,AP Top 25,Texas,7
2023,13,AP Top 25,Oklahoma,13
2023,13,AP Top 25,Notre Dame,17
2023,13,AP Top 25,Tulane,18
2023,13,AP Top 25,Florida State,5
2023,13,AP Top 25,Louisville,9
2023,3,AP Top 25,Georgia,1
2023,3,AP Top 25,Tennessee,11
2023,3,AP Top 25,Kansas State,15
2023,3,AP Top 25,LSU,14
2023,3,AP Top 25,Oregon State,16
2023,3,AP Top 25,Washington State,23
2023,3,AP Top 25,USC,5
2023,3,AP Top 25,UCLA,24
2023,3,AP Top 25,Alabama,10
2023,3,AP Top 25,Ole Miss,17
2023,3,AP Top 25,Oregon,13
2023,3,AP Top 25,Washington,8
2023,3,AP Top 25,Utah,12
2023,3,AP Top 25,Colorado,18
2023,3,AP Top 25,Ohio State,6
2023,3,AP Top 25,Michigan,2
2023,3,AP Top 25,Penn State,7
2023,3,AP Top 25,Iowa,25
2023,3,AP Top 25,Texas,4
2023,3,AP Top 25,Oklahoma,19
2023,3,AP Top 25,Notre Dame,9
2023,3,AP Top 25,Florida State,3
2023,3,AP Top 25,Duke,21
2023,3,AP Top 25,North Carolina,20
2023,3,AP Top 25,Miami,22
2023,2,AP Top 25,Georgia,1
2023,2,AP Top 25,Tennessee,9
2023,2,AP Top 25,Kansas State,15
2023,2,AP Top 25,LSU,14
2023,2,AP Top 25,Oregon State,16
2023,2,AP Top 25,USC,6
2023,2,AP Top 25,Alabama,3
2023,2,AP Top 25,Ole Miss,20
2023,2,AP Top 25,Oregon,13
2023,2,AP Top 25,Washington,8
2023,2,AP Top 25,Utah,12
2023,2,AP Top 25,Colorado,22
2023,2,AP Top 25,Texas A&M,23
2023,2,AP Top 25,Ohio State,5
2023,2,AP Top 25,Michigan,2
2023,2,AP Top 25,Penn State,7
2023,2,AP Top 25,Wisconsin,19
2023,2,AP Top 25,Texas,11
2023,2,AP Top 25,Oklahoma,18
2023,2,AP Top 25,Notre Dame,10
2023,2,AP Top 25,Tulane,24
2023,2,AP Top 25,Florida State,4
2023,2,AP Top 25,Duke,21
2023,2,AP Top 25,North Carolina,17
2023,2,AP Top 25,Clemson,25
2023,1,AP Top 25,Georgia,1
2023,1,AP Top 25,Tennessee,12
2023,1,AP Top 25,Kansas State,16
2023,1,AP Top 25,TCU,17
2023,1,AP Top 25,LSU,5
2023,1,AP Top 25,Oregon State,18
2023,1,AP Top 25,USC,6
2023,1,AP Top 25,Alabama,4
2023,1,AP Top 25,Ole Miss,22
2023,1,AP Top 25,Oregon,15
2023,1,AP Top 25,Washington,10
2023,1,AP Top 25,Utah,14
2023,1,AP Top 25,Texas A&M,23
2023,1,AP Top 25,Ohio State,3
2023,1,AP Top 25,Michigan,2
2023,1,AP Top 25,Penn State,7
2023,1,AP Top 25,Wisconsin,19
2023,1,AP Top 25,Iowa,25
2023,1,AP Top 25,Texas,11
2023,1,AP Top 25,Oklahoma,20
2023,1,AP Top 25,Notre Dame,13
2023,1,AP Top 25,Tulane,24
2023,1,AP Top 25,Florida State,8
2023,1,AP Top 25,North Carolina,21
2023,1,AP Top 25,Clemson,9
2023,15,Playoff Committee Rankings,Georgia,5
2023,15,Playoff Committee Rankings,Tennessee,21
2023,15,Playoff Committee Rankings,Oklahoma State,20
2023,15,Playoff Committee Rankings,Kansas State,25
2023,15,Playoff Committee Rankings,LSU,13
2023,15,Playoff Committee Rankings,Oregon State,19
2023,15,Playoff Committee Rankings,Arizona,14
2023,15,Playoff Committee Rankings,Alabama,4
2023,15,Playoff Committee Rankings,Ole Miss,11
2023,15,Playoff Committee Rankings,Oregon,8
2023,15,Playoff Committee Rankings,Washington,2
2023,15,Playoff Committee Rankings,Missouri,9
2023,15,Playoff Committee Rankings,Ohio State,7
2023,15,Playoff Committee Rankings,Michigan,1
2023,15,Playoff Committee Rankings,Penn State,10
2023,15,Playoff Committee Rankings,Liberty,23
2023,15,Playoff Committee Rankings,Iowa,17
2023,15,Playoff Committee Rankings,Texas,3
2023,15,Playoff Committee Rankings,Oklahoma,12
2023,15,Playoff Committee Rankings,Notre Dame,16
2023,15,Playoff Committee Rankings,SMU,24
2023,15,Playoff Committee Rankings,Florida State,5
2023,15,Playoff Committee Rankings,Louisville,15
2023,15,Playoff Committee Rankings,NC State,18
2023,15,Playoff Committee Rankings,Clemson,22
2023,15,AP Top 25,Georgia,6
2023,15,AP Top 25,Tennessee,25
2023,15,AP Top 25,Oklahoma State,22
2023,15,AP Top 25,LSU,13
2023,15,AP Top 25,Oregon State,21
2023,15,AP Top 25,James Madison,24
2023,15,AP Top 25,Arizona,14
2023,15,AP Top 25,Alabama,5
2023,15,AP Top 25,Ole Miss,11
2023,15,AP Top 25,Oregon,8
2023,15,AP Top 25,Washington,2
2023,15,AP Top 25,Missouri,9
2023,15,AP Top 25,Ohio State,7
2023,15,AP Top 25,Michigan,1
2023,15,AP Top 25,Penn State,10
2023,15,AP Top 25,Liberty,18
2023,15,AP Top 25,Iowa,20
2023,15,AP Top 25,Texas,3
2023,15,AP Top 25,Oklahoma,12
2023,15,AP Top 25,Notre Dame,15
2023,15,AP Top 25,SMU,17
2023,15,AP Top 25,Tulane,23
2023,15,AP Top 25,Florida State,4
2023,15,AP Top 25,Louisville,16
2023,15,AP Top 25,NC State,19
2023,14,Playoff Committee Rankings,Georgia,1
2023,14,Playoff Committee Rankings,Tennessee,21
2023,14,Playoff Committee Rankings,Oklahoma State,18
2023,14,Playoff Committee Rankings,Kansas State,25
2023,14,Playoff Committee Rankings,LSU,13
2023,14,Playoff Committee Rankings,Oregon State,20
2023,14,Playoff Committee Rankings,Arizona,15
2023,14,Playoff Committee Rankings,Alabama,8
2023,14,Playoff Committee Rankings,Ole Miss,11
2023,14,Playoff Committee Rankings,Oregon,5
2023,14,Playoff Committee Rankings,Washington,3
2023,14,Playoff Committee Rankings,Missouri,9
2023,14,Playoff Committee Rankings,Ohio State,6
2023,14,Playoff Committee Rankings,Michigan,2
2023,14,Playoff Committee Rankings,Penn State,10
2023,14,Playoff Committee Rankings,Liberty,24
2023,14,Playoff Committee Rankings,Iowa,16
2023,14,Playoff Committee Rankings,Texas,7
2023,14,Playoff Committee Rankings,Oklahoma,12
2023,14,Playoff Committee Rankings,Notre Dame,17
2023,14,Playoff Committee Rankings,Tulane,22
2023,14,Playoff Committee Rankings,Florida State,4
2023,14,Playoff Committee Rankings,Louisville,14
2023,14,Playoff Committee Rankings,NC State,19
2023,14,Playoff Committee Rankings,Clemson,23
2023,14,AP Top 25,Georgia,1
2023,14,AP Top 25,Oklahoma State,19
2023,14,AP Top 25,LSU,13
2023,14,AP Top 25,Toledo,23
2023,14,AP Top 25,Oregon State,21
2023,14,AP Top 25,James Madison,24
2023,14,AP Top 25,Arizona,14
2023,14,AP Top 25,Alabama,8
2023,14,AP Top 25,Ole Miss,11
2023,14,AP Top 25,Oregon,5
2023,14,AP Top 25,Washington,3
2023,14,AP Top 25,Missouri,9
2023,14,AP Top 25,Ohio State,6
2023,14,AP Top 25,Michigan,2
2023,14,AP Top 25,Penn State,10
2023,14,AP Top 25,Liberty,20
2023,14,AP Top 25,Iowa,18
2023,14,AP Top 25,Texas,7
2023,14,AP Top 25,Oklahoma,12
2023,14,AP Top 25,Notre Dame,16
2023,14,AP Top 25,SMU,25
2023,14,AP Top 25,Tulane,17
2023,14,AP Top 25,Florida State,4
2023,14,AP Top 25,Louisville,15
2023,14,AP Top 25,NC State,21
