season,team,sp_overall,sp_offense,sp_defense,sp_st
2020,Arkansas,1.6,28.5,26.7,0.0
2020,Stanford,1.6,30.0,28.4,0.0
2020,TCU,1.6,24.3,22.8,0.0
2020,Buffalo,1.4,27.1,25.6,0.0
2020,Baylor,1.3,25.6,24.2,0.0
2020,Boston College,0.9,30.7,29.7,0.0
2020,Tennessee,0.9,24.3,23.6,0.0
2020,Virginia,0.9,28.3,27.5,0.0
2020,Wake Forest,0.8,28.6,27.9,0.0
2020,Western Michigan,0.6,31.6,31.2,0.0
2020,Georgia Southern,0.2,27.4,27.1,0.0
2020,San José State,0.1,30.4,30.4,0.0
2020,NC State,0.0,29.8,30.0,0.0
2020,Maryland,-0.1,27.8,28.0,0.0
2020,Florida Atlantic,-0.3,23.2,23.7,0.0
2020,Colorado,-0.4,30.1,30.4,0.0
2020,Oregon State,-0.7,29.4,30.0,0.0
2020,Missouri,-1.0,23.4,24.6,0.0
2020,Georgia Tech,-1.0,27.2,27.8,0.0
2020,UCLA,-1.1,30.6,31.7,0.0
2020,Mississippi State,-1.4,25.4,26.9,0.0
2020,Central Michigan,-1.8,25.6,27.4,0.0
2020,Michigan State,-2.4,18.3,20.6,0.0
2020,South Carolina,-2.4,27.5,29.7,0.0
2020,Wyoming,-2.5,22.4,24.9,0.0
2020,Ohio,-3.2,29.9,33.0,0.0
2020,Western Kentucky,-3.2,18.9,22.3,0.0
2020,Arizona,-3.5,32.8,36.4,0.0
2020,Toledo,-3.6,29.5,33.0,0.0
2020,Texas Tech,-4.2,28.4,32.3,0.0
2020,Duke,-4.2,21.4,25.5,0.0
2020,Florida State,-4.9,26.4,31.3,0.0
2020,Illinois,-5.4,23.9,29.4,0.0
2020,Fresno State,-5.5,29.3,34.8,0.0
2020,Air Force,-5.6,24.1,29.8,0.0
2020,Georgia State,-5.7,28.7,34.2,0.0
2020,Arkansas State,-6.5,31.1,37.2,0.0
2020,Colorado State,-6.5,24.2,30.5,0.0
2020,Charlotte,-6.6,29.4,35.8,0.0
2020,Ball State,-6.7,27.0,33.8,0.0
2020,Louisiana Tech,-7.0,24.4,31.4,0.0
2020,Hawai'i,-7.1,28.2,35.2,0.0
2020,Kent State,-7.5,29.1,36.4,0.0
2020,Southern Miss,-7.9,24.2,32.1,0.0
2020,North Texas,-8.0,28.9,36.7,0.0
2020,Rice,-9.2,17.3,26.5,0.0
2020,Navy,-9.3,26.2,35.4,0.0
2020,UTSA,-9.6,23.8,33.7,0.0
2020,Syracuse,-9.8,20.2,30.3,0.0
2020,Temple,-10.0,23.3,33.0,0.0
2020,Rutgers,-10.5,20.8,31.5,0.0
2020,Florida International,-10.7,21.6,32.4,0.0
2020,East Carolina,-11.0,26.0,37.1,0.0
2020,South Alabama,-11.3,22.5,33.7,0.0
2020,South Florida,-11.4,18.2,29.5,0.0
2020,Middle Tennessee,-11.7,24.3,35.8,0.0
2020,Eastern Michigan,-12.2,28.3,40.5,0.0
2020,Miami (OH),-12.9,20.7,33.6,0.0
2020,Texas State,-13.4,23.5,36.9,0.0
2020,New Mexico,-15.0,24.4,39.3,0.0
2020,Old Dominion,-15.9,14.0,29.9,0.0
2020,Kansas,-16.3,18.5,34.5,0.0
2020,Utah State,-16.7,20.2,37.0,0.0
2020,Vanderbilt,-16.8,17.7,34.1,0.0
2020,Northern Illinois,-18.4,16.0,34.5,0.0
2020,UL Monroe,-18.4,21.6,39.6,0.0
2020,UTEP,-18.6,17.9,36.2,0.0
2020,UNLV,-19.7,22.0,41.5,0.0
2020,UConn,-22.3,17.7,40.0,0.0
2020,Akron,-23.7,11.4,35.1,0.0
2020,Bowling Green,-26.2,12.8,39.0,0.0
2020,Massachusetts,-31.3,16.7,47.8,0.0
2020,New Mexico State,-31.5,12.2,43.8,0.0
2020,nationalAverages,0.48244274809160304,28.468702290076337,27.98854961832061,0.0
