season,team,sp_overall,sp_offense,sp_defense,sp_st
2017,Alabama,33.5,38.7,5.6,0.4
2017,Ohio State,30.9,42.9,12.8,0.9
2017,Wisconsin,26.8,37.4,11.6,1.0
2017,Georgia,26.7,39.6,15.4,2.6
2017,Clemson,26.4,36.5,8.3,-1.8
2017,Penn State,26.0,41.5,14.9,-0.6
2017,Oklahoma,25.5,49.8,24.2,-0.1
2017,Auburn,24.7,35.4,11.0,0.2
2017,Florida State,22.8,33.3,12.5,2.0
2017,Washington,22.1,39.4,16.3,-1.1
2017,LSU,21.1,35.6,14.0,-0.5
2017,Notre Dame,20.8,37.4,16.9,0.2
2017,Michigan,19.6,31.1,11.8,0.3
2017,Louisville,19.2,43.3,24.9,0.8
2017,Oklahoma State,19.1,42.2,23.0,-0.1
2017,TCU,18.9,35.7,18.7,1.9
2017,USC,17.9,38.5,20.0,-0.6
2017,Miami,17.4,35.3,17.0,-0.9
2017,Mississippi State,16.0,32.4,18.1,1.7
2017,Stanford,15.8,37.7,24.5,2.6
2017,Virginia Tech,14.3,27.8,14.4,0.9
2017,UCF,14.1,40.5,26.9,0.4
2017,Michigan State,13.8,27.7,15.1,1.2
2017,NC State,12.9,38.0,23.3,-1.9
2017,Utah,12.0,30.6,20.5,1.9
2017,Ole Miss,11.6,38.9,28.8,1.6
2017,Northwestern,11.2,28.8,17.4,-0.3
2017,Missouri,11.1,35.5,26.4,2.0
2017,Kansas State,10.9,34.4,26.1,2.6
2017,Texas,10.6,26.7,16.3,0.2
2017,Wake Forest,10.5,35.7,25.1,0.0
2017,South Florida,10.2,31.6,21.2,-0.2
2017,Indiana,10.2,28.6,20.2,1.8
2017,Florida,10.1,30.8,22.4,1.7
2017,Iowa,9.8,28.4,19.4,0.8
2017,Texas A&M,9.4,33.1,25.2,1.5
2017,Boise State,9.1,28.6,20.5,1.0
2017,Oregon,9.1,35.0,25.1,-0.7
2017,Georgia Tech,8.9,34.9,25.1,-0.9
2017,Washington State,8.6,30.9,22.1,-0.3
2017,Memphis,7.8,37.6,30.6,0.7
2017,South Carolina,7.8,28.4,19.7,-0.8
2017,Houston,7.7,32.3,25.8,1.3
2017,Iowa State,7.5,38.2,30.7,0.0
2017,Toledo,6.6,32.2,25.7,0.1
2017,Duke,6.1,25.5,19.2,-0.2
2017,Pittsburgh,6.0,31.4,25.0,-0.4
2017,Purdue,5.8,28.6,22.1,-0.7
2017,West Virginia,5.6,33.6,27.2,-0.8
2017,Florida Atlantic,5.1,34.7,31.3,1.8
2017,UCLA,4.9,39.3,34.5,0.1
2017,Texas Tech,4.8,34.4,28.3,-1.3
2017,Boston College,4.6,25.2,19.9,-0.7
2017,San Diego State,4.5,28.5,24.8,0.9
2017,North Carolina,4.3,29.3,25.9,0.9
2017,Syracuse,4.0,29.3,27.3,2.0
2017,Colorado State,3.9,34.6,32.7,2.0
2017,App State,3.8,29.5,24.8,-0.9
2017,Arizona,3.7,38.1,33.9,-0.5
2017,Ohio,3.3,32.2,30.6,1.7
2017,Kentucky,2.7,30.8,29.5,1.5
2017,Nebraska,2.5,25.6,23.7,0.6
2017,Arkansas,2.1,34.1,31.8,-0.2
2017,Colorado,2.0,30.3,30.1,1.8
2017,Troy,1.6,27.5,23.5,-2.4
2017,Arkansas State,1.5,29.3,28.6,0.8
2017,Tennessee,1.2,25.8,25.7,1.1
2017,Arizona State,1.0,33.9,33.1,0.2
2017,Virginia,0.8,25.0,23.3,-0.9
2017,Vanderbilt,0.6,32.3,29.0,-2.6
2017,Temple,0.5,25.1,24.1,-0.5
2017,Minnesota,0.4,23.9,22.1,-1.4
2017,Navy,-0.7,32.5,32.1,-1.2
2017,California,-1.0,28.7,29.9,0.3
2017,Baylor,-1.4,26.9,29.0,0.6
2017,Northern Illinois,-1.4,21.0,20.5,-1.9
2017,Miami (OH),-2.2,24.2,26.9,0.6
2017,Western Michigan,-2.4,25.7,28.4,0.4
2017,UTSA,-2.5,18.7,22.5,1.3
2017,Wyoming,-2.5,19.7,23.1,0.9
2017,Fresno State,-2.7,22.3,25.5,0.5
2017,SMU,-2.9,35.4,37.4,-0.9
2017,Utah State,-3.3,24.4,28.0,0.3
2017,Southern Miss,-3.4,24.9,28.3,0.0
2017,Maryland,-4.5,26.7,28.3,-2.9
2017,North Texas,-4.5,28.6,34.3,1.2
2017,Marshall,-4.5,19.4,23.9,0.1
2017,Western Kentucky,-4.9,25.5,30.0,-0.4
2017,Middle Tennessee,-4.9,21.2,26.8,0.6
2017,Army,-5.3,32.1,35.0,-2.5
2017,Eastern Michigan,-5.3,22.0,26.4,-1.0
2017,Rutgers,-5.5,23.3,29.0,0.2
2017,Louisiana Tech,-5.5,26.8,32.7,0.4
2017,Tulane,-5.7,28.5,35.0,0.9
2017,Cincinnati,-6.4,23.3,28.2,-1.4
2017,Illinois,-7.4,21.6,29.9,0.9
2017,BYU,-7.4,18.6,25.8,-0.3
2017,Central Michigan,-8.6,21.4,28.2,-1.9
2017,New Mexico State,-9.4,24.5,32.6,-1.3
2017,Massachusetts,-9.7,24.1,31.9,-1.8
2017,Bowling Green,-10.0,27.5,38.9,1.4
2017,Florida International,-10.4,24.0,35.0,0.7
2017,Tulsa,-10.7,27.3,37.8,-0.2
2017,Air Force,-11.0,28.8,40.5,0.7
2017,Buffalo,-11.2,24.9,33.9,-2.2
2017,South Alabama,-12.0,18.3,31.4,1.1
2017,New Mexico,-12.4,20.8,34.2,0.9
2017,Idaho,-12.4,18.7,30.2,-0.8
2017,Oregon State,-12.6,28.8,39.9,-1.5
2017,UL Monroe,-12.9,32.3,45.5,0.3
2017,East Carolina,-14.0,27.2,41.8,0.5
2017,Georgia State,-14.0,17.0,28.6,-2.4
2017,UNLV,-14.5,26.2,39.8,-0.9
2017,Kansas,-14.8,21.6,36.7,0.4
2017,Louisiana,-15.8,27.5,42.9,-0.4
2017,Georgia Southern,-15.8,18.3,35.5,1.4
2017,Nevada,-16.4,25.6,41.1,-0.9
2017,Old Dominion,-16.8,16.3,32.8,-0.3
2017,Akron,-17.6,24.1,39.6,-2.2
2017,UConn,-19.2,22.4,40.7,-0.9
2017,Ball State,-19.7,20.3,37.7,-2.3
2017,Hawai'i,-19.7,23.3,40.4,-2.6
2017,San José State,-20.0,15.2,37.5,2.3
2017,Kent State,-20.2,14.3,32.4,-2.1
2017,Texas State,-23.5,14.7,36.9,-1.3
2017,Rice,-23.6,19.2,40.9,-1.9
2017,Charlotte,-26.1,13.7,37.7,-2.1
2017,UTEP,-27.4,12.8,38.7,-1.5
2017,nationalAverages,1.66953125,28.9046875,27.23515625,0.00234375
