season,week,team,opponent,cfb_off_epa_per_play,cfb_off_pass_epa,cfb_off_rush_epa,cfb_def_epa_per_play
2015,1,Air Force,Morgan State,0.52,1.22,0.44,0.0
2015,1,Akron,Oklahoma,-0.13,-0.24,-0.04,0.26
2015,1,Alabama,Wisconsin,0.46,0.42,0.51,0.04
2015,1,App State,Howard,0.43,0.79,0.26,0.0
2015,1,Arizona,UTSA,0.18,0.35,0.01,0.18
2015,1,Arizona State,Texas A&M,-0.05,-0.05,-0.02,0.14
2015,1,Arkansas,UTEP,0.59,1.36,0.22,0.1
2015,1,Arkansas State,USC,-0.08,-0.15,-0.03,0.34
2015,1,Army,Fordham,0.35,0.3,0.42,0.0
2015,1,Auburn,Louisville,0.26,0.4,0.13,0.19
2015,1,Ball State,VMI,0.24,0.21,0.33,0.0
2015,1,Baylor,SMU,0.69,0.75,0.63,0.1
2015,1,Boise State,Washington,-0.08,0.11,-0.03,-0.15
2015,1,Boston College,Maine,0.14,0.42,-0.02,0.0
2015,1,Bowling Green,Tennessee,0.29,0.39,0.15,0.37
2015,1,Buffalo,UAlbany,0.48,0.81,0.26,0.0
2015,1,BYU,Nebraska,0.21,0.2,0.24,0.26
2015,1,California,Grambling,0.32,0.46,0.17,0.0
2015,1,Central Michigan,Oklahoma State,0.12,0.18,0.04,0.27
2015,1,Charlotte,Georgia State,0.06,0.19,-0.02,0.0
2015,1,Cincinnati,Alabama A&M,0.34,0.61,0.15,0.0
2015,1,Clemson,Wofford,0.37,0.47,0.29,0.0
2015,1,Colorado State,Savannah State,0.34,0.6,0.08,0.0
2015,1,Duke,Tulane,0.11,0.55,-0.23,-0.07
2015,1,East Carolina,Towson,0.32,0.14,0.54,0.0
2015,1,Eastern Michigan,Old Dominion,0.2,0.14,0.24,0.24
2015,1,Florida,New Mexico State,0.49,0.7,0.34,0.0
2015,1,Florida Atlantic,Tulsa,0.28,0.39,0.19,0.37
2015,1,Florida International,UCF,0.23,0.35,0.11,0.07
2015,1,Florida State,Texas State,0.57,0.97,0.27,-0.02
2015,1,Fresno State,Abilene Christian,0.17,0.1,0.26,0.0
2015,1,Georgia,UL Monroe,0.53,0.9,0.37,0.12
2015,1,Georgia Southern,West Virginia,-0.11,-0.43,-0.04,0.27
2015,1,Georgia State,Charlotte,0.0,0.23,-0.4,0.06
2015,1,Georgia Tech,Alcorn State,0.77,0.29,0.82,0.0
2015,1,Houston,Tennessee Tech,0.38,0.4,0.39,0.0
2015,1,Idaho,Ohio,0.09,0.05,0.25,0.47
2015,1,Illinois,Kent State,0.19,0.48,-0.05,-0.18
2015,1,Indiana,Southern Illinois,0.37,0.58,0.24,0.0
2015,1,Iowa,Illinois State,0.29,0.5,0.15,0.0
2015,1,Iowa State,Northern Iowa,0.01,0.26,-0.21,0.0
2015,1,Kansas,South Dakota State,0.29,0.29,0.31,0.0
2015,1,Kansas State,South Dakota,0.12,0.52,-0.01,0.0
2015,1,Kent State,Illinois,-0.18,-0.2,-0.2,0.19
2015,1,Kentucky,Louisiana,0.3,0.33,0.34,0.18
