id,season,week,season_type,start_date,home_team,away_team,home_conference,away_conference,home_points,away_points,neutral_site,conference_game,venue
401013357,2018,1,regular,2018-08-25 21:30:00,Massachusetts,Duquesne,FBS Independents,NEC,63,15,False,False,Warren McGuirk Alumni Stadium
401030241,2018,1,regular,2018-08-25 23:00:00,Jacksonville State,North Carolina A&T,OVC,MEAC,17,20,True,False,Cramton Bowl
401014972,2018,1,regular,2018-08-25 23:00:00,Rice,Prairie View A&M,Conference USA,SWAC,31,28,False,False,Rice Stadium
401022510,2018,1,regular,2018-08-25 23:30:00,Colorado State,Hawai'i,Mountain West,Mountain West,34,43,False,True,Canvas Stadium
401013437,2018,1,regular,2018-08-26 02:00:00,New Mexico State,Wyoming,FBS Independents,Mountain West,7,29,False,False,Aggie Memorial Stadium
401030567,2018,1,regular,2018-08-30 22:00:00,Wagner,Bowie State,NEC,CIAA,40,23,False,False,Wagner College Stadium
401020671,2018,1,regular,2018-08-30 23:00:00,Ball State,Central Connecticut,Mid-American,NEC,42,6,False,False,Scheumann Stadium
401021651,2018,1,regular,2018-08-30 23:00:00,Georgia State,Kennesaw State,Sun Belt,Big South,24,20,False,False,Center Parc Stadium
401030234,2018,1,regular,2018-08-30 23:00:00,Eastern Kentucky,Morehead State,OVC,Pioneer,49,23,False,False,Roy Kidd Stadium
401030097,2018,1,regular,2018-08-30 23:00:00,Indiana State,Quincy,MVFC,Great Lakes,49,0,False,False,Memorial Stadium
401013328,2018,1,regular,2018-08-30 23:00:00,Minnesota,New Mexico State,Big Ten,FBS Independents,48,10,False,False,Huntington Bank Stadium
401030159,2018,1,regular,2018-08-30 23:00:00,Murray State,Southern Illinois,OVC,MVFC,10,49,False,False,Roy Stewart Stadium
401029921,2018,1,regular,2018-08-30 23:00:00,Maine,New Hampshire,CAA,CAA,35,7,False,True,Alfond Stadium
401029895,2018,1,regular,2018-08-30 23:00:00,Delaware,Rhode Island,CAA,CAA,19,21,False,True,Delaware Stadium
401030248,2018,1,regular,2018-08-30 23:00:00,Chattanooga,Tennessee Tech,Southern,OVC,34,10,False,False,Finley Stadium
401029968,2018,1,regular,2018-08-30 23:00:00,Campbell,Chowan,Big South,CIAA,49,26,False,False,Barker-Lane Stadium
401019470,2018,1,regular,2018-08-30 23:00:00,UConn,UCF,American Athletic,American Athletic,17,56,False,True,Pratt & Whitney Stadium
401030402,2018,1,regular,2018-08-30 23:30:00,North Dakota,Mississippi Valley State,FCS Independents,SWAC,35,7,False,False,Alerus Center
401030318,2018,1,regular,2018-08-30 23:30:00,Samford,Shorter,Southern,Gulf South,66,9,False,False,Seibert Stadium
401021655,2018,1,regular,2018-08-31 00:00:00,UL Monroe,SE Louisiana,Sun Belt,Southland,34,31,False,False,Malone Stadium
401013489,2018,1,regular,2018-08-31 00:00:00,Oklahoma State,Missouri State,Big 12,MVFC,58,17,False,False,Boone Pickens Stadium
401012675,2018,1,regular,2018-08-31 00:00:00,Utah,Weber State,Pac-12,Big Sky,41,10,False,False,Rice-Eccles Stadium
401014979,2018,1,regular,2018-08-31 00:00:00,UAB,Savannah State,Conference USA,MEAC,52,0,True,False,Legion Field
401013086,2018,1,regular,2018-08-31 00:00:00,Tulane,Wake Forest,American Athletic,ACC,17,23,False,False,Yulman Stadium
401013342,2018,1,regular,2018-08-31 00:00:00,Purdue,Northwestern,Big Ten,Big Ten,27,31,False,True,Ross-Ade Stadium
401012258,2018,1,regular,2018-08-31 00:30:00,Texas A&M,Northwestern State,SEC,Southland,59,7,False,False,Kyle Field
401030172,2018,1,regular,2018-08-31 01:00:00,Montana State,Western Illinois,Big Sky,MVFC,26,23,False,False,Bobcat Stadium
401022511,2018,1,regular,2018-08-31 02:00:00,San José State,UC Davis,Mountain West,Big Sky,38,44,False,False,CEFCU Stadium
401020673,2018,1,regular,2018-08-31 22:00:00,Western Michigan,Syracuse,Mid-American,ACC,42,55,False,False,Waldo Stadium
401020672,2018,1,regular,2018-08-31 22:30:00,Eastern Michigan,Monmouth,Mid-American,Big South,51,17,False,False,Rynearson Stadium
401013089,2018,1,regular,2018-08-31 23:00:00,Duke,Army,ACC,FBS Independents,34,14,False,False,Wallace Wade Stadium
401012880,2018,1,regular,2018-08-31 23:00:00,Michigan State,Utah State,Big Ten,Mountain West,38,31,False,False,Spartan Stadium
401030323,2018,1,regular,2018-09-01 00:35:00,Idaho State,Western Colorado,Big Sky,Rocky Mountain,45,10,False,False,Holt Arena
401022512,2018,1,regular,2018-09-01 01:00:00,Stanford,San Diego State,Pac-12,Mountain West,31,10,False,False,Stanford Stadium
401022517,2018,1,regular,2018-09-01 01:00:00,Nevada,Portland State,Mountain West,Big Sky,72,19,False,False,Mackay Stadium
401013354,2018,1,regular,2018-09-01 01:00:00,Wisconsin,Western Kentucky,Big Ten,Conference USA,34,3,False,False,Camp Randall Stadium
