season,week,team,opponent,cfb_off_epa_per_play,cfb_off_pass_epa,cfb_off_rush_epa,cfb_def_epa_per_play
2025,1,Air Force,Bucknell,0.46,0.83,0.39,0.0
2025,1,Akron,Wyoming,-0.23,-0.24,-0.04,0.08
2025,1,Alabama,Florida State,0.1,0.16,0.0,0.29
2025,1,App State,Charlotte,0.21,0.32,0.07,0.09
2025,1,Arizona,Hawai'i,0.28,-0.12,0.62,-0.04
2025,1,Arizona,Hawai'i,0.28,-0.12,0.62,0.04
2025,1,Arizona State,Northern Arizona,0.52,0.38,0.86,0.0
2025,1,Arkansas,Alabama A&M,0.41,0.78,0.03,0.0
2025,1,Arkansas State,Southeast Missouri State,0.33,0.93,-0.23,0.0
2025,1,Army,Tarleton State,0.09,0.6,-0.03,0.0
2025,1,Auburn,Baylor,0.29,0.37,0.26,0.3
2025,1,Ball State,Purdue,-0.03,-0.08,0.0,0.4
2025,1,Baylor,Auburn,0.3,0.4,0.04,0.29
2025,1,Boise State,South Florida,-0.03,0.09,-0.19,0.32
2025,1,Boston College,Fordham,0.45,0.82,0.04,0.0
2025,1,Bowling Green,Lafayette,-0.03,0.15,-0.11,0.0
2025,1,Buffalo,Minnesota,0.03,0.18,-0.11,0.22
2025,1,BYU,Portland State,0.66,0.64,0.67,0.0
2025,1,California,Oregon State,0.16,0.3,0.02,0.09
2025,1,Central Michigan,San José State,0.13,0.5,0.03,0.09
2025,1,Charlotte,App State,0.09,0.41,-0.11,0.21
2025,1,Cincinnati,Nebraska,0.19,-0.17,0.62,0.15
2025,1,Clemson,LSU,-0.01,0.0,-0.03,0.06
2025,1,Coastal Carolina,Virginia,-0.09,-0.03,-0.16,0.37
2025,1,Colorado,Georgia Tech,0.15,0.16,0.14,0.35
2025,1,Colorado State,Washington,0.18,0.31,0.07,0.31
2025,1,Delaware,Delaware State,0.36,0.39,0.3,0.0
2025,1,Duke,Elon,0.5,0.63,0.3,0.0
2025,1,East Carolina,NC State,0.16,0.39,-0.2,0.18
2025,1,Eastern Michigan,Texas State,0.36,0.47,0.24,0.67
2025,1,Florida,Long Island University,0.36,0.38,0.33,0.0
2025,1,Florida Atlantic,Maryland,-0.23,-0.1,-0.19,0.04
2025,1,Florida International,Bethune-Cookman,0.41,0.12,0.69,0.0
2025,1,Florida State,Alabama,0.29,0.36,0.27,0.1
2025,1,Fresno State,Georgia Southern,0.36,0.52,0.41,0.2
2025,1,Fresno State,Kansas,0.06,0.48,-0.27,0.37
2025,1,Fresno State,Kansas,0.06,0.48,-0.27,0.34
2025,1,Georgia,Marshall,0.38,0.5,0.29,0.0
2025,1,Georgia Southern,Fresno State,0.2,0.48,-0.07,0.36
2025,1,Georgia Southern,Fresno State,0.2,0.48,-0.07,0.06
2025,1,Georgia State,Ole Miss,-0.05,-0.3,0.14,0.5
2025,1,Georgia Tech,Colorado,0.35,0.33,0.36,0.15
2025,1,Hawai'i,Arizona,-0.04,0.0,-0.13,0.28
2025,1,Hawai'i,Stanford,0.04,0.22,-0.31,0.08
2025,1,Houston,Stephen F. Austin,-0.01,0.14,-0.11,0.0
2025,1,Illinois,Western Illinois,0.54,0.76,0.38,0.0
2025,1,Indiana,Old Dominion,0.1,-0.15,0.25,0.3
2025,1,Iowa,UAlbany,0.25,0.2,0.27,0.0
2025,1,Iowa State,South Dakota,0.56,1.05,0.27,0.0
2025,1,Iowa State,Kansas State,0.12,0.11,0.13,0.11
2025,1,Iowa State,Kansas State,0.12,0.11,0.13,0.31
2025,1,Jacksonville State,UCF,0.07,-0.12,0.23,0.22
2025,1,James Madison,Weber State,0.28,0.21,0.42,0.0
2025,1,Kansas,Wagner,0.37,0.75,0.2,0.0
2025,1,Kansas,Fresno State,0.34,0.86,0.05,0.36
2025,1,Kansas,Fresno State,0.34,0.86,0.05,0.06
2025,1,Kansas State,Iowa State,0.11,0.43,-0.26,0.56
2025,1,Kansas State,Iowa State,0.11,0.43,-0.26,0.12
2025,1,Kansas State,North Dakota,0.31,0.33,0.27,0.0
2025,1,Kennesaw State,Wake Forest,0.07,0.0,0.15,0.05
2025,1,Kent State,Merrimack,0.13,0.61,-0.19,0.0
2025,1,Kentucky,Toledo,0.1,-0.08,0.28,0.04
2025,1,Liberty,Maine,0.13,0.15,0.11,0.0
2025,1,Louisiana,Rice,0.04,-0.14,0.24,0.0
2025,1,Louisiana Tech,SE Louisiana,0.03,0.03,0.03,0.0
2025,1,Louisville,Eastern Kentucky,0.34,0.29,0.41,0.0
2025,1,LSU,Clemson,0.06,0.1,0.02,-0.01
2025,1,Marshall,Georgia,0.0,0.25,-0.16,0.38
2025,1,Maryland,Florida Atlantic,0.04,0.18,-0.19,-0.23
2025,1,Massachusetts,Temple,-0.07,0.12,-0.2,0.47
2025,1,Memphis,Chattanooga,0.44,0.44,0.44,0.0
2025,1,Miami,Notre Dame,0.16,0.45,-0.08,0.18
2025,1,Miami (OH),Wisconsin,-0.19,-0.02,-0.22,0.13
2025,1,Michigan,New Mexico,0.38,0.43,0.33,-0.05
2025,1,Michigan State,Western Michigan,0.01,0.21,-0.12,-0.2
2025,1,Middle Tennessee,Austin Peay,-0.15,-0.24,0.06,0.0
2025,1,Minnesota,Buffalo,0.22,0.52,-0.05,0.03
2025,1,Mississippi State,Southern Miss,0.31,0.31,0.34,0.05
2025,1,Missouri,Central Arkansas,0.55,0.69,0.43,0.0
2025,1,Missouri State,USC,-0.05,-0.07,-0.03,0.83
2025,1,Navy,VMI,0.53,0.34,0.58,0.0
2025,1,NC State,East Carolina,0.18,0.35,0.0,0.16
2025,1,Nebraska,Cincinnati,0.15,0.3,-0.05,0.19
2025,1,Nevada,Penn State,-0.06,-0.02,-0.1,0.35
2025,1,New Mexico,Michigan,-0.05,0.12,-0.21,0.38
2025,1,New Mexico State,Bryant,0.02,0.26,-0.22,0.0
2025,1,North Carolina,TCU,-0.02,0.2,-0.21,0.39
2025,1,Northern Illinois,Holy Cross,0.05,0.17,0.05,0.0
2025,1,North Texas,Lamar,0.29,0.75,-0.09,0.0
2025,1,Northwestern,Tulane,-0.13,-0.13,0.05,0.16
2025,1,Notre Dame,Miami,0.18,0.19,0.17,0.16
2025,1,Ohio,Rutgers,0.24,0.51,0.12,0.33
2025,1,Ohio State,Texas,0.04,0.32,-0.13,-0.12
2025,1,Oklahoma,Illinois State,0.48,0.69,0.25,0.0
2025,1,Oklahoma State,UT Martin,0.19,0.4,0.02,0.0
2025,1,Old Dominion,Indiana,0.3,0.14,0.48,0.1
2025,1,Ole Miss,Georgia State,0.5,0.68,0.46,-0.05
2025,1,Oregon,Montana State,0.63,0.79,0.53,0.0
2025,1,Oregon State,California,0.09,0.31,-0.19,0.16
2025,1,Penn State,Nevada,0.35,0.39,0.31,-0.06
2025,1,Pittsburgh,Duquesne,0.4,0.57,0.3,0.0
2025,1,Purdue,Ball State,0.4,0.65,0.14,-0.03
2025,1,Rice,Louisiana,0.0,0.07,-0.02,0.04
2025,1,Rutgers,Ohio,0.33,0.58,0.12,0.24
2025,1,Sam Houston,Western Kentucky,0.04,0.12,-0.05,0.54
2025,1,Sam Houston,Western Kentucky,0.04,0.12,-0.05,0.13
