season,week,poll,team,rank
2021,4,AP Top 25,Clemson,9
2021,4,AP Top 25,North Carolina,21
2021,4,AP Top 25,Fresno State,22
2021,3,AP Top 25,Georgia,2
2021,3,AP Top 25,Florida,11
2021,3,AP Top 25,Iowa State,14
2021,3,AP Top 25,Oregon,4
2021,3,AP Top 25,BYU,23
2021,3,AP Top 25,Auburn,22
2021,3,AP Top 25,UCLA,13
2021,3,AP Top 25,Arizona State,19
2021,3,AP Top 25,Alabama,1
2021,3,AP Top 25,Ole Miss,17
2021,3,AP Top 25,Arkansas,20
2021,3,AP Top 25,Texas A&M,7
2021,3,AP Top 25,Ohio State,9
2021,3,AP Top 25,Michigan,25
2021,3,AP Top 25,Penn State,10
2021,3,AP Top 25,Wisconsin,18
2021,3,AP Top 25,Iowa,5
2021,3,AP Top 25,Oklahoma,3
2021,3,AP Top 25,Notre Dame,12
2021,3,AP Top 25,Coastal Carolina,16
2021,3,AP Top 25,Cincinnati,8
2021,3,AP Top 25,Clemson,6
2021,3,AP Top 25,Virginia Tech,15
2021,3,AP Top 25,Miami,24
2021,3,AP Top 25,North Carolina,21
2021,2,AP Top 25,Georgia,2
2021,2,AP Top 25,Florida,13
2021,2,AP Top 25,Iowa State,9
2021,2,AP Top 25,Oregon,12
2021,2,AP Top 25,USC,14
2021,2,AP Top 25,Auburn,25
2021,2,AP Top 25,UCLA,16
2021,2,AP Top 25,Utah,21
2021,2,AP Top 25,Arizona State,23
2021,2,AP Top 25,Alabama,1
2021,2,AP Top 25,Ole Miss,20
2021,2,AP Top 25,Texas A&M,5
2021,2,AP Top 25,Ohio State,3
2021,2,AP Top 25,Penn State,11
2021,2,AP Top 25,Wisconsin,18
2021,2,AP Top 25,Iowa,10
2021,2,AP Top 25,Texas,15
2021,2,AP Top 25,Oklahoma,4
2021,2,AP Top 25,Notre Dame,8
2021,2,AP Top 25,Coastal Carolina,17
2021,2,AP Top 25,Cincinnati,7
2021,2,AP Top 25,Clemson,6
2021,2,AP Top 25,Virginia Tech,19
2021,2,AP Top 25,Miami,22
2021,2,AP Top 25,North Carolina,24
2021,1,AP Top 25,Georgia,5
2021,1,AP Top 25,Florida,13
2021,1,AP Top 25,Iowa State,7
2021,1,AP Top 25,Oregon,11
2021,1,AP Top 25,Washington,20
2021,1,AP Top 25,USC,15
2021,1,AP Top 25,LSU,16
2021,1,AP Top 25,Utah,24
2021,1,AP Top 25,Arizona State,25
2021,1,AP Top 25,Alabama,1
2021,1,AP Top 25,Texas A&M,6
2021,1,AP Top 25,Ohio State,4
2021,1,AP Top 25,Penn State,19
2021,1,AP Top 25,Indiana,17
2021,1,AP Top 25,Wisconsin,12
2021,1,AP Top 25,Iowa,18
2021,1,AP Top 25,Texas,21
2021,1,AP Top 25,Oklahoma,2
2021,1,AP Top 25,Notre Dame,9
2021,1,AP Top 25,Louisiana,23
2021,1,AP Top 25,Coastal Carolina,22
2021,1,AP Top 25,Cincinnati,8
2021,1,AP Top 25,Clemson,3
2021,1,AP Top 25,Miami,14
2021,1,AP Top 25,North Carolina,10
2021,10,AP Top 25,Georgia,1
2021,10,AP Top 25,Kentucky,18
2021,10,AP Top 25,Oklahoma State,11
2021,10,AP Top 25,Baylor,14
2021,10,AP Top 25,Oregon,7
2021,10,AP Top 25,BYU,17
2021,10,AP Top 25,Auburn,12
2021,10,AP Top 25,UTSA,16
2021,10,AP Top 25,Alabama,3
2021,10,AP Top 25,Ole Miss,15
2021,10,AP Top 25,Texas A&M,13
2021,10,AP Top 25,Ohio State,6
2021,10,AP Top 25,Michigan State,5
2021,10,AP Top 25,Michigan,9
2021,10,AP Top 25,Penn State,22
2021,10,AP Top 25,Iowa,19
2021,10,AP Top 25,Oklahoma,4
2021,10,AP Top 25,Notre Dame,8
2021,10,AP Top 25,Louisiana,24
2021,10,AP Top 25,Coastal Carolina,21
2021,10,AP Top 25,Houston,20
2021,10,AP Top 25,Cincinnati,2
2021,10,AP Top 25,SMU,23
2021,10,AP Top 25,Wake Forest,10
2021,10,AP Top 25,Fresno State,25
2021,10,Playoff Committee Rankings,Georgia,1
2021,10,Playoff Committee Rankings,Kentucky,18
2021,10,Playoff Committee Rankings,Oklahoma State,11
2021,10,Playoff Committee Rankings,Baylor,12
2021,10,Playoff Committee Rankings,Oregon,4
2021,10,Playoff Committee Rankings,BYU,15
2021,10,Playoff Committee Rankings,Auburn,13
2021,10,Playoff Committee Rankings,Alabama,2
2021,10,Playoff Committee Rankings,Ole Miss,16
2021,10,Playoff Committee Rankings,Mississippi State,17
2021,10,Playoff Committee Rankings,Texas A&M,14
2021,10,Playoff Committee Rankings,Ohio State,5
2021,10,Playoff Committee Rankings,Michigan State,3
2021,10,Playoff Committee Rankings,Michigan,7
2021,10,Playoff Committee Rankings,Wisconsin,21
2021,10,Playoff Committee Rankings,Minnesota,20
2021,10,Playoff Committee Rankings,Iowa,22
2021,10,Playoff Committee Rankings,Oklahoma,8
2021,10,Playoff Committee Rankings,Notre Dame,10
2021,10,Playoff Committee Rankings,Cincinnati,6
2021,10,Playoff Committee Rankings,NC State,19
2021,10,Playoff Committee Rankings,Wake Forest,9
2021,10,Playoff Committee Rankings,Pittsburgh,25
2021,10,Playoff Committee Rankings,Fresno State,23
2021,10,Playoff Committee Rankings,San Diego State,24
2021,14,Playoff Committee Rankings,Georgia,1
2021,14,Playoff Committee Rankings,Kentucky,23
2021,14,Playoff Committee Rankings,Oklahoma State,5
2021,14,Playoff Committee Rankings,Baylor,9
2021,14,Playoff Committee Rankings,Oregon,10
2021,14,Playoff Committee Rankings,BYU,12
2021,14,Playoff Committee Rankings,Utah,17
2021,14,Playoff Committee Rankings,Alabama,3
2021,14,Playoff Committee Rankings,Ole Miss,8
2021,14,Playoff Committee Rankings,Arkansas,22
2021,14,Playoff Committee Rankings,Texas A&M,25
2021,14,Playoff Committee Rankings,Ohio State,7
2021,14,Playoff Committee Rankings,Michigan State,11
2021,14,Playoff Committee Rankings,Michigan,2
2021,14,Playoff Committee Rankings,Iowa,13
2021,14,Playoff Committee Rankings,Oklahoma,14
2021,14,Playoff Committee Rankings,Notre Dame,6
2021,14,Playoff Committee Rankings,Louisiana,24
2021,14,Playoff Committee Rankings,Houston,21
2021,14,Playoff Committee Rankings,Cincinnati,4
2021,14,Playoff Committee Rankings,Clemson,20
2021,14,Playoff Committee Rankings,NC State,18
2021,14,Playoff Committee Rankings,Wake Forest,16
2021,14,Playoff Committee Rankings,Pittsburgh,15
2021,14,Playoff Committee Rankings,San Diego State,19
2021,14,AP Top 25,Georgia,1
2021,14,AP Top 25,Kentucky,25
2021,14,AP Top 25,Oklahoma State,5
2021,14,AP Top 25,Baylor,9
2021,14,AP Top 25,Oregon,10
2021,14,AP Top 25,BYU,12
2021,14,AP Top 25,Utah,14
2021,14,AP Top 25,Alabama,4
2021,14,AP Top 25,Ole Miss,8
2021,14,AP Top 25,Arkansas,23
2021,14,AP Top 25,Texas A&M,24
2021,14,AP Top 25,Ohio State,7
2021,14,AP Top 25,Michigan State,11
2021,14,AP Top 25,Michigan,2
2021,14,AP Top 25,Iowa,15
2021,14,AP Top 25,Oklahoma,13
2021,14,AP Top 25,Notre Dame,6
2021,14,AP Top 25,Louisiana,20
2021,14,AP Top 25,Houston,16
2021,14,AP Top 25,Cincinnati,3
2021,14,AP Top 25,Clemson,22
2021,14,AP Top 25,NC State,21
2021,14,AP Top 25,Wake Forest,18
2021,14,AP Top 25,Pittsburgh,17
2021,14,AP Top 25,San Diego State,19
2021,13,Playoff Committee Rankings,Georgia,1
2021,13,Playoff Committee Rankings,Oklahoma State,7
2021,13,Playoff Committee Rankings,Baylor,8
2021,13,Playoff Committee Rankings,Oregon,11
2021,13,Playoff Committee Rankings,BYU,13
2021,13,Playoff Committee Rankings,Utah,19
2021,13,Playoff Committee Rankings,UTSA,22
2021,13,Playoff Committee Rankings,Alabama,3
2021,13,Playoff Committee Rankings,Ole Miss,9
2021,13,Playoff Committee Rankings,Arkansas,25
2021,13,Playoff Committee Rankings,Texas A&M,15
2021,13,Playoff Committee Rankings,Ohio State,2
2021,13,Playoff Committee Rankings,Michigan State,12
2021,13,Playoff Committee Rankings,Michigan,5
2021,13,Playoff Committee Rankings,Wisconsin,14
2021,13,Playoff Committee Rankings,Iowa,16
2021,13,Playoff Committee Rankings,Oklahoma,10
2021,13,Playoff Committee Rankings,Notre Dame,6
2021,13,Playoff Committee Rankings,Houston,24
2021,13,Playoff Committee Rankings,Cincinnati,4
2021,13,Playoff Committee Rankings,Clemson,23
2021,13,Playoff Committee Rankings,NC State,20
2021,13,Playoff Committee Rankings,Wake Forest,18
2021,13,Playoff Committee Rankings,Pittsburgh,17
2021,13,Playoff Committee Rankings,San Diego State,21
2021,13,AP Top 25,Georgia,1
2021,13,AP Top 25,Oklahoma State,7
2021,13,AP Top 25,Baylor,9
2021,13,AP Top 25,Oregon,11
2021,13,AP Top 25,BYU,13
2021,13,AP Top 25,Utah,16
2021,13,AP Top 25,UTSA,15
2021,13,AP Top 25,Alabama,3
2021,13,AP Top 25,Ole Miss,8
2021,13,AP Top 25,Arkansas,25
2021,13,AP Top 25,Texas A&M,14
2021,13,AP Top 25,Ohio State,2
2021,13,AP Top 25,Michigan State,12
2021,13,AP Top 25,Michigan,6
2021,13,AP Top 25,Wisconsin,18
2021,13,AP Top 25,Iowa,17
2021,13,AP Top 25,Oklahoma,10
2021,13,AP Top 25,Notre Dame,5
2021,13,AP Top 25,Louisiana,23
2021,13,AP Top 25,Houston,19
2021,13,AP Top 25,Cincinnati,4
2021,13,AP Top 25,NC State,24
2021,13,AP Top 25,Wake Forest,21
2021,13,AP Top 25,Pittsburgh,20
2021,13,AP Top 25,San Diego State,22
2021,12,Playoff Committee Rankings,Georgia,1
2021,12,Playoff Committee Rankings,Oklahoma State,9
2021,12,Playoff Committee Rankings,Baylor,11
2021,12,Playoff Committee Rankings,Oregon,3
2021,12,Playoff Committee Rankings,BYU,14
2021,12,Playoff Committee Rankings,Utah,23
2021,12,Playoff Committee Rankings,UTSA,22
2021,12,Playoff Committee Rankings,Alabama,2
2021,12,Playoff Committee Rankings,Ole Miss,12
2021,12,Playoff Committee Rankings,Mississippi State,25
2021,12,Playoff Committee Rankings,Arkansas,21
2021,12,Playoff Committee Rankings,Texas A&M,16
2021,12,Playoff Committee Rankings,Ohio State,4
2021,12,Playoff Committee Rankings,Michigan State,7
2021,12,Playoff Committee Rankings,Michigan,6
2021,12,Playoff Committee Rankings,Wisconsin,15
2021,12,Playoff Committee Rankings,Iowa,17
2021,12,Playoff Committee Rankings,Oklahoma,13
2021,12,Playoff Committee Rankings,Notre Dame,8
2021,12,Playoff Committee Rankings,Houston,24
2021,12,Playoff Committee Rankings,Cincinnati,5
2021,12,Playoff Committee Rankings,NC State,20
2021,12,Playoff Committee Rankings,Wake Forest,10
2021,12,Playoff Committee Rankings,Pittsburgh,18
2021,12,Playoff Committee Rankings,San Diego State,19
2021,12,AP Top 25,Georgia,1
2021,12,AP Top 25,Oklahoma State,9
2021,12,AP Top 25,Baylor,11
2021,12,AP Top 25,Oregon,4
2021,12,AP Top 25,BYU,14
2021,12,AP Top 25,Utah,24
2021,12,AP Top 25,UTSA,15
2021,12,AP Top 25,Alabama,2
2021,12,AP Top 25,Ole Miss,10
2021,12,AP Top 25,Arkansas,21
2021,12,AP Top 25,Texas A&M,16
2021,12,AP Top 25,Ohio State,5
2021,12,AP Top 25,Michigan State,7
2021,12,AP Top 25,Michigan,8
2021,12,AP Top 25,Wisconsin,19
2021,12,AP Top 25,Iowa,18
2021,12,AP Top 25,Oklahoma,12
2021,12,AP Top 25,Notre Dame,6
2021,12,AP Top 25,Louisiana,22
2021,12,AP Top 25,Houston,17
2021,12,AP Top 25,Cincinnati,3
2021,12,AP Top 25,NC State,25
2021,12,AP Top 25,Wake Forest,13
2021,12,AP Top 25,Pittsburgh,20
2021,12,AP Top 25,San Diego State,23
2021,11,Playoff Committee Rankings,Georgia,1
2021,11,Playoff Committee Rankings,Oklahoma State,10
2021,11,Playoff Committee Rankings,Baylor,13
2021,11,Playoff Committee Rankings,Oregon,3
2021,11,Playoff Committee Rankings,BYU,14
2021,11,Playoff Committee Rankings,Auburn,17
2021,11,Playoff Committee Rankings,Utah,24
2021,11,Playoff Committee Rankings,UTSA,23
2021,11,Playoff Committee Rankings,Alabama,2
2021,11,Playoff Committee Rankings,Ole Miss,15
2021,11,Playoff Committee Rankings,Arkansas,25
2021,11,Playoff Committee Rankings,Texas A&M,11
2021,11,Playoff Committee Rankings,Ohio State,4
2021,11,Playoff Committee Rankings,Michigan State,7
2021,11,Playoff Committee Rankings,Michigan,6
2021,11,Playoff Committee Rankings,Wisconsin,18
2021,11,Playoff Committee Rankings,Iowa,20
2021,11,Playoff Committee Rankings,Purdue,19
2021,11,Playoff Committee Rankings,Oklahoma,8
2021,11,Playoff Committee Rankings,Notre Dame,9
2021,11,Playoff Committee Rankings,Cincinnati,5
2021,11,Playoff Committee Rankings,NC State,16
2021,11,Playoff Committee Rankings,Wake Forest,12
2021,11,Playoff Committee Rankings,Pittsburgh,21
2021,11,Playoff Committee Rankings,San Diego State,22
2021,11,AP Top 25,Georgia,1
2021,11,AP Top 25,Oklahoma State,10
2021,11,AP Top 25,Baylor,18
2021,11,AP Top 25,Oregon,5
2021,11,AP Top 25,BYU,14
2021,11,AP Top 25,Auburn,16
2021,11,AP Top 25,UTSA,15
2021,11,AP Top 25,Alabama,3
2021,11,AP Top 25,Ole Miss,12
2021,11,AP Top 25,Texas A&M,11
2021,11,AP Top 25,Ohio State,6
2021,11,AP Top 25,Michigan State,8
2021,11,AP Top 25,Michigan,9
2021,11,AP Top 25,Penn State,23
2021,11,AP Top 25,Wisconsin,20
2021,11,AP Top 25,Iowa,19
2021,11,AP Top 25,Oklahoma,4
2021,11,AP Top 25,Notre Dame,7
2021,11,AP Top 25,Louisiana,24
2021,11,AP Top 25,Coastal Carolina,22
2021,11,AP Top 25,Houston,17
2021,11,AP Top 25,Cincinnati,2
2021,11,AP Top 25,NC State,21
2021,11,AP Top 25,Wake Forest,13
2021,11,AP Top 25,Pittsburgh,25
2021,15,Playoff Committee Rankings,Georgia,3
2021,15,Playoff Committee Rankings,Kentucky,22
2021,15,Playoff Committee Rankings,Oklahoma State,9
2021,15,Playoff Committee Rankings,Baylor,7
2021,15,Playoff Committee Rankings,Oregon,14
2021,15,Playoff Committee Rankings,BYU,13
2021,15,Playoff Committee Rankings,Utah,11
2021,15,Playoff Committee Rankings,Alabama,1
2021,15,Playoff Committee Rankings,Ole Miss,8
2021,15,Playoff Committee Rankings,Arkansas,21
2021,15,Playoff Committee Rankings,Texas A&M,25
2021,15,Playoff Committee Rankings,Ohio State,6
2021,15,Playoff Committee Rankings,Michigan State,10
2021,15,Playoff Committee Rankings,Michigan,2
2021,15,Playoff Committee Rankings,Iowa,15
2021,15,Playoff Committee Rankings,Oklahoma,16
2021,15,Playoff Committee Rankings,Notre Dame,5
2021,15,Playoff Committee Rankings,Louisiana,23
2021,15,Playoff Committee Rankings,Houston,20
2021,15,Playoff Committee Rankings,Cincinnati,4
2021,15,Playoff Committee Rankings,Clemson,19
2021,15,Playoff Committee Rankings,NC State,18
2021,15,Playoff Committee Rankings,Wake Forest,17
2021,15,Playoff Committee Rankings,Pittsburgh,12
2021,15,Playoff Committee Rankings,San Diego State,24
2021,15,AP Top 25,Georgia,3
2021,15,AP Top 25,Kentucky,25
2021,15,AP Top 25,Oklahoma State,9
2021,15,AP Top 25,Baylor,6
2021,15,AP Top 25,Oregon,15
2021,15,AP Top 25,BYU,12
2021,15,AP Top 25,Utah,10
2021,15,AP Top 25,UTSA,24
2021,15,AP Top 25,Alabama,1
2021,15,AP Top 25,Ole Miss,8
2021,15,AP Top 25,Arkansas,22
2021,15,AP Top 25,Texas A&M,23
2021,15,AP Top 25,Ohio State,7
2021,15,AP Top 25,Michigan State,11
2021,15,AP Top 25,Michigan,2
2021,15,AP Top 25,Iowa,17
2021,15,AP Top 25,Oklahoma,14
2021,15,AP Top 25,Notre Dame,5
2021,15,AP Top 25,Louisiana,16
2021,15,AP Top 25,Houston,21
2021,15,AP Top 25,Cincinnati,4
2021,15,AP Top 25,Clemson,19
2021,15,AP Top 25,NC State,18
2021,15,AP Top 25,Wake Forest,20
2021,15,AP Top 25,Pittsburgh,13
