season,week,team,opponent,cfb_off_epa_per_play,cfb_off_pass_epa,cfb_off_rush_epa,cfb_def_epa_per_play
2024,1,Oregon,Idaho,0.2,0.36,-0.04,0.0
2024,1,Oregon State,Idaho State,0.37,0.38,0.41,0.0
2024,1,Penn State,West Virginia,0.41,1.07,0.13,-0.05
2024,1,Pittsburgh,Kent State,0.3,0.34,0.22,-0.03
2024,1,Purdue,Indiana State,0.59,0.63,0.54,0.0
2024,1,Rice,Sam Houston,-0.07,-0.14,0.11,0.18
2024,1,Rutgers,Howard,0.28,0.38,0.22,0.0
2024,1,Sam Houston,Rice,0.18,0.19,0.17,-0.07
2024,1,San Diego State,East Texas A&M,0.25,0.2,0.3,0.0
2024,1,San José State,Sacramento State,0.29,0.67,-0.18,0.0
2024,1,SMU,Nevada,0.22,0.48,-0.06,0.03
2024,1,SMU,Nevada,0.22,0.48,-0.06,0.32
2024,1,SMU,Houston Christian,0.51,0.78,0.4,0.0
2024,1,South Alabama,North Texas,0.46,0.49,0.41,0.36
2024,1,South Carolina,Old Dominion,0.04,-0.13,0.12,0.07
2024,1,Southern Miss,Kentucky,-0.12,-0.16,-0.04,0.36
2024,1,South Florida,Bethune-Cookman,0.24,0.21,0.26,0.0
2024,1,Stanford,TCU,0.1,0.1,0.1,0.25
2024,1,Syracuse,Ohio,0.42,0.66,0.08,0.09
2024,1,TCU,Stanford,0.25,0.39,0.06,0.1
2024,1,Temple,Oklahoma,-0.29,-0.18,-0.39,0.27
2024,1,Tennessee,Chattanooga,0.5,0.55,0.44,0.0
2024,1,Texas,Colorado State,0.4,0.64,0.2,-0.11
2024,1,Texas A&M,Notre Dame,0.0,-0.21,0.17,0.16
2024,1,Texas State,Lamar,0.17,0.17,0.17,0.0
2024,1,Texas Tech,Abilene Christian,0.41,0.67,0.07,0.0
2024,1,Toledo,Duquesne,0.42,0.47,0.37,0.0
2024,1,Troy,Nevada,0.32,0.26,0.38,0.03
2024,1,Troy,Nevada,0.32,0.26,0.38,0.32
2024,1,Tulane,SE Louisiana,0.65,1.2,0.42,0.0
2024,1,Tulsa,Northwestern State,0.61,0.79,0.47,0.0
2024,1,UAB,Alcorn State,0.33,0.46,0.24,0.0
2024,1,UCF,New Hampshire,0.29,-0.01,0.42,0.0
2024,1,UCLA,Hawai'i,0.02,0.14,-0.23,0.18
2024,1,UCLA,Hawai'i,0.02,0.14,-0.23,-0.06
2024,1,UConn,Maryland,-0.07,-0.09,-0.04,0.39
2024,1,UL Monroe,Jackson State,0.3,0.4,0.25,0.0
2024,1,UNLV,Houston,-0.03,0.16,-0.09,-0.14
2024,1,USC,LSU,0.32,0.56,-0.09,0.24
2024,1,Utah,Southern Utah,0.36,0.68,0.14,0.0
2024,1,Utah State,Robert Morris,0.45,0.39,0.53,0.0
2024,1,UTEP,Nebraska,0.19,0.24,0.25,0.22
2024,1,UTSA,Kennesaw State,0.23,0.4,0.01,-0.09
2024,1,Vanderbilt,Virginia Tech,0.29,0.92,0.05,0.26
2024,1,Virginia,Richmond,0.35,0.46,0.27,0.0
2024,1,Virginia Tech,Vanderbilt,0.26,0.41,0.04,0.29
2024,1,Wake Forest,North Carolina A&T,0.42,0.41,0.43,0.0
2024,1,Washington,Weber State,0.42,0.29,0.56,0.0
2024,1,Washington State,Portland State,0.88,1.31,0.5,0.0
2024,1,Western Kentucky,Alabama,-0.26,-0.16,-0.42,0.67
2024,1,Western Michigan,Wisconsin,0.19,0.3,0.13,0.25
2024,1,West Virginia,Penn State,-0.05,-0.01,-0.09,0.41
2024,1,Wisconsin,Western Michigan,0.25,0.1,0.38,0.19
2024,1,Wyoming,Arizona State,-0.33,-0.4,-0.28,0.38
2024,2,Air Force,San José State,-0.1,-0.48,0.05,0.03
2024,2,Akron,Rutgers,0.12,-0.18,0.56,0.44
2024,2,Alabama,South Florida,0.26,0.32,0.22,-0.04
2024,2,App State,Clemson,0.05,0.11,0.3,0.61
2024,2,Arizona,Northern Arizona,0.09,0.07,0.1,0.0
2024,2,Arizona State,Mississippi State,0.18,-0.32,0.36,0.11
2024,2,Arkansas,Oklahoma State,0.11,0.19,0.03,0.06
2024,2,Arkansas State,Tulsa,0.19,0.56,-0.09,0.11
2024,2,Army,Florida Atlantic,0.38,0.33,0.38,0.11
2024,2,Auburn,California,0.08,0.02,0.14,0.07
2024,2,Ball State,Missouri State,0.12,0.14,0.13,0.0
2024,2,Baylor,Utah,-0.15,-0.04,0.01,0.07
2024,2,Boise State,Oregon,0.17,0.02,0.4,0.28
2024,2,Boston College,Duquesne,0.56,1.49,0.27,0.0
2024,2,Bowling Green,Penn State,0.25,0.36,0.07,0.28
2024,2,Buffalo,Missouri,-0.15,-0.34,0.0,0.37
2024,2,BYU,SMU,-0.01,0.1,-0.1,-0.2
2024,2,California,Auburn,0.07,0.27,-0.15,0.08
2024,2,Central Michigan,Florida International,0.02,-0.21,0.27,0.24
2024,2,Charlotte,North Carolina,0.19,0.46,-0.13,0.31
2024,2,Cincinnati,Pittsburgh,0.22,0.42,-0.01,0.29
2024,2,Clemson,App State,0.61,0.7,0.52,0.05
2024,2,Coastal Carolina,William & Mary,0.26,0.14,0.33,0.0
2024,2,Colorado,Nebraska,0.03,-0.02,0.18,0.12
2024,2,Colorado State,Northern Colorado,0.31,0.18,0.38,0.0
2024,2,Duke,Northwestern,0.12,0.3,-0.14,-0.1
2024,2,East Carolina,Old Dominion,0.06,0.18,-0.04,0.06
2024,2,Eastern Michigan,Washington,-0.3,-0.49,-0.09,0.63
2024,2,Florida,Samford,0.49,0.95,0.11,0.0
2024,2,Florida Atlantic,Army,0.11,0.33,-0.17,0.38
2024,2,Florida International,Central Michigan,0.24,0.06,0.35,0.02
2024,2,Fresno State,Sacramento State,0.29,0.42,0.18,0.0
2024,2,Georgia,Tennessee Tech,0.52,0.51,0.53,0.0
2024,2,Georgia Southern,Nevada,0.06,0.22,-0.25,0.22
2024,2,Georgia State,Chattanooga,0.17,0.34,-0.03,0.0
2024,2,Georgia Tech,Syracuse,0.32,0.44,0.13,0.31
2024,2,Houston,Oklahoma,0.1,0.45,-0.08,-0.06
2024,2,Illinois,Kansas,0.16,0.4,-0.03,0.06
2024,2,Indiana,Western Illinois,0.78,1.41,0.5,0.0
2024,2,Iowa,Iowa State,-0.04,-0.29,0.16,0.11
2024,2,Iowa State,Iowa,0.11,0.29,-0.12,-0.04
2024,2,Jacksonville State,Louisville,0.11,0.21,0.01,0.55
2024,2,James Madison,Gardner-Webb,0.05,0.11,0.01,0.0
2024,2,Kansas,Illinois,0.06,0.08,0.21,0.16
2024,2,Kansas State,Tulane,0.35,0.62,0.16,0.23
2024,2,Kennesaw State,Louisiana,0.13,0.54,-0.01,0.51
2024,2,Kent State,Saint Francis,-0.04,0.18,-0.2,0.0
2024,2,Kentucky,South Carolina,-0.19,-0.85,0.14,0.02
2024,2,Liberty,New Mexico State,0.24,0.24,0.23,-0.07
2024,2,Louisiana,Kennesaw State,0.51,0.45,0.55,0.13
2024,2,Louisville,Jacksonville State,0.55,0.61,0.5,0.11
2024,2,LSU,Nicholls,0.41,0.59,0.09,0.0
2024,2,Marshall,Virginia Tech,-0.11,-0.24,0.33,0.12
2024,2,Maryland,Michigan State,0.25,0.54,-0.1,0.25
2024,2,Massachusetts,Toledo,0.09,0.2,-0.03,-0.08
2024,2,Memphis,Troy,0.31,0.17,0.47,0.09
2024,2,Miami,Florida A&M,0.43,0.32,0.53,0.0
2024,2,Michigan,Texas,0.1,0.21,-0.07,0.27
2024,2,Michigan State,Maryland,0.25,0.45,-0.02,0.25
2024,2,Middle Tennessee,Ole Miss,-0.07,0.0,-0.19,0.61
2024,2,Minnesota,Rhode Island,0.34,0.62,0.08,0.0
2024,2,Mississippi State,Arizona State,0.11,0.44,-0.31,0.18
2024,2,Missouri,Buffalo,0.37,0.2,0.53,-0.15
2024,2,Navy,Temple,0.22,0.61,0.15,0.04
2024,2,NC State,Tennessee,-0.31,-0.29,-0.33,0.16
2024,2,Nebraska,Colorado,0.12,0.06,0.17,0.03
2024,2,Nevada,Georgia Southern,0.22,0.4,0.05,0.06
2024,2,New Mexico State,Liberty,-0.07,0.26,-0.26,0.24
2024,2,North Carolina,Charlotte,0.31,0.31,0.4,0.19
2024,2,Northern Illinois,Notre Dame,0.14,0.34,0.05,0.17
2024,2,North Texas,Stephen F. Austin,0.2,0.2,0.22,0.0
2024,2,Northwestern,Duke,-0.1,-0.06,-0.13,0.12
2024,2,Notre Dame,Northern Illinois,0.17,0.15,0.19,0.14
2024,2,Ohio,South Alabama,0.23,0.26,0.22,0.17
2024,2,Ohio State,Western Michigan,0.68,0.67,0.68,-0.13
2024,2,Oklahoma,Houston,-0.06,0.0,-0.14,0.1
2024,2,Oklahoma State,Arkansas,0.06,0.18,-0.16,0.11
2024,2,Old Dominion,East Carolina,0.06,0.17,-0.06,0.06
2024,2,Ole Miss,Middle Tennessee,0.61,0.84,0.41,-0.07
2024,2,Oregon,Boise State,0.28,0.56,0.08,0.17
2024,2,Oregon State,San Diego State,0.19,0.21,0.18,-0.12
2024,2,Penn State,Bowling Green,0.28,0.46,0.16,0.25
2024,2,Pittsburgh,Cincinnati,0.29,0.35,0.22,0.22
2024,2,Rice,Texas Southern,0.51,0.27,0.76,0.0
2024,2,Rutgers,Akron,0.44,0.66,0.32,0.12
2024,2,Sam Houston,UCF,0.12,0.68,-0.33,0.48
2024,2,San Diego State,Oregon State,-0.12,-0.12,-0.13,0.19
2024,2,San José State,Air Force,0.03,0.4,-0.36,-0.1
2024,2,SMU,BYU,-0.2,-0.26,-0.12,-0.01
2024,2,South Alabama,Ohio,0.17,0.27,0.04,0.23
2024,2,South Carolina,Kentucky,0.02,0.82,-0.39,-0.19
2024,2,Southern Miss,SE Louisiana,0.26,0.48,-0.03,0.0
2024,2,South Florida,Alabama,-0.04,-0.23,0.15,0.26
2024,2,Stanford,Cal Poly,0.32,0.62,0.02,0.0
2024,2,Syracuse,Georgia Tech,0.31,0.51,0.02,0.32
2024,2,TCU,Long Island University,0.42,0.66,0.22,0.0
2024,2,Temple,Navy,0.04,0.14,-0.11,0.22
2024,2,Tennessee,NC State,0.16,0.15,0.17,-0.31
2024,2,Texas,Michigan,0.27,0.45,0.07,0.1
2024,2,Texas A&M,McNeese,0.53,0.29,0.7,0.0
2024,2,Texas State,UTSA,0.23,0.41,0.12,-0.06
2024,2,Texas Tech,Washington State,0.14,0.11,0.19,0.12
2024,2,Toledo,Massachusetts,-0.08,0.02,-0.19,0.09
2024,2,Troy,Memphis,0.09,0.26,-0.04,0.31
2024,2,Tulane,Kansas State,0.23,0.75,-0.25,0.35
2024,2,Tulsa,Arkansas State,0.11,0.34,-0.08,0.19
2024,2,UAB,UL Monroe,-0.06,-0.15,0.12,0.05
2024,2,UCF,Sam Houston,0.48,0.13,0.6,0.12
2024,2,UConn,Merrimack,0.54,0.84,0.34,0.0
2024,2,UL Monroe,UAB,0.05,0.13,0.02,-0.06
2024,2,UNLV,Utah Tech,0.61,0.66,0.59,0.0
2024,2,USC,Utah State,0.39,0.23,0.55,0.01
2024,2,Utah,Baylor,0.07,-0.01,0.12,-0.15
2024,2,Utah State,USC,0.01,-0.16,0.24,0.39
2024,2,UTEP,Southern Utah,0.28,0.53,0.05,0.0
2024,2,UTSA,Texas State,-0.06,0.04,-0.08,0.23
2024,2,Vanderbilt,Alcorn State,0.4,0.25,0.48,0.0
2024,2,Virginia,Wake Forest,0.25,0.55,-0.22,0.21
2024,2,Virginia Tech,Marshall,0.12,0.03,0.17,-0.11
2024,2,Wake Forest,Virginia,0.21,0.28,0.12,0.25
2024,2,Washington,Eastern Michigan,0.63,0.87,0.36,-0.3
2024,2,Washington State,Texas Tech,0.12,-0.29,0.31,0.14
2024,2,Western Kentucky,Eastern Kentucky,0.31,0.34,0.27,0.0
2024,2,Western Michigan,Ohio State,-0.13,-0.05,-0.18,0.68
2024,2,West Virginia,UAlbany,0.61,0.49,0.72,0.0
2024,2,Wisconsin,South Dakota,0.32,0.3,0.34,0.0
2024,2,Wyoming,Idaho,-0.08,-0.15,-0.02,0.0
2024,3,Air Force,Baylor,-0.08,-0.52,-0.02,0.16
2024,3,Akron,Colgate,0.11,0.42,-0.18,0.0
2024,3,Alabama,Wisconsin,0.41,0.48,0.36,0.04
2024,3,App State,East Carolina,0.05,0.38,-0.35,0.08
2024,3,Arizona,Kansas State,0.1,0.08,0.14,0.38
2024,3,Arizona State,Texas State,0.31,0.62,0.06,0.12
2024,3,Arkansas,UAB,0.31,-0.11,0.68,0.19
2024,3,Arkansas State,Michigan,0.08,0.22,-0.19,0.35
2024,3,Auburn,New Mexico,0.45,0.64,0.32,0.28
2024,3,Ball State,Miami,-0.31,-0.28,-0.37,0.77
2024,3,Baylor,Air Force,0.16,0.43,0.0,-0.08
2024,3,Boston College,Missouri,0.27,0.61,-0.14,0.23
2024,3,Buffalo,Massachusetts,0.19,0.27,0.14,-0.2
2024,3,BYU,Wyoming,0.31,0.49,0.05,-0.01
2024,3,California,San Diego State,0.3,0.24,0.43,0.02
2024,3,Central Michigan,Illinois,0.08,0.02,0.14,0.32
2024,3,Charlotte,Gardner-Webb,-0.04,0.06,-0.22,0.0
2024,3,Cincinnati,Miami (OH),0.1,0.09,0.13,0.05
2024,3,Coastal Carolina,Temple,0.17,0.27,0.12,0.03
2024,3,Colorado,Colorado State,0.22,0.25,0.16,-0.05
2024,3,Colorado State,Colorado,-0.05,0.09,-0.24,0.22
2024,3,Duke,UConn,-0.01,0.08,-0.11,0.1
2024,3,East Carolina,App State,0.08,0.13,0.04,0.05
2024,3,Eastern Michigan,Jacksonville State,0.18,0.28,0.08,0.12
2024,3,Florida,Texas A&M,0.09,0.17,-0.01,0.36
2024,3,Florida Atlantic,Florida International,0.3,0.19,0.36,0.09
2024,3,Florida International,Florida Atlantic,0.09,0.17,0.08,0.3
2024,3,Florida State,Memphis,0.06,0.01,0.15,0.11
2024,3,Fresno State,New Mexico State,0.35,0.42,0.3,-0.24
2024,3,Georgia,Kentucky,0.1,0.33,-0.07,0.0
2024,3,Georgia Southern,South Carolina State,0.32,0.38,0.27,0.0
2024,3,Georgia State,Vanderbilt,0.2,0.29,0.09,0.23
2024,3,Georgia Tech,VMI,0.49,0.66,0.33,0.0
2024,3,Hawai'i,Sam Houston,0.07,0.11,-0.01,0.25
2024,3,Houston,Rice,0.17,0.18,0.17,-0.11
2024,3,Illinois,Central Michigan,0.32,0.48,0.12,0.08
2024,3,Indiana,UCLA,0.48,0.85,0.08,0.1
2024,3,Iowa,Troy,0.31,0.33,0.29,0.05
2024,3,Jacksonville State,Eastern Michigan,0.12,0.42,-0.2,0.18
2024,3,Kansas,UNLV,0.31,0.17,0.41,-0.01
2024,3,Kansas State,Arizona,0.38,0.23,0.48,0.1
2024,3,Kennesaw State,San José State,-0.09,0.09,-0.22,0.13
2024,3,Kent State,Tennessee,0.02,-0.06,0.12,0.6
2024,3,Kentucky,Georgia,0.0,-0.15,0.11,0.1
2024,3,Liberty,UTEP,0.22,0.67,-0.01,-0.04
2024,3,Louisiana Tech,NC State,-0.04,-0.01,-0.1,0.23
2024,3,LSU,South Carolina,0.17,0.14,0.22,0.25
2024,3,Maryland,Virginia,0.19,0.16,0.22,0.11
2024,3,Massachusetts,Buffalo,-0.2,-0.19,-0.2,0.19
2024,3,Memphis,Florida State,0.11,0.35,-0.25,0.06
2024,3,Miami,Ball State,0.77,1.06,0.42,-0.31
2024,3,Miami (OH),Cincinnati,0.05,0.18,-0.02,0.1
2024,3,Michigan,Arkansas State,0.35,0.16,0.44,0.08
2024,3,Michigan State,Prairie View A&M,0.48,0.64,0.34,0.0
2024,3,Middle Tennessee,Western Kentucky,0.4,0.8,-0.31,0.61
2024,3,Minnesota,Nevada,0.26,0.02,0.47,-0.08
2024,3,Mississippi State,Toledo,0.17,0.17,0.18,0.32
2024,3,Missouri,Boston College,0.23,0.6,-0.02,0.27
2024,3,NC State,Louisiana Tech,0.23,0.39,0.15,-0.04
2024,3,Nebraska,Northern Iowa,0.44,0.55,0.33,0.0
2024,3,Nevada,Minnesota,-0.08,-0.14,-0.03,0.26
2024,3,New Mexico,Auburn,0.28,0.27,0.28,0.45
2024,3,New Mexico State,Fresno State,-0.24,-0.35,-0.11,0.35
2024,3,North Carolina,North Carolina Central,0.41,0.18,0.58,0.0
2024,3,North Texas,Texas Tech,0.01,-0.16,0.17,0.57
2024,3,Northwestern,Eastern Illinois,0.3,0.38,0.22,0.0
2024,3,Notre Dame,Purdue,0.57,0.32,0.75,-0.27
2024,3,Ohio,Morgan State,0.11,0.24,0.02,0.0
2024,3,Oklahoma,Tulane,0.04,-0.03,0.1,0.13
2024,3,Oklahoma State,Tulsa,0.58,0.9,0.25,0.01
2024,3,Old Dominion,Virginia Tech,0.12,-0.19,0.32,0.22
2024,3,Ole Miss,Wake Forest,0.53,0.65,0.42,-0.14
2024,3,Oregon,Oregon State,0.61,0.67,0.56,0.14
2024,3,Oregon State,Oregon,0.14,0.12,0.18,0.61
2024,3,Pittsburgh,West Virginia,0.33,0.53,0.02,0.17
2024,3,Purdue,Notre Dame,-0.27,-0.39,-0.13,0.57
2024,3,Rice,Houston,-0.11,-0.26,0.06,0.17
2024,3,Sam Houston,Hawai'i,0.25,0.36,0.2,0.07
2024,3,San Diego State,California,0.02,0.22,-0.03,0.3
2024,3,San José State,Kennesaw State,0.13,0.43,-0.3,-0.09
2024,3,South Alabama,Northwestern State,0.97,1.12,0.9,0.0
2024,3,South Carolina,LSU,0.25,0.03,0.39,0.17
2024,3,Southern Miss,South Florida,0.2,0.28,0.08,0.37
2024,3,South Florida,Southern Miss,0.37,0.11,0.56,0.2
2024,3,TCU,UCF,0.34,0.5,-0.19,0.4
2024,3,Temple,Coastal Carolina,0.03,-0.01,0.06,0.17
2024,3,Tennessee,Kent State,0.6,0.66,0.57,0.02
2024,3,Texas,UTSA,0.43,0.99,-0.1,-0.18
2024,3,Texas A&M,Florida,0.36,0.91,0.18,0.09
2024,3,Texas State,Arizona State,0.12,0.36,-0.11,0.31
2024,3,Texas Tech,North Texas,0.57,0.74,0.4,0.01
2024,3,Toledo,Mississippi State,0.32,1.0,-0.09,0.17
2024,3,Troy,Iowa,0.05,0.17,-0.14,0.31
2024,3,Tulane,Oklahoma,0.13,0.29,-0.06,0.04
2024,3,Tulsa,Oklahoma State,0.01,-0.07,0.12,0.58
2024,3,UAB,Arkansas,0.19,0.44,-0.02,0.31
2024,3,UCF,TCU,0.4,0.64,0.3,0.34
2024,3,UCLA,Indiana,0.1,0.02,0.18,0.48
2024,3,UConn,Duke,0.1,-0.02,0.2,-0.01
2024,3,UNLV,Kansas,-0.01,-0.33,0.14,0.31
2024,3,Utah,Utah State,0.2,0.28,0.14,0.1
2024,3,Utah State,Utah,0.1,0.02,0.2,0.2
2024,3,UTEP,Liberty,-0.04,-0.09,0.05,0.22
2024,3,UTSA,Texas,-0.18,-0.29,-0.09,0.43
2024,3,Vanderbilt,Georgia State,0.23,0.26,0.2,0.2
2024,3,Virginia,Maryland,0.11,0.14,0.09,0.19
2024,3,Virginia Tech,Old Dominion,0.22,0.31,0.25,0.12
2024,3,Wake Forest,Ole Miss,-0.14,-0.06,-0.27,0.53
2024,3,Washington,Washington State,0.26,0.53,-0.07,0.17
2024,3,Washington State,Washington,0.17,0.22,0.1,0.26
2024,3,Western Kentucky,Middle Tennessee,0.61,0.96,0.17,0.4
2024,3,Western Michigan,Bethune-Cookman,0.79,0.87,0.76,0.0
2024,3,West Virginia,Pittsburgh,0.17,0.32,0.23,0.33
2024,3,Wisconsin,Alabama,0.04,0.17,-0.05,0.41
2024,3,Wyoming,BYU,-0.01,-0.07,0.04,0.31
2024,4,Akron,South Carolina,-0.07,-0.06,-0.08,0.46
2024,4,App State,South Alabama,-0.05,-0.16,0.12,0.54
2024,4,Arizona State,Texas Tech,0.13,0.21,0.03,0.06
2024,4,Arkansas,Auburn,0.05,-0.18,0.19,0.06
2024,4,Arkansas State,Iowa State,-0.15,-0.05,-0.24,0.39
2024,4,Army,Rice,0.0,0.0,0.0,0.42
2024,4,Auburn,Arkansas,0.06,0.1,0.01,0.05
2024,4,Ball State,Central Michigan,0.28,0.34,0.19,0.6
2024,4,Baylor,Colorado,0.06,0.22,-0.03,0.18
2024,4,Boise State,Portland State,0.62,0.53,0.69,0.0
2024,4,Boston College,Michigan State,0.06,0.46,-0.13,0.18
2024,4,Bowling Green,Texas A&M,0.11,0.18,0.0,0.29
2024,4,Buffalo,Northern Illinois,0.01,0.0,0.01,0.15
2024,4,BYU,Kansas State,0.14,0.28,0.02,0.08
2024,4,California,Florida State,0.2,0.3,0.07,0.17
2024,4,Central Michigan,Ball State,0.6,0.43,0.72,0.28
2024,4,Charlotte,Indiana,0.05,0.21,-0.06,0.38
2024,4,Cincinnati,Houston,0.3,0.71,0.07,-0.09
2024,4,Clemson,NC State,0.36,0.28,0.44,0.18
2024,4,Coastal Carolina,Virginia,0.16,0.42,-0.21,0.33
2024,4,Colorado,Baylor,0.18,0.12,0.26,0.06
2024,4,Colorado State,UTEP,0.13,0.19,0.09,0.01
2024,4,Duke,Middle Tennessee,0.32,0.66,0.13,-0.02
2024,4,East Carolina,Liberty,0.05,-0.01,0.12,0.37
