season,week,poll,team,rank
2020,16,Playoff Committee Rankings,Georgia,8
2020,16,Playoff Committee Rankings,Florida,7
2020,16,Playoff Committee Rankings,Oklahoma State,21
2020,16,Playoff Committee Rankings,Iowa State,6
2020,16,Playoff Committee Rankings,USC,13
2020,16,Playoff Committee Rankings,BYU,17
2020,16,Playoff Committee Rankings,Colorado,25
2020,16,Playoff Committee Rankings,Alabama,1
2020,16,Playoff Committee Rankings,Texas A&M,5
2020,16,Playoff Committee Rankings,Ohio State,4
2020,16,Playoff Committee Rankings,Indiana,11
2020,16,Playoff Committee Rankings,Iowa,16
2020,16,Playoff Committee Rankings,Northwestern,14
2020,16,Playoff Committee Rankings,Texas,20
2020,16,Playoff Committee Rankings,Oklahoma,10
2020,16,Playoff Committee Rankings,Notre Dame,2
2020,16,Playoff Committee Rankings,Louisiana,19
2020,16,Playoff Committee Rankings,Coastal Carolina,12
2020,16,Playoff Committee Rankings,Tulsa,23
2020,16,Playoff Committee Rankings,Cincinnati,9
2020,16,Playoff Committee Rankings,Clemson,3
2020,16,Playoff Committee Rankings,NC State,22
2020,16,Playoff Committee Rankings,Miami,18
2020,16,Playoff Committee Rankings,North Carolina,15
2020,16,Playoff Committee Rankings,San José State,24
2020,16,AP Top 25,Georgia,10
2020,16,AP Top 25,Florida,11
2020,16,AP Top 25,Iowa State,8
2020,16,AP Top 25,USC,13
2020,16,AP Top 25,BYU,14
2020,16,AP Top 25,Liberty,22
2020,16,AP Top 25,Alabama,1
2020,16,AP Top 25,Buffalo,23
2020,16,AP Top 25,Texas A&M,5
2020,16,AP Top 25,Ohio State,3
2020,16,AP Top 25,Indiana,7
2020,16,AP Top 25,Iowa,18
2020,16,AP Top 25,Northwestern,15
2020,16,AP Top 25,Texas,21
2020,16,AP Top 25,Oklahoma,12
2020,16,AP Top 25,Notre Dame,2
2020,16,AP Top 25,Louisiana,17
2020,16,AP Top 25,Coastal Carolina,9
2020,16,AP Top 25,Tulsa,20
2020,16,AP Top 25,Cincinnati,6
2020,16,AP Top 25,Clemson,4
2020,16,AP Top 25,NC State,24
2020,16,AP Top 25,Miami,19
2020,16,AP Top 25,North Carolina,16
2020,16,AP Top 25,San José State,25
2020,15,Playoff Committee Rankings,Georgia,9
2020,15,Playoff Committee Rankings,Florida,6
2020,15,Playoff Committee Rankings,Oklahoma State,22
2020,15,Playoff Committee Rankings,Iowa State,7
2020,15,Playoff Committee Rankings,USC,15
2020,15,Playoff Committee Rankings,BYU,18
2020,15,Playoff Committee Rankings,Colorado,21
2020,15,Playoff Committee Rankings,Alabama,1
2020,15,Playoff Committee Rankings,Missouri,25
2020,15,Playoff Committee Rankings,Texas A&M,5
2020,15,Playoff Committee Rankings,Ohio State,4
2020,15,Playoff Committee Rankings,Indiana,12
2020,15,Playoff Committee Rankings,Iowa,16
2020,15,Playoff Committee Rankings,Northwestern,14
2020,15,Playoff Committee Rankings,Texas,20
2020,15,Playoff Committee Rankings,Oklahoma,11
2020,15,Playoff Committee Rankings,Notre Dame,2
2020,15,Playoff Committee Rankings,Louisiana,19
2020,15,Playoff Committee Rankings,Coastal Carolina,13
2020,15,Playoff Committee Rankings,Tulsa,24
2020,15,Playoff Committee Rankings,Cincinnati,8
2020,15,Playoff Committee Rankings,Clemson,3
2020,15,Playoff Committee Rankings,NC State,23
2020,15,Playoff Committee Rankings,Miami,10
2020,15,Playoff Committee Rankings,North Carolina,17
2020,15,AP Top 25,Georgia,12
2020,15,AP Top 25,Florida,6
2020,15,AP Top 25,Iowa State,10
2020,15,AP Top 25,USC,16
2020,15,AP Top 25,BYU,14
2020,15,AP Top 25,Liberty,22
2020,15,AP Top 25,Colorado,21
2020,15,AP Top 25,Alabama,1
2020,15,AP Top 25,Buffalo,24
2020,15,AP Top 25,Texas A&M,5
2020,15,AP Top 25,Ohio State,3
2020,15,AP Top 25,Indiana,8
2020,15,AP Top 25,Wisconsin,25
2020,15,AP Top 25,Iowa,19
2020,15,AP Top 25,Northwestern,15
2020,15,AP Top 25,Texas,23
2020,15,AP Top 25,Oklahoma,13
2020,15,AP Top 25,Notre Dame,2
2020,15,AP Top 25,Louisiana,17
2020,15,AP Top 25,Coastal Carolina,11
2020,15,AP Top 25,Tulsa,18
2020,15,AP Top 25,Cincinnati,7
2020,15,AP Top 25,Clemson,4
2020,15,AP Top 25,Miami,9
2020,15,AP Top 25,North Carolina,20
2020,14,Playoff Committee Rankings,Georgia,8
2020,14,Playoff Committee Rankings,Florida,6
2020,14,Playoff Committee Rankings,Oklahoma State,15
2020,14,Playoff Committee Rankings,Iowa State,9
2020,14,Playoff Committee Rankings,Oregon,23
2020,14,Playoff Committee Rankings,Washington,22
2020,14,Playoff Committee Rankings,USC,20
2020,14,Playoff Committee Rankings,BYU,13
2020,14,Playoff Committee Rankings,Alabama,1
2020,14,Playoff Committee Rankings,Marshall,21
2020,14,Playoff Committee Rankings,Texas A&M,5
2020,14,Playoff Committee Rankings,Ohio State,4
2020,14,Playoff Committee Rankings,Indiana,12
2020,14,Playoff Committee Rankings,Wisconsin,16
2020,14,Playoff Committee Rankings,Iowa,19
2020,14,Playoff Committee Rankings,Northwestern,14
2020,14,Playoff Committee Rankings,Oklahoma,11
2020,14,Playoff Committee Rankings,Notre Dame,2
2020,14,Playoff Committee Rankings,Louisiana,25
2020,14,Playoff Committee Rankings,Coastal Carolina,18
2020,14,Playoff Committee Rankings,Tulsa,24
2020,14,Playoff Committee Rankings,Cincinnati,7
2020,14,Playoff Committee Rankings,Clemson,3
2020,14,Playoff Committee Rankings,Miami,10
2020,14,Playoff Committee Rankings,North Carolina,17
2020,14,AP Top 25,Georgia,11
2020,14,AP Top 25,Florida,6
2020,14,AP Top 25,Oklahoma State,19
2020,14,AP Top 25,Iowa State,12
2020,14,AP Top 25,Oregon,21
2020,14,AP Top 25,Washington,23
2020,14,AP Top 25,USC,17
2020,14,AP Top 25,BYU,8
2020,14,AP Top 25,Liberty,25
2020,14,AP Top 25,Alabama,1
2020,14,AP Top 25,Marshall,15
2020,14,AP Top 25,Texas A&M,5
2020,14,AP Top 25,Ohio State,3
2020,14,AP Top 25,Indiana,10
2020,14,AP Top 25,Wisconsin,18
2020,14,AP Top 25,Iowa,24
2020,14,AP Top 25,Northwestern,16
2020,14,AP Top 25,Oklahoma,13
2020,14,AP Top 25,Notre Dame,2
2020,14,AP Top 25,Louisiana,20
2020,14,AP Top 25,Coastal Carolina,14
2020,14,AP Top 25,Tulsa,22
2020,14,AP Top 25,Cincinnati,7
2020,14,AP Top 25,Clemson,4
2020,14,AP Top 25,Miami,9
