season,week,poll,team,rank
2020,13,Playoff Committee Rankings,Georgia,9
2020,13,Playoff Committee Rankings,Florida,6
2020,13,Playoff Committee Rankings,Oklahoma State,23
2020,13,Playoff Committee Rankings,Iowa State,13
2020,13,Playoff Committee Rankings,Oregon,15
2020,13,Playoff Committee Rankings,USC,18
2020,13,Playoff Committee Rankings,BYU,14
2020,13,Playoff Committee Rankings,Auburn,22
2020,13,Playoff Committee Rankings,Alabama,1
2020,13,Playoff Committee Rankings,Marshall,21
2020,13,Playoff Committee Rankings,Texas A&M,5
2020,13,Playoff Committee Rankings,Ohio State,4
2020,13,Playoff Committee Rankings,Indiana,12
2020,13,Playoff Committee Rankings,Wisconsin,16
2020,13,Playoff Committee Rankings,Iowa,24
2020,13,Playoff Committee Rankings,Northwestern,8
2020,13,Playoff Committee Rankings,Texas,17
2020,13,Playoff Committee Rankings,Oklahoma,11
2020,13,Playoff Committee Rankings,Notre Dame,2
2020,13,Playoff Committee Rankings,Coastal Carolina,20
2020,13,Playoff Committee Rankings,Tulsa,25
2020,13,Playoff Committee Rankings,Cincinnati,7
2020,13,Playoff Committee Rankings,Clemson,3
2020,13,Playoff Committee Rankings,Miami,10
2020,13,Playoff Committee Rankings,North Carolina,19
2020,13,AP Top 25,Georgia,13
2020,13,AP Top 25,Florida,6
2020,13,AP Top 25,Oklahoma State,21
2020,13,AP Top 25,Iowa State,15
2020,13,AP Top 25,Oregon,9
2020,13,AP Top 25,USC,19
2020,13,AP Top 25,BYU,8
2020,13,AP Top 25,Auburn,22
2020,13,AP Top 25,Alabama,1
2020,13,AP Top 25,Marshall,17
2020,13,AP Top 25,Texas A&M,5
2020,13,AP Top 25,Ohio State,3
2020,13,AP Top 25,Indiana,12
2020,13,AP Top 25,Wisconsin,18
2020,13,AP Top 25,Northwestern,11
2020,13,AP Top 25,Texas,20
2020,13,AP Top 25,Oklahoma,14
2020,13,AP Top 25,Notre Dame,2
2020,13,AP Top 25,Louisiana,23
2020,13,AP Top 25,Coastal Carolina,16
2020,13,AP Top 25,Tulsa,24
2020,13,AP Top 25,Cincinnati,7
2020,13,AP Top 25,Clemson,4
2020,13,AP Top 25,Miami,10
2020,13,AP Top 25,North Carolina,25
2020,12,AP Top 25,Georgia,13
2020,12,AP Top 25,Florida,6
2020,12,AP Top 25,Oklahoma State,14
2020,12,AP Top 25,Iowa State,17
2020,12,AP Top 25,Oregon,11
2020,12,AP Top 25,USC,20
2020,12,AP Top 25,BYU,8
2020,12,AP Top 25,Liberty,21
2020,12,AP Top 25,Auburn,23
2020,12,AP Top 25,Alabama,1
2020,12,AP Top 25,Marshall,15
2020,12,AP Top 25,Texas A&M,5
2020,12,AP Top 25,Ohio State,3
2020,12,AP Top 25,Indiana,9
2020,12,AP Top 25,Wisconsin,10
2020,12,AP Top 25,Northwestern,19
2020,12,AP Top 25,Texas,22
2020,12,AP Top 25,Oklahoma,18
2020,12,AP Top 25,Notre Dame,2
2020,12,AP Top 25,Louisiana,24
2020,12,AP Top 25,Coastal Carolina,15
2020,12,AP Top 25,Tulsa,25
2020,12,AP Top 25,Cincinnati,7
2020,12,AP Top 25,Clemson,4
2020,12,AP Top 25,Miami,12
2020,11,AP Top 25,Georgia,12
2020,11,AP Top 25,Florida,6
2020,11,AP Top 25,Oklahoma State,14
2020,11,AP Top 25,Iowa State,17
2020,11,AP Top 25,Oregon,11
2020,11,AP Top 25,USC,20
2020,11,AP Top 25,BYU,8
2020,11,AP Top 25,Liberty,22
2020,11,AP Top 25,Auburn,24
2020,11,AP Top 25,Alabama,1
2020,11,AP Top 25,Marshall,16
2020,11,AP Top 25,Texas A&M,5
2020,11,AP Top 25,Ohio State,3
2020,11,AP Top 25,Indiana,10
2020,11,AP Top 25,Wisconsin,13
2020,11,AP Top 25,Northwestern,23
2020,11,AP Top 25,Texas,21
2020,11,AP Top 25,Oklahoma,18
2020,11,AP Top 25,Notre Dame,2
2020,11,AP Top 25,Louisiana,25
2020,11,AP Top 25,Coastal Carolina,15
2020,11,AP Top 25,Cincinnati,7
2020,11,AP Top 25,SMU,19
2020,11,AP Top 25,Clemson,4
2020,11,AP Top 25,Miami,9
2020,10,AP Top 25,Georgia,5
2020,10,AP Top 25,Florida,8
2020,10,AP Top 25,Oklahoma State,14
2020,10,AP Top 25,Iowa State,17
2020,10,AP Top 25,Oregon,12
2020,10,AP Top 25,USC,20
2020,10,AP Top 25,BYU,9
2020,10,AP Top 25,Liberty,25
2020,10,AP Top 25,Auburn,24
2020,10,AP Top 25,Alabama,2
2020,10,AP Top 25,Marshall,16
2020,10,AP Top 25,Texas A&M,7
2020,10,AP Top 25,Ohio State,3
2020,10,AP Top 25,Michigan,23
2020,10,AP Top 25,Indiana,13
2020,10,AP Top 25,Wisconsin,10
2020,10,AP Top 25,Texas,22
2020,10,AP Top 25,Oklahoma,19
2020,10,AP Top 25,Notre Dame,4
2020,10,AP Top 25,Coastal Carolina,15
2020,10,AP Top 25,Cincinnati,6
2020,10,AP Top 25,SMU,18
2020,10,AP Top 25,Clemson,1
2020,10,AP Top 25,Miami,11
2020,10,AP Top 25,Boise State,21
2020,9,AP Top 25,Georgia,5
2020,9,AP Top 25,Florida,10
2020,9,AP Top 25,Oklahoma State,6
2020,9,AP Top 25,Kansas State,16
2020,9,AP Top 25,Iowa State,23
2020,9,AP Top 25,Oregon,14
2020,9,AP Top 25,USC,21
2020,9,AP Top 25,BYU,11
2020,9,AP Top 25,Alabama,2
2020,9,AP Top 25,Marshall,19
2020,9,AP Top 25,Texas A&M,8
2020,9,AP Top 25,Ohio State,3
2020,9,AP Top 25,Michigan,13
2020,9,AP Top 25,Penn State,18
2020,9,AP Top 25,Indiana,17
2020,9,AP Top 25,Wisconsin,9
2020,9,AP Top 25,Oklahoma,24
2020,9,AP Top 25,Notre Dame,4
2020,9,AP Top 25,Coastal Carolina,20
2020,9,AP Top 25,Cincinnati,7
2020,9,AP Top 25,SMU,22
2020,9,AP Top 25,Clemson,1
2020,9,AP Top 25,Miami,12
2020,9,AP Top 25,North Carolina,15
2020,9,AP Top 25,Boise State,25
2020,8,AP Top 25,Georgia,4
2020,8,AP Top 25,Florida,10
2020,8,AP Top 25,Oklahoma State,6
2020,8,AP Top 25,Kansas State,20
2020,8,AP Top 25,Iowa State,17
2020,8,AP Top 25,Oregon,13
2020,8,AP Top 25,USC,24
2020,8,AP Top 25,BYU,12
2020,8,AP Top 25,Alabama,2
2020,8,AP Top 25,Marshall,22
2020,8,AP Top 25,Texas A&M,7
2020,8,AP Top 25,Ohio State,5
2020,8,AP Top 25,Michigan,18
2020,8,AP Top 25,Penn State,8
2020,8,AP Top 25,Wisconsin,14
2020,8,AP Top 25,Minnesota,21
2020,8,AP Top 25,Notre Dame,3
2020,8,AP Top 25,Coastal Carolina,25
2020,8,AP Top 25,Cincinnati,9
2020,8,AP Top 25,SMU,16
2020,8,AP Top 25,Clemson,1
2020,8,AP Top 25,NC State,23
2020,8,AP Top 25,Virginia Tech,19
2020,8,AP Top 25,Miami,11
2020,8,AP Top 25,North Carolina,14
2020,7,AP Top 25,Georgia,3
2020,7,AP Top 25,Florida,10
2020,7,AP Top 25,Tennessee,18
2020,7,AP Top 25,Oklahoma State,7
2020,7,AP Top 25,Kansas State,22
2020,7,AP Top 25,Iowa State,20
2020,7,AP Top 25,Oregon,12
2020,7,AP Top 25,USC,25
2020,7,AP Top 25,BYU,15
2020,7,AP Top 25,Auburn,14
2020,7,AP Top 25,Alabama,2
2020,7,AP Top 25,Texas A&M,11
2020,7,AP Top 25,Ohio State,6
2020,7,AP Top 25,Michigan,19
2020,7,AP Top 25,Penn State,9
2020,7,AP Top 25,Wisconsin,16
2020,7,AP Top 25,Minnesota,24
2020,7,AP Top 25,Notre Dame,4
2020,7,AP Top 25,Louisiana,21
2020,7,AP Top 25,Cincinnati,8
2020,7,AP Top 25,SMU,17
2020,7,AP Top 25,Clemson,1
2020,7,AP Top 25,Virginia Tech,23
2020,7,AP Top 25,Miami,13
2020,7,AP Top 25,North Carolina,5
2020,6,AP Top 25,Georgia,3
2020,6,AP Top 25,Florida,4
2020,6,AP Top 25,Tennessee,14
2020,6,AP Top 25,Oklahoma State,10
2020,6,AP Top 25,Iowa State,24
2020,6,AP Top 25,Oregon,12
2020,6,AP Top 25,BYU,15
2020,6,AP Top 25,Auburn,13
2020,6,AP Top 25,LSU,17
2020,6,AP Top 25,Alabama,2
2020,6,AP Top 25,Texas A&M,21
2020,6,AP Top 25,Ohio State,6
2020,6,AP Top 25,Michigan,20
2020,6,AP Top 25,Penn State,9
2020,6,AP Top 25,Wisconsin,16
2020,6,AP Top 25,Minnesota,25
2020,6,AP Top 25,Texas,22
2020,6,AP Top 25,Notre Dame,5
2020,6,AP Top 25,Louisiana,23
2020,6,AP Top 25,Cincinnati,11
2020,6,AP Top 25,SMU,18
2020,6,AP Top 25,Clemson,1
2020,6,AP Top 25,Virginia Tech,19
2020,6,AP Top 25,Miami,7
2020,6,AP Top 25,North Carolina,8
2020,5,AP Top 25,Georgia,4
2020,5,AP Top 25,Florida,3
2020,5,AP Top 25,Tennessee,21
2020,5,AP Top 25,Oklahoma State,17
2020,5,AP Top 25,Oregon,14
2020,5,AP Top 25,BYU,22
2020,5,AP Top 25,Auburn,7
2020,5,AP Top 25,LSU,20
2020,5,AP Top 25,Alabama,2
2020,5,AP Top 25,Mississippi State,16
2020,5,AP Top 25,Texas A&M,13
2020,5,AP Top 25,Ohio State,6
2020,5,AP Top 25,Michigan,23
2020,5,AP Top 25,Penn State,10
2020,5,AP Top 25,Wisconsin,19
2020,5,AP Top 25,Texas,9
2020,5,AP Top 25,Oklahoma,18
2020,5,AP Top 25,Notre Dame,5
2020,5,AP Top 25,Memphis,25
2020,5,AP Top 25,UCF,11
2020,5,AP Top 25,Cincinnati,15
2020,5,AP Top 25,Clemson,1
2020,5,AP Top 25,Miami,8
2020,5,AP Top 25,North Carolina,12
2020,5,AP Top 25,Pittsburgh,24
2020,4,AP Top 25,Georgia,4
2020,4,AP Top 25,Florida,5
2020,4,AP Top 25,Tennessee,16
2020,4,AP Top 25,Kentucky,23
2020,4,AP Top 25,Oklahoma State,15
2020,4,AP Top 25,BYU,18
2020,4,AP Top 25,Auburn,8
2020,4,AP Top 25,LSU,6
2020,4,AP Top 25,Alabama,2
2020,4,AP Top 25,Marshall,25
2020,4,AP Top 25,Texas A&M,10
2020,4,AP Top 25,Army,22
2020,4,AP Top 25,Texas,8
2020,4,AP Top 25,Oklahoma,3
2020,4,AP Top 25,Notre Dame,7
2020,4,AP Top 25,Louisiana,19
2020,4,AP Top 25,Memphis,17
2020,4,AP Top 25,UCF,13
2020,4,AP Top 25,Cincinnati,14
2020,4,AP Top 25,Clemson,1
2020,4,AP Top 25,Virginia Tech,20
2020,4,AP Top 25,Miami,12
2020,4,AP Top 25,North Carolina,11
2020,4,AP Top 25,Pittsburgh,21
2020,4,AP Top 25,Louisville,24
2020,3,AP Top 25,Georgia,4
2020,3,AP Top 25,Florida,5
2020,3,AP Top 25,Tennessee,15
2020,3,AP Top 25,Kentucky,23
2020,3,AP Top 25,Oklahoma State,11
2020,3,AP Top 25,BYU,21
2020,3,AP Top 25,Auburn,8
2020,3,AP Top 25,LSU,6
2020,3,AP Top 25,Alabama,2
2020,3,AP Top 25,Texas A&M,10
2020,3,AP Top 25,Army,22
2020,3,AP Top 25,Texas,9
2020,3,AP Top 25,Oklahoma,3
2020,3,AP Top 25,Notre Dame,7
2020,3,AP Top 25,Louisiana,19
2020,3,AP Top 25,App State,24
2020,3,AP Top 25,Memphis,16
2020,3,AP Top 25,UCF,14
2020,3,AP Top 25,Cincinnati,13
2020,3,AP Top 25,Clemson,1
2020,3,AP Top 25,Virginia Tech,20
2020,3,AP Top 25,Miami,17
2020,3,AP Top 25,North Carolina,12
2020,3,AP Top 25,Pittsburgh,25
2020,3,AP Top 25,Louisville,18
2020,1,AP Top 25,Georgia,4
2020,1,AP Top 25,Florida,8
2020,1,AP Top 25,Tennessee,25
2020,1,AP Top 25,Oklahoma State,15
2020,1,AP Top 25,Iowa State,23
2020,1,AP Top 25,Oregon,9
2020,1,AP Top 25,USC,17
2020,1,AP Top 25,Auburn,11
2020,1,AP Top 25,LSU,6
2020,1,AP Top 25,Utah,22
2020,1,AP Top 25,Alabama,3
2020,1,AP Top 25,Texas A&M,13
2020,1,AP Top 25,Ohio State,2
2020,1,AP Top 25,Michigan,16
2020,1,AP Top 25,Penn State,7
2020,1,AP Top 25,Wisconsin,12
2020,1,AP Top 25,Minnesota,19
2020,1,AP Top 25,Iowa,24
2020,1,AP Top 25,Texas,14
2020,1,AP Top 25,Oklahoma,5
2020,1,AP Top 25,Notre Dame,10
2020,1,AP Top 25,UCF,21
2020,1,AP Top 25,Cincinnati,20
2020,1,AP Top 25,Clemson,1
2020,1,AP Top 25,North Carolina,18
