season,week,team,opponent,cfb_off_epa_per_play,cfb_off_pass_epa,cfb_off_rush_epa,cfb_def_epa_per_play
2023,2,Miami (OH),Massachusetts,0.25,0.53,0.09,-0.1
2023,2,Michigan,UNLV,0.35,0.96,-0.04,-0.11
2023,2,Michigan State,Richmond,0.29,1.05,-0.18,0.0
2023,2,Middle Tennessee,Missouri,0.14,0.29,-0.09,0.12
2023,2,Minnesota,Eastern Michigan,0.07,0.38,0.11,-0.07
2023,2,Mississippi State,Arizona,0.04,0.33,-0.07,0.14
2023,2,Missouri,Middle Tennessee,0.12,0.41,0.02,0.14
2023,2,Navy,Wagner,0.23,0.13,0.28,0.0
2023,2,NC State,Notre Dame,0.07,0.1,0.03,0.39
2023,2,Nebraska,Colorado,0.09,0.19,0.03,0.23
2023,2,Nevada,Idaho,-0.06,-0.09,0.17,0.0
2023,2,New Mexico,Tennessee Tech,0.66,1.26,0.45,0.0
2023,2,New Mexico State,Liberty,0.18,0.13,0.5,0.33
2023,2,North Carolina,App State,0.41,0.16,0.64,0.3
2023,2,Northern Illinois,Southern Illinois,0.14,0.42,-0.07,0.0
2023,2,North Texas,Florida International,0.07,-0.13,0.27,0.34
2023,2,Northwestern,UTEP,0.36,0.55,0.24,0.09
2023,2,Notre Dame,NC State,0.39,0.53,0.27,0.07
2023,2,Ohio,Florida Atlantic,0.0,0.0,0.02,-0.14
2023,2,Ohio State,Youngstown State,0.48,0.62,0.29,0.0
2023,2,Oklahoma,SMU,0.33,1.33,-0.08,0.0
2023,2,Oklahoma State,Arizona State,0.11,0.12,0.11,0.14
2023,2,Old Dominion,Louisiana,0.28,0.48,0.14,0.28
2023,2,Ole Miss,Tulane,0.25,0.49,0.04,-0.05
2023,2,Oregon,Texas Tech,0.27,0.37,0.13,0.09
2023,2,Oregon State,UC Davis,0.4,0.45,0.37,0.0
2023,2,Penn State,Delaware,0.38,0.39,0.38,0.0
2023,2,Pittsburgh,Cincinnati,-0.06,-0.09,-0.01,0.21
2023,2,Purdue,Virginia Tech,0.18,0.3,0.08,0.01
2023,2,Rice,Houston,0.38,0.64,0.13,0.14
2023,2,Rutgers,Temple,0.23,0.43,0.14,0.04
2023,2,Sam Houston,Air Force,-0.17,-0.45,0.02,0.02
2023,2,San Diego State,UCLA,-0.06,0.15,-0.03,0.43
2023,2,San José State,Cal Poly,0.45,0.48,0.43,0.0
2023,2,SMU,Oklahoma,0.0,0.24,-0.17,0.33
2023,2,South Alabama,SE Louisiana,0.63,0.62,0.67,0.0
2023,2,South Carolina,Furman,0.61,1.15,0.07,0.0
2023,2,Southern Miss,Florida State,-0.08,-0.21,0.12,0.44
2023,2,South Florida,Florida A&M,0.03,0.03,0.02,0.0
2023,2,Stanford,USC,-0.12,-0.1,0.03,0.52
2023,2,Syracuse,Western Michigan,0.3,0.43,0.18,-0.13
2023,2,TCU,Nicholls,0.19,0.89,-0.27,0.0
2023,2,Temple,Rutgers,0.04,0.12,-0.02,0.23
2023,2,Tennessee,Austin Peay,0.29,0.11,0.48,0.0
2023,2,Texas,Alabama,0.22,0.47,-0.05,0.21
2023,2,Texas A&M,Miami,0.2,0.26,0.09,0.48
2023,2,Texas State,UTSA,-0.01,0.0,-0.02,-0.02
2023,2,Texas Tech,Oregon,0.09,0.07,0.41,0.27
2023,2,Toledo,Texas Southern,0.63,1.15,0.24,0.0
2023,2,Troy,Kansas State,0.04,0.17,-0.14,0.22
2023,2,Tulane,Ole Miss,-0.05,0.09,-0.16,0.25
2023,2,Tulsa,Washington,0.02,0.14,0.02,0.57
2023,2,UAB,Georgia Southern,0.4,0.59,0.09,0.3
2023,2,UCF,Boise State,0.16,0.83,0.12,0.07
2023,2,UCLA,San Diego State,0.43,0.6,0.3,-0.06
2023,2,UConn,Georgia State,0.1,0.49,-0.3,0.2
2023,2,UL Monroe,Lamar,0.24,-0.21,0.51,0.0
2023,2,UNLV,Michigan,-0.11,0.07,-0.32,0.35
2023,2,USC,Stanford,0.52,0.65,0.34,-0.12
2023,2,Utah,Baylor,0.11,-0.1,0.25,0.17
2023,2,Utah State,Idaho State,0.59,0.51,0.64,0.0
2023,2,UTEP,Northwestern,0.09,0.39,-0.12,0.36
2023,2,UTSA,Texas State,-0.02,0.03,-0.06,-0.01
2023,2,Vanderbilt,Wake Forest,0.12,0.41,-0.3,0.23
2023,2,Virginia,James Madison,0.43,0.98,0.07,0.38
2023,2,Virginia Tech,Purdue,0.01,0.3,-0.52,0.18
2023,2,Wake Forest,Vanderbilt,0.23,0.46,0.09,0.12
2023,2,Washington,Tulsa,0.57,0.85,0.51,0.02
2023,2,Washington State,Wisconsin,0.16,0.22,0.08,0.01
2023,2,Western Kentucky,Houston Christian,0.49,0.64,0.25,0.0
2023,2,Western Michigan,Syracuse,-0.13,-0.19,0.08,0.3
2023,2,West Virginia,Duquesne,0.41,0.41,0.41,0.0
2023,2,Wisconsin,Washington State,0.01,0.14,-0.2,0.16
2023,2,Wyoming,Portland State,0.24,0.94,0.0,0.0
2023,3,Air Force,Utah State,0.44,0.23,0.46,0.12
2023,3,Akron,Kentucky,-0.05,-0.17,0.22,0.48
2023,3,Alabama,South Florida,0.05,-0.34,0.34,-0.12
2023,3,App State,East Carolina,0.12,0.27,0.03,0.14
2023,3,Arizona,UTEP,0.5,0.49,0.51,0.07
2023,3,Arizona State,Fresno State,-0.14,0.03,-0.24,0.12
2023,3,Arkansas,BYU,0.22,0.34,0.09,-0.06
2023,3,Arkansas State,Stony Brook,0.35,0.11,0.49,0.0
2023,3,Army,UTSA,0.26,0.61,0.16,0.39
2023,3,Auburn,Samford,0.34,0.52,0.36,0.0
2023,3,Ball State,Indiana State,0.44,0.31,0.52,0.0
2023,3,Baylor,Long Island University,0.33,-0.07,0.54,0.0
2023,3,Boise State,North Dakota,0.21,0.39,0.11,0.0
2023,3,Boston College,Florida State,0.25,0.35,0.15,0.14
2023,3,Bowling Green,Michigan,-0.08,0.18,-0.22,0.1
2023,3,Buffalo,Liberty,0.19,0.28,0.01,0.33
2023,3,BYU,Arkansas,-0.06,0.24,-0.1,0.22
2023,3,California,Idaho,0.25,-0.05,0.45,0.0
2023,3,Central Michigan,Notre Dame,0.14,0.07,0.19,0.61
2023,3,Charlotte,Georgia State,0.04,0.13,0.06,0.37
2023,3,Cincinnati,Miami (OH),0.18,0.26,0.16,0.27
2023,3,Clemson,Florida Atlantic,0.29,0.44,0.13,-0.09
2023,3,Coastal Carolina,Duquesne,0.64,0.95,0.46,0.0
2023,3,Colorado,Colorado State,0.07,0.2,-0.24,0.1
2023,3,Colorado State,Colorado,0.1,0.44,-0.33,0.07
2023,3,Duke,Northwestern,0.45,0.44,0.46,0.01
2023,3,East Carolina,App State,0.14,0.01,0.43,0.12
2023,3,Eastern Michigan,Massachusetts,0.07,0.08,0.04,0.21
2023,3,Florida,Tennessee,0.25,0.59,0.05,0.15
2023,3,Florida Atlantic,Clemson,-0.09,-0.09,-0.06,0.29
2023,3,Florida International,UConn,0.24,0.47,-0.01,-0.05
2023,3,Florida State,Boston College,0.14,0.69,-0.23,0.25
2023,3,Fresno State,Arizona State,0.12,0.07,0.24,-0.14
2023,3,Georgia,South Carolina,0.23,0.3,0.17,0.18
2023,3,Georgia Southern,Wisconsin,0.01,0.29,0.03,0.31
2023,3,Georgia State,Charlotte,0.37,1.03,-0.04,0.04
2023,3,Georgia Tech,Ole Miss,0.28,0.47,0.1,0.63
2023,3,Hawai'i,Oregon,-0.11,-0.18,0.08,0.54
2023,3,Houston,TCU,-0.19,-0.06,-0.26,0.25
2023,3,Illinois,Penn State,0.06,0.25,-0.06,0.12
2023,3,Indiana,Louisville,0.06,0.5,-0.4,0.3
2023,3,Iowa,Western Michigan,0.14,-0.08,0.45,0.09
2023,3,Iowa State,Ohio,0.13,0.64,-0.32,-0.02
2023,3,James Madison,Troy,-0.04,0.16,-0.19,0.06
2023,3,Kansas,Nevada,0.42,0.73,0.17,0.17
2023,3,Kansas State,Missouri,0.14,0.25,0.02,0.2
2023,3,Kent State,Central Connecticut,0.41,0.83,0.28,0.0
2023,3,Kentucky,Akron,0.48,0.68,0.26,-0.05
2023,3,Liberty,Buffalo,0.33,0.56,0.09,0.19
2023,3,Louisiana,UAB,0.35,0.24,0.44,0.09
2023,3,Louisiana Tech,North Texas,0.27,0.34,0.23,0.33
2023,3,Louisville,Indiana,0.3,0.75,0.09,0.06
2023,3,LSU,Mississippi State,0.47,0.65,0.29,0.02
2023,3,Maryland,Virginia,0.43,0.5,0.37,0.11
2023,3,Massachusetts,Eastern Michigan,0.21,0.3,0.29,0.07
2023,3,Memphis,Navy,0.09,0.27,-0.09,0.05
2023,3,Miami,Bethune-Cookman,0.47,0.63,0.31,0.0
2023,3,Miami (OH),Cincinnati,0.27,0.78,-0.1,0.18
2023,3,Michigan,Bowling Green,0.1,0.67,0.32,-0.08
2023,3,Michigan State,Washington,-0.05,-0.07,0.0,0.45
2023,3,Middle Tennessee,Murray State,0.37,0.54,0.33,0.0
2023,3,Minnesota,North Carolina,-0.02,-0.43,0.4,0.34
2023,3,Mississippi State,LSU,0.02,-0.15,0.34,0.47
2023,3,Missouri,Kansas State,0.2,0.45,-0.17,0.14
2023,3,Navy,Memphis,0.05,-0.14,0.13,0.09
2023,3,NC State,VMI,0.45,0.59,0.34,0.0
2023,3,Nebraska,Northern Illinois,0.33,0.53,0.23,-0.12
2023,3,Nevada,Kansas,0.17,0.16,0.18,0.42
2023,3,New Mexico,New Mexico State,0.21,0.3,0.1,0.47
2023,3,New Mexico State,New Mexico,0.47,0.91,0.23,0.21
2023,3,North Carolina,Minnesota,0.34,0.53,0.12,-0.02
2023,3,Northern Illinois,Nebraska,-0.12,-0.17,-0.03,0.33
2023,3,North Texas,Louisiana Tech,0.33,0.41,0.25,0.27
2023,3,Northwestern,Duke,0.01,-0.1,0.17,0.45
2023,3,Notre Dame,Central Michigan,0.61,0.91,0.38,0.14
2023,3,Ohio,Iowa State,-0.02,-0.03,-0.01,0.13
2023,3,Ohio State,Western Kentucky,0.61,0.93,0.45,-0.11
2023,3,Oklahoma,Tulsa,0.65,1.13,0.06,-0.01
2023,3,Oklahoma State,South Alabama,0.03,-0.09,0.2,0.31
2023,3,Old Dominion,Wake Forest,0.03,0.03,0.04,-0.12
2023,3,Ole Miss,Georgia Tech,0.63,0.67,0.62,0.28
2023,3,Oregon,Hawai'i,0.54,0.62,0.46,-0.11
2023,3,Oregon State,San Diego State,0.37,0.42,0.37,-0.05
2023,3,Penn State,Illinois,0.12,0.17,0.07,0.06
2023,3,Pittsburgh,West Virginia,-0.08,-0.02,-0.12,-0.17
2023,3,Purdue,Syracuse,0.05,0.21,-0.18,0.19
2023,3,Rice,Texas Southern,0.4,0.89,0.22,0.0
2023,3,Rutgers,Virginia Tech,0.29,-0.25,0.54,0.13
2023,3,San Diego State,Oregon State,-0.05,-0.02,0.07,0.37
2023,3,San José State,Toledo,-0.12,-0.01,-0.33,0.18
2023,3,SMU,Prairie View A&M,0.64,1.48,0.16,0.0
2023,3,South Alabama,Oklahoma State,0.31,0.68,0.19,0.03
2023,3,South Carolina,Georgia,0.18,0.21,0.17,0.23
2023,3,Southern Miss,Tulane,-0.03,0.18,-0.29,0.04
2023,3,South Florida,Alabama,-0.12,-0.38,0.08,0.05
2023,3,Stanford,Sacramento State,0.18,0.26,0.28,0.0
2023,3,Syracuse,Purdue,0.19,-0.07,0.5,0.05
2023,3,TCU,Houston,0.25,0.33,0.26,-0.19
2023,3,Temple,Norfolk State,0.45,0.72,0.3,0.0
2023,3,Tennessee,Florida,0.15,0.35,-0.1,0.25
2023,3,Texas,Wyoming,0.25,0.29,0.23,-0.07
2023,3,Texas A&M,UL Monroe,0.49,0.68,0.26,0.07
2023,3,Texas State,Jackson State,0.83,0.93,0.81,0.0
2023,3,Texas Tech,Tarleton State,0.26,0.17,0.38,0.0
2023,3,Toledo,San José State,0.18,-0.03,0.35,-0.12
2023,3,Troy,James Madison,0.06,0.2,-0.34,-0.04
2023,3,Tulane,Southern Miss,0.04,0.22,-0.08,-0.03
2023,3,Tulsa,Oklahoma,-0.01,0.25,-0.18,0.65
2023,3,UAB,Louisiana,0.09,0.13,0.24,0.35
2023,3,UCF,Villanova,0.37,0.44,0.32,0.0
2023,3,UCLA,North Carolina Central,0.7,0.78,0.7,0.0
2023,3,UConn,Florida International,-0.05,-0.26,0.11,0.24
2023,3,UL Monroe,Texas A&M,0.07,-0.08,0.16,0.49
2023,3,UNLV,Vanderbilt,0.21,0.21,0.23,0.04
2023,3,Utah,Weber State,0.24,0.48,0.14,0.0
2023,3,Utah State,Air Force,0.12,0.24,0.12,0.44
2023,3,UTEP,Arizona,0.07,0.3,-0.31,0.5
2023,3,UTSA,Army,0.39,0.53,0.22,0.26
2023,3,Vanderbilt,UNLV,0.04,0.42,-0.31,0.21
2023,3,Virginia,Maryland,0.11,0.25,0.16,0.43
