season,week,poll,team,rank
2018,10,AP Top 25,Oklahoma,7
2018,10,AP Top 25,Notre Dame,3
2018,10,AP Top 25,UCF,9
2018,10,AP Top 25,Houston,17
2018,10,AP Top 25,Boston College,24
2018,10,AP Top 25,Clemson,2
2018,10,AP Top 25,Virginia,23
2018,10,AP Top 25,Syracuse,22
2018,10,AP Top 25,Utah State,18
2018,10,AP Top 25,Fresno State,20
2018,10,Playoff Committee Rankings,Georgia,6
2018,10,Playoff Committee Rankings,Florida,11
2018,10,Playoff Committee Rankings,Kentucky,9
2018,10,Playoff Committee Rankings,Iowa State,24
2018,10,Playoff Committee Rankings,West Virginia,13
2018,10,Playoff Committee Rankings,Washington State,8
2018,10,Playoff Committee Rankings,LSU,3
2018,10,Playoff Committee Rankings,Utah,15
2018,10,Playoff Committee Rankings,Alabama,1
2018,10,Playoff Committee Rankings,Mississippi State,18
2018,10,Playoff Committee Rankings,Texas A&M,20
2018,10,Playoff Committee Rankings,Ohio State,10
2018,10,Playoff Committee Rankings,Michigan,5
2018,10,Playoff Committee Rankings,Penn State,14
2018,10,Playoff Committee Rankings,Iowa,16
2018,10,Playoff Committee Rankings,Texas,17
2018,10,Playoff Committee Rankings,Oklahoma,7
2018,10,Playoff Committee Rankings,Notre Dame,4
2018,10,Playoff Committee Rankings,UCF,12
2018,10,Playoff Committee Rankings,Boston College,22
2018,10,Playoff Committee Rankings,Clemson,2
2018,10,Playoff Committee Rankings,NC State,21
2018,10,Playoff Committee Rankings,Virginia,25
2018,10,Playoff Committee Rankings,Syracuse,19
2018,10,Playoff Committee Rankings,Fresno State,23
2018,9,AP Top 25,Georgia,7
2018,9,AP Top 25,Florida,9
2018,9,AP Top 25,Kentucky,12
2018,9,AP Top 25,West Virginia,13
2018,9,AP Top 25,Oregon,19
2018,9,AP Top 25,Stanford,24
2018,9,AP Top 25,Washington,15
2018,9,AP Top 25,Washington State,14
2018,9,AP Top 25,LSU,4
2018,9,AP Top 25,Utah,23
2018,9,AP Top 25,Alabama,1
2018,9,AP Top 25,Texas A&M,16
2018,9,AP Top 25,Ohio State,11
2018,9,AP Top 25,Michigan,5
2018,9,AP Top 25,Penn State,17
2018,9,AP Top 25,Wisconsin,20
2018,9,AP Top 25,Iowa,18
2018,9,AP Top 25,Texas,6
2018,9,AP Top 25,Oklahoma,8
2018,9,AP Top 25,Notre Dame,3
2018,9,AP Top 25,App State,25
2018,9,AP Top 25,South Florida,21
2018,9,AP Top 25,UCF,10
2018,9,AP Top 25,Clemson,2
2018,9,AP Top 25,NC State,22
2018,8,AP Top 25,Georgia,8
2018,8,AP Top 25,Florida,11
2018,8,AP Top 25,Kentucky,14
2018,8,AP Top 25,West Virginia,13
2018,8,AP Top 25,Oregon,12
2018,8,AP Top 25,Washington,15
2018,8,AP Top 25,Washington State,25
2018,8,AP Top 25,LSU,5
2018,8,AP Top 25,Alabama,1
2018,8,AP Top 25,Mississippi State,22
2018,8,AP Top 25,Texas A&M,17
2018,8,AP Top 25,Ohio State,2
2018,8,AP Top 25,Michigan State,24
2018,8,AP Top 25,Michigan,6
2018,8,AP Top 25,Penn State,18
2018,8,AP Top 25,Wisconsin,23
2018,8,AP Top 25,Iowa,19
2018,8,AP Top 25,Texas,7
2018,8,AP Top 25,Oklahoma,9
2018,8,AP Top 25,Notre Dame,4
2018,8,AP Top 25,South Florida,21
2018,8,AP Top 25,Cincinnati,20
2018,8,AP Top 25,UCF,10
2018,8,AP Top 25,Clemson,3
2018,8,AP Top 25,NC State,16
2018,7,AP Top 25,Georgia,2
2018,7,AP Top 25,Florida,14
2018,7,AP Top 25,Kentucky,18
2018,7,AP Top 25,West Virginia,6
2018,7,AP Top 25,Oregon,17
2018,7,AP Top 25,Washington,7
2018,7,AP Top 25,Auburn,21
2018,7,AP Top 25,LSU,13
2018,7,AP Top 25,Colorado,19
2018,7,AP Top 25,Alabama,1
2018,7,AP Top 25,Mississippi State,24
2018,7,AP Top 25,Texas A&M,22
2018,7,AP Top 25,Ohio State,3
2018,7,AP Top 25,Michigan,12
2018,7,AP Top 25,Penn State,8
2018,7,AP Top 25,Wisconsin,15
2018,7,AP Top 25,Texas,9
2018,7,AP Top 25,Oklahoma,11
2018,7,AP Top 25,Notre Dame,5
2018,7,AP Top 25,South Florida,23
2018,7,AP Top 25,Cincinnati,25
2018,7,AP Top 25,UCF,10
2018,7,AP Top 25,Clemson,4
2018,7,AP Top 25,NC State,20
2018,7,AP Top 25,Miami,16
2018,6,AP Top 25,Georgia,2
2018,6,AP Top 25,Florida,22
2018,6,AP Top 25,Kentucky,13
2018,6,AP Top 25,Oklahoma State,25
2018,6,AP Top 25,West Virginia,9
2018,6,AP Top 25,Oregon,18
2018,6,AP Top 25,Stanford,14
2018,6,AP Top 25,Washington,10
2018,6,AP Top 25,Auburn,8
2018,6,AP Top 25,LSU,5
2018,6,AP Top 25,Colorado,21
2018,6,AP Top 25,Alabama,1
2018,6,AP Top 25,Ohio State,3
2018,6,AP Top 25,Michigan State,20
2018,6,AP Top 25,Michigan,15
2018,6,AP Top 25,Penn State,11
2018,6,AP Top 25,Wisconsin,16
2018,6,AP Top 25,Texas,19
2018,6,AP Top 25,Oklahoma,7
2018,6,AP Top 25,Notre Dame,6
2018,6,AP Top 25,UCF,12
2018,6,AP Top 25,Clemson,4
2018,6,AP Top 25,NC State,23
2018,6,AP Top 25,Virginia Tech,24
2018,6,AP Top 25,Miami,17
2018,5,AP Top 25,Georgia,2
2018,5,AP Top 25,Kentucky,17
2018,5,AP Top 25,Texas Tech,25
2018,5,AP Top 25,West Virginia,12
2018,5,AP Top 25,Oregon,19
2018,5,AP Top 25,Stanford,7
2018,5,AP Top 25,Washington,11
2018,5,AP Top 25,California,24
2018,5,AP Top 25,BYU,20
2018,5,AP Top 25,Auburn,10
2018,5,AP Top 25,LSU,5
2018,5,AP Top 25,Alabama,1
2018,5,AP Top 25,Mississippi State,23
2018,5,AP Top 25,Ohio State,4
2018,5,AP Top 25,Michigan State,21
2018,5,AP Top 25,Michigan,14
2018,5,AP Top 25,Penn State,9
2018,5,AP Top 25,Wisconsin,15
2018,5,AP Top 25,Texas,18
2018,5,AP Top 25,Oklahoma,6
2018,5,AP Top 25,Notre Dame,8
2018,5,AP Top 25,UCF,13
2018,5,AP Top 25,Clemson,3
2018,5,AP Top 25,Miami,16
2018,5,AP Top 25,Duke,22
2018,4,AP Top 25,Georgia,2
2018,4,AP Top 25,Oklahoma State,15
2018,4,AP Top 25,TCU,17
2018,4,AP Top 25,West Virginia,12
2018,4,AP Top 25,Oregon,20
2018,4,AP Top 25,Stanford,7
2018,4,AP Top 25,Washington,10
2018,4,AP Top 25,BYU,25
2018,4,AP Top 25,Auburn,9
2018,4,AP Top 25,LSU,6
2018,4,AP Top 25,Alabama,1
2018,4,AP Top 25,Mississippi State,14
2018,4,AP Top 25,Texas A&M,22
2018,4,AP Top 25,Ohio State,4
2018,4,AP Top 25,Michigan State,24
2018,4,AP Top 25,Michigan,19
2018,4,AP Top 25,Penn State,10
2018,4,AP Top 25,Wisconsin,18
2018,4,AP Top 25,Oklahoma,5
2018,4,AP Top 25,Notre Dame,8
2018,4,AP Top 25,UCF,16
2018,4,AP Top 25,Boston College,23
2018,4,AP Top 25,Clemson,3
2018,4,AP Top 25,Virginia Tech,13
2018,4,AP Top 25,Miami,21
2018,3,AP Top 25,Georgia,3
2018,3,AP Top 25,Oklahoma State,24
2018,3,AP Top 25,TCU,15
2018,3,AP Top 25,West Virginia,14
2018,3,AP Top 25,Oregon,20
2018,3,AP Top 25,Stanford,9
2018,3,AP Top 25,Washington,10
2018,3,AP Top 25,USC,22
2018,3,AP Top 25,Auburn,7
2018,3,AP Top 25,LSU,12
2018,3,AP Top 25,Arizona State,23
2018,3,AP Top 25,Alabama,1
2018,3,AP Top 25,Mississippi State,16
2018,3,AP Top 25,Ohio State,4
2018,3,AP Top 25,Michigan State,25
2018,3,AP Top 25,Michigan,19
2018,3,AP Top 25,Penn State,11
2018,3,AP Top 25,Wisconsin,6
2018,3,AP Top 25,Oklahoma,5
2018,3,AP Top 25,Notre Dame,8
2018,3,AP Top 25,UCF,18
2018,3,AP Top 25,Clemson,2
2018,3,AP Top 25,Virginia Tech,13
2018,3,AP Top 25,Miami,21
2018,3,AP Top 25,Boise State,17
2018,2,AP Top 25,Georgia,3
2018,2,AP Top 25,Florida,25
2018,2,AP Top 25,South Carolina,24
2018,2,AP Top 25,TCU,16
2018,2,AP Top 25,West Virginia,14
2018,2,AP Top 25,Oregon,23
2018,2,AP Top 25,Stanford,10
2018,2,AP Top 25,Washington,9
2018,2,AP Top 25,USC,17
2018,2,AP Top 25,Auburn,7
2018,2,AP Top 25,LSU,11
2018,2,AP Top 25,Alabama,1
2018,2,AP Top 25,Mississippi State,18
2018,2,AP Top 25,Ohio State,4
2018,2,AP Top 25,Michigan State,15
2018,2,AP Top 25,Michigan,21
2018,2,AP Top 25,Penn State,13
2018,2,AP Top 25,Wisconsin,5
2018,2,AP Top 25,Oklahoma,6
2018,2,AP Top 25,Notre Dame,8
2018,2,AP Top 25,UCF,19
2018,2,AP Top 25,Clemson,2
2018,2,AP Top 25,Virginia Tech,12
2018,2,AP Top 25,Miami,22
2018,2,AP Top 25,Boise State,20
2018,1,AP Top 25,Georgia,3
2018,1,AP Top 25,TCU,16
2018,1,AP Top 25,West Virginia,17
2018,1,AP Top 25,Oregon,24
2018,1,AP Top 25,Stanford,13
2018,1,AP Top 25,Washington,6
2018,1,AP Top 25,USC,15
2018,1,AP Top 25,Auburn,9
2018,1,AP Top 25,LSU,25
2018,1,AP Top 25,Alabama,1
2018,1,AP Top 25,Mississippi State,18
2018,1,AP Top 25,Ohio State,5
2018,1,AP Top 25,Michigan State,11
2018,1,AP Top 25,Michigan,14
2018,1,AP Top 25,Penn State,10
2018,1,AP Top 25,Wisconsin,4
2018,1,AP Top 25,Texas,23
2018,1,AP Top 25,Oklahoma,7
2018,1,AP Top 25,Notre Dame,12
2018,1,AP Top 25,UCF,21
2018,1,AP Top 25,Florida State,19
2018,1,AP Top 25,Clemson,2
2018,1,AP Top 25,Virginia Tech,20
2018,1,AP Top 25,Miami,8
2018,1,AP Top 25,Boise State,22
