season,week,poll,team,rank
2018,15,AP Top 25,Georgia,6
2018,15,AP Top 25,Florida,10
2018,15,AP Top 25,Kentucky,16
2018,15,AP Top 25,Iowa State,25
2018,15,AP Top 25,West Virginia,15
2018,15,AP Top 25,Washington,9
2018,15,AP Top 25,Washington State,12
2018,15,AP Top 25,LSU,11
2018,15,AP Top 25,Utah,20
2018,15,AP Top 25,Alabama,1
2018,15,AP Top 25,Mississippi State,18
2018,15,AP Top 25,Missouri,24
2018,15,AP Top 25,Texas A&M,21
2018,15,AP Top 25,Ohio State,5
2018,15,AP Top 25,Michigan,8
2018,15,AP Top 25,Penn State,13
2018,15,AP Top 25,Army,22
2018,15,AP Top 25,Texas,14
2018,15,AP Top 25,Oklahoma,4
2018,15,AP Top 25,Notre Dame,3
2018,15,AP Top 25,UCF,7
2018,15,AP Top 25,Clemson,2
2018,15,AP Top 25,Syracuse,17
2018,15,AP Top 25,Boise State,23
2018,15,AP Top 25,Fresno State,19
2018,15,Playoff Committee Rankings,Georgia,5
2018,15,Playoff Committee Rankings,Florida,10
2018,15,Playoff Committee Rankings,Kentucky,14
2018,15,Playoff Committee Rankings,Iowa State,24
2018,15,Playoff Committee Rankings,West Virginia,16
2018,15,Playoff Committee Rankings,Washington,9
2018,15,Playoff Committee Rankings,Washington State,13
2018,15,Playoff Committee Rankings,LSU,11
2018,15,Playoff Committee Rankings,Utah,17
2018,15,Playoff Committee Rankings,Alabama,1
2018,15,Playoff Committee Rankings,Mississippi State,18
2018,15,Playoff Committee Rankings,Missouri,23
2018,15,Playoff Committee Rankings,Texas A&M,19
2018,15,Playoff Committee Rankings,Ohio State,6
2018,15,Playoff Committee Rankings,Michigan,7
2018,15,Playoff Committee Rankings,Penn State,12
2018,15,Playoff Committee Rankings,Northwestern,22
2018,15,Playoff Committee Rankings,Texas,15
2018,15,Playoff Committee Rankings,Oklahoma,4
2018,15,Playoff Committee Rankings,Notre Dame,3
2018,15,Playoff Committee Rankings,UCF,8
2018,15,Playoff Committee Rankings,Clemson,2
2018,15,Playoff Committee Rankings,Syracuse,20
2018,15,Playoff Committee Rankings,Boise State,25
2018,15,Playoff Committee Rankings,Fresno State,21
2018,14,AP Top 25,Georgia,4
2018,14,AP Top 25,Florida,11
2018,14,AP Top 25,Kentucky,16
2018,14,AP Top 25,Iowa State,24
2018,14,AP Top 25,West Virginia,15
2018,14,AP Top 25,Washington,10
2018,14,AP Top 25,Washington State,12
2018,14,AP Top 25,LSU,12
2018,14,AP Top 25,Utah,17
2018,14,AP Top 25,Alabama,1
2018,14,AP Top 25,Mississippi State,20
2018,14,AP Top 25,Texas A&M,22
2018,14,AP Top 25,Ohio State,6
2018,14,AP Top 25,Michigan,8
2018,14,AP Top 25,Penn State,14
2018,14,AP Top 25,Northwestern,21
2018,14,AP Top 25,Army,23
2018,14,AP Top 25,Texas,9
2018,14,AP Top 25,Oklahoma,5
2018,14,AP Top 25,Notre Dame,3
2018,14,AP Top 25,UCF,7
2018,14,AP Top 25,Clemson,2
2018,14,AP Top 25,Syracuse,18
2018,14,AP Top 25,Boise State,19
2018,14,AP Top 25,Fresno State,25
2018,14,Playoff Committee Rankings,Georgia,4
2018,14,Playoff Committee Rankings,Florida,9
2018,14,Playoff Committee Rankings,Kentucky,15
2018,14,Playoff Committee Rankings,Iowa State,23
2018,14,Playoff Committee Rankings,West Virginia,16
2018,14,Playoff Committee Rankings,Washington,11
2018,14,Playoff Committee Rankings,Washington State,13
2018,14,Playoff Committee Rankings,LSU,10
2018,14,Playoff Committee Rankings,Utah,17
2018,14,Playoff Committee Rankings,Alabama,1
2018,14,Playoff Committee Rankings,Mississippi State,18
2018,14,Playoff Committee Rankings,Missouri,24
2018,14,Playoff Committee Rankings,Texas A&M,19
2018,14,Playoff Committee Rankings,Ohio State,6
2018,14,Playoff Committee Rankings,Michigan,7
2018,14,Playoff Committee Rankings,Penn State,12
2018,14,Playoff Committee Rankings,Northwestern,21
2018,14,Playoff Committee Rankings,Texas,14
2018,14,Playoff Committee Rankings,Oklahoma,5
2018,14,Playoff Committee Rankings,Notre Dame,3
2018,14,Playoff Committee Rankings,UCF,8
2018,14,Playoff Committee Rankings,Clemson,2
2018,14,Playoff Committee Rankings,Syracuse,20
2018,14,Playoff Committee Rankings,Boise State,22
2018,14,Playoff Committee Rankings,Fresno State,25
2018,13,AP Top 25,Georgia,5
2018,13,AP Top 25,Florida,13
2018,13,AP Top 25,Kentucky,17
2018,13,AP Top 25,Iowa State,25
2018,13,AP Top 25,West Virginia,12
2018,13,AP Top 25,Washington,16
2018,13,AP Top 25,Washington State,7
2018,13,AP Top 25,LSU,8
2018,13,AP Top 25,Utah,18
2018,13,AP Top 25,Alabama,1
2018,13,AP Top 25,Mississippi State,22
2018,13,AP Top 25,Ohio State,10
2018,13,AP Top 25,Michigan,4
2018,13,AP Top 25,Penn State,15
2018,13,AP Top 25,Northwestern,20
2018,13,AP Top 25,Army,23
2018,13,AP Top 25,Texas,11
2018,13,AP Top 25,Oklahoma,6
2018,13,AP Top 25,Notre Dame,3
2018,13,AP Top 25,UCF,8
2018,13,AP Top 25,Clemson,2
2018,13,AP Top 25,Syracuse,19
2018,13,AP Top 25,Pittsburgh,24
2018,13,AP Top 25,Utah State,14
2018,13,AP Top 25,Boise State,21
2018,13,Playoff Committee Rankings,Georgia,5
2018,13,Playoff Committee Rankings,Florida,11
2018,13,Playoff Committee Rankings,Kentucky,15
2018,13,Playoff Committee Rankings,Iowa State,25
2018,13,Playoff Committee Rankings,West Virginia,13
2018,13,Playoff Committee Rankings,Washington,16
2018,13,Playoff Committee Rankings,Washington State,8
2018,13,Playoff Committee Rankings,LSU,7
2018,13,Playoff Committee Rankings,Utah,17
2018,13,Playoff Committee Rankings,Alabama,1
2018,13,Playoff Committee Rankings,Mississippi State,18
2018,13,Playoff Committee Rankings,Texas A&M,22
2018,13,Playoff Committee Rankings,Ohio State,10
2018,13,Playoff Committee Rankings,Michigan,4
2018,13,Playoff Committee Rankings,Penn State,12
2018,13,Playoff Committee Rankings,Northwestern,19
2018,13,Playoff Committee Rankings,Texas,14
2018,13,Playoff Committee Rankings,Oklahoma,6
2018,13,Playoff Committee Rankings,Notre Dame,3
2018,13,Playoff Committee Rankings,UCF,9
2018,13,Playoff Committee Rankings,Clemson,2
2018,13,Playoff Committee Rankings,Syracuse,20
2018,13,Playoff Committee Rankings,Pittsburgh,24
2018,13,Playoff Committee Rankings,Utah State,21
2018,13,Playoff Committee Rankings,Boise State,23
2018,12,AP Top 25,Georgia,5
2018,12,AP Top 25,Florida,15
2018,12,AP Top 25,Kentucky,20
2018,12,AP Top 25,Iowa State,18
2018,12,AP Top 25,West Virginia,7
2018,12,AP Top 25,Washington,17
2018,12,AP Top 25,Washington State,8
2018,12,AP Top 25,LSU,10
2018,12,AP Top 25,Utah,21
2018,12,AP Top 25,Alabama,1
2018,12,AP Top 25,Mississippi State,25
2018,12,AP Top 25,Ohio State,9
2018,12,AP Top 25,Michigan,4
2018,12,AP Top 25,Penn State,16
2018,12,AP Top 25,Northwestern,24
2018,12,AP Top 25,Texas,13
2018,12,AP Top 25,Oklahoma,6
2018,12,AP Top 25,Notre Dame,3
2018,12,AP Top 25,Cincinnati,19
2018,12,AP Top 25,UCF,11
2018,12,AP Top 25,Boston College,22
2018,12,AP Top 25,Clemson,2
2018,12,AP Top 25,Syracuse,12
2018,12,AP Top 25,Utah State,14
2018,12,AP Top 25,Boise State,23
2018,12,Playoff Committee Rankings,Georgia,5
2018,12,Playoff Committee Rankings,Florida,13
2018,12,Playoff Committee Rankings,Kentucky,17
2018,12,Playoff Committee Rankings,Iowa State,16
2018,12,Playoff Committee Rankings,West Virginia,9
2018,12,Playoff Committee Rankings,Washington,18
2018,12,Playoff Committee Rankings,Washington State,8
2018,12,Playoff Committee Rankings,LSU,7
2018,12,Playoff Committee Rankings,Utah,19
2018,12,Playoff Committee Rankings,Alabama,1
2018,12,Playoff Committee Rankings,Mississippi State,21
2018,12,Playoff Committee Rankings,Ohio State,10
2018,12,Playoff Committee Rankings,Michigan,4
2018,12,Playoff Committee Rankings,Penn State,14
2018,12,Playoff Committee Rankings,Northwestern,22
2018,12,Playoff Committee Rankings,Texas,15
2018,12,Playoff Committee Rankings,Oklahoma,6
2018,12,Playoff Committee Rankings,Notre Dame,3
2018,12,Playoff Committee Rankings,Cincinnati,24
2018,12,Playoff Committee Rankings,UCF,11
2018,12,Playoff Committee Rankings,Boston College,20
2018,12,Playoff Committee Rankings,Clemson,2
2018,12,Playoff Committee Rankings,Syracuse,12
2018,12,Playoff Committee Rankings,Utah State,23
2018,12,Playoff Committee Rankings,Boise State,25
2018,11,AP Top 25,Georgia,5
2018,11,AP Top 25,Florida,19
2018,11,AP Top 25,Kentucky,12
2018,11,AP Top 25,Iowa State,23
2018,11,AP Top 25,West Virginia,7
2018,11,AP Top 25,Washington,20
2018,11,AP Top 25,Washington State,10
2018,11,AP Top 25,LSU,9
2018,11,AP Top 25,Alabama,1
2018,11,AP Top 25,Mississippi State,18
2018,11,AP Top 25,Ohio State,8
2018,11,AP Top 25,Michigan State,24
2018,11,AP Top 25,Michigan,4
2018,11,AP Top 25,Penn State,21
2018,11,AP Top 25,Texas,15
2018,11,AP Top 25,Oklahoma,6
2018,11,AP Top 25,Notre Dame,3
2018,11,AP Top 25,Cincinnati,25
2018,11,AP Top 25,UCF,11
2018,11,AP Top 25,Boston College,17
2018,11,AP Top 25,Clemson,2
2018,11,AP Top 25,NC State,22
2018,11,AP Top 25,Syracuse,13
2018,11,AP Top 25,Utah State,14
2018,11,AP Top 25,Fresno State,16
2018,11,Playoff Committee Rankings,Georgia,5
2018,11,Playoff Committee Rankings,Florida,15
2018,11,Playoff Committee Rankings,Kentucky,11
2018,11,Playoff Committee Rankings,Iowa State,22
2018,11,Playoff Committee Rankings,West Virginia,9
2018,11,Playoff Committee Rankings,Washington,25
2018,11,Playoff Committee Rankings,Washington State,8
2018,11,Playoff Committee Rankings,Auburn,24
2018,11,Playoff Committee Rankings,LSU,7
2018,11,Playoff Committee Rankings,Alabama,1
2018,11,Playoff Committee Rankings,Mississippi State,16
2018,11,Playoff Committee Rankings,Ohio State,10
2018,11,Playoff Committee Rankings,Michigan State,18
2018,11,Playoff Committee Rankings,Michigan,4
2018,11,Playoff Committee Rankings,Penn State,20
2018,11,Playoff Committee Rankings,Iowa,21
2018,11,Playoff Committee Rankings,Texas,19
2018,11,Playoff Committee Rankings,Oklahoma,6
2018,11,Playoff Committee Rankings,Notre Dame,3
2018,11,Playoff Committee Rankings,UCF,12
2018,11,Playoff Committee Rankings,Boston College,17
2018,11,Playoff Committee Rankings,Clemson,2
2018,11,Playoff Committee Rankings,NC State,14
2018,11,Playoff Committee Rankings,Syracuse,13
2018,11,Playoff Committee Rankings,Fresno State,23
2018,10,AP Top 25,Georgia,6
2018,10,AP Top 25,Florida,13
2018,10,AP Top 25,Kentucky,11
2018,10,AP Top 25,West Virginia,12
2018,10,AP Top 25,Washington State,10
2018,10,AP Top 25,LSU,4
2018,10,AP Top 25,Utah,16
2018,10,AP Top 25,Alabama,1
2018,10,AP Top 25,Mississippi State,21
2018,10,AP Top 25,Texas A&M,25
2018,10,AP Top 25,Ohio State,8
2018,10,AP Top 25,Michigan,5
2018,10,AP Top 25,Penn State,14
2018,10,AP Top 25,Iowa,19
2018,10,AP Top 25,Texas,15
