season,week,team,opponent,cfb_off_epa_per_play,cfb_off_pass_epa,cfb_off_rush_epa,cfb_def_epa_per_play
2019,2,Alabama,New Mexico State,0.6,0.54,0.66,-0.06
2019,2,App State,Charlotte,0.48,0.66,0.36,0.28
2019,2,Arizona,Northern Arizona,0.73,0.93,0.6,0.0
2019,2,Arizona State,Sacramento State,-0.03,0.56,-0.39,0.0
2019,2,Arkansas,Ole Miss,0.03,0.15,-0.2,0.16
2019,2,Arkansas State,UNLV,0.22,0.33,0.17,-0.09
2019,2,Army,Michigan,-0.05,-0.92,0.07,0.1
2019,2,Auburn,Tulane,0.09,0.36,-0.1,-0.26
2019,2,Ball State,Fordham,0.39,0.67,0.05,0.0
2019,2,Baylor,UTSA,0.61,0.57,0.64,0.12
2019,2,Boise State,Marshall,0.06,0.15,-0.01,-0.12
2019,2,Boston College,Richmond,0.46,1.01,0.32,0.0
2019,2,Bowling Green,Kansas State,-0.21,-0.27,-0.12,0.45
2019,2,Buffalo,Penn State,-0.06,0.14,-0.16,0.28
2019,2,BYU,Tennessee,0.19,0.21,0.23,0.11
2019,2,California,Washington,0.16,0.03,0.3,0.01
2019,2,Central Michigan,Wisconsin,-0.33,-0.33,-0.27,0.5
2019,2,Charlotte,App State,0.28,0.29,0.27,0.48
2019,2,Cincinnati,Ohio State,-0.11,-0.09,-0.13,0.37
2019,2,Clemson,Texas A&M,0.23,0.3,0.18,0.03
2019,2,Coastal Carolina,Kansas,0.15,0.44,0.06,-0.04
2019,2,Colorado,Nebraska,0.21,0.35,0.07,0.19
2019,2,Colorado State,Western Illinois,0.5,0.91,0.17,0.0
2019,2,Duke,North Carolina A&T,0.29,0.42,0.15,0.0
2019,2,East Carolina,Gardner-Webb,0.34,0.13,0.56,0.0
2019,2,Eastern Michigan,Kentucky,0.18,0.31,-0.09,0.24
2019,2,Florida,UT Martin,0.43,0.55,0.34,0.0
2019,2,Florida Atlantic,UCF,-0.05,-0.06,-0.08,0.44
2019,2,Florida International,Western Kentucky,-0.05,-0.25,0.03,-0.03
2019,2,Florida State,UL Monroe,0.15,0.17,0.14,0.14
2019,2,Fresno State,Minnesota,0.23,0.34,0.03,0.23
2019,2,Georgia,Murray State,0.39,0.46,0.35,0.0
2019,2,Georgia Southern,Maine,0.21,0.02,0.29,0.0
2019,2,Georgia State,Furman,0.46,0.86,0.1,0.0
2019,2,Georgia Tech,South Florida,-0.03,-0.25,0.07,0.02
2019,2,Hawai'i,Oregon State,0.22,0.3,0.06,0.23
2019,2,Houston,Prairie View A&M,0.04,-0.12,0.2,0.0
2019,2,Illinois,UConn,-0.09,0.18,-0.38,0.0
2019,2,Indiana,Eastern Illinois,0.34,0.53,0.1,0.0
2019,2,Iowa,Rutgers,0.14,0.2,0.15,-0.24
2019,2,Kansas,Coastal Carolina,-0.04,-0.07,-0.03,0.15
2019,2,Kansas State,Bowling Green,0.45,0.82,0.33,-0.21
2019,2,Kent State,Kennesaw State,0.17,0.36,0.02,0.0
2019,2,Kentucky,Eastern Michigan,0.24,0.13,0.3,0.18
2019,2,Liberty,Louisiana,0.09,-0.04,0.31,0.27
2019,2,Louisiana,Liberty,0.27,0.15,0.35,0.09
2019,2,Louisiana Tech,Grambling,0.09,0.5,-0.18,0.0
2019,2,Louisville,Eastern Kentucky,0.53,0.84,0.37,0.0
2019,2,LSU,Texas,0.48,0.71,0.17,0.25
2019,2,Marshall,Boise State,-0.12,-0.39,0.14,0.06
2019,2,Maryland,Syracuse,0.55,0.43,0.65,0.06
2019,2,Massachusetts,Southern Illinois,0.06,0.22,-0.05,0.0
2019,2,Memphis,Southern,0.53,1.05,0.19,0.0
2019,2,Miami,North Carolina,0.21,0.45,-0.1,0.26
2019,2,Miami (OH),Tennessee Tech,0.21,0.18,0.28,0.0
2019,2,Michigan,Army,0.1,0.24,-0.04,-0.05
2019,2,Michigan State,Western Michigan,0.46,0.77,0.29,0.08
2019,2,Middle Tennessee,Tennessee State,0.55,0.77,0.35,0.0
2019,2,Minnesota,Fresno State,0.23,0.82,-0.08,0.23
2019,2,Mississippi State,Southern Miss,0.28,0.44,0.21,0.2
2019,2,Missouri,West Virginia,0.17,0.23,0.14,-0.23
2019,2,NC State,Western Carolina,0.31,0.34,0.32,0.0
2019,2,Nebraska,Colorado,0.19,0.33,0.12,0.21
2019,2,Nevada,Oregon,-0.1,-0.18,-0.03,0.63
2019,2,New Mexico State,Alabama,-0.06,-0.08,-0.04,0.6
2019,2,North Carolina,Miami,0.26,0.66,-0.1,0.21
2019,2,Northern Illinois,Utah,0.18,0.16,0.14,0.36
2019,2,North Texas,SMU,0.13,0.11,0.2,0.36
2019,2,Ohio,Pittsburgh,-0.06,-0.11,0.04,0.13
2019,2,Ohio State,Cincinnati,0.37,0.47,0.32,-0.11
2019,2,Oklahoma,South Dakota,0.76,1.06,0.54,0.0
2019,2,Oklahoma State,McNeese,0.5,0.99,0.15,0.0
2019,2,Old Dominion,Virginia Tech,0.03,-0.32,0.36,0.25
2019,2,Ole Miss,Arkansas,0.16,0.86,-0.18,0.03
2019,2,Oregon,Nevada,0.63,0.96,0.32,-0.1
2019,2,Oregon State,Hawai'i,0.23,0.15,0.3,0.22
2019,2,Penn State,Buffalo,0.28,0.81,-0.32,-0.06
2019,2,Pittsburgh,Ohio,0.13,0.21,0.05,-0.06
2019,2,Purdue,Vanderbilt,0.33,0.5,-0.14,0.21
2019,2,Rice,Wake Forest,0.05,0.19,-0.12,0.39
2019,2,Rutgers,Iowa,-0.24,-0.51,0.09,0.14
2019,2,San Diego State,UCLA,0.05,0.64,-0.35,-0.02
2019,2,San José State,Tulsa,0.04,0.25,-0.2,0.35
2019,2,SMU,North Texas,0.36,0.71,0.07,0.13
2019,2,South Alabama,Jackson State,0.24,0.1,0.28,0.0
2019,2,South Carolina,Charleston Southern,0.75,0.43,0.98,0.0
2019,2,Southern Miss,Mississippi State,0.2,0.26,0.12,0.28
2019,2,South Florida,Georgia Tech,0.02,0.27,-0.2,-0.03
2019,2,Stanford,USC,0.17,0.28,0.05,0.5
2019,2,Syracuse,Maryland,0.06,0.05,0.06,0.55
2019,2,Tennessee,BYU,0.11,0.37,-0.02,0.19
2019,2,Texas,LSU,0.25,0.35,0.07,0.48
2019,2,Texas A&M,Clemson,0.03,0.22,-0.31,0.23
2019,2,Texas State,Wyoming,0.01,-0.05,0.19,0.0
2019,2,Texas Tech,UTEP,0.22,0.16,0.32,-0.2
2019,2,Tulane,Auburn,-0.26,-0.28,-0.24,0.09
2019,2,Tulsa,San José State,0.35,0.65,0.23,0.04
2019,2,UAB,Akron,-0.15,0.15,-0.33,0.07
2019,2,UCF,Florida Atlantic,0.44,0.52,0.4,-0.05
2019,2,UCLA,San Diego State,-0.02,0.17,-0.24,0.05
2019,2,UConn,Illinois,0.0,0.13,-0.17,-0.09
2019,2,UL Monroe,Florida State,0.14,0.24,0.07,0.15
2019,2,UNLV,Arkansas State,-0.09,-0.5,0.3,0.22
2019,2,USC,Stanford,0.5,0.84,0.12,0.17
2019,2,Utah,Northern Illinois,0.36,0.78,0.15,0.18
2019,2,Utah State,Stony Brook,0.42,0.68,0.16,0.0
2019,2,UTEP,Texas Tech,-0.2,-0.41,-0.14,0.22
2019,2,UTSA,Baylor,0.12,0.0,0.23,0.61
2019,2,Vanderbilt,Purdue,0.21,0.29,0.03,0.33
2019,2,Virginia,William & Mary,0.25,0.16,0.34,0.0
2019,2,Virginia Tech,Old Dominion,0.25,0.79,-0.14,0.03
2019,2,Wake Forest,Rice,0.39,0.8,0.14,0.05
2019,2,Washington,California,0.01,-0.2,0.2,0.16
2019,2,Washington State,Northern Colorado,0.34,0.3,0.67,0.0
2019,2,Western Kentucky,Florida International,-0.03,-0.02,-0.04,-0.05
2019,2,Western Michigan,Michigan State,0.08,0.2,-0.13,0.46
2019,2,West Virginia,Missouri,-0.23,-0.31,-0.15,0.17
2019,2,Wisconsin,Central Michigan,0.5,0.74,0.3,-0.33
2019,2,Wyoming,Texas State,0.0,-0.13,0.06,0.01
2019,3,Air Force,Colorado,0.3,0.92,0.14,0.11
2019,3,Akron,Central Michigan,0.06,0.21,-0.33,0.31
2019,3,Alabama,South Carolina,0.52,0.89,0.01,0.06
2019,3,Arizona,Texas Tech,0.25,0.46,0.17,-0.02
2019,3,Arizona State,Michigan State,-0.02,-0.09,0.02,0.09
2019,3,Arkansas,Colorado State,0.35,0.44,0.26,0.26
2019,3,Arkansas State,Georgia,-0.15,-0.12,-0.21,0.57
2019,3,Army,UTSA,0.25,0.3,0.25,0.01
2019,3,Auburn,Kent State,0.5,0.33,0.55,0.1
2019,3,Ball State,Florida Atlantic,0.13,0.32,-0.1,0.2
2019,3,Boise State,Portland State,0.23,0.45,-0.05,0.0
2019,3,Boston College,Kansas,0.13,0.22,0.06,0.38
2019,3,Bowling Green,Louisiana Tech,-0.27,-0.38,-0.17,0.24
2019,3,Buffalo,Liberty,0.12,-0.06,0.23,0.42
2019,3,BYU,USC,0.14,0.28,0.04,0.18
2019,3,California,North Texas,0.05,-0.13,0.18,0.06
2019,3,Central Michigan,Akron,0.31,0.72,-0.01,0.06
2019,3,Charlotte,Massachusetts,0.53,0.76,0.47,-0.09
2019,3,Cincinnati,Miami (OH),0.18,0.19,0.17,0.0
2019,3,Clemson,Syracuse,0.34,0.3,0.41,-0.25
2019,3,Coastal Carolina,Norfolk State,0.35,0.03,0.52,0.0
2019,3,Colorado,Air Force,0.11,0.11,0.12,0.3
2019,3,Colorado State,Arkansas,0.26,0.22,0.32,0.35
2019,3,Duke,Middle Tennessee,0.37,1.0,0.02,0.2
2019,3,East Carolina,Navy,0.01,0.32,-0.21,0.42
2019,3,Eastern Michigan,Illinois,0.19,0.49,-0.09,0.32
2019,3,Florida,Kentucky,0.32,0.52,0.11,0.12
2019,3,Florida Atlantic,Ball State,0.2,0.62,-0.16,0.13
2019,3,Florida International,New Hampshire,0.21,0.26,0.22,0.0
2019,3,Florida State,Virginia,0.14,0.16,0.06,0.28
2019,3,Georgia,Arkansas State,0.57,0.72,0.48,-0.15
2019,3,Georgia Southern,Minnesota,0.15,0.43,0.11,0.31
2019,3,Georgia State,Western Michigan,-0.03,-0.29,0.18,0.63
2019,3,Georgia Tech,The Citadel,0.07,-0.09,0.2,0.0
2019,3,Hawai'i,Washington,0.17,0.17,0.18,0.49
2019,3,Houston,Washington State,0.13,-0.04,0.23,0.3
2019,3,Illinois,Eastern Michigan,0.32,0.28,0.33,0.19
2019,3,Indiana,Ohio State,-0.2,-0.24,-0.14,0.44
2019,3,Iowa,Iowa State,0.1,0.24,0.02,0.32
2019,3,Iowa State,Iowa,0.32,0.51,-0.02,0.1
2019,3,Kansas,Boston College,0.38,0.74,0.2,0.13
2019,3,Kansas State,Mississippi State,0.09,0.53,-0.11,0.14
2019,3,Kent State,Auburn,0.1,0.2,-0.02,0.5
2019,3,Kentucky,Florida,0.12,0.37,-0.09,0.32
2019,3,Liberty,Buffalo,0.42,0.69,0.08,0.12
2019,3,Louisiana,Texas Southern,0.76,0.77,0.75,0.0
2019,3,Louisiana Tech,Bowling Green,0.24,0.47,-0.05,-0.27
2019,3,Louisville,Western Kentucky,0.24,0.61,0.09,-0.12
2019,3,LSU,Northwestern State,0.6,0.96,0.29,0.0
2019,3,Marshall,Ohio,0.33,0.42,0.29,0.4
2019,3,Maryland,Temple,-0.16,-0.13,-0.19,0.06
2019,3,Massachusetts,Charlotte,-0.09,-0.31,0.15,0.53
2019,3,Memphis,South Alabama,0.26,0.54,0.15,-0.21
2019,3,Miami,Bethune-Cookman,0.47,0.68,0.27,0.0
2019,3,Miami (OH),Cincinnati,0.0,0.0,0.0,0.18
2019,3,Michigan State,Arizona State,0.09,0.31,-0.16,-0.02
2019,3,Middle Tennessee,Duke,0.2,0.24,0.15,0.37
2019,3,Minnesota,Georgia Southern,0.31,0.59,0.11,0.15
2019,3,Mississippi State,Kansas State,0.14,0.11,0.15,0.09
2019,3,Missouri,Southeast Missouri State,0.25,0.22,0.21,0.0
2019,3,Navy,East Carolina,0.42,0.77,0.36,0.01
2019,3,NC State,West Virginia,0.11,0.04,0.2,0.31
2019,3,Nebraska,Northern Illinois,0.33,0.48,0.26,-0.03
2019,3,Nevada,Weber State,0.09,0.13,0.06,0.0
2019,3,New Mexico,Notre Dame,-0.12,-0.35,0.02,0.55
2019,3,New Mexico State,San Diego State,0.08,0.17,-0.15,0.18
2019,3,North Carolina,Wake Forest,0.12,0.09,0.07,0.13
2019,3,Northern Illinois,Nebraska,-0.03,0.03,-0.11,0.33
2019,3,North Texas,California,0.06,0.13,-0.03,0.05
2019,3,Northwestern,UNLV,0.14,0.1,0.18,0.02
2019,3,Notre Dame,New Mexico,0.55,0.85,0.37,-0.12
2019,3,Ohio,Marshall,0.4,0.57,0.26,0.33
2019,3,Ohio State,Indiana,0.44,0.35,0.52,-0.2
2019,3,Oklahoma,UCLA,0.59,0.9,0.47,0.16
2019,3,Oklahoma State,Tulsa,0.34,0.27,0.41,0.11
2019,3,Ole Miss,SE Louisiana,0.24,0.64,0.01,0.0
2019,3,Oregon,Montana,0.35,0.49,0.2,0.0
2019,3,Oregon State,Cal Poly,0.54,0.75,0.4,0.0
2019,3,Penn State,Pittsburgh,0.2,0.16,0.17,0.14
2019,3,Pittsburgh,Penn State,0.14,0.27,-0.13,0.2
2019,3,Purdue,TCU,-0.05,0.07,-0.23,0.08
2019,3,Rice,Texas,0.16,0.2,0.12,0.47
2019,3,San Diego State,New Mexico State,0.18,-0.04,0.33,0.08
2019,3,SMU,Texas State,0.35,0.7,0.22,-0.09
2019,3,South Alabama,Memphis,-0.21,-0.33,-0.11,0.26
2019,3,South Carolina,Alabama,0.06,0.07,0.0,0.52
2019,3,Southern Miss,Troy,0.44,0.92,0.01,0.43
2019,3,South Florida,South Carolina State,0.24,0.39,0.16,0.0
2019,3,Stanford,UCF,0.07,0.03,0.16,0.37
2019,3,Syracuse,Clemson,-0.25,-0.23,-0.24,0.34
2019,3,TCU,Purdue,0.08,-0.45,0.33,-0.05
2019,3,Temple,Maryland,0.06,0.21,-0.01,-0.16
2019,3,Tennessee,Chattanooga,0.29,0.51,0.19,0.0
2019,3,Texas,Rice,0.47,0.66,0.2,0.16
2019,3,Texas A&M,Lamar,0.57,0.66,0.53,0.0
2019,3,Texas State,SMU,-0.09,-0.07,-0.1,0.35
2019,3,Texas Tech,Arizona,-0.02,-0.07,0.1,0.25
2019,3,Toledo,Murray State,0.41,0.61,0.22,0.0
2019,3,Troy,Southern Miss,0.43,0.59,-0.15,0.44
2019,3,Tulane,Missouri State,0.37,0.46,0.36,0.0
2019,3,Tulsa,Oklahoma State,0.11,0.11,0.11,0.34
2019,3,UCF,Stanford,0.37,1.06,-0.06,0.07
2019,3,UCLA,Oklahoma,0.16,0.33,0.02,0.59
2019,3,UNLV,Northwestern,0.02,-0.17,0.19,0.14
2019,3,USC,BYU,0.18,0.39,0.02,0.14
2019,3,Utah,Idaho State,0.38,0.76,0.15,0.0
2019,3,UTSA,Army,0.01,0.11,-0.13,0.25
2019,3,Virginia,Florida State,0.28,0.27,0.27,0.14
2019,3,Virginia Tech,Furman,0.15,0.1,0.2,0.0
2019,3,Wake Forest,North Carolina,0.13,0.36,0.01,0.12
2019,3,Washington,Hawai'i,0.49,0.64,0.41,0.17
2019,3,Washington State,Houston,0.3,0.42,0.02,0.13
2019,3,Western Kentucky,Louisville,-0.12,-0.05,-0.26,0.24
2019,3,Western Michigan,Georgia State,0.63,0.75,0.6,-0.03
2019,3,West Virginia,NC State,0.31,0.32,0.34,0.11
2019,3,Wyoming,Idaho,0.17,-0.22,0.27,0.0
2019,4,Air Force,Boise State,0.15,0.16,0.17,0.36
2019,4,Akron,Troy,-0.14,-0.08,-0.28,0.25
2019,4,Alabama,Southern Miss,0.55,0.89,0.29,-0.12
2019,4,App State,North Carolina,0.25,0.27,0.19,0.29
2019,4,Arizona State,Colorado,0.32,0.42,0.23,0.33
2019,4,Arkansas,San José State,0.07,0.25,-0.21,0.28
2019,4,Arkansas State,Southern Illinois,0.44,0.45,0.39,0.0
2019,4,Army,Morgan State,0.42,-0.1,0.49,0.0
2019,4,Auburn,Texas A&M,0.2,0.39,0.1,0.07
2019,4,Ball State,NC State,0.06,-0.01,0.22,0.17
2019,4,Baylor,Rice,0.31,0.69,-0.03,-0.07
2019,4,Boise State,Air Force,0.36,0.73,-0.01,0.15
2019,4,Boston College,Rutgers,0.26,0.37,0.21,0.13
2019,4,Bowling Green,Kent State,0.08,-0.03,0.19,0.48
2019,4,Buffalo,Temple,0.11,0.0,0.12,-0.17
2019,4,BYU,Washington,-0.04,0.14,-0.46,0.2
2019,4,California,Ole Miss,0.31,0.7,-0.22,0.16
2019,4,Central Michigan,Miami,-0.11,-0.16,-0.05,-0.04
2019,4,Charlotte,Clemson,-0.21,-0.66,0.06,0.4
2019,4,Clemson,Charlotte,0.4,0.4,0.43,-0.21
2019,4,Coastal Carolina,Massachusetts,0.63,0.7,0.58,0.07
2019,4,Colorado,Arizona State,0.33,0.77,0.04,0.32
2019,4,Colorado State,Toledo,0.43,0.48,0.42,0.47
2019,4,East Carolina,William & Mary,0.14,0.11,0.2,0.0
2019,4,Eastern Michigan,Central Connecticut,0.19,0.55,-0.29,0.0
2019,4,Florida,Tennessee,0.21,0.34,0.13,-0.1
2019,4,Florida Atlantic,Wagner,0.44,0.82,-0.06,0.0
2019,4,Florida International,Louisiana Tech,0.32,0.4,0.2,0.26
2019,4,Florida State,Louisville,0.27,0.53,0.04,0.15
2019,4,Fresno State,Sacramento State,0.21,0.28,0.13,0.0
2019,4,Georgia,Notre Dame,0.21,0.46,0.05,0.09
2019,4,Hawai'i,Central Arkansas,0.27,0.61,-0.22,0.0
2019,4,Houston,Tulane,0.3,0.06,0.54,0.39
2019,4,Illinois,Nebraska,0.16,-0.05,0.27,0.31
2019,4,Indiana,UConn,0.31,0.51,0.2,-0.33
2019,4,Iowa State,UL Monroe,0.63,1.1,0.36,0.01
2019,4,Kansas,West Virginia,0.28,0.51,0.09,0.11
2019,4,Kent State,Bowling Green,0.48,0.67,0.36,0.08
2019,4,Kentucky,Mississippi State,-0.03,-0.19,0.27,0.28
2019,4,Liberty,Hampton,0.69,1.07,0.49,0.0
2019,4,Louisiana,Ohio,0.3,0.22,0.39,0.09
2019,4,Louisiana Tech,Florida International,0.26,0.23,0.4,0.32
2019,4,Louisville,Florida State,0.15,0.3,0.05,0.27
2019,4,LSU,Vanderbilt,0.29,0.47,0.11,0.03
2019,4,Massachusetts,Coastal Carolina,0.07,0.07,0.06,0.63
2019,4,Miami,Central Michigan,-0.04,0.16,-0.14,-0.11
2019,4,Miami (OH),Ohio State,-0.17,-0.21,-0.12,0.57
2019,4,Michigan,Wisconsin,0.05,0.19,-0.3,0.37
2019,4,Michigan State,Northwestern,0.18,0.39,0.01,-0.11
