season,team,sp_overall,sp_offense,sp_defense,sp_st
2016,Duke,-2.8,26.8,27.6,-2.0
2016,Arizona State,-3.0,32.2,37.6,2.5
2016,Cincinnati,-3.6,24.5,27.3,-0.8
2016,Virginia,-3.8,25.4,28.5,-0.7
2016,Georgia Southern,-3.9,27.8,32.6,1.0
2016,South Carolina,-4.0,22.7,27.5,0.8
2016,Utah State,-4.4,24.7,27.7,-1.4
2016,Arizona,-4.5,29.6,32.4,-1.6
2016,Oregon State,-4.6,26.1,30.0,-0.7
2016,New Mexico,-5.1,32.2,38.6,1.3
2016,Akron,-5.6,22.3,28.2,0.3
2016,Miami (OH),-6.1,23.8,29.0,-0.8
2016,Central Michigan,-6.1,27.6,31.4,-2.3
2016,Bowling Green,-6.6,25.0,31.8,0.2
2016,Illinois,-6.7,22.7,29.5,0.2
2016,Wyoming,-6.9,30.4,37.5,0.1
2016,Ball State,-7.0,28.2,35.1,-0.1
2016,Eastern Michigan,-8.2,28.3,36.6,0.1
2016,Idaho,-8.6,24.7,34.9,1.5
2016,Louisiana,-8.7,19.8,29.4,0.8
2016,East Carolina,-9.0,27.2,35.1,-1.1
2016,South Alabama,-9.4,25.2,33.3,-1.3
2016,Army,-9.9,22.2,29.2,-2.9
2016,Hawai'i,-10.1,28.6,40.8,2.2
2016,SMU,-10.8,24.3,32.6,-2.5
2016,Purdue,-11.0,25.1,35.6,-0.5
2016,UTSA,-11.2,22.7,33.6,-0.3
2016,UConn,-11.6,19.8,30.9,-0.5
2016,Kent State,-12.0,16.6,27.4,-1.1
2016,Georgia State,-12.1,17.3,26.7,-2.7
2016,Marshall,-12.7,24.6,35.8,-1.5
2016,Nevada,-13.0,26.2,37.9,-1.3
2016,San José State,-13.6,22.4,36.7,0.7
2016,Florida Atlantic,-14.1,28.7,43.5,0.7
2016,UNLV,-14.3,26.7,40.4,-0.5
2016,Tulane,-14.6,15.7,28.4,-1.8
2016,North Texas,-14.6,22.0,37.5,0.8
2016,Rutgers,-14.9,17.3,29.9,-2.2
2016,Massachusetts,-15.3,23.7,36.7,-2.3
2016,Kansas,-15.9,21.0,36.0,-0.8
2016,UTEP,-16.1,25.0,40.6,-0.4
2016,Rice,-16.5,22.8,38.6,-0.7
2016,Fresno State,-16.9,16.4,33.9,0.5
2016,New Mexico State,-17.2,23.2,39.5,-0.8
2016,Buffalo,-18.8,16.8,33.5,-2.1
2016,Florida International,-19.0,25.0,42.2,-1.8
2016,Charlotte,-20.9,17.6,36.9,-1.6
2016,UL Monroe,-21.3,20.4,41.5,-0.2
2016,Texas State,-25.5,18.4,42.5,-1.4
2016,nationalAverages,1.946875,30.0125,28.0578125,0.00078125
