season,team,sp_overall,sp_offense,sp_defense,sp_st
2016,Alabama,31.7,40.0,8.6,0.4
2016,Clemson,28.7,43.5,14.1,-0.7
2016,Washington,26.7,40.2,13.9,0.4
2016,Oklahoma,26.1,48.7,22.9,0.3
2016,LSU,25.3,34.2,9.0,0.2
2016,Michigan,24.4,34.8,11.1,0.7
2016,Florida State,24.0,42.6,18.8,0.2
2016,USC,23.6,39.2,17.1,1.5
2016,Louisville,22.9,40.8,17.7,-0.2
2016,Ohio State,22.4,35.6,15.0,1.7
2016,Penn State,19.0,38.0,20.9,1.9
2016,Miami,18.6,34.1,17.3,1.8
2016,Stanford,16.4,31.2,17.5,2.7
2016,Oklahoma State,16.4,42.4,27.0,1.0
2016,Tennessee,16.3,39.9,25.2,1.6
2016,Wisconsin,16.1,30.5,14.8,0.5
2016,North Carolina,15.9,38.5,24.6,2.0
2016,Notre Dame,15.7,39.4,23.2,-0.4
2016,Western Kentucky,15.5,40.7,25.8,0.5
2016,Florida,15.4,26.6,14.0,2.8
2016,Auburn,15.3,32.1,18.4,1.7
2016,Virginia Tech,15.2,34.5,19.6,0.4
2016,Pittsburgh,13.1,43.0,29.4,-0.4
2016,Minnesota,12.6,27.8,17.5,2.3
2016,Ole Miss,12.4,38.9,27.9,1.3
2016,Toledo,12.3,40.6,27.4,-0.9
2016,Texas A&M,12.0,37.2,26.1,1.0
2016,Temple,11.9,31.5,19.8,0.2
2016,Boise State,11.5,36.7,25.0,-0.2
2016,Western Michigan,11.5,40.0,28.9,0.4
2016,San Diego State,11.4,32.0,22.5,1.9
2016,Baylor,11.3,37.0,24.2,-1.5
2016,West Virginia,11.3,35.7,22.8,-1.6
2016,TCU,11.0,34.5,23.4,-0.1
2016,Utah,10.9,32.5,23.6,2.0
2016,Texas,10.6,37.4,26.8,0.0
2016,Iowa,10.3,29.0,18.9,0.2
2016,Nebraska,10.3,37.7,28.3,0.8
2016,Houston,10.1,30.8,21.7,1.0
2016,South Florida,9.8,44.4,34.9,0.3
2016,NC State,9.4,30.5,19.3,-1.8
2016,Georgia,9.3,28.0,17.6,-1.1
2016,App State,9.2,30.0,20.5,-0.2
2016,UCLA,9.1,27.5,17.3,-1.1
2016,Kansas State,8.2,34.2,27.2,1.2
2016,BYU,8.0,29.6,23.1,1.4
2016,Arkansas,7.9,36.2,28.9,0.5
2016,Georgia Tech,7.8,35.0,28.5,1.3
2016,Memphis,7.7,33.8,29.3,3.2
2016,Michigan State,7.4,31.0,24.1,0.4
2016,Tulsa,7.4,34.6,27.6,0.4
2016,Navy,6.8,39.8,33.9,1.0
2016,Colorado,6.3,29.3,21.7,-1.3
2016,Washington State,6.2,36.2,27.8,-2.2
2016,Oregon,6.1,42.5,36.1,-0.4
2016,Mississippi State,5.4,34.5,27.8,-1.3
2016,Indiana,4.6,25.1,19.4,-1.1
2016,Air Force,4.4,33.0,29.9,1.3
2016,Texas Tech,3.7,40.6,36.9,0.0
2016,Louisiana Tech,3.1,39.8,36.9,0.1
2016,Northwestern,2.9,27.9,23.5,-1.5
2016,California,2.4,38.4,36.3,0.3
2016,Troy,1.1,25.7,25.1,0.4
2016,Colorado State,0.8,33.5,34.0,1.3
2016,Southern Miss,0.7,29.1,29.6,1.2
2016,Iowa State,0.7,27.0,28.5,2.2
2016,Wake Forest,-0.6,21.5,22.9,0.9
2016,Maryland,-0.6,28.7,28.1,-1.2
2016,Old Dominion,-0.7,29.9,30.9,0.2
2016,Missouri,-1.0,31.2,31.3,-0.9
2016,Vanderbilt,-1.2,25.3,26.3,-0.1
2016,Arkansas State,-1.2,21.9,21.1,-2.0
2016,Boston College,-1.6,20.1,20.8,-0.8
2016,Middle Tennessee,-1.9,35.0,36.8,-0.1
2016,Ohio,-2.1,22.0,25.8,1.7
2016,UCF,-2.2,19.3,23.3,1.8
2016,Northern Illinois,-2.4,32.0,32.7,-1.7
2016,Kentucky,-2.6,30.8,33.4,0.1
2016,Syracuse,-2.7,29.2,31.2,-0.7
