season,week,team,opponent,cfb_off_epa_per_play,cfb_off_pass_epa,cfb_off_rush_epa,cfb_def_epa_per_play
2020,3,Miami,Louisville,0.36,0.78,-0.11,0.27
2020,3,Middle Tennessee,Troy,-0.07,0.07,-0.18,0.24
2020,3,Navy,Tulane,0.1,0.88,-0.06,0.07
2020,3,NC State,Wake Forest,0.15,0.02,0.22,0.23
2020,3,North Texas,SMU,0.24,0.38,0.15,0.42
2020,3,Notre Dame,South Florida,0.39,0.2,0.48,-0.22
2020,3,Oklahoma State,Tulsa,-0.12,-0.23,-0.05,-0.05
2020,3,Pittsburgh,Syracuse,0.04,0.24,-0.14,-0.19
2020,3,SMU,North Texas,0.42,0.51,0.36,0.24
2020,3,Southern Miss,Louisiana Tech,0.22,0.19,0.25,0.25
2020,3,South Florida,Notre Dame,-0.22,-0.39,-0.06,0.39
2020,3,Syracuse,Pittsburgh,-0.19,-0.38,0.02,0.04
2020,3,Texas State,UL Monroe,0.28,0.68,0.04,-0.04
2020,3,Troy,Middle Tennessee,0.24,0.17,0.3,-0.07
2020,3,Tulane,Navy,0.07,-0.38,0.4,0.1
2020,3,Tulsa,Oklahoma State,-0.05,0.18,-0.28,-0.12
2020,3,UCF,Georgia Tech,0.34,0.52,0.18,0.1
2020,3,UL Monroe,Texas State,-0.04,0.13,-0.41,0.28
2020,3,UTEP,Abilene Christian,0.12,0.3,-0.02,0.0
2020,3,UTSA,Stephen F. Austin,0.18,0.23,0.14,0.0
2020,3,Wake Forest,NC State,0.23,0.5,-0.02,0.15
2020,3,Western Kentucky,Liberty,0.32,0.57,0.1,0.31
2020,4,Alabama,Missouri,0.39,0.65,0.14,0.08
2020,4,App State,Campbell,0.39,0.45,0.37,0.0
2020,4,Arkansas,Georgia,-0.12,-0.11,-0.03,-0.04
2020,4,Army,Cincinnati,-0.1,-0.09,-0.11,0.04
2020,4,Auburn,Kentucky,0.2,0.55,-0.13,0.04
2020,4,Baylor,Kansas,0.25,0.36,0.19,0.17
2020,4,Boston College,Texas State,0.17,0.14,0.23,0.17
2020,4,BYU,Troy,0.35,0.41,0.31,-0.11
2020,4,Cincinnati,Army,0.04,0.36,-0.28,-0.1
2020,4,Duke,Virginia,-0.07,0.06,-0.26,0.17
2020,4,East Carolina,UCF,0.08,0.31,-0.07,0.32
2020,4,Florida,Ole Miss,0.56,0.68,0.39,0.39
2020,4,Florida International,Liberty,0.38,0.12,0.63,0.25
2020,4,Florida State,Miami,0.0,-0.41,0.57,0.43
2020,4,Georgia,Arkansas,-0.04,0.02,-0.1,-0.12
2020,4,Georgia Southern,Louisiana,0.18,0.68,0.01,0.32
2020,4,Georgia Tech,Syracuse,0.06,-0.26,0.26,0.07
2020,4,Iowa State,TCU,0.31,0.45,0.18,0.22
2020,4,Kansas,Baylor,0.17,0.24,0.15,0.25
2020,4,Kansas State,Oklahoma,0.36,0.66,0.06,0.32
2020,4,Kentucky,Auburn,0.04,0.04,0.03,0.2
2020,4,Liberty,Florida International,0.25,0.39,0.15,0.38
2020,4,Louisiana,Georgia Southern,0.32,0.34,0.31,0.18
2020,4,Louisiana Tech,Houston Christian,0.46,0.54,0.37,0.0
2020,4,Louisville,Pittsburgh,0.02,-0.09,0.16,0.04
2020,4,LSU,Mississippi State,0.06,0.05,0.1,0.35
2020,4,Miami,Florida State,0.43,0.39,0.47,0.0
2020,4,Middle Tennessee,UTSA,0.31,0.39,0.21,0.1
2020,4,Mississippi State,LSU,0.35,0.43,-0.13,0.06
2020,4,Missouri,Alabama,0.08,0.23,-0.14,0.39
2020,4,NC State,Virginia Tech,0.21,0.13,0.31,0.41
2020,4,Oklahoma,Kansas State,0.32,0.61,-0.06,0.36
2020,4,Oklahoma State,West Virginia,0.18,0.12,0.21,-0.12
2020,4,Ole Miss,Florida,0.39,0.38,0.4,0.56
2020,4,Pittsburgh,Louisville,0.04,0.28,-0.19,0.02
2020,4,SMU,Stephen F. Austin,0.34,0.27,0.4,0.0
2020,4,South Alabama,UAB,-0.02,-0.06,0.02,0.41
2020,4,South Carolina,Tennessee,0.07,0.11,0.01,0.18
2020,4,Southern Miss,Tulane,0.17,0.27,0.02,0.49
2020,4,Syracuse,Georgia Tech,0.07,0.34,-0.11,0.06
2020,4,TCU,Iowa State,0.22,0.37,0.04,0.31
2020,4,Tennessee,South Carolina,0.18,0.34,0.01,0.07
2020,4,Texas,Texas Tech,0.13,0.41,-0.12,0.12
2020,4,Texas A&M,Vanderbilt,0.23,0.43,0.0,-0.13
2020,4,Texas State,Boston College,0.17,0.33,0.03,0.17
2020,4,Texas Tech,Texas,0.12,0.24,0.14,0.13
2020,4,Troy,BYU,-0.11,-0.03,-0.33,0.35
2020,4,Tulane,Southern Miss,0.49,0.26,0.57,0.17
2020,4,UAB,South Alabama,0.41,0.71,0.19,-0.02
2020,4,UCF,East Carolina,0.32,0.51,0.09,0.08
2020,4,UL Monroe,UTEP,-0.13,-0.06,-0.35,0.3
2020,4,UTEP,UL Monroe,0.3,0.93,-0.03,-0.13
2020,4,UTSA,Middle Tennessee,0.1,0.18,-0.03,0.31
2020,4,Vanderbilt,Texas A&M,-0.13,-0.02,-0.17,0.23
2020,4,Virginia,Duke,0.17,0.04,0.35,-0.07
2020,4,Virginia Tech,NC State,0.41,0.18,0.52,0.21
2020,4,West Virginia,Oklahoma State,-0.12,0.22,-0.48,0.18
2020,5,Air Force,Navy,0.39,0.07,0.44,-0.01
2020,5,Alabama,Texas A&M,0.57,0.98,0.13,0.05
2020,5,Arkansas,Mississippi State,0.01,0.33,-0.29,-0.07
2020,5,Arkansas State,Coastal Carolina,0.14,0.19,0.01,0.32
2020,5,Army,Abilene Christian,0.42,-0.28,0.51,0.0
2020,5,Auburn,Georgia,-0.02,-0.12,0.17,0.31
2020,5,Baylor,West Virginia,-0.2,-0.21,-0.18,0.05
2020,5,Boston College,North Carolina,0.19,0.22,0.1,0.3
2020,5,BYU,Louisiana Tech,0.44,0.86,0.16,0.13
2020,5,Charlotte,Florida Atlantic,0.1,0.3,-0.11,0.15
2020,5,Cincinnati,South Florida,0.02,0.0,0.04,-0.07
2020,5,Clemson,Virginia,0.36,0.52,0.13,0.21
2020,5,Coastal Carolina,Arkansas State,0.32,0.88,-0.02,0.14
2020,5,Duke,Virginia Tech,0.19,0.26,0.09,0.27
2020,5,East Carolina,Georgia State,-0.18,-0.2,-0.12,0.13
2020,5,Florida,South Carolina,0.37,0.55,0.12,0.13
2020,5,Florida Atlantic,Charlotte,0.15,0.01,0.24,0.1
2020,5,Florida State,Jacksonville State,0.29,0.0,0.47,0.0
2020,5,Georgia,Auburn,0.31,0.43,0.23,-0.02
2020,5,Georgia Southern,UL Monroe,0.35,-0.32,0.46,0.34
2020,5,Georgia State,East Carolina,0.13,0.1,0.16,-0.18
2020,5,Iowa State,Oklahoma,0.38,0.63,0.16,0.24
2020,5,Kansas,Oklahoma State,-0.16,-0.2,-0.13,0.32
2020,5,Kansas State,Texas Tech,0.3,0.59,0.13,0.21
2020,5,Kentucky,Ole Miss,0.4,0.2,0.48,0.31
2020,5,Liberty,North Alabama,0.23,0.36,0.15,0.0
2020,5,Louisiana Tech,BYU,0.13,0.15,0.11,0.44
2020,5,LSU,Vanderbilt,0.37,0.6,0.1,-0.02
2020,5,Memphis,SMU,0.26,0.23,0.29,0.3
2020,5,Middle Tennessee,Western Kentucky,0.15,0.22,0.08,0.05
2020,5,Mississippi State,Arkansas,-0.07,-0.14,0.12,0.01
2020,5,Missouri,Tennessee,0.04,0.16,-0.04,0.36
2020,5,Navy,Air Force,-0.01,-0.03,0.0,0.39
2020,5,NC State,Pittsburgh,0.18,0.32,-0.05,0.26
2020,5,North Carolina,Boston College,0.3,0.38,0.23,0.19
2020,5,North Texas,Southern Miss,0.21,0.35,0.02,0.25
2020,5,Oklahoma,Iowa State,0.24,0.4,0.05,0.38
2020,5,Oklahoma State,Kansas,0.32,0.42,0.27,-0.16
2020,5,Ole Miss,Kentucky,0.31,0.72,-0.05,0.4
2020,5,Pittsburgh,NC State,0.26,0.56,-0.1,0.18
2020,5,SMU,Memphis,0.3,0.63,-0.29,0.26
2020,5,South Carolina,Florida,0.13,0.07,0.25,0.37
2020,5,Southern Miss,North Texas,0.25,0.24,0.26,0.21
2020,5,South Florida,Cincinnati,-0.07,-0.14,0.02,0.02
2020,5,TCU,Texas,0.18,0.25,0.17,0.23
2020,5,Tennessee,Missouri,0.36,0.43,0.32,0.04
2020,5,Texas,TCU,0.23,0.36,0.03,0.18
2020,5,Texas A&M,Alabama,0.05,0.1,-0.03,0.57
2020,5,Texas Tech,Kansas State,0.21,0.18,0.25,0.3
2020,5,Tulsa,UCF,0.16,0.39,0.04,0.12
2020,5,UAB,UTSA,0.13,0.41,-0.08,-0.18
2020,5,UCF,Tulsa,0.12,0.25,-0.02,0.16
2020,5,UL Monroe,Georgia Southern,0.34,0.38,0.21,0.35
2020,5,UTSA,UAB,-0.18,-0.45,0.06,0.13
2020,5,Vanderbilt,LSU,-0.02,-0.1,0.03,0.37
2020,5,Virginia,Clemson,0.21,0.12,0.32,0.36
2020,5,Virginia Tech,Duke,0.27,0.2,0.3,0.19
2020,5,Wake Forest,Campbell,0.61,0.8,0.52,0.0
2020,5,Western Kentucky,Middle Tennessee,0.05,0.28,-0.19,0.15
2020,5,West Virginia,Baylor,0.05,0.0,0.11,-0.2
2020,6,Alabama,Ole Miss,0.67,0.83,0.53,0.45
2020,6,Arkansas,Auburn,0.27,0.78,-0.15,0.21
2020,6,Arkansas State,Central Arkansas,0.43,0.73,0.08,0.0
2020,6,Army,The Citadel,0.1,0.64,-0.01,0.0
2020,6,Auburn,Arkansas,0.21,0.03,0.36,0.27
2020,6,Boston College,Pittsburgh,0.18,0.55,-0.24,0.09
2020,6,BYU,UTSA,0.38,0.66,0.17,0.17
2020,6,Charlotte,North Texas,0.48,0.8,0.33,0.15
2020,6,Clemson,Miami,0.34,0.33,0.35,-0.1
2020,6,Duke,Syracuse,0.25,0.34,0.19,0.08
2020,6,East Carolina,South Florida,0.33,0.65,0.12,0.12
2020,6,Florida,Texas A&M,0.33,0.53,0.09,0.43
2020,6,Florida International,Middle Tennessee,0.06,-0.38,0.33,0.15
2020,6,Florida State,Notre Dame,0.17,0.18,0.15,0.45
2020,6,Georgia,Tennessee,0.08,0.33,-0.06,0.09
2020,6,Georgia Tech,Louisville,0.57,0.73,0.46,0.23
2020,6,Houston,Tulane,0.17,0.21,0.14,-0.07
2020,6,Iowa State,Texas Tech,0.3,0.49,0.11,-0.03
2020,6,Kansas State,TCU,-0.02,-0.07,0.0,0.04
2020,6,Kentucky,Mississippi State,-0.11,-0.11,-0.03,-0.28
2020,6,Liberty,UL Monroe,0.03,-0.09,0.13,-0.11
2020,6,Louisiana Tech,UTEP,-0.03,-0.06,-0.01,0.0
2020,6,Louisville,Georgia Tech,0.23,0.25,0.22,0.57
2020,6,LSU,Missouri,0.26,0.37,-0.03,0.52
2020,6,Marshall,Western Kentucky,0.15,0.17,0.14,0.01
2020,6,Miami,Clemson,-0.1,-0.39,0.4,0.34
2020,6,Middle Tennessee,Florida International,0.15,0.18,0.11,0.06
2020,6,Mississippi State,Kentucky,-0.28,-0.27,-0.31,-0.11
2020,6,Missouri,LSU,0.52,0.86,0.17,0.26
2020,6,Navy,Temple,0.32,1.55,0.26,0.41
2020,6,NC State,Virginia,0.14,0.37,0.0,-0.03
2020,6,North Carolina,Virginia Tech,0.71,0.78,0.67,0.29
2020,6,North Texas,Charlotte,0.15,0.27,-0.05,0.48
2020,6,Notre Dame,Florida State,0.45,0.47,0.44,0.17
2020,6,Oklahoma,Texas,0.18,0.46,-0.04,0.09
2020,6,Ole Miss,Alabama,0.45,0.75,0.28,0.67
2020,6,Pittsburgh,Boston College,0.09,0.22,-0.08,0.18
2020,6,South Carolina,Vanderbilt,0.34,0.34,0.34,-0.07
2020,6,South Florida,East Carolina,0.12,0.23,-0.03,0.33
2020,6,Syracuse,Duke,0.08,0.17,-0.11,0.25
2020,6,TCU,Kansas State,0.04,-0.26,0.39,-0.02
2020,6,Temple,Navy,0.41,0.41,0.41,0.32
2020,6,Tennessee,Georgia,0.09,0.22,-0.13,0.08
2020,6,Texas,Oklahoma,0.09,0.01,0.27,0.18
2020,6,Texas A&M,Florida,0.43,0.57,0.29,0.33
2020,6,Texas State,Troy,-0.07,-0.11,-0.04,0.26
2020,6,Texas Tech,Iowa State,-0.03,0.08,-0.24,0.3
2020,6,Troy,Texas State,0.26,0.53,-0.1,-0.07
2020,6,Tulane,Houston,-0.07,-0.16,0.01,0.17
2020,6,UL Monroe,Liberty,-0.11,-0.04,-0.19,0.03
2020,6,UTEP,Louisiana Tech,0.0,0.1,-0.16,-0.03
2020,6,UTSA,BYU,0.17,0.38,-0.09,0.38
2020,6,Vanderbilt,South Carolina,-0.07,-0.1,-0.05,0.34
2020,6,Virginia,NC State,-0.03,0.09,-0.34,0.14
2020,6,Virginia Tech,North Carolina,0.29,0.12,0.39,0.71
2020,6,Western Kentucky,Marshall,0.01,0.07,-0.08,0.15
2020,7,Alabama,Georgia,0.3,0.6,0.02,0.14
2020,7,Arkansas,Ole Miss,0.09,0.2,0.0,-0.16
2020,7,Arkansas State,Georgia State,0.23,0.71,-0.54,0.33
2020,7,Army,UTSA,0.29,0.07,0.31,0.09
2020,7,Auburn,South Carolina,0.14,0.08,0.23,0.09
2020,7,Boston College,Virginia Tech,0.12,0.31,-0.31,0.44
2020,7,BYU,Houston,0.42,0.55,0.18,0.26
2020,7,Clemson,Georgia Tech,0.45,0.67,0.14,-0.15
2020,7,Coastal Carolina,Louisiana,0.29,0.61,0.12,0.38
2020,7,Duke,NC State,-0.11,-0.12,-0.1,0.17
2020,7,East Carolina,Navy,0.11,-0.07,0.2,0.2
2020,7,Florida State,North Carolina,0.3,0.21,0.36,0.1
2020,7,Georgia,Alabama,0.14,0.03,0.29,0.3
2020,7,Georgia Southern,Massachusetts,0.41,0.65,0.32,-0.05
2020,7,Georgia State,Arkansas State,0.33,0.38,0.28,0.23
2020,7,Georgia Tech,Clemson,-0.15,-0.24,-0.1,0.45
2020,7,Houston,BYU,0.26,0.55,0.0,0.42
2020,7,Kansas,West Virginia,-0.16,-0.09,-0.23,0.2
2020,7,Kentucky,Tennessee,0.22,0.61,0.05,-0.21
2020,7,Liberty,Syracuse,0.39,0.49,0.35,-0.02
2020,7,Louisiana,Coastal Carolina,0.38,0.42,0.35,0.29
2020,7,Louisiana Tech,Marshall,0.09,0.19,-0.13,0.22
2020,7,Louisville,Notre Dame,0.12,0.23,0.01,0.13
2020,7,Marshall,Louisiana Tech,0.22,0.43,0.11,0.09
2020,7,Massachusetts,Georgia Southern,-0.05,-0.19,0.05,0.41
2020,7,Memphis,UCF,0.37,0.68,-0.01,0.43
2020,7,Miami,Pittsburgh,0.08,0.33,-0.15,-0.03
2020,7,Middle Tennessee,North Texas,0.19,0.3,0.11,0.64
2020,7,Mississippi State,Texas A&M,-0.03,-0.05,0.05,0.11
2020,7,Navy,East Carolina,0.2,-0.22,0.25,0.11
2020,7,NC State,Duke,0.17,0.2,0.14,-0.11
2020,7,North Carolina,Florida State,0.1,0.16,0.03,0.3
2020,7,North Texas,Middle Tennessee,0.64,0.47,0.74,0.19
2020,7,Notre Dame,Louisville,0.13,0.15,0.12,0.12
2020,7,Ole Miss,Arkansas,-0.16,-0.46,0.07,0.09
2020,7,Pittsburgh,Miami,-0.03,0.06,-0.2,0.08
2020,7,SMU,Tulane,0.32,0.58,0.07,0.19
2020,7,South Alabama,Texas State,0.25,0.61,-0.04,0.12
2020,7,South Carolina,Auburn,0.09,0.16,0.05,0.14
2020,7,South Florida,Temple,0.14,0.15,0.12,0.19
2020,7,Syracuse,Liberty,-0.02,0.08,-0.19,0.39
2020,7,Temple,South Florida,0.19,0.51,-0.12,0.14
2020,7,Tennessee,Kentucky,-0.21,-0.73,0.16,0.22
2020,7,Texas A&M,Mississippi State,0.11,-0.14,0.29,-0.03
2020,7,Texas State,South Alabama,0.12,0.25,-0.09,0.25
2020,7,Troy,Eastern Kentucky,0.33,0.41,0.24,0.0
2020,7,Tulane,SMU,0.19,0.11,0.26,0.32
2020,7,UAB,Western Kentucky,0.1,0.11,0.1,-0.01
2020,7,UCF,Memphis,0.43,0.73,0.12,0.37
2020,7,UTSA,Army,0.09,0.09,0.08,0.29
2020,7,Virginia,Wake Forest,0.12,0.05,0.21,0.3
2020,7,Virginia Tech,Boston College,0.44,0.27,0.51,0.12
2020,7,Wake Forest,Virginia,0.3,0.68,0.03,0.12
2020,7,Western Kentucky,UAB,-0.01,-0.19,0.24,0.1
2020,7,West Virginia,Kansas,0.2,0.19,0.22,-0.16
2020,8,Air Force,San José State,0.05,0.17,0.01,0.05
2020,8,Alabama,Tennessee,0.44,0.57,0.32,0.07
2020,8,App State,Arkansas State,0.44,0.72,0.29,0.03
2020,8,Arkansas State,App State,0.03,0.03,0.04,0.44
2020,8,Army,Mercer,0.38,0.76,0.35,0.0
2020,8,Auburn,Ole Miss,0.38,0.41,0.36,0.19
2020,8,Baylor,Texas,0.09,0.12,0.02,0.27
2020,8,Boise State,Utah State,0.39,0.45,0.32,0.01
2020,8,Boston College,Georgia Tech,0.32,0.48,0.25,0.15
2020,8,BYU,Texas State,0.44,0.53,0.35,-0.14
2020,8,Charlotte,UTEP,0.23,0.53,0.0,0.19
2020,8,Cincinnati,SMU,0.41,0.29,0.49,-0.14
2020,8,Clemson,Syracuse,0.18,0.06,0.33,-0.08
2020,8,Coastal Carolina,Georgia Southern,0.08,0.16,0.01,-0.06
2020,8,Florida Atlantic,Marshall,-0.07,-0.12,-0.01,0.18
2020,8,Florida International,Jacksonville State,-0.15,-0.14,-0.15,0.0
2020,8,Florida State,Louisville,-0.04,-0.31,0.27,0.53
2020,8,Fresno State,Hawai'i,0.09,0.14,0.04,0.4
2020,8,Georgia Southern,Coastal Carolina,-0.06,-0.27,0.11,0.08
2020,8,Georgia State,Troy,0.02,0.21,-0.08,0.14
2020,8,Georgia Tech,Boston College,0.15,0.21,0.07,0.32
2020,8,Hawai'i,Fresno State,0.4,0.25,0.51,0.09
2020,8,Houston,Navy,0.29,0.55,-0.02,0.26
2020,8,Illinois,Wisconsin,-0.09,-0.26,0.09,0.28
2020,8,Indiana,Penn State,0.0,0.01,-0.03,0.22
2020,8,Iowa,Purdue,0.1,0.03,0.17,0.13
2020,8,Iowa State,Oklahoma State,0.13,-0.06,0.37,0.15
2020,8,Kansas,Kansas State,-0.08,-0.22,0.11,0.2
2020,8,Kansas State,Kansas,0.2,0.42,0.0,-0.08
2020,8,Kentucky,Missouri,0.06,-0.17,0.19,0.13
2020,8,Liberty,Southern Miss,0.49,0.67,0.31,0.28
2020,8,Louisiana,UAB,0.14,0.34,0.04,0.17
2020,8,Louisiana Tech,UTSA,-0.1,-0.15,-0.03,0.03
2020,8,Louisville,Florida State,0.53,0.88,0.38,-0.04
2020,8,LSU,South Carolina,0.49,1.01,0.28,0.19
2020,8,Marshall,Florida Atlantic,0.18,0.21,0.15,-0.07
2020,8,Maryland,Northwestern,-0.1,-0.14,-0.04,0.41
2020,8,Memphis,Temple,0.27,0.66,-0.06,0.13
2020,8,Miami,Virginia,0.18,0.46,-0.06,0.16
2020,8,Michigan,Minnesota,0.51,0.44,0.58,0.07
2020,8,Michigan State,Rutgers,-0.02,0.42,-0.51,-0.01
2020,8,Middle Tennessee,Rice,0.19,0.49,-0.13,0.23
2020,8,Minnesota,Michigan,0.07,0.07,0.06,0.51
2020,8,Missouri,Kentucky,0.13,0.49,-0.05,0.06
2020,8,Navy,Houston,0.26,0.67,0.09,0.29
2020,8,NC State,North Carolina,0.13,0.16,0.04,0.37
2020,8,Nebraska,Ohio State,0.23,0.27,0.19,0.52
2020,8,Nevada,Wyoming,0.26,0.34,0.09,0.12
2020,8,North Carolina,NC State,0.37,0.37,0.38,0.13
2020,8,Northwestern,Maryland,0.41,0.59,0.31,-0.1
2020,8,Notre Dame,Pittsburgh,0.21,0.61,-0.07,-0.31
2020,8,Ohio State,Nebraska,0.52,0.82,0.36,0.23
2020,8,Oklahoma,TCU,0.32,0.98,-0.03,0.11
2020,8,Oklahoma State,Iowa State,0.15,0.38,0.03,0.13
2020,8,Ole Miss,Auburn,0.19,-0.01,0.3,0.38
2020,8,Penn State,Indiana,0.22,0.46,0.05,0.0
2020,8,Pittsburgh,Notre Dame,-0.31,-0.2,-0.19,0.21
2020,8,Purdue,Iowa,0.13,0.22,-0.07,0.1
2020,8,Rice,Middle Tennessee,0.23,0.43,0.06,0.19
2020,8,Rutgers,Michigan State,-0.01,0.2,-0.19,-0.02
2020,8,San Diego State,UNLV,0.26,0.18,0.31,-0.04
2020,8,San José State,Air Force,0.05,0.47,-0.34,0.05
2020,8,SMU,Cincinnati,-0.14,-0.2,-0.04,0.41
2020,8,South Alabama,UL Monroe,0.38,0.75,0.19,-0.02
2020,8,South Carolina,LSU,0.19,-0.05,0.46,0.49
2020,8,Southern Miss,Liberty,0.28,0.19,0.34,0.49
2020,8,South Florida,Tulsa,-0.17,-0.04,-0.31,0.38
2020,8,Syracuse,Clemson,-0.08,0.02,-0.18,0.18
2020,8,TCU,Oklahoma,0.11,0.27,-0.15,0.32
2020,8,Temple,Memphis,0.13,0.2,-0.03,0.27
2020,8,Tennessee,Alabama,0.07,0.01,0.12,0.44
2020,8,Texas,Baylor,0.27,0.64,0.06,0.09
2020,8,Texas State,BYU,-0.14,-0.25,-0.02,0.44
2020,8,Texas Tech,West Virginia,0.27,0.16,0.37,0.18
2020,8,Troy,Georgia State,0.14,0.3,-0.36,0.02
2020,8,Tulane,UCF,0.24,0.43,0.07,0.43
2020,8,Tulsa,South Florida,0.38,0.47,0.32,-0.17
2020,8,UAB,Louisiana,0.17,0.18,0.16,0.14
2020,8,UCF,Tulane,0.43,0.7,0.23,0.24
2020,8,UL Monroe,South Alabama,-0.02,0.11,-0.19,0.38
2020,8,UNLV,San Diego State,-0.04,-0.09,0.03,0.26
2020,8,Utah State,Boise State,0.01,0.08,-0.04,0.39
2020,8,UTEP,Charlotte,0.19,0.27,0.1,0.23
2020,8,UTSA,Louisiana Tech,0.03,-0.12,0.15,-0.1
2020,8,Virginia,Miami,0.16,0.07,0.24,0.18
2020,8,Virginia Tech,Wake Forest,0.17,-0.05,0.35,0.14
2020,8,Wake Forest,Virginia Tech,0.14,0.19,0.13,0.17
2020,8,Western Kentucky,Chattanooga,-0.04,0.22,-0.25,0.0
2020,8,West Virginia,Texas Tech,0.18,0.21,0.13,0.27
2020,8,Wisconsin,Illinois,0.28,0.95,0.0,-0.09
2020,8,Wyoming,Nevada,0.12,0.08,0.17,0.26
2020,9,Air Force,Boise State,0.45,0.69,0.42,0.66
2020,9,Alabama,Mississippi State,0.26,0.45,0.09,-0.25
2020,9,App State,UL Monroe,0.26,0.13,0.31,0.06
2020,9,Arkansas,Texas A&M,0.29,0.31,0.26,0.46
2020,9,Arkansas State,Troy,0.1,0.15,0.01,0.19
2020,9,Auburn,LSU,0.43,0.78,0.23,0.09
2020,9,Baylor,TCU,-0.01,0.06,-0.11,0.07
2020,9,Boise State,Air Force,0.66,1.05,0.4,0.45
2020,9,Boston College,Clemson,0.14,0.47,-0.15,0.16
2020,9,BYU,Western Kentucky,0.3,0.39,0.2,0.0
2020,9,Charlotte,Duke,0.08,0.02,0.13,0.41
2020,9,Cincinnati,Memphis,0.46,0.55,0.4,-0.07
2020,9,Clemson,Boston College,0.16,0.53,-0.39,0.14
2020,9,Coastal Carolina,Georgia State,0.44,0.87,0.18,-0.21
