season,week,team,opponent,cfb_off_epa_per_play,cfb_off_pass_epa,cfb_off_rush_epa,cfb_def_epa_per_play
2017,1,Air Force,VMI,0.6,0.8,0.55,0.0
2017,1,Akron,Penn State,-0.14,-0.15,-0.14,0.45
2017,1,Alabama,Florida State,0.0,-0.01,0.04,-0.03
2017,1,App State,Georgia,-0.03,-0.11,0.05,0.27
2017,1,Arizona,Northern Arizona,0.65,0.1,0.82,0.0
2017,1,Arizona State,New Mexico State,0.14,0.44,-0.22,0.18
2017,1,Arkansas,Florida A&M,0.37,0.45,0.32,0.0
2017,1,Arkansas State,Nebraska,0.18,0.23,0.18,0.15
2017,1,Army,Fordham,0.69,-0.53,0.77,0.0
2017,1,Auburn,Georgia Southern,0.2,0.33,0.13,-0.36
2017,1,Ball State,Illinois,0.13,0.08,0.17,0.08
2017,1,Baylor,Liberty,0.34,0.26,0.43,0.0
2017,1,Boise State,Troy,-0.19,-0.13,-0.24,-0.12
2017,1,Boston College,Northern Illinois,-0.03,0.01,-0.05,-0.01
2017,1,Bowling Green,Michigan State,-0.29,-0.34,-0.22,0.25
2017,1,Buffalo,Minnesota,0.03,0.16,-0.22,0.07
2017,1,BYU,LSU,-0.12,-0.06,-0.27,0.25
2017,1,BYU,Portland State,0.08,0.37,-0.1,0.0
2017,1,California,North Carolina,0.25,0.44,0.04,0.16
2017,1,Central Michigan,Rhode Island,-0.04,-0.06,0.03,0.0
2017,1,Charlotte,Eastern Michigan,-0.21,-0.33,-0.11,0.07
2017,1,Cincinnati,Austin Peay,0.13,0.36,-0.09,0.0
2017,1,Clemson,Kent State,0.57,0.58,0.55,-0.12
2017,1,Coastal Carolina,Massachusetts,0.24,-0.03,0.34,0.31
2017,1,Coastal Carolina,Massachusetts,0.24,-0.03,0.34,0.29
2017,1,Colorado,Colorado State,0.09,0.21,-0.01,-0.01
2017,1,Colorado,Colorado State,0.09,0.21,-0.01,0.38
2017,1,Colorado State,Colorado,-0.01,0.14,-0.21,0.09
2017,1,Colorado State,Oregon State,0.38,0.68,0.18,0.06
2017,1,Colorado State,Oregon State,0.38,0.68,0.18,0.32
2017,1,Duke,North Carolina Central,0.36,0.44,0.32,0.0
2017,1,East Carolina,James Madison,-0.07,0.01,-0.21,0.0
2017,1,Eastern Michigan,Charlotte,0.07,0.33,-0.12,-0.21
2017,1,Florida,Michigan,-0.19,0.03,-0.56,0.0
2017,1,Florida Atlantic,Navy,0.13,0.25,-0.16,0.33
2017,1,Florida International,UCF,-0.02,0.09,-0.07,0.36
2017,1,Florida State,Alabama,-0.03,0.09,-0.21,0.0
2017,1,Fresno State,Incarnate Word,0.47,0.88,0.11,0.0
2017,1,Georgia,App State,0.27,0.36,0.25,-0.03
2017,1,Georgia Southern,Auburn,-0.36,-0.97,-0.16,0.2
2017,1,Georgia State,Tennessee State,-0.22,0.37,-0.79,0.0
2017,1,Georgia Tech,Tennessee,0.35,0.68,0.31,0.27
2017,1,Hawai'i,Massachusetts,0.27,0.45,0.07,0.31
2017,1,Hawai'i,Massachusetts,0.27,0.45,0.07,0.29
2017,1,Hawai'i,Western Carolina,0.19,0.04,0.28,0.0
2017,1,Idaho,Sacramento State,0.09,-0.01,0.14,0.0
2017,1,Illinois,Ball State,0.08,0.07,0.07,0.13
2017,1,Indiana,Ohio State,0.09,0.22,-0.33,0.31
2017,1,Iowa,Wyoming,0.03,0.36,-0.12,-0.13
