season,week,team,opponent,cfb_off_epa_per_play,cfb_off_pass_epa,cfb_off_rush_epa,cfb_def_epa_per_play
2022,1,Hawai'i,Vanderbilt,-0.2,-0.13,-0.36,0.4
2022,1,Hawai'i,Vanderbilt,-0.2,-0.13,-0.36,0.36
2022,1,Hawai'i,Western Kentucky,0.02,0.04,0.08,0.47
2022,1,Hawai'i,Western Kentucky,0.02,0.04,0.08,0.22
2022,1,Houston,UTSA,0.21,0.38,0.06,0.24
2022,1,Illinois,Wyoming,0.26,0.21,0.31,-0.17
2022,1,Illinois,Wyoming,0.26,0.21,0.31,0.05
2022,1,Illinois,Indiana,0.01,0.13,-0.08,0.05
2022,1,Indiana,Illinois,0.05,0.2,-0.25,0.26
2022,1,Indiana,Illinois,0.05,0.2,-0.25,0.01
2022,1,Iowa,South Dakota State,-0.3,-0.14,-0.41,0.0
2022,1,Iowa State,Southeast Missouri State,0.48,0.91,0.18,0.0
2022,1,James Madison,Middle Tennessee,0.16,0.42,-0.03,-0.21
2022,1,Kansas,Tennessee Tech,0.63,0.45,0.8,0.0
2022,1,Kansas State,South Dakota,0.29,-0.2,0.59,0.0
2022,1,Kent State,Washington,0.1,0.24,0.17,0.43
2022,1,Kentucky,Miami (OH),0.25,0.55,-0.03,0.05
2022,1,Liberty,Southern Miss,0.05,-0.01,0.21,-0.16
2022,1,Louisiana,SE Louisiana,0.06,0.43,-0.26,0.0
2022,1,Louisiana Tech,Missouri,0.0,0.1,-0.26,0.23
2022,1,Louisville,Syracuse,0.21,0.61,0.05,0.46
2022,1,LSU,Florida State,0.52,0.41,0.69,0.54
2022,1,LSU,Florida State,0.52,0.41,0.69,0.35
2022,1,Marshall,Norfolk State,0.31,0.5,0.31,0.0
2022,1,Maryland,Buffalo,0.29,0.52,0.03,-0.07
2022,1,Massachusetts,Tulane,-0.09,-0.7,0.13,0.29
2022,1,Memphis,Mississippi State,0.15,0.07,0.26,0.36
2022,1,Miami,Bethune-Cookman,0.73,0.8,0.69,0.0
2022,1,Miami (OH),Kentucky,0.05,0.07,0.02,0.25
2022,1,Michigan,Colorado State,0.38,0.33,0.42,-0.13
2022,1,Michigan State,Western Michigan,0.25,0.19,0.29,0.07
2022,1,Middle Tennessee,James Madison,-0.21,-0.05,-0.39,0.16
2022,1,Minnesota,New Mexico State,0.48,0.48,0.47,-0.26
2022,1,Minnesota,New Mexico State,0.48,0.48,0.47,0.02
2022,1,Mississippi State,Memphis,0.36,0.65,-0.04,0.15
2022,1,Missouri,Louisiana Tech,0.23,0.19,0.25,0.0
2022,1,Navy,Delaware,-0.1,-0.18,-0.08,0.0
2022,1,NC State,East Carolina,0.12,0.3,-0.07,0.19
2022,1,Nebraska,North Dakota,0.42,0.71,0.27,0.0
2022,1,Nebraska,Northwestern,0.25,0.29,0.19,0.22
2022,1,Nevada,New Mexico State,0.07,-0.04,0.17,-0.26
2022,1,Nevada,New Mexico State,0.07,-0.04,0.17,0.02
2022,1,Nevada,Texas State,0.0,0.03,-0.01,0.04
2022,1,New Mexico,Maine,0.31,0.61,0.34,0.0
2022,1,New Mexico State,Minnesota,-0.26,-0.18,-0.14,0.48
2022,1,New Mexico State,Nevada,0.02,-0.01,0.06,0.07
2022,1,New Mexico State,Nevada,0.02,-0.01,0.06,0.0
2022,1,North Carolina,App State,0.54,0.7,0.36,0.39
2022,1,North Carolina,Florida A&M,0.51,0.63,0.4,0.0
2022,1,Northern Illinois,Eastern Illinois,0.4,0.61,0.25,0.0
2022,1,North Texas,SMU,-0.16,-0.05,-0.02,0.5
2022,1,North Texas,UTEP,0.22,0.58,-0.04,0.03
2022,1,North Texas,UTEP,0.22,0.58,-0.04,0.03
2022,1,Northwestern,Nebraska,0.22,0.49,0.0,0.42
2022,1,Northwestern,Nebraska,0.22,0.49,0.0,0.25
2022,1,Notre Dame,Ohio State,0.15,0.28,0.04,0.29
2022,1,Ohio,Florida Atlantic,0.34,0.56,0.09,0.39
2022,1,Ohio,Florida Atlantic,0.34,0.56,0.09,0.38
2022,1,Ohio State,Notre Dame,0.29,0.32,0.27,0.15
2022,1,Oklahoma,UTEP,0.53,0.41,0.61,0.03
2022,1,Oklahoma,UTEP,0.53,0.41,0.61,0.03
2022,1,Oklahoma State,Central Michigan,0.31,0.51,0.06,0.29
2022,1,Old Dominion,Virginia Tech,-0.13,-0.12,-0.14,0.08
2022,1,Ole Miss,Troy,0.21,0.16,0.24,0.01
2022,1,Oregon,Georgia,0.01,-0.14,0.19,0.77
2022,1,Oregon State,Boise State,0.27,0.72,-0.03,0.11
2022,1,Penn State,Purdue,0.07,0.14,-0.03,0.18
2022,1,Pittsburgh,West Virginia,0.33,0.6,0.09,0.08
2022,1,Purdue,Penn State,0.18,0.27,-0.11,0.07
2022,1,Rice,USC,-0.26,-0.57,0.07,0.61
2022,1,Rutgers,Boston College,0.13,-0.01,0.23,0.12
2022,1,San Diego State,Arizona,-0.13,-0.09,-0.07,0.21
2022,1,San José State,Portland State,-0.03,-0.17,0.21,0.0
2022,1,SMU,North Texas,0.5,0.81,0.16,-0.16
2022,1,SMU,North Texas,0.5,0.81,0.16,0.22
2022,1,South Alabama,Nicholls,0.34,0.45,0.22,0.0
2022,1,South Carolina,Georgia State,0.09,0.12,0.07,-0.24
2022,1,Southern Miss,Liberty,-0.16,0.08,-0.09,0.05
2022,1,South Florida,BYU,-0.02,-0.31,0.3,0.38
2022,1,Stanford,Colgate,0.35,0.91,-0.19,0.0
2022,1,Syracuse,Louisville,0.46,0.41,0.49,0.21
2022,1,TCU,Colorado,0.51,0.43,0.57,0.0
2022,1,Temple,Duke,-0.14,-0.01,-0.28,0.37
2022,1,Tennessee,Ball State,0.42,0.62,0.27,0.07
2022,1,Texas,UL Monroe,0.4,0.51,0.29,-0.12
2022,1,Texas A&M,Sam Houston,0.35,0.72,-0.05,0.0
2022,1,Texas State,Nevada,0.04,0.22,-0.35,0.07
2022,1,Texas State,Nevada,0.04,0.22,-0.35,0.0
2022,1,Texas Tech,Murray State,0.58,0.82,0.44,0.0
2022,1,Toledo,Long Island University,0.14,0.38,0.09,0.0
2022,1,Troy,Ole Miss,0.01,0.16,-0.25,0.21
2022,1,Tulane,Massachusetts,0.29,0.17,0.37,-0.09
2022,1,Tulsa,Wyoming,0.14,0.42,-0.14,-0.17
2022,1,Tulsa,Wyoming,0.14,0.42,-0.14,0.05
2022,1,UAB,Alabama A&M,0.48,0.75,0.34,0.0
2022,1,UCF,South Carolina State,0.42,0.47,0.39,0.0
2022,1,UCLA,Bowling Green,0.23,0.29,0.41,-0.16
2022,1,UConn,Utah State,0.06,0.05,0.21,0.21
2022,1,UConn,Utah State,0.06,0.05,0.21,-0.23
2022,1,UConn,Central Connecticut,0.29,0.43,0.39,0.0
2022,1,UL Monroe,Texas,-0.12,-0.06,-0.17,0.4
2022,1,UNLV,Idaho State,0.65,0.89,0.44,0.0
2022,1,USC,Rice,0.61,0.78,0.42,-0.26
2022,1,Utah,Florida,0.22,0.19,0.25,0.41
2022,1,Utah State,UConn,0.21,0.53,0.01,0.06
2022,1,Utah State,UConn,0.21,0.53,0.01,0.29
2022,1,Utah State,Alabama,-0.23,-0.28,-0.2,0.46
2022,1,UTEP,North Texas,0.03,-0.05,0.16,-0.16
2022,1,UTEP,North Texas,0.03,-0.05,0.16,0.22
2022,1,UTEP,Oklahoma,0.03,0.13,-0.03,0.53
2022,1,UTSA,Houston,0.24,0.28,0.27,0.21
2022,1,Vanderbilt,Hawai'i,0.4,0.05,0.62,-0.2
2022,1,Vanderbilt,Hawai'i,0.4,0.05,0.62,0.02
2022,1,Vanderbilt,Elon,0.36,0.65,0.13,0.0
2022,1,Virginia,Richmond,0.41,0.41,0.43,0.0
2022,1,Virginia Tech,Old Dominion,0.08,0.22,-0.04,-0.13
2022,1,Wake Forest,VMI,0.23,0.49,0.0,0.0
2022,1,Washington,Kent State,0.43,0.63,0.13,0.1
2022,1,Washington State,Idaho,-0.02,0.1,-0.24,0.0
2022,1,Western Kentucky,Hawai'i,0.47,0.7,0.35,-0.2
2022,1,Western Kentucky,Hawai'i,0.47,0.7,0.35,0.02
2022,1,Western Kentucky,Austin Peay,0.22,0.56,-0.01,0.0
2022,1,Western Michigan,Michigan State,0.07,0.13,-0.02,0.25
2022,1,West Virginia,Pittsburgh,0.08,-0.06,0.26,0.33
2022,1,Wisconsin,Illinois State,0.49,0.69,0.38,0.0
2022,1,Wyoming,Illinois,-0.17,-0.44,0.11,0.26
2022,1,Wyoming,Illinois,-0.17,-0.44,0.11,0.01
2022,1,Wyoming,Tulsa,0.05,0.37,-0.21,0.14
2022,2,Air Force,Colorado,0.43,-0.59,0.52,-0.14
2022,2,Akron,Michigan State,-0.21,-0.03,-0.46,0.31
2022,2,Alabama,Texas,0.14,0.19,0.06,0.16
2022,2,App State,Texas A&M,0.05,0.11,0.01,-0.01
2022,2,Arizona,Mississippi State,-0.12,-0.05,-0.06,0.26
2022,2,Arizona State,Oklahoma State,0.11,0.39,-0.11,0.14
2022,2,Arkansas,South Carolina,0.2,0.21,0.19,0.24
2022,2,Arkansas State,Ohio State,-0.08,0.02,-0.22,0.6
2022,2,Army,UTSA,0.18,1.66,-0.18,0.25
2022,2,Auburn,San José State,0.39,0.56,0.35,0.02
2022,2,Ball State,Western Michigan,0.26,0.35,0.16,0.14
2022,2,Baylor,BYU,0.05,-0.07,0.13,0.17
2022,2,Boise State,New Mexico,0.07,0.31,-0.01,-0.3
2022,2,Boston College,Virginia Tech,-0.12,-0.11,-0.16,0.05
2022,2,Bowling Green,Eastern Kentucky,0.18,0.4,-0.04,0.0
2022,2,Buffalo,Holy Cross,0.38,0.65,0.1,0.0
2022,2,BYU,Baylor,0.17,0.34,-0.06,0.05
2022,2,California,UNLV,0.21,0.35,0.17,-0.01
2022,2,Central Michigan,South Alabama,0.1,-0.06,0.46,0.18
2022,2,Charlotte,Maryland,0.08,0.08,0.12,0.7
2022,2,Cincinnati,Kennesaw State,0.61,0.74,0.44,0.0
2022,2,Clemson,Furman,0.41,0.54,0.26,0.0
2022,2,Coastal Carolina,Gardner-Webb,0.09,0.65,-0.25,0.0
2022,2,Colorado,Air Force,-0.14,-0.17,-0.1,0.43
2022,2,Colorado State,Middle Tennessee,-0.15,0.03,-0.42,0.09
2022,2,Duke,Northwestern,0.14,0.19,0.11,0.01
2022,2,East Carolina,Old Dominion,0.27,0.28,0.25,0.18
2022,2,Eastern Michigan,Louisiana,-0.01,0.18,-0.24,0.38
2022,2,Florida,Kentucky,-0.13,-0.27,0.04,0.02
2022,2,Florida Atlantic,SE Louisiana,0.29,0.41,0.37,0.0
2022,2,Florida International,Texas State,-0.11,-0.25,0.38,0.24
2022,2,Fresno State,Oregon State,0.26,0.31,0.17,0.33
2022,2,Georgia,Samford,0.24,0.27,0.2,0.0
2022,2,Georgia Southern,Nebraska,0.46,0.45,0.72,0.52
2022,2,Georgia State,North Carolina,0.14,0.53,-0.04,0.28
2022,2,Georgia Tech,Western Carolina,0.23,0.23,0.34,0.0
2022,2,Hawai'i,Michigan,-0.13,-0.25,0.03,0.7
2022,2,Houston,Texas Tech,0.02,0.08,-0.04,0.11
2022,2,Illinois,Virginia,0.13,0.32,0.02,-0.16
2022,2,Indiana,Idaho,0.32,0.35,0.41,0.0
2022,2,Iowa,Iowa State,-0.25,-0.17,-0.4,-0.08
2022,2,Iowa State,Iowa,-0.08,0.21,-0.24,-0.25
2022,2,James Madison,Norfolk State,0.54,0.75,0.4,0.0
2022,2,Kansas,West Virginia,0.45,0.52,0.39,0.41
2022,2,Kansas State,Missouri,0.2,0.02,0.28,-0.16
2022,2,Kent State,Oklahoma,-0.04,0.04,-0.06,0.21
2022,2,Kentucky,Florida,0.02,0.26,-0.1,-0.13
2022,2,Liberty,UAB,0.2,0.09,0.29,-0.11
2022,2,Louisiana,Eastern Michigan,0.38,0.66,0.11,-0.01
2022,2,Louisiana Tech,Stephen F. Austin,0.32,0.33,0.31,0.0
2022,2,Louisville,UCF,0.12,0.2,0.07,-0.06
2022,2,LSU,Southern,0.31,0.22,0.41,0.0
2022,2,Marshall,Notre Dame,0.14,0.14,0.14,-0.12
2022,2,Maryland,Charlotte,0.7,1.07,0.45,0.08
2022,2,Massachusetts,Toledo,0.03,0.23,-0.04,0.35
2022,2,Memphis,Navy,0.52,0.99,-0.1,0.01
2022,2,Miami,Southern Miss,0.19,0.25,0.14,-0.08
2022,2,Miami (OH),Robert Morris,0.23,0.79,-0.03,0.0
2022,2,Michigan,Hawai'i,0.7,0.78,0.64,-0.13
2022,2,Michigan State,Akron,0.31,0.38,0.35,-0.21
2022,2,Middle Tennessee,Colorado State,0.09,0.21,-0.02,-0.15
2022,2,Minnesota,Western Illinois,0.59,1.13,0.32,0.0
2022,2,Mississippi State,Arizona,0.26,0.37,0.07,-0.12
2022,2,Missouri,Kansas State,-0.16,0.04,-0.08,0.2
2022,2,Navy,Memphis,0.01,0.27,0.09,0.52
2022,2,NC State,Charleston Southern,0.38,0.53,0.24,0.0
2022,2,Nebraska,Georgia Southern,0.52,0.6,0.47,0.46
2022,2,Nevada,Incarnate Word,0.17,0.28,0.06,0.0
2022,2,New Mexico,Boise State,-0.3,-0.3,-0.01,0.07
2022,2,New Mexico State,UTEP,0.05,0.07,0.03,0.05
2022,2,North Carolina,Georgia State,0.28,0.79,-0.01,0.14
2022,2,Northern Illinois,Tulsa,0.29,0.66,0.03,0.45
2022,2,North Texas,Texas Southern,0.39,0.68,0.36,0.0
2022,2,Northwestern,Duke,0.01,0.29,-0.46,0.14
2022,2,Notre Dame,Marshall,-0.12,-0.28,0.07,0.14
2022,2,Ohio,Penn State,-0.02,-0.01,0.04,0.32
2022,2,Ohio State,Arkansas State,0.6,0.89,0.26,-0.08
2022,2,Oklahoma,Kent State,0.21,0.53,-0.09,-0.04
2022,2,Oklahoma State,Arizona State,0.14,0.23,0.06,0.11
2022,2,Old Dominion,East Carolina,0.18,0.29,-0.08,0.27
2022,2,Ole Miss,Central Arkansas,0.4,0.31,0.54,0.0
2022,2,Oregon,Eastern Washington,0.52,0.62,0.43,0.0
2022,2,Oregon State,Fresno State,0.33,0.41,0.25,0.26
2022,2,Penn State,Ohio,0.32,0.25,0.44,-0.02
2022,2,Pittsburgh,Tennessee,0.09,0.06,0.14,0.17
2022,2,Purdue,Indiana State,0.36,0.82,0.08,0.0
2022,2,Rice,McNeese,0.43,0.52,0.36,0.0
2022,2,Rutgers,Wagner,0.5,0.66,0.42,0.0
2022,2,San Diego State,Idaho State,0.1,-0.13,0.26,0.0
2022,2,San José State,Auburn,0.02,0.14,-0.17,0.39
2022,2,SMU,Lamar,0.4,0.38,0.51,0.0
2022,2,South Alabama,Central Michigan,0.18,0.34,0.08,0.1
2022,2,South Carolina,Arkansas,0.24,0.35,0.17,0.2
2022,2,Southern Miss,Miami,-0.08,0.13,-0.37,0.19
2022,2,South Florida,Howard,0.48,0.46,0.58,0.0
2022,2,Stanford,USC,0.22,-0.03,0.48,0.44
2022,2,Syracuse,UConn,0.38,0.77,0.15,0.12
2022,2,TCU,Tarleton State,0.48,0.9,0.06,0.0
2022,2,Temple,Lafayette,0.08,0.29,-0.06,0.0
2022,2,Tennessee,Pittsburgh,0.17,0.4,-0.17,0.09
2022,2,Texas,Alabama,0.16,0.24,0.05,0.14
2022,2,Texas A&M,App State,-0.01,-0.03,0.03,0.05
2022,2,Texas State,Florida International,0.24,0.42,0.21,-0.11
2022,2,Texas Tech,Houston,0.11,0.03,0.23,0.02
2022,2,Toledo,Massachusetts,0.35,0.14,0.53,0.03
2022,2,Troy,Alabama A&M,0.2,0.6,-0.21,0.0
2022,2,Tulane,Alcorn State,0.43,1.01,0.01,0.0
2022,2,Tulsa,Northern Illinois,0.45,0.99,0.04,0.29
2022,2,UAB,Liberty,-0.11,0.02,-0.18,0.2
2022,2,UCF,Louisville,-0.06,-0.39,0.31,0.12
2022,2,UCLA,Alabama State,0.4,0.62,0.46,0.0
2022,2,UConn,Syracuse,0.12,0.12,0.12,0.38
2022,2,UL Monroe,Nicholls,0.33,0.62,0.11,0.0
2022,2,UNLV,California,-0.01,-0.11,0.11,0.21
2022,2,USC,Stanford,0.44,0.6,0.3,0.22
2022,2,Utah,Southern Utah,0.44,0.79,0.2,0.0
2022,2,Utah State,Weber State,-0.18,-0.11,-0.14,0.0
2022,2,UTEP,New Mexico State,0.05,0.28,-0.17,0.05
2022,2,UTSA,Army,0.25,0.24,0.26,0.18
2022,2,Vanderbilt,Wake Forest,0.09,0.22,-0.02,0.25
2022,2,Virginia,Illinois,-0.16,-0.22,0.02,0.13
2022,2,Virginia Tech,Boston College,0.05,0.37,-0.14,-0.12
2022,2,Wake Forest,Vanderbilt,0.25,0.66,-0.07,0.09
2022,2,Washington,Portland State,0.59,0.62,0.57,0.0
2022,2,Washington State,Wisconsin,0.07,0.18,0.13,0.1
2022,2,Western Michigan,Ball State,0.14,0.3,0.15,0.26
2022,2,West Virginia,Kansas,0.41,0.71,0.09,0.45
2022,2,Wisconsin,Washington State,0.1,0.51,-0.06,0.07
2022,2,Wyoming,Northern Colorado,0.06,-0.15,0.2,0.0
2022,3,Air Force,Wyoming,0.18,0.71,0.0,0.12
2022,3,Akron,Tennessee,-0.04,0.14,-0.47,0.73
2022,3,Alabama,UL Monroe,0.13,0.19,0.09,-0.42
2022,3,App State,Troy,0.34,0.38,0.3,0.25
2022,3,Arizona,North Dakota State,0.39,0.32,0.47,0.0
2022,3,Arizona State,Eastern Michigan,0.32,0.08,0.65,0.35
2022,3,Arkansas,Missouri State,0.26,0.82,-0.14,0.0
2022,3,Arkansas State,Memphis,0.34,0.57,0.07,0.37
2022,3,Army,Villanova,0.65,-0.4,0.69,0.0
2022,3,Auburn,Penn State,-0.07,0.08,-0.26,0.38
2022,3,Ball State,Murray State,0.11,0.02,0.19,0.0
2022,3,Baylor,Texas State,0.34,0.29,0.43,-0.08
2022,3,Boise State,UT Martin,0.13,0.43,-0.04,0.0
2022,3,Boston College,Maine,0.17,0.25,0.08,0.0
2022,3,Bowling Green,Marshall,0.26,0.4,0.03,0.29
2022,3,Buffalo,Coastal Carolina,0.01,0.34,-0.31,0.24
2022,3,BYU,Oregon,0.11,0.34,-0.24,0.46
2022,3,California,Notre Dame,0.0,-0.27,0.51,0.11
2022,3,Central Michigan,Bucknell,0.44,0.54,0.41,0.0
2022,3,Charlotte,Georgia State,0.09,0.39,-0.15,0.29
2022,3,Cincinnati,Miami (OH),0.22,0.29,0.24,-0.16
2022,3,Clemson,Louisiana Tech,0.41,0.23,0.59,0.04
2022,3,Coastal Carolina,Buffalo,0.24,1.08,-0.38,0.01
2022,3,Colorado,Minnesota,0.14,0.01,0.25,0.41
2022,3,Colorado State,Washington State,-0.12,0.03,-0.31,0.39
2022,3,Duke,North Carolina A&T,0.45,0.86,0.35,0.0
2022,3,East Carolina,Campbell,0.51,0.73,0.34,0.0
2022,3,Eastern Michigan,Arizona State,0.35,0.24,0.46,0.32
2022,3,Florida,South Florida,0.12,0.23,0.47,0.25
2022,3,Florida Atlantic,UCF,0.08,0.01,0.16,0.42
2022,3,Florida State,Louisville,0.32,0.49,0.16,0.18
2022,3,Fresno State,USC,0.08,0.18,0.09,0.42
2022,3,Georgia,South Carolina,0.53,0.7,0.39,-0.19
2022,3,Georgia Southern,UAB,0.11,0.07,0.35,0.37
2022,3,Georgia State,Charlotte,0.29,0.68,0.03,0.09
2022,3,Georgia Tech,Ole Miss,-0.2,-0.22,-0.19,0.31
2022,3,Hawai'i,Duquesne,0.15,0.13,0.23,0.0
2022,3,Houston,Kansas,0.28,0.24,0.33,0.38
2022,3,Indiana,Western Kentucky,0.21,0.2,0.23,0.25
2022,3,Iowa,Nevada,0.11,0.07,0.15,-0.13
2022,3,Iowa State,Ohio,0.23,0.37,-0.03,-0.21
2022,3,Kansas,Houston,0.38,0.46,0.33,0.28
2022,3,Kansas State,Tulane,0.05,0.02,0.07,0.01
2022,3,Kent State,Long Island University,0.67,1.1,0.53,0.0
2022,3,Kentucky,Youngstown State,0.17,0.63,-0.05,0.0
2022,3,Liberty,Wake Forest,0.07,0.18,0.24,0.11
2022,3,Louisiana,Rice,0.1,0.02,0.27,0.16
2022,3,Louisiana Tech,Clemson,0.04,0.12,-0.11,0.41
2022,3,Louisville,Florida State,0.18,0.08,0.27,0.32
2022,3,LSU,Mississippi State,0.19,0.11,0.28,-0.16
2022,3,Marshall,Bowling Green,0.29,0.37,0.31,0.26
2022,3,Maryland,SMU,0.34,0.45,0.26,-0.16
2022,3,Massachusetts,Stony Brook,0.09,0.29,0.07,0.0
2022,3,Memphis,Arkansas State,0.37,0.71,0.17,0.34
2022,3,Miami,Texas A&M,0.07,0.0,0.16,0.12
2022,3,Miami (OH),Cincinnati,-0.16,0.04,-0.2,0.22
2022,3,Michigan,UConn,0.41,0.54,0.32,-0.32
2022,3,Michigan State,Washington,0.27,0.45,0.05,0.14
2022,3,Middle Tennessee,Tennessee State,0.35,0.65,0.28,0.0
2022,3,Minnesota,Colorado,0.41,0.29,0.54,0.14
2022,3,Mississippi State,LSU,-0.16,-0.19,-0.08,0.19
2022,3,Missouri,Abilene Christian,0.3,0.7,0.04,0.0
2022,3,NC State,Texas Tech,0.08,0.3,-0.09,0.04
2022,3,Nebraska,Oklahoma,0.14,0.17,0.17,0.31
2022,3,Nevada,Iowa,-0.13,-0.12,-0.12,0.11
2022,3,New Mexico,UTEP,-0.08,0.08,-0.15,-0.26
2022,3,New Mexico State,Wisconsin,0.02,0.14,-0.05,0.44
2022,3,Northern Illinois,Vanderbilt,0.32,0.63,0.18,0.39
2022,3,North Texas,UNLV,0.11,0.51,-0.13,0.52
2022,3,Northwestern,Southern Illinois,0.08,0.21,0.09,0.0
2022,3,Notre Dame,California,0.11,0.33,-0.01,0.0
2022,3,Ohio,Iowa State,-0.21,-0.14,-0.17,0.23
2022,3,Ohio State,Toledo,0.79,1.22,0.46,0.13
2022,3,Oklahoma,Nebraska,0.31,0.58,0.14,0.14
2022,3,Oklahoma State,Arkansas-Pine Bluff,0.53,0.78,0.21,0.0
2022,3,Old Dominion,Virginia,0.05,0.31,-0.29,0.08
2022,3,Ole Miss,Georgia Tech,0.31,0.36,0.29,-0.2
2022,3,Oregon,BYU,0.46,0.63,0.39,0.11
2022,3,Oregon State,Montana State,0.58,0.88,0.36,0.0
2022,3,Penn State,Auburn,0.38,0.67,0.21,-0.07
2022,3,Pittsburgh,Western Michigan,0.39,1.09,0.18,-0.24
2022,3,Purdue,Syracuse,0.17,0.26,-0.04,-0.03
2022,3,Rice,Louisiana,0.16,0.33,0.06,0.1
2022,3,Rutgers,Temple,0.02,0.09,-0.01,0.08
2022,3,San Diego State,Utah,-0.22,-0.5,-0.02,0.28
2022,3,SMU,Maryland,-0.16,-0.1,-0.15,0.34
2022,3,South Alabama,UCLA,0.22,0.35,0.14,0.17
2022,3,South Carolina,Georgia,-0.19,-0.25,-0.12,0.53
2022,3,Southern Miss,Northwestern State,0.42,0.8,0.14,0.0
2022,3,South Florida,Florida,0.25,-0.31,0.57,0.12
2022,3,Syracuse,Purdue,-0.03,0.21,-0.06,0.17
2022,3,Temple,Rutgers,0.08,0.1,0.06,0.02
2022,3,Tennessee,Akron,0.73,1.08,0.52,-0.04
2022,3,Texas,UTSA,0.35,0.18,0.5,0.04
2022,3,Texas A&M,Miami,0.12,0.25,0.03,0.07
2022,3,Texas State,Baylor,-0.08,-0.1,-0.06,0.34
2022,3,Texas Tech,NC State,0.04,-0.05,0.23,0.08
2022,3,Toledo,Ohio State,0.13,0.4,0.08,0.79
2022,3,Troy,App State,0.25,0.32,0.17,0.34
2022,3,Tulane,Kansas State,0.01,0.19,0.07,0.05
2022,3,Tulsa,Jacksonville State,0.5,0.86,0.06,0.0
2022,3,UAB,Georgia Southern,0.37,0.34,0.39,0.11
2022,3,UCF,Florida Atlantic,0.42,0.78,0.21,0.08
2022,3,UCLA,South Alabama,0.17,0.76,-0.3,0.22
2022,3,UConn,Michigan,-0.32,-0.35,-0.12,0.41
2022,3,UL Monroe,Alabama,-0.42,-0.42,-0.05,0.13
2022,3,UNLV,North Texas,0.52,0.41,0.59,0.11
2022,3,USC,Fresno State,0.42,0.35,0.5,0.08
2022,3,Utah,San Diego State,0.28,0.3,0.26,-0.22
2022,3,UTEP,New Mexico,-0.26,-0.24,0.01,-0.08
2022,3,UTSA,Texas,0.04,0.21,-0.08,0.35
2022,3,Vanderbilt,Northern Illinois,0.39,0.66,0.21,0.32
2022,3,Virginia,Old Dominion,0.08,0.18,-0.01,0.05
2022,3,Virginia Tech,Wofford,0.24,0.54,-0.08,0.0
2022,3,Wake Forest,Liberty,0.11,0.39,-0.3,0.07
