season,team,sp_overall,sp_offense,sp_defense,sp_st
2025,Indiana,32.4,40.8,9.9,1.5
2025,Ohio State,30.1,37.6,7.7,0.2
2025,Texas Tech,27.6,39.3,12.3,0.6
2025,Oregon,25.9,38.7,13.5,0.7
2025,Notre Dame,24.4,40.0,16.3,0.8
2025,Georgia,24.1,37.0,14.8,1.9
2025,Ole Miss,24.0,40.4,18.3,1.9
2025,Utah,22.2,39.7,17.5,0.0
2025,Miami,20.7,34.2,14.3,0.8
2025,Texas A&M,20.7,38.0,16.4,-1.0
2025,Vanderbilt,20.3,39.9,21.4,1.8
2025,Iowa,19.7,32.1,14.2,1.7
2025,Washington,18.4,34.5,15.3,-0.9
2025,Oklahoma,18.3,30.1,12.9,1.1
2025,Penn State,18.1,35.1,18.8,1.8
2025,USC,16.9,38.9,21.0,-1.0
2025,Texas,16.2,32.9,17.9,1.2
2025,BYU,15.9,33.9,18.8,0.8
2025,Tennessee,15.0,39.3,25.4,1.1
2025,Alabama,14.8,32.2,16.1,-1.3
2025,Missouri,14.4,31.2,15.4,-1.4
2025,North Texas,13.8,43.1,28.6,-0.7
2025,SMU,13.4,34.2,19.5,-1.2
2025,Illinois,12.9,33.3,21.7,1.3
2025,Michigan,12.4,30.9,17.0,-1.4
2025,Louisville,12.4,31.6,19.8,0.6
2025,James Madison,12.3,34.9,21.4,-1.1
2025,Arizona,12.0,33.0,19.5,-1.5
2025,Auburn,11.6,28.3,17.4,0.7
2025,South Florida,11.6,37.7,25.3,-0.8
2025,Virginia,11.1,28.8,18.1,0.5
2025,LSU,10.3,25.8,16.1,0.7
2025,Iowa State,9.9,28.1,19.5,1.3
2025,Clemson,9.5,27.5,18.9,0.8
2025,Georgia Tech,9.3,32.5,24.9,1.7
2025,Pittsburgh,8.4,31.6,23.5,0.4
2025,TCU,8.3,32.9,23.9,-0.7
2025,East Carolina,8.0,32.6,24.0,-0.5
2025,Memphis,7.6,34.3,28.3,1.5
2025,Houston,7.4,31.5,23.0,-1.1
2025,Florida State,7.2,29.3,21.2,-0.8
