id,season,week,season_type,start_date,home_team,away_team,home_conference,away_conference,home_points,away_points,neutral_site,conference_game,venue
401282714,2021,1,regular,2021-08-28 17:20:00,Illinois,Nebraska,Big Ten,Big Ten,30,22,False,True,"Memorial Stadium (Champaign, IL)"
401286187,2021,1,regular,2021-08-28 18:00:00,Fresno State,UConn,Mountain West,FBS Independents,45,0,False,False,Valley Children's Stadium
401329133,2021,1,regular,2021-08-28 19:00:00,Central State,Kentucky State,SIAC,SIAC,6,20,True,True,Ohio Stadium
401309833,2021,1,regular,2021-08-28 19:30:00,UCLA,Hawai'i,Pac-12,Mountain West,44,10,False,False,Rose Bowl
401328337,2021,1,regular,2021-08-28 22:00:00,Indiana State,Eastern Illinois,MVFC,OVC,26,21,False,False,Memorial Stadium
401327539,2021,1,regular,2021-08-28 23:00:00,North Carolina Central,Alcorn State,MEAC,SWAC,23,14,True,False,Center Parc Stadium
401282049,2021,1,regular,2021-08-29 01:30:00,New Mexico State,UTEP,FBS Independents,Conference USA,3,30,False,False,Aggie Memorial Stadium
401310693,2021,1,regular,2021-08-29 02:00:00,San José State,Southern Utah,Mountain West,Big Sky,45,14,False,False,CEFCU Stadium
401282050,2021,1,regular,2021-09-01 23:30:00,Jacksonville State,UAB,AWC,Conference USA,0,31,True,False,Cramton Bowl
401328215,2021,1,regular,2021-09-02 22:00:00,Wingate,Shaw,South Atlantic,CIAA,30,7,False,False,Irwin Belk Stadium
401328989,2021,1,regular,2021-09-02 22:00:00,Wayne State (MI),Slippery Rock,GLIAC,Pennsylvania State Athletic,21,24,False,False,Tom Adams Field
401328204,2021,1,regular,2021-09-02 22:00:00,Stony Brook,New Hampshire,CAA,CAA,21,27,False,True,Kenneth P. LaValle Stadium
401334787,2021,1,regular,2021-09-02 23:00:00,Fairmont State,California (PA),Mountain East,Pennsylvania State Athletic,14,23,False,False,Duvall-Rosier Field
401329056,2021,1,regular,2021-09-02 23:00:00,Carson Newman,West Georgia,South Atlantic,Gulf South,7,45,False,False,Burke-Tarr Stadium
401328309,2021,1,regular,2021-09-02 23:00:00,Arkansas Monticello,Southern Nazarene,Great American,Great American,30,23,False,True,Convoy Leslie Cotton Boll Stadium
401329015,2021,1,regular,2021-09-02 23:00:00,Delta State,Bethel University Tennessee,Gulf South,,48,14,False,False,Parker Field at McCool Stadium
401329020,2021,1,regular,2021-09-02 23:00:00,Mississippi College,Albany State,Gulf South,SIAC,0,24,False,False,Robinson-Hale Stadium
401328432,2021,1,regular,2021-09-02 23:00:00,Northwestern (OK),Southern Arkansas,Great American,Great American,13,32,False,True,Ranger Field
401329443,2021,1,regular,2021-09-02 23:00:00,Lincoln (MO),Washburn,Mid America,Mid America,12,76,False,True,Dwight T. Reed Stadium
401337471,2021,1,regular,2021-09-02 23:00:00,West Liberty,Walsh,Mountain East,Great Midwest Athletic,6,27,False,False,West Family Stadium
401329270,2021,1,regular,2021-09-02 23:00:00,Seton Hill,Wheeling,Pennsylvania State Athletic,Mountain East,16,14,False,False,Offutt Field
401328276,2021,1,regular,2021-09-02 23:00:00,Arkansas Tech,Southeastern Oklahoma State,Great American,Great American,20,38,False,True,Thone Stadium at Buerkle Field
401328973,2021,1,regular,2021-09-02 23:00:00,Northwood,Gannon,GLIAC,Pennsylvania State Athletic,21,28,False,False,Hantz Stadium
401329491,2021,1,regular,2021-09-02 23:00:00,Minnesota State,Northern State,Northern Sun,Northern Sun,40,34,False,True,Blakeslee Stadium
401329651,2021,1,regular,2021-09-02 23:00:00,Mars Hill,Chowan,South Atlantic,CIAA,24,30,False,False,Meares Stadium
401329689,2021,1,regular,2021-09-02 23:00:00,Upper Iowa,Minnesota Duluth,Northern Sun,Northern Sun,14,41,False,True,Harms-Eischeid Stadium
401328175,2021,1,regular,2021-09-02 23:00:00,Maine,Delaware,CAA,CAA,24,34,False,True,Alfond Stadium
401328466,2021,1,regular,2021-09-02 23:00:00,Ouachita Baptist,Oklahoma Baptist,Great American,Great American,38,31,False,True,Cliff Harris Stadium
401329503,2021,1,regular,2021-09-02 23:00:00,Sioux Falls,Bemidji State,Northern Sun,Northern Sun,16,24,False,True,Bob Young Field
401328605,2021,1,regular,2021-09-02 23:00:00,Lindenwood,Angelo State,Great Lakes Valley,Lone Star,20,40,False,False,Hunter Stadium
401329425,2021,1,regular,2021-09-02 23:00:00,Millersville,American International,Pennsylvania State Athletic,Northeast 10,9,14,False,False,Chryst Field at Biemesderfer Stadium
401329357,2021,1,regular,2021-09-02 23:00:00,Ohio Dominican,Shepherd,Great Midwest Athletic,Pennsylvania State Athletic,30,35,False,False,Panther Stadium (OH)
401328397,2021,1,regular,2021-09-02 23:00:00,Southwestern Oklahoma State,Henderson State,Great American,Great American,13,31,False,True,Milam Stadium
401328458,2021,1,regular,2021-09-02 23:00:00,Samford,Tennessee Tech,Southern,OVC,52,14,False,False,Seibert Stadium
401334786,2021,1,regular,2021-09-02 23:00:00,Wayne State (NE),University of Mary,Northern Sun,Northern Sun,34,27,False,True,"Memorial Stadium (Wayne, NE)"
401309540,2021,1,regular,2021-09-02 23:00:00,Ball State,Western Illinois,Mid-American,MVFC,31,21,False,False,Scheumann Stadium
401332315,2021,1,regular,2021-09-02 23:00:00,Drake,West Virginia Wesleyan,Pioneer,Mountain East,45,3,False,False,Drake Stadium
401328545,2021,1,regular,2021-09-02 23:00:00,Coastal Carolina,The Citadel,Sun Belt,Southern,52,14,False,False,Brooks Stadium (SC)
401334756,2021,1,regular,2021-09-02 23:00:00,Kentucky Wesleyan,Frostburg State,Great Midwest Athletic,Mountain East,13,20,False,False,Steele Stadium
401300995,2021,1,regular,2021-09-02 23:00:00,UCF,Boise State,American Athletic,Mountain West,36,31,False,False,FBC Mortgage Stadium
401328388,2021,1,regular,2021-09-02 23:00:00,Youngstown State,Incarnate Word,MVFC,Southland,44,41,False,False,Stambaugh Stadium
401357797,2021,1,regular,2021-09-02 23:00:00,Mercer,Point University,Southern,,69,0,False,False,Five Star Stadium at the Moye Complex
401309542,2021,1,regular,2021-09-02 23:00:00,Buffalo,Wagner,Mid-American,NEC,69,7,False,False,UB Stadium
401329660,2021,1,regular,2021-09-02 23:05:00,East Stroudsburg,Pace,Pennsylvania State Athletic,Northeast 10,35,14,False,False,Eiler-Martin Stadium
401328768,2021,1,regular,2021-09-02 23:30:00,Ferris State,Findlay,GLIAC,Great Midwest Athletic,54,14,False,False,Top Taggart Field
401309834,2021,1,regular,2021-09-02 23:30:00,Utah,Weber State,Pac-12,Big Sky,40,17,False,False,Rice-Eccles Stadium
401300994,2021,1,regular,2021-09-02 23:30:00,Tulsa,UC Davis,American Athletic,Big Sky,17,19,False,False,Chapman Stadium
401328404,2021,1,regular,2021-09-02 23:30:00,Chattanooga,Austin Peay,Southern,OVC,20,30,False,False,Finley Stadium
401300993,2021,1,regular,2021-09-02 23:30:00,App State,East Carolina,Sun Belt,American Athletic,33,19,False,False,Kidd Brewer Stadium
401282607,2021,1,regular,2021-09-02 23:30:00,NC State,South Florida,ACC,American Athletic,45,0,False,False,Carter-Finley Stadium
401328383,2021,1,regular,2021-09-02 23:30:00,Southeast Missouri State,Southern Illinois,OVC,MVFC,21,47,False,False,Houck Field
401281952,2021,1,regular,2021-09-03 00:00:00,Tennessee,Bowling Green,SEC,Mid-American,38,6,False,False,Neyland Stadium
401282789,2021,1,regular,2021-09-03 00:00:00,Minnesota,Ohio State,Big Ten,Big Ten,31,45,False,True,Huntington Bank Stadium
401328420,2021,1,regular,2021-09-03 00:00:00,Murray State,Mississippi Valley State,OVC,SWAC,35,0,False,False,Roy Stewart Stadium
