season,team,sp_overall,sp_offense,sp_defense,sp_st
2024,Ohio State,31.2,39.5,9.2,0.8
2024,Ole Miss,27.9,37.7,11.9,2.1
2024,Oregon,26.0,40.8,16.3,1.5
2024,Alabama,25.0,37.9,14.6,1.7
2024,Penn State,24.6,37.5,13.1,0.2
2024,Georgia,24.3,37.3,14.9,1.9
2024,Texas,24.1,36.6,10.8,-1.7
2024,Notre Dame,23.9,38.6,14.1,-0.6
2024,Tennessee,22.0,33.7,13.5,1.7
2024,Miami,21.6,44.2,24.3,1.8
2024,Indiana,20.1,35.0,16.4,1.5
2024,SMU,17.5,38.2,21.1,0.4
2024,Texas A&M,17.0,34.0,18.6,1.6
2024,South Carolina,16.9,32.1,16.0,0.8
2024,LSU,15.9,36.8,21.7,0.8
2024,Iowa,15.8,27.0,13.3,2.0
2024,BYU,15.3,32.0,18.8,2.0
2024,Kansas State,14.1,33.0,20.4,1.5
2024,Missouri,14.0,33.7,18.7,-1.0
2024,Florida,13.8,31.7,20.0,2.1
2024,Louisville,13.6,37.7,22.9,-1.1
2024,Clemson,13.3,35.4,20.9,-1.1
2024,USC,11.9,35.6,24.0,0.3
2024,Arkansas,11.0,31.4,21.7,1.3
2024,TCU,10.8,34.6,22.8,-0.9
2024,Michigan,10.6,24.1,15.1,1.7
2024,Minnesota,10.4,25.6,15.4,0.2
2024,Iowa State,10.3,30.8,20.2,-0.3
2024,Boise State,10.1,35.3,24.2,-1.0
2024,Virginia Tech,10.0,31.3,22.4,1.2
2024,Memphis,9.6,36.7,28.2,1.0
2024,Illinois,9.6,29.0,20.9,1.5
2024,Auburn,9.5,27.9,17.8,-0.6
2024,Oklahoma,9.5,25.9,17.8,1.4
2024,Arizona State,9.4,32.4,20.9,-2.1
2024,UNLV,9.3,32.6,24.6,1.3
2024,Army,9.2,31.1,21.7,-0.1
2024,Baylor,8.4,33.5,26.2,1.1
2024,Colorado,8.1,33.3,23.5,-1.7
2024,Utah,7.7,23.6,17.2,1.3
2024,James Madison,7.5,29.7,22.9,0.7
2024,Rutgers,6.4,28.5,22.8,0.7
2024,Tulane,5.7,32.9,27.1,-0.1
2024,Duke,5.6,26.7,21.3,0.2
2024,Kentucky,5.5,24.5,20.9,2.0
2024,Syracuse,5.5,35.8,28.9,-1.3
2024,Nebraska,5.5,23.1,15.8,-1.8
2024,Texas State,5.4,34.2,28.4,-0.4
2024,North Carolina,5.0,31.5,26.3,-0.2
2024,Vanderbilt,4.9,28.2,25.4,2.0
2024,Pittsburgh,4.9,29.3,26.3,1.8
2024,Kansas,4.9,32.4,26.5,-1.0
2024,Louisiana,4.8,31.5,27.8,1.1
2024,Texas Tech,4.3,33.5,30.8,1.6
2024,California,4.0,27.4,22.9,-0.5
2024,NC State,3.9,29.9,26.5,0.5
2024,Navy,3.5,29.5,24.4,-1.7
2024,Marshall,3.1,29.6,26.9,0.4
2024,Washington,3.1,27.3,22.4,-1.8
2024,Wisconsin,3.0,23.0,19.8,-0.2
2024,South Alabama,2.8,29.9,26.9,-0.2
2024,UCF,2.8,29.0,25.8,-0.4
2024,Ohio,2.3,27.2,23.9,-0.9
2024,UTSA,2.2,32.3,31.5,1.4
2024,West Virginia,2.1,30.1,29.7,1.8
2024,Georgia Tech,1.9,31.1,27.9,-1.3
2024,UConn,1.5,26.9,25.7,0.3
2024,Miami (OH),1.3,23.2,23.2,1.3
2024,Washington State,1.3,34.0,31.1,-1.5
2024,Boston College,1.2,28.0,24.7,-2.1
2024,Liberty,0.2,28.2,26.6,-1.5
2024,Cincinnati,-0.1,25.6,25.0,-0.7
2024,East Carolina,-1.0,28.5,29.7,0.2
2024,Jacksonville State,-1.0,28.8,28.3,-1.5
2024,UCLA,-1.3,21.3,23.3,0.7
2024,Georgia Southern,-1.7,26.5,30.1,1.9
2024,Bowling Green,-1.8,25.6,27.2,-0.2
2024,Western Kentucky,-2.2,22.1,26.1,1.8
2024,South Florida,-2.3,29.5,33.4,1.6
2024,Toledo,-2.5,24.5,26.3,-0.7
2024,Oklahoma State,-2.6,29.4,31.7,-0.4
2024,Arizona,-2.8,24.4,29.0,1.8
2024,Florida State,-3.2,20.1,25.3,2.0
2024,Northern Illinois,-3.5,20.0,21.6,-1.9
2024,Fresno State,-3.8,25.1,27.6,-1.4
2024,Maryland,-3.9,23.3,27.1,-0.1
2024,Buffalo,-4.0,25.4,30.2,0.8
2024,Mississippi State,-4.1,25.5,31.2,1.5
2024,North Texas,-4.5,33.3,37.0,-0.8
2024,Michigan State,-4.6,18.0,24.1,1.4
2024,Virginia,-5.1,23.7,29.3,0.5
2024,San José State,-5.5,26.1,30.1,-1.5
2024,Wake Forest,-5.7,25.8,31.8,0.3
2024,Colorado State,-5.7,24.2,29.2,-0.8
2024,Old Dominion,-6.0,25.7,31.3,-0.4
2024,Troy,-6.6,24.1,30.1,-0.6
2024,Oregon State,-6.7,26.1,32.7,0.0
2024,Coastal Carolina,-6.9,25.5,33.4,1.0
2024,Sam Houston,-6.9,19.0,23.8,-2.1
2024,App State,-8.1,27.2,33.6,-1.6
2024,Houston,-8.2,18.1,24.5,-1.8
2024,Northwestern,-8.2,17.5,24.3,-1.4
2024,Stanford,-8.2,24.4,34.1,1.5
2024,Arkansas State,-9.9,24.6,35.2,0.7
2024,Western Michigan,-10.2,24.7,36.0,1.1
2024,Utah State,-10.4,30.2,40.3,-0.3
2024,Hawai'i,-10.9,20.9,30.0,-1.8
2024,UAB,-11.3,25.9,38.0,0.9
2024,Rice,-11.4,20.5,30.4,-1.4
2024,Louisiana Tech,-11.6,15.9,26.3,-1.2
2024,Air Force,-11.7,17.8,27.5,-2.0
2024,Florida International,-12.1,20.5,31.3,-1.2
2024,Florida Atlantic,-12.7,20.8,32.1,-1.5
2024,Eastern Michigan,-13.3,20.5,34.3,0.5
2024,Wyoming,-13.6,16.3,30.8,0.9
2024,New Mexico,-14.8,27.6,40.5,-1.9
2024,Nevada,-15.2,21.0,34.2,-2.0
2024,Charlotte,-15.3,21.4,37.6,0.9
2024,San Diego State,-15.4,17.7,32.1,-0.9
2024,Central Michigan,-15.8,17.7,34.3,0.9
2024,Purdue,-16.2,19.2,33.6,-1.8
2024,UL Monroe,-16.7,16.9,32.5,-1.0
2024,Akron,-17.9,15.7,34.6,1.0
2024,Georgia State,-17.9,21.0,37.4,-1.5
2024,New Mexico State,-19.0,17.8,38.1,1.3
2024,Ball State,-19.8,21.3,40.8,-0.3
2024,Temple,-20.3,17.3,37.8,0.3
2024,Tulsa,-20.6,21.2,40.3,-1.6
2024,Massachusetts,-21.9,20.5,40.3,-2.1
2024,UTEP,-22.7,13.7,34.2,-2.1
2024,Middle Tennessee,-24.4,13.7,37.3,-0.8
2024,Kennesaw State,-25.1,10.2,35.1,-0.3
2024,Southern Miss,-25.6,14.4,39.4,-0.6
2024,Kent State,-33.0,12.6,43.8,-1.9
2024,nationalAverages,0.5522388059701493,27.144029850746268,26.60970149253731,0.020895522388059702
