season,week,team,opponent,cfb_off_epa_per_play,cfb_off_pass_epa,cfb_off_rush_epa,cfb_def_epa_per_play
2018,1,Air Force,Stony Brook,0.15,-0.2,0.16,0.0
2018,1,Alabama,Louisville,0.39,0.69,0.23,-0.03
2018,1,App State,Penn State,0.23,0.37,0.09,0.21
2018,1,Arizona,BYU,0.14,0.2,0.1,0.28
2018,1,Arizona State,UTSA,0.45,0.72,0.27,-0.08
2018,1,Arkansas,Eastern Illinois,0.32,0.91,-0.11,0.0
2018,1,Arkansas State,Southeast Missouri State,0.44,0.95,-0.08,0.0
2018,1,Army,Duke,0.2,0.47,0.07,0.32
2018,1,Auburn,Washington,0.22,0.58,-0.08,0.08
2018,1,Ball State,Central Connecticut,0.43,0.37,0.49,0.0
2018,1,Baylor,Abilene Christian,0.55,0.52,0.55,0.0
2018,1,Boise State,Troy,0.46,0.89,0.02,0.09
2018,1,Boston College,Massachusetts,0.37,0.83,0.17,-0.13
2018,1,Boston College,Massachusetts,0.37,0.83,0.17,0.54
2018,1,Bowling Green,Oregon,-0.06,0.05,-0.11,0.39
2018,1,Buffalo,Delaware State,0.31,0.65,0.03,0.0
2018,1,BYU,Arizona,0.28,0.33,0.26,0.14
2018,1,California,North Carolina,-0.08,-0.2,0.01,-0.05
2018,1,Central Michigan,Kentucky,-0.02,-0.14,0.13,0.21
2018,1,Charlotte,Fordham,0.28,0.62,0.12,0.0
2018,1,Cincinnati,UCLA,0.01,-0.21,0.17,0.1
2018,1,Clemson,Furman,0.39,0.29,0.49,0.0
2018,1,Coastal Carolina,South Carolina,0.05,0.11,-0.01,0.54
2018,1,Colorado,Colorado State,0.39,0.94,0.04,0.55
2018,1,Colorado,Colorado State,0.39,0.94,0.04,-0.03
2018,1,Colorado State,Hawai'i,0.55,0.77,0.09,0.5
2018,1,Colorado State,Hawai'i,0.55,0.77,0.09,0.44
2018,1,Colorado State,Colorado,-0.03,0.1,-0.14,0.39
2018,1,Duke,Army,0.32,0.3,0.4,0.2
2018,1,East Carolina,North Carolina A&T,-0.14,-0.08,-0.21,0.0
2018,1,Eastern Michigan,Monmouth,0.43,1.08,-0.01,0.0
2018,1,Florida,Charleston Southern,0.32,0.63,0.14,0.0
2018,1,Florida Atlantic,Oklahoma,-0.02,-0.06,0.02,0.68
2018,1,Florida International,Indiana,0.1,0.05,0.13,0.3
2018,1,Florida State,Virginia Tech,-0.09,0.21,-0.24,-0.03
2018,1,Fresno State,Idaho,0.44,0.32,0.54,0.0
2018,1,Georgia,Austin Peay,0.42,0.65,0.27,0.0
2018,1,Georgia Southern,South Carolina State,0.27,0.14,0.31,0.0
2018,1,Georgia State,Kennesaw State,0.13,0.42,-0.16,0.0
2018,1,Georgia Tech,Alcorn State,0.27,-0.09,0.39,0.0
2018,1,Hawai'i,Navy,0.5,0.78,0.06,0.43
2018,1,Hawai'i,Colorado State,0.44,0.82,0.1,0.55
2018,1,Hawai'i,Colorado State,0.44,0.82,0.1,-0.03
2018,1,Houston,Rice,0.5,0.94,0.2,0.12
2018,1,Houston,Rice,0.5,0.94,0.2,0.16
2018,1,Illinois,Kent State,0.18,-0.01,0.26,0.17
2018,1,Indiana,Florida International,0.3,0.52,0.09,0.1
2018,1,Iowa,Northern Illinois,0.08,0.28,-0.02,-0.09
2018,1,Kansas,Nicholls,-0.05,-0.1,-0.03,0.0
2018,1,Kansas State,South Dakota,-0.04,-0.28,0.14,0.0
2018,1,Kent State,Illinois,0.17,0.16,0.2,0.18
2018,1,Kentucky,Central Michigan,0.21,-0.12,0.42,-0.02
2018,1,Liberty,Old Dominion,0.38,0.73,0.09,0.0
2018,1,Louisiana,Grambling,0.44,0.43,0.44,0.0
2018,1,Louisiana Tech,South Alabama,0.11,-0.03,0.22,-0.01
2018,1,Louisville,Alabama,-0.03,-0.02,-0.31,0.39
2018,1,LSU,Miami,0.01,0.08,-0.04,0.01
2018,1,Marshall,Miami (OH),0.28,0.29,0.27,0.2
2018,1,Maryland,Texas,0.11,0.4,-0.04,0.12
2018,1,Massachusetts,Boston College,-0.13,-0.14,-0.1,0.37
2018,1,Massachusetts,Duquesne,0.54,0.67,0.45,0.0
2018,1,Memphis,Mercer,0.49,0.93,0.15,0.0
2018,1,Miami,LSU,0.01,0.0,0.04,0.01
2018,1,Miami (OH),Marshall,0.2,0.32,-0.01,0.28
2018,1,Michigan,Notre Dame,0.0,0.1,-0.11,0.13
2018,1,Michigan State,Utah State,0.12,0.11,0.12,0.15
2018,1,Middle Tennessee,Vanderbilt,0.07,-0.08,0.28,0.38
2018,1,Minnesota,New Mexico State,0.32,0.44,0.29,-0.16
2018,1,Minnesota,New Mexico State,0.32,0.44,0.29,-0.07
2018,1,Mississippi State,Stephen F. Austin,0.53,0.69,0.39,0.0
2018,1,Missouri,UT Martin,0.32,0.84,0.01,0.0
2018,1,Navy,Hawai'i,0.43,0.06,0.56,0.5
2018,1,Navy,Hawai'i,0.43,0.06,0.56,0.44
