id,season,week,season_type,start_date,home_team,away_team,home_conference,away_conference,home_points,away_points,neutral_site,conference_game,venue
401128622,2019,1,regular,2019-08-24 16:00:00,Colgate,Villanova,Patriot,CAA,14,34,False,False,Andy Kerr Stadium
401127303,2019,1,regular,2019-08-24 19:00:00,Samford,Youngstown State,Southern,MVFC,22,45,True,False,Cramton Bowl
401110723,2019,1,regular,2019-08-24 23:00:00,Florida,Miami,SEC,ACC,24,20,True,False,Camping World Stadium
401114164,2019,1,regular,2019-08-25 02:30:00,Hawai'i,Arizona,Mountain West,Pac-12,45,38,False,False,Aloha Stadium
401128597,2019,1,regular,2019-08-29 22:00:00,Morehead State,Union College,Pioneer,,44,7,False,False,Jayne Stadium
401127042,2019,1,regular,2019-08-29 23:00:00,Richmond,Jacksonville,CAA,Pioneer,38,19,False,False,E. Claiborne Robins Stadium
401119254,2019,1,regular,2019-08-29 23:00:00,Bowling Green,Morgan State,Mid-American,MEAC,46,3,False,False,Doyt L. Perry Stadium
401127043,2019,1,regular,2019-08-29 23:00:00,Stony Brook,Bryant,CAA,NEC,35,10,False,False,Kenneth P. LaValle Stadium
401128370,2019,1,regular,2019-08-29 23:00:00,Murray State,Pikeville,OVC,,59,20,False,False,Roy Stewart Stadium
401117855,2019,1,regular,2019-08-29 23:00:00,UConn,Wagner,American Athletic,NEC,24,21,False,False,Pratt & Whitney Stadium
401128490,2019,1,regular,2019-08-29 23:00:00,Chattanooga,Eastern Illinois,Southern,OVC,24,10,False,False,Finley Stadium
401117854,2019,1,regular,2019-08-29 23:00:00,Cincinnati,UCLA,American Athletic,Pac-12,24,14,False,False,Nippert Stadium
401127039,2019,1,regular,2019-08-29 23:00:00,Delaware,Delaware State,CAA,MEAC,31,13,False,False,Delaware Stadium
401128354,2019,1,regular,2019-08-29 23:00:00,Eastern Kentucky,Valparaiso,OVC,Pioneer,53,7,False,False,Roy Kidd Stadium
401119255,2019,1,regular,2019-08-29 23:00:00,Buffalo,Robert Morris,Mid-American,NEC,38,10,False,False,UB Stadium
401117853,2019,1,regular,2019-08-29 23:30:00,UCF,Florida A&M,American Athletic,MEAC,62,0,False,False,FBC Mortgage Stadium
401135910,2019,1,regular,2019-08-29 23:30:00,Charlotte,Gardner-Webb,Conference USA,Big South,49,28,False,False,Jerry Richardson Stadium
401114246,2019,1,regular,2019-08-29 23:30:00,Western Kentucky,Central Arkansas,Conference USA,Southland,28,35,False,False,Houchens Industries-L.T. Smith Stadium
401128724,2019,1,regular,2019-08-29 23:30:00,UT Martin,Northwestern State,OVC,Southland,42,20,False,False,Graham Stadium
401127297,2019,1,regular,2019-08-29 23:30:00,Southeast Missouri State,Southern Illinois,OVC,MVFC,44,26,False,False,Houck Stadium
401114236,2019,1,regular,2019-08-30 00:00:00,Tulane,Florida International,American Athletic,Conference USA,42,14,False,False,Yulman Stadium
401114237,2019,1,regular,2019-08-30 00:00:00,UAB,Alabama State,Conference USA,SWAC,24,19,False,False,Legion Field
401128362,2019,1,regular,2019-08-30 00:00:00,SE Louisiana,Jacksonville State,Southland,OVC,35,14,False,False,Strawberry Stadium
401127029,2019,1,regular,2019-08-30 00:00:00,North Alabama,Western Illinois,Big South,MVFC,26,17,False,False,Braly Municipal Stadium
401128709,2019,1,regular,2019-08-30 00:00:00,Lamar,Bethel University Tennessee,Southland,,65,16,False,False,Provost Umphrey Stadium
401111653,2019,1,regular,2019-08-30 00:00:00,Clemson,Georgia Tech,ACC,ACC,52,14,False,True,"Memorial Stadium (Clemson, SC)"
401127240,2019,1,regular,2019-08-30 00:00:00,Austin Peay,North Carolina Central,OVC,MEAC,41,10,False,False,Governors Stadium
401110731,2019,1,regular,2019-08-30 00:30:00,Texas A&M,Texas State,SEC,Sun Belt,41,7,False,False,Kyle Field
401119253,2019,1,regular,2019-08-30 00:50:00,Central Michigan,UAlbany,Mid-American,CAA,38,21,False,False,Kelly/Shorts Stadium
401126954,2019,1,regular,2019-08-30 01:00:00,Northern Arizona,Missouri State,Big Sky,MVFC,37,23,False,False,Walkup Skydome
401112229,2019,1,regular,2019-08-30 01:00:00,Minnesota,South Dakota State,Big Ten,MVFC,28,21,False,False,Huntington Bank Stadium
401114153,2019,1,regular,2019-08-30 02:00:00,Arizona State,Kent State,Pac-12,Mid-American,30,7,False,False,Mountain America Stadium
401117493,2019,1,regular,2019-08-30 02:00:00,San José State,Northern Colorado,Mountain West,Big Sky,35,18,False,False,CEFCU Stadium
401114223,2019,1,regular,2019-08-30 02:15:00,BYU,Utah,FBS Independents,Pac-12,12,30,False,False,LaVell Edwards Stadium
401127040,2019,1,regular,2019-08-30 22:00:00,Maine,Sacred Heart,CAA,NEC,42,14,False,False,Alfond Stadium
401114238,2019,1,regular,2019-08-30 22:00:00,Army,Rice,FBS Independents,Conference USA,14,7,False,False,Michie Stadium
401112212,2019,1,regular,2019-08-30 23:00:00,Michigan State,Tulsa,Big Ten,American Athletic,28,7,False,False,Spartan Stadium
401112264,2019,1,regular,2019-08-30 23:15:00,Rutgers,Massachusetts,Big Ten,FBS Independents,48,21,False,False,High Point Solutions Stadium
401117856,2019,1,regular,2019-08-30 23:55:00,South Florida,Wisconsin,American Athletic,Big Ten,0,49,False,False,Raymond James Stadium
401112430,2019,1,regular,2019-08-31 00:00:00,Wake Forest,Utah State,ACC,Mountain West,38,35,False,False,Allegacy Federal Credit Union Stadium
401112262,2019,1,regular,2019-08-31 01:30:00,Nevada,Purdue,Mountain West,Big Ten,34,31,False,False,Mackay Stadium
401114184,2019,1,regular,2019-08-31 02:00:00,Colorado,Colorado State,Pac-12,Mountain West,52,31,True,False,Sports Authority Field at Mile High
401112122,2019,1,regular,2019-08-31 02:30:00,Oregon State,Oklahoma State,Pac-12,Big 12,36,52,False,False,Reser Stadium
401112085,2019,1,regular,2019-08-31 16:00:00,Iowa State,Northern Iowa,Big 12,MVFC,29,26,False,False,Jack Trice Stadium
401110726,2019,1,regular,2019-08-31 16:00:00,Memphis,Ole Miss,American Athletic,SEC,15,10,False,False,Simmons Bank Liberty Stadium
