id,season,week,season_type,start_date,home_team,away_team,home_conference,away_conference,home_points,away_points,neutral_site,conference_game,venue
400869090,2016,1,regular,2016-08-27 02:00:00,California,Hawai'i,Pac-12,Mountain West,51,31,True,False,ANZ Stadium
400873307,2016,1,regular,2016-08-27 23:30:00,North Dakota State,Charleston Southern,MVFC,Big South,24,17,False,False,Fargodome
400874861,2016,1,regular,2016-09-01 22:00:00,Wagner,Saint Anselm,NEC,Northeast 10,38,16,False,False,Wagner College Stadium
400871391,2016,1,regular,2016-09-01 23:00:00,Samford,Mars Hill,Southern,South Atlantic,77,7,False,False,Seibert Stadium
400872706,2016,1,regular,2016-09-01 23:00:00,Delaware,Delaware State,CAA,MEAC,56,14,False,False,Delaware Stadium
400872827,2016,1,regular,2016-09-01 23:00:00,Robert Morris,Alderson-Broaddus,NEC,Great Midwest Athletic,7,14,False,False,Joe Walton Stadium
400869503,2016,1,regular,2016-09-01 23:00:00,UConn,Maine,American Athletic,CAA,24,21,False,False,Pratt & Whitney Stadium
400869257,2016,1,regular,2016-09-01 23:00:00,Central Michigan,Presbyterian,Mid-American,Big South,49,3,False,False,Kelly/Shorts Stadium
400871388,2016,1,regular,2016-09-01 23:00:00,Eastern Illinois,Western Illinois,OVC,MVFC,21,38,False,False,O'Brien Stadium
400869421,2016,1,regular,2016-09-01 23:00:00,Wake Forest,Tulane,ACC,American Athletic,7,3,False,False,Allegacy Federal Credit Union Stadium
400871414,2016,1,regular,2016-09-01 23:00:00,Chattanooga,Shorter,Southern,Gulf South,66,0,False,False,Finley Stadium
400872479,2016,1,regular,2016-09-01 23:00:00,Central Arkansas,Houston Christian,Southland,Southland,56,13,False,True,Estes Stadium
400871358,2016,1,regular,2016-09-01 23:00:00,Missouri State,Southwestern (KS),MVFC,,57,0,False,False,Plaster Sports Complex
400869341,2016,1,regular,2016-09-01 23:00:00,Louisville,Charlotte,ACC,Conference USA,70,14,False,False,L&N Federal Credit Union Stadium
400869731,2016,1,regular,2016-09-01 23:00:00,Stony Brook,North Dakota,CAA,Big Sky,13,9,False,False,Kenneth P. LaValle Stadium
400871448,2016,1,regular,2016-09-01 23:00:00,Tennessee Tech,Wofford,OVC,Southern,7,21,False,False,Tucker Stadium
400871402,2016,1,regular,2016-09-01 23:00:00,Mercer,The Citadel,Southern,Southern,23,24,False,True,Five Star Stadium at the Moye Complex
400869502,2016,1,regular,2016-09-01 23:00:00,Cincinnati,UT Martin,American Athletic,OVC,28,7,False,False,Nippert Stadium
400872860,2016,1,regular,2016-09-01 23:00:00,Jacksonville State,North Alabama,OVC,Gulf South,31,12,False,False,AmFirst Stadium
400869422,2016,1,regular,2016-09-01 23:30:00,NC State,William & Mary,ACC,CAA,48,14,False,False,Carter-Finley Stadium
400869342,2016,1,regular,2016-09-01 23:30:00,Florida International,Indiana,Conference USA,Big Ten,13,34,False,False,FIU Stadium
400871389,2016,1,regular,2016-09-01 23:30:00,Youngstown State,Duquesne,MVFC,NEC,45,10,False,False,Stambaugh Stadium
400868977,2016,1,regular,2016-09-01 23:30:00,Tennessee,App State,SEC,Sun Belt,20,13,False,False,Neyland Stadium
400869173,2016,1,regular,2016-09-02 00:00:00,Utah State,Weber State,Mountain West,Big Sky,45,6,False,False,Maverik Stadium
400868968,2016,1,regular,2016-09-02 00:00:00,Vanderbilt,South Carolina,SEC,SEC,10,13,False,True,FirstBank Stadium
400869091,2016,1,regular,2016-09-02 00:00:00,Utah,Southern Utah,Pac-12,Big Sky,24,0,False,False,Rice-Eccles Stadium
400869347,2016,1,regular,2016-09-02 00:00:00,Western Kentucky,Rice,Conference USA,Conference USA,46,14,False,True,Houchens Industries-L.T. Smith Stadium
400869725,2016,1,regular,2016-09-02 01:00:00,Idaho,Montana State,Sun Belt,Big Sky,20,17,False,False,Kibbie Dome
400869177,2016,1,regular,2016-09-02 01:00:00,New Mexico,South Dakota,Mountain West,MVFC,48,21,False,False,University Stadium (NM)
