id,season,week,season_type,start_date,home_team,away_team,home_conference,away_conference,home_points,away_points,neutral_site,conference_game,venue
401693677,2024,1,regular,2024-08-24 04:00:00,Lincoln (CA),College of Idaho,Independent DII,,7.0,45.0,True,False,
401635525,2024,1,regular,2024-08-24 16:00:00,Georgia Tech,Florida State,ACC,ACC,24.0,21.0,True,True,Aviva Stadium
401654665,2024,1,regular,2024-08-24 19:30:00,Tarleton State,McNeese,UAC,Southland,26.0,23.0,False,False,"Memorial Stadium (Stephenville, TX)"
401643697,2024,1,regular,2024-08-24 20:00:00,New Mexico,Montana State,Mountain West,Big Sky,31.0,35.0,False,False,University Stadium (NM)
401654662,2024,1,regular,2024-08-24 23:00:00,Southeast Missouri State,North Alabama,Big South-OVC,UAC,37.0,15.0,True,False,Cramton Bowl
401636372,2024,1,regular,2024-08-24 23:30:00,Norfolk State,Florida A&M,MEAC,SWAC,23.0,24.0,True,False,Center Parc Stadium
401643696,2024,1,regular,2024-08-25 00:00:00,Nevada,SMU,Mountain West,ACC,24.0,29.0,False,False,Mackay Stadium
401643858,2024,1,regular,2024-08-25 03:59:00,Hawai'i,Delaware State,Mountain West,MEAC,35.0,14.0,False,False,Clarence T.C. Ching Athletics Complex
401675545,2024,1,regular,2024-08-29 04:00:00,Sul Ross State,West Texas,Lone Star,Lone Star,21.0,42.0,False,True,Jackson Field
401628580,2024,1,regular,2024-08-29 22:00:00,Villanova,Youngstown State,Coastal Athletic,MVFC,24.0,17.0,False,False,Villanova Stadium
401673041,2024,1,regular,2024-08-29 22:00:00,Morehead State,Central State,Pioneer,SIAC,17.0,10.0,False,False,Jayne Stadium
401673370,2024,1,regular,2024-08-29 22:00:00,Carson Newman,Reinhardt,South Atlantic,,50.0,7.0,False,False,Burke-Tarr Stadium
401674318,2024,1,regular,2024-08-29 22:00:00,Northern Michigan,Minnesota Duluth,GLIAC,Northern Sun,7.0,35.0,False,False,Superior Dome
401628458,2024,1,regular,2024-08-29 22:00:00,Rutgers,Howard,Big Ten,MEAC,44.0,7.0,False,False,SHI Stadium
401674274,2024,1,regular,2024-08-29 23:00:00,Fairmont State,Seton Hill,Mountain East,Pennsylvania State Athletic,56.0,24.0,False,False,Duvall-Rosier Field
401674363,2024,1,regular,2024-08-29 23:00:00,Edinboro,East Stroudsburg,Pennsylvania State Athletic,Pennsylvania State Athletic,12.0,24.0,False,True,Sox Harrison Stadium
401674174,2024,1,regular,2024-08-29 23:00:00,Northeastern State,Missouri Western,Independent DII,Mid America,31.0,33.0,False,False,Gable Field at Doc Wadley Stadium
401644729,2024,1,regular,2024-08-29 23:00:00,Bowling Green,Fordham,Mid-American,Patriot,41.0,17.0,False,False,Doyt L. Perry Stadium
401674525,2024,1,regular,2024-08-29 23:00:00,Wayne State (NE),Missouri S&T,Northern Sun,Great Lakes,49.0,17.0,False,False,"Memorial Stadium (Wayne, NE)"
401675476,2024,1,regular,2024-08-29 23:00:00,Mars Hill,Delta State,South Atlantic,Gulf South,16.0,47.0,False,False,Meares Stadium
401676074,2024,1,regular,2024-08-29 23:00:00,Millersville,Clarion,Pennsylvania State Athletic,Pennsylvania State Athletic,7.0,36.0,False,True,Chryst Field at Biemesderfer Stadium
401628592,2024,1,regular,2024-08-29 23:00:00,William & Mary,VMI,Coastal Athletic,Southern,41.0,7.0,False,False,Zable Stadium
401628579,2024,1,regular,2024-08-29 23:00:00,Delaware,Bryant,CAA,Coastal Athletic,48.0,17.0,False,True,Delaware Stadium
401634143,2024,1,regular,2024-08-29 23:00:00,Mercer,Presbyterian,Southern,Pioneer,63.0,10.0,False,False,Five Star Stadium at the Moye Complex
401644730,2024,1,regular,2024-08-29 23:00:00,Central Michigan,Central Connecticut,Mid-American,NEC,66.0,10.0,False,False,Kelly/Shorts Stadium
401644727,2024,1,regular,2024-08-29 23:00:00,Buffalo,Lafayette,Mid-American,Patriot,30.0,13.0,False,False,UB Stadium
401636387,2024,1,regular,2024-08-29 23:00:00,UL Monroe,Jackson State,Sun Belt,SWAC,30.0,14.0,False,False,Malone Stadium
401628582,2024,1,regular,2024-08-29 23:00:00,UCF,New Hampshire,Big 12,Coastal Athletic,57.0,3.0,False,False,FBC Mortgage Stadium
401674305,2024,1,regular,2024-08-29 23:00:00,Wheeling,Mercyhurst,Mountain East,NEC,25.0,28.0,False,False,Bishop Schmitt Field
401674184,2024,1,regular,2024-08-29 23:00:00,Northwest Missouri State,Minnesota State,Mid America,Northern Sun,22.0,36.0,False,False,Bearcat Stadium
401674221,2024,1,regular,2024-08-29 23:00:00,Minot State,Valley City State,Northern Sun,,38.0,7.0,False,False,Herb Parker Stadium
401674307,2024,1,regular,2024-08-29 23:00:00,Bemidji State,Michigan Tech,Northern Sun,GLIAC,19.0,13.0,False,False,Chet Anderson Stadium
401634152,2024,1,regular,2024-08-29 23:00:00,Gardner-Webb,Wofford,Big South-OVC,Southern,20.0,21.0,False,False,Ernest W. Spangler Stadium
401628581,2024,1,regular,2024-08-29 23:00:00,Wake Forest,North Carolina A&T,ACC,Coastal Athletic,45.0,13.0,False,False,Allegacy Federal Credit Union Stadium
401634299,2024,1,regular,2024-08-29 23:00:00,NC State,Western Carolina,ACC,Southern,38.0,21.0,False,False,Carter-Finley Stadium
401674295,2024,1,regular,2024-08-29 23:00:00,West Liberty,Walsh,Mountain East,Great Midwest Athletic,21.0,41.0,False,False,West Family Stadium
401675822,2024,1,regular,2024-08-29 23:00:00,University of Mary,Jamestown,Northern Sun,,23.0,6.0,False,False,MDU Resources Community Bowl
401644728,2024,1,regular,2024-08-29 23:30:00,Toledo,Duquesne,Mid-American,NEC,49.0,10.0,False,False,Glass Bowl
401628320,2024,1,regular,2024-08-29 23:30:00,Arkansas,Arkansas-Pine Bluff,SEC,SWAC,70.0,0.0,True,False,War Memorial Stadium (AR)
401655664,2024,1,regular,2024-08-29 23:30:00,Drake,Quincy,Pioneer,Great Lakes,0.0,0.0,False,False,Drake Stadium
401673254,2024,1,regular,2024-08-30 00:00:00,South Dakota Mines,CSU Pueblo,Rocky Mountain,Rocky Mountain,6.0,35.0,False,True,O'Harra Stadium
