player_name,team,season,week,completions,attempts,passing_yards,passing_tds,interceptions,passing_epa,qb_epa_per_att,qb_comp_pct,qb_ypa,qb_td_int_ratio,qb_epa_per_att_4w,qb_comp_pct_4w,qb_ypa_4w,qb_td_int_ratio_4w,qb_epa_per_att_8w,qb_comp_pct_8w,qb_ypa_8w,qb_td_int_ratio_8w
J.Dobbs,ARI,2023,1,21,30,132,0,0,-9.239667566276069,-0.30798891887586893,0.7,4.4,1.0,,,,,,,,
J.Dobbs,ARI,2023,2,21,31,228,1,0,7.4308851843492665,0.239705973688686,0.6774193548387096,7.354838709677419,2.0,,,,,,,,
J.Dobbs,ARI,2023,3,17,21,189,1,0,3.6136314062201795,0.17207768601048473,0.8095238095238095,9.0,2.0,-0.03414147259359146,0.6887096774193548,5.877419354838709,1.5,-0.03414147259359146,0.6887096774193548,5.877419354838709,1.5
J.Dobbs,ARI,2023,4,28,41,265,2,0,3.8983110031806874,0.09508075617513871,0.6829268292682927,6.463414634146342,3.0,0.034598246941100606,0.7289810547875063,6.918279569892473,1.6666666666666667,0.034598246941100606,0.7289810547875063,6.918279569892473,1.6666666666666667
J.Dobbs,ARI,2023,5,15,32,166,2,2,-15.65153375652153,-0.4891104298912978,0.46875,5.1875,1.0,0.049718874249610134,0.717467498407703,6.80456333595594,2.0,0.049718874249610134,0.717467498407703,6.80456333595594,2.0
J.Dobbs,ARI,2023,6,21,41,235,0,1,-17.462166118847428,-0.4259064907035958,0.5121951219512195,5.7317073170731705,0.5,0.004438496495752897,0.6596549984077029,7.001438335955941,2.0,-0.058046986578571456,0.6677239987261624,6.481150668764752,1.8
J.Dobbs,ARI,2023,7,19,33,146,0,0,-12.358147968825682,-0.374489332388657,0.5757575757575758,4.424242424242424,1.0,-0.16196461960231756,0.6183489401858304,6.595655487804878,1.625,-0.11935690393274219,0.6418025192636719,6.356243443482822,1.5833333333333333
J.Dobbs,ARI,2023,8,25,37,208,2,2,-9.691719452253775,-0.26193836357442635,0.6756756756756757,5.621621621621622,1.0,-0.29860637420210295,0.559907381744272,5.451716093865484,1.375,-0.15580439371215857,0.6323675273342296,6.080243297877051,1.5
C.Tune,ARI,2023,9,11,20,58,0,2,-32.76908288651612,-1.6384541443258058,0.55,2.9,0.3333333333333333,-0.38786115413949424,0.5580945933461178,5.241267840734304,0.875,-0.16907113994494205,0.6377810458769103,6.022915588345122,1.4375
K.Murray,ARI,2023,10,19,32,249,0,1,-6.457303714336204,-0.20179074107300637,0.59375,7.78125,0.5,-0.6751970827481213,0.5784070933461177,4.669392840734304,0.7083333333333334,-0.3353792931261842,0.6190310458769104,5.835415588345122,1.3541666666666667
K.Murray,ARI,2023,11,20,30,214,1,1,-6.826709361931806,-0.2275569787310602,0.6666666666666666,7.133333333333334,1.0,-0.6191681453404738,0.5987958128583128,5.181778511466011,0.7083333333333334,-0.3905663824713957,0.6085723765220717,5.888716999635444,1.1666666666666667
K.Murray,ARI,2023,12,27,45,256,1,0,-14.264040873352766,-0.3169786860745059,0.6,5.688888888888889,2.0,-0.5824350569260747,0.6215230855855856,5.859051238738738,0.7083333333333333,-0.44052071556408884,0.5907152336649287,5.655383666302112,1.0416666666666667
K.Murray,ARI,2023,13,13,23,145,1,0,1.1446906625345359,0.049769159240631994,0.5652173913043478,6.304347826086956,2.0,-0.5961951375510945,0.6026041666666666,5.875868055555555,0.9583333333333333,-0.4920281458452944,0.5803493800063922,5.55856794814493,0.9166666666666666
K.Murray,ARI,2023,15,26,39,211,1,2,-7.3551650622131515,-0.18859397595418337,0.6666666666666666,5.410256410256411,0.6666666666666666,-0.17413931165948512,0.6064085144927536,6.726955012077295,1.375,-0.42466819720380317,0.5924078039194357,5.698173926405799,1.0416666666666665
K.Murray,ARI,2023,16,24,38,230,2,0,-6.721867545639856,-0.17689125120104884,0.631578947368421,6.052631578947368,3.0,-0.17084012037977936,0.6246376811594203,6.134206614641397,1.4166666666666665,-0.3950041328601266,0.6117167470088665,5.657992563053704,1.0625
K.Murray,ARI,2023,17,25,31,232,3,1,9.116396065266414,0.29407729242794883,0.8064516129032258,7.483870967741935,2.0,-0.15817368849727653,0.6158657513348589,5.864031176044906,1.9166666666666665,-0.3703043727116756,0.6186944184602222,5.861541207391822,1.3125
K.Murray,ARI,2023,18,22,30,262,1,0,14.697530754196652,0.4899176918065551,0.7333333333333333,8.733333333333333,2.0,-0.005409693871662832,0.6674786545606652,6.312776695758167,1.9166666666666665,-0.30080241571137867,0.635041410613666,6.094322375656861,1.4375
