season,week,team,off_epa_per_play,off_pass_epa_per_play,off_rush_epa_per_play,def_epa_per_play,off_epa_per_play_4w,def_epa_per_play_4w,off_pass_epa_per_play_4w,off_rush_epa_per_play_4w,off_epa_per_play_8w,def_epa_per_play_8w,off_pass_epa_per_play_8w,off_rush_epa_per_play_8w
2023,12,BAL,-0.001622898,-0.1530089,0.18394704,-0.301671,0.11148915672674775,-0.10011530481278896,0.06728696590289474,0.15193114569410682,0.08117952547036111,-0.1353004879783839,0.10360235790722072,0.05425889964681119
2023,14,BAL,0.16838503,0.2900991,-0.21823622,0.12934248,0.08736750588286668,-0.14192200638353825,0.03794743353500962,0.1294886893592775,0.07897902821423486,-0.11804561014287174,0.06643330003134906,0.0912999565480277
2023,15,BAL,0.036729246,-0.025035359,0.0858242,-0.21370248,0.08060070977080613,0.0023167524486780167,0.1138621661812067,-0.027637904975563288,0.12904811260523275,-0.0983461681753397,0.15143276820890605,0.052751908893696964
2023,16,BAL,0.0950528,0.21804442,-0.14023553,-0.16465242,0.0936935922363773,-0.07199584133923054,0.10036459751427174,0.01668253308162093,0.13085649121785536,-0.11918134521692991,0.12596026412211359,0.08392502355854958
2023,17,BAL,0.5409489,1.173822,-0.06932167,-0.14220163,0.07463604456279427,-0.1376708559691906,0.08252481929957867,-0.022175127640366554,0.09306260064477101,-0.11889308039098978,0.0749058926012367,0.06487800902687013
2023,18,BAL,-0.28679344,-0.13569231,-0.60578465,-0.06786419,0.21027900092303753,-0.0978035144507885,0.41423255391418934,-0.08549230545759201,0.1488232534029521,-0.11986276041716337,0.22608999372459948,0.021998191950842738
2024,1,BAL,0.03919909,-0.044365846,0.25950667,0.18219088,0.09648438356816769,-0.14710518158972263,0.3077846970409155,-0.18237941339612007,0.08854254666948691,-0.07239421457052231,0.2108234316110611,-0.10500865918584168
2024,2,BAL,-0.017535234,0.020350536,-0.079099596,-0.056880657,0.0971018448472023,-0.04813184030354023,0.30295207537710667,-0.1389587949961424,0.0953977185417898,-0.060063840821385384,0.2016583364456892,-0.06113813095726073
2024,3,BAL,0.31388202,0.51522183,0.22960024,0.055624507,0.06895483611151576,-0.02118889894336462,0.25352860568091273,-0.12367481179535389,0.07179544033715501,-0.07942987745627761,0.1680267124902457,-0.07292496971786022
2024,4,BAL,0.2558847,0.40938413,0.15939939,-0.1765339,0.012188110034912825,0.028267635963857174,0.08887855289503932,-0.04894433543086052,0.11123355547897518,-0.03476793924346566,0.25155555340461433,-0.06721832044422626
2024,5,BAL,0.27537692,0.41707242,0.04084648,0.26225522,0.14785764692351222,0.001100209541618824,0.22514766408130527,0.1423516757786274,0.12217101524583995,-0.0730024860240519,0.2664661805611104,-0.020013868808746338
2024,6,BAL,0.23233198,0.4642866,0.0003773254,0.12302355,0.20690210303291678,0.021116294898092747,0.3405072293244302,0.08768662717193365,0.15200197394005954,-0.013507772702723742,0.32172965235076845,-0.025636083912104368
2024,7,BAL,0.35042757,0.96112555,-0.23991388,0.11642732,0.26936890557408333,0.0660923458635807,0.45149124413728714,0.10755585740844253,0.16916187084279954,0.022451723460108042,0.35250992490909994,-0.008059477193455677
2024,8,BAL,0.1434995,0.2711545,-0.150107,0.11683771,0.2785052917897701,0.08129304833710194,0.5629671737551689,-0.009822671752772294,0.14534670091234148,0.054780342150479555,0.3259228633251041,-0.029383503591816407
2024,9,BAL,0.37834066,0.8409965,0.03134877,-0.1480132,0.25040898844599724,0.15463594906032085,0.5284097641706467,-0.08719926838239189,0.19913331768475473,0.07786807930096984,0.37677871412597597,0.02757620369811775
2024,10,BAL,0.2737064,0.48258874,-0.08048537,0.180103,0.2761499248445034,0.05206884257495403,0.6343907862901688,-0.0895736957754707,0.2415260139387101,0.03659256873652339,0.4874490078072995,-0.0009435343017685227
2024,11,BAL,-0.13279782,-0.18539816,-0.035111494,-0.26912197,0.28649353235960007,0.06633870676159859,0.6389663219451904,-0.10978936869651079,0.2779312189668417,0.06621552631258965,0.5452287830412388,-0.0011167556440341286
