date,home_team,away_team,home_score,away_score
2021-02-12,PORTLAND TRAIL BLAZERS,PHILADELPHIA 76ERS,118,114
2021-02-13,CHARLOTTE HORNETS,MINNESOTA TIMBERWOLVES,120,114
2021-02-13,WASHINGTON WIZARDS,NEW YORK KNICKS,91,109
2021-02-13,ATLANTA HAWKS,SAN ANTONIO SPURS,114,125
2021-02-13,DALLAS MAVERICKS,NEW ORLEANS PELICANS,143,130
2021-02-13,BOSTON CELTICS,DETROIT PISTONS,102,108
2021-02-13,CHICAGO BULLS,LOS ANGELES CLIPPERS,106,125
2021-02-13,DENVER NUGGETS,OKLAHOMA CITY THUNDER,97,95
2021-02-13,UTAH JAZZ,MILWAUKEE BUCKS,129,115
2021-02-13,LOS ANGELES LAKERS,MEMPHIS GRIZZLIES,115,105
2021-02-13,PORTLAND TRAIL BLAZERS,CLEVELAND CAVALIERS,129,110
2021-02-13,SACRAMENTO KINGS,ORLANDO MAGIC,112,123
2021-02-13,PHOENIX SUNS,PHILADELPHIA 76ERS,120,111
2021-02-14,ATLANTA HAWKS,INDIANA PACERS,113,125
2021-02-14,NEW YORK KNICKS,HOUSTON ROCKETS,121,99
2021-02-14,GOLDEN STATE WARRIORS,BROOKLYN NETS,117,134
2021-02-14,UTAH JAZZ,MIAMI HEAT,112,94
2021-02-14,WASHINGTON WIZARDS,BOSTON CELTICS,104,91
2021-02-15,CHARLOTTE HORNETS,SAN ANTONIO SPURS,110,122
2021-02-15,DETROIT PISTONS,NEW ORLEANS PELICANS,123,112
2021-02-15,TORONTO RAPTORS,MINNESOTA TIMBERWOLVES,112,116
2021-02-15,DALLAS MAVERICKS,PORTLAND TRAIL BLAZERS,118,121
2021-02-15,OKLAHOMA CITY THUNDER,MILWAUKEE BUCKS,114,109
2021-02-15,PHOENIX SUNS,ORLANDO MAGIC,109,90
2021-02-15,DENVER NUGGETS,LOS ANGELES LAKERS,122,105
2021-02-15,LOS ANGELES CLIPPERS,CLEVELAND CAVALIERS,128,111
2021-02-15,SACRAMENTO KINGS,MEMPHIS GRIZZLIES,110,124
2021-02-16,INDIANA PACERS,CHICAGO BULLS,112,120
2021-02-16,WASHINGTON WIZARDS,HOUSTON ROCKETS,131,119
2021-02-16,NEW YORK KNICKS,ATLANTA HAWKS,123,112
2021-02-16,UTAH JAZZ,PHILADELPHIA 76ERS,134,123
2021-02-16,GOLDEN STATE WARRIORS,CLEVELAND CAVALIERS,129,98
2021-02-16,LOS ANGELES CLIPPERS,MIAMI HEAT,125,118
2021-02-16,SACRAMENTO KINGS,BROOKLYN NETS,125,136
2021-02-17,BOSTON CELTICS,DENVER NUGGETS,112,99
2021-02-17,MEMPHIS GRIZZLIES,NEW ORLEANS PELICANS,113,144
2021-02-17,MILWAUKEE BUCKS,TORONTO RAPTORS,113,124
2021-02-17,MINNESOTA TIMBERWOLVES,LOS ANGELES LAKERS,104,112
2021-02-17,OKLAHOMA CITY THUNDER,PORTLAND TRAIL BLAZERS,104,115
2021-02-17,PHOENIX SUNS,BROOKLYN NETS,124,128
2021-02-18,ORLANDO MAGIC,NEW YORK KNICKS,107,89
2021-02-18,BOSTON CELTICS,ATLANTA HAWKS,114,122
2021-02-18,PHILADELPHIA 76ERS,HOUSTON ROCKETS,118,113
2021-02-18,CHICAGO BULLS,DETROIT PISTONS,105,102
2021-02-18,MINNESOTA TIMBERWOLVES,INDIANA PACERS,128,134
2021-02-18,WASHINGTON WIZARDS,DENVER NUGGETS,130,128
2021-02-18,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,122,113
2021-02-18,NEW ORLEANS PELICANS,PORTLAND TRAIL BLAZERS,124,126
2021-02-18,GOLDEN STATE WARRIORS,MIAMI HEAT,120,112
2021-02-18,LOS ANGELES CLIPPERS,UTAH JAZZ,96,114
2021-02-19,MILWAUKEE BUCKS,TORONTO RAPTORS,96,110
2021-02-19,LOS ANGELES LAKERS,BROOKLYN NETS,98,109
2021-02-19,SACRAMENTO KINGS,MIAMI HEAT,110,118
2021-02-20,CLEVELAND CAVALIERS,DENVER NUGGETS,103,120
2021-02-20,ORLANDO MAGIC,GOLDEN STATE WARRIORS,124,120
2021-02-20,BOSTON CELTICS,ATLANTA HAWKS,121,109
2021-02-20,PHILADELPHIA 76ERS,CHICAGO BULLS,112,105
2021-02-20,MEMPHIS GRIZZLIES,DETROIT PISTONS,109,95
2021-02-20,MILWAUKEE BUCKS,OKLAHOMA CITY THUNDER,98,85
2021-02-20,NEW ORLEANS PELICANS,PHOENIX SUNS,114,132
2021-02-20,MINNESOTA TIMBERWOLVES,TORONTO RAPTORS,81,86
2021-02-20,LOS ANGELES CLIPPERS,UTAH JAZZ,116,112
2021-02-21,CHARLOTTE HORNETS,GOLDEN STATE WARRIORS,102,100
2021-02-21,LOS ANGELES LAKERS,MIAMI HEAT,94,96
2021-02-21,CHICAGO BULLS,SACRAMENTO KINGS,122,114
2021-02-21,MEMPHIS GRIZZLIES,PHOENIX SUNS,97,128
2021-02-21,PORTLAND TRAIL BLAZERS,WASHINGTON WIZARDS,111,118
2021-02-21,NEW ORLEANS PELICANS,BOSTON CELTICS,120,115
2021-02-22,CLEVELAND CAVALIERS,OKLAHOMA CITY THUNDER,101,117
2021-02-22,NEW YORK KNICKS,MINNESOTA TIMBERWOLVES,103,99
2021-02-22,ORLANDO MAGIC,DETROIT PISTONS,105,96
2021-02-22,TORONTO RAPTORS,PHILADELPHIA 76ERS,110,103
2021-02-22,ATLANTA HAWKS,DENVER NUGGETS,123,115
2021-02-22,LOS ANGELES CLIPPERS,BROOKLYN NETS,108,112
2021-02-22,MILWAUKEE BUCKS,SACRAMENTO KINGS,128,115
2021-02-23,HOUSTON ROCKETS,CHICAGO BULLS,100,120
2021-02-23,DALLAS MAVERICKS,MEMPHIS GRIZZLIES,102,92
2021-02-23,OKLAHOMA CITY THUNDER,MIAMI HEAT,94,108
2021-02-23,PHOENIX SUNS,PORTLAND TRAIL BLAZERS,132,100
2021-02-23,UTAH JAZZ,CHARLOTTE HORNETS,132,110
2021-02-23,LOS ANGELES LAKERS,WASHINGTON WIZARDS,124,127
2021-02-24,CLEVELAND CAVALIERS,ATLANTA HAWKS,112,111
2021-02-24,ORLANDO MAGIC,DETROIT PISTONS,93,105
2021-02-24,BROOKLYN NETS,SACRAMENTO KINGS,127,118
2021-02-24,DALLAS MAVERICKS,BOSTON CELTICS,110,107
2021-02-24,NEW YORK KNICKS,GOLDEN STATE WARRIORS,106,114
2021-02-24,TORONTO RAPTORS,PHILADELPHIA 76ERS,102,109
2021-02-24,MILWAUKEE BUCKS,MINNESOTA TIMBERWOLVES,139,112
2021-02-24,DENVER NUGGETS,PORTLAND TRAIL BLAZERS,111,106
2021-02-24,LOS ANGELES CLIPPERS,WASHINGTON WIZARDS,135,116
2021-02-25,ATLANTA HAWKS,BOSTON CELTICS,127,112
2021-02-25,CLEVELAND CAVALIERS,HOUSTON ROCKETS,112,96
2021-02-25,INDIANA PACERS,GOLDEN STATE WARRIORS,107,111
2021-02-25,CHICAGO BULLS,MINNESOTA TIMBERWOLVES,133,126
2021-02-25,MIAMI HEAT,TORONTO RAPTORS,116,108
2021-02-25,NEW ORLEANS PELICANS,DETROIT PISTONS,128,118
2021-02-25,OKLAHOMA CITY THUNDER,SAN ANTONIO SPURS,102,99
2021-02-25,PHOENIX SUNS,CHARLOTTE HORNETS,121,124
2021-02-25,UTAH JAZZ,LOS ANGELES LAKERS,114,89
2021-02-26,PHILADELPHIA 76ERS,DALLAS MAVERICKS,111,97
2021-02-26,BROOKLYN NETS,ORLANDO MAGIC,129,92
2021-02-26,NEW YORK KNICKS,SACRAMENTO KINGS,140,121
2021-02-26,MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,122,94
2021-02-26,DENVER NUGGETS,WASHINGTON WIZARDS,110,112
2021-02-26,MILWAUKEE BUCKS,NEW ORLEANS PELICANS,129,125
2021-02-27,BOSTON CELTICS,INDIANA PACERS,118,112
2021-02-27,TORONTO RAPTORS,HOUSTON ROCKETS,122,111
2021-02-27,CHICAGO BULLS,PHOENIX SUNS,97,106
2021-02-27,DETROIT PISTONS,SACRAMENTO KINGS,107,110
2021-02-27,MEMPHIS GRIZZLIES,LOS ANGELES CLIPPERS,99,119
2021-02-27,MIAMI HEAT,UTAH JAZZ,124,116
2021-02-27,OKLAHOMA CITY THUNDER,ATLANTA HAWKS,118,109
2021-02-27,GOLDEN STATE WARRIORS,CHARLOTTE HORNETS,130,121
2021-02-27,LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,102,93
2021-02-28,PHILADELPHIA 76ERS,CLEVELAND CAVALIERS,109,112
2021-02-28,WASHINGTON WIZARDS,MINNESOTA TIMBERWOLVES,128,112
2021-02-28,NEW YORK KNICKS,INDIANA PACERS,110,107
2021-02-28,OKLAHOMA CITY THUNDER,DENVER NUGGETS,96,126
2021-02-28,ORLANDO MAGIC,UTAH JAZZ,109,124
2021-02-28,SAN ANTONIO SPURS,NEW ORLEANS PELICANS,117,114
2021-02-28,BROOKLYN NETS,DALLAS MAVERICKS,98,115
2021-02-28,MILWAUKEE BUCKS,LOS ANGELES CLIPPERS,105,100
2021-03-01,BOSTON CELTICS,WASHINGTON WIZARDS,111,110
2021-03-01,DETROIT PISTONS,NEW YORK KNICKS,90,109
2021-03-01,HOUSTON ROCKETS,MEMPHIS GRIZZLIES,84,133
2021-03-01,LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,117,91
2021-03-01,MIAMI HEAT,ATLANTA HAWKS,109,99
2021-03-01,MINNESOTA TIMBERWOLVES,PHOENIX SUNS,99,118
2021-03-01,SACRAMENTO KINGS,CHARLOTTE HORNETS,126,127
2021-03-02,ORLANDO MAGIC,DALLAS MAVERICKS,124,130
2021-03-02,PHILADELPHIA 76ERS,INDIANA PACERS,130,114
2021-03-02,CHICAGO BULLS,DENVER NUGGETS,112,118
2021-03-02,NEW ORLEANS PELICANS,UTAH JAZZ,129,124
2021-03-02,SAN ANTONIO SPURS,BROOKLYN NETS,113,124
2021-03-02,HOUSTON ROCKETS,CLEVELAND CAVALIERS,90,101
2021-03-02,PORTLAND TRAIL BLAZERS,CHARLOTTE HORNETS,123,111
2021-03-03,WASHINGTON WIZARDS,MEMPHIS GRIZZLIES,111,125
2021-03-03,BOSTON CELTICS,LOS ANGELES CLIPPERS,117,112
2021-03-03,MIAMI HEAT,ATLANTA HAWKS,80,94
2021-03-03,SAN ANTONIO SPURS,NEW YORK KNICKS,119,93
2021-03-03,MILWAUKEE BUCKS,DENVER NUGGETS,97,128
2021-03-03,LOS ANGELES LAKERS,PHOENIX SUNS,104,114
2021-03-04,CLEVELAND CAVALIERS,INDIANA PACERS,111,114
2021-03-04,PHILADELPHIA 76ERS,UTAH JAZZ,131,123
2021-03-04,TORONTO RAPTORS,DETROIT PISTONS,105,129
2021-03-04,HOUSTON ROCKETS,BROOKLYN NETS,114,132
2021-03-04,MINNESOTA TIMBERWOLVES,CHARLOTTE HORNETS,102,135
2021-03-04,NEW ORLEANS PELICANS,CHICAGO BULLS,124,128
2021-03-04,ORLANDO MAGIC,ATLANTA HAWKS,112,115
2021-03-04,DALLAS MAVERICKS,OKLAHOMA CITY THUNDER,87,78
2021-03-04,PORTLAND TRAIL BLAZERS,GOLDEN STATE WARRIORS,108,106
2021-03-04,SACRAMENTO KINGS,LOS ANGELES LAKERS,123,120
2021-03-05,BOSTON CELTICS,TORONTO RAPTORS,132,125
2021-03-05,WASHINGTON WIZARDS,LOS ANGELES CLIPPERS,119,117
2021-03-05,NEW YORK KNICKS,DETROIT PISTONS,114,104
2021-03-05,INDIANA PACERS,DENVER NUGGETS,103,113
2021-03-05,MEMPHIS GRIZZLIES,MILWAUKEE BUCKS,111,112
2021-03-05,NEW ORLEANS PELICANS,MIAMI HEAT,93,103
2021-03-05,SAN ANTONIO SPURS,OKLAHOMA CITY THUNDER,102,107
2021-03-05,PHOENIX SUNS,GOLDEN STATE WARRIORS,120,98
2021-03-05,PORTLAND TRAIL BLAZERS,SACRAMENTO KINGS,123,119
2021-03-11,MEMPHIS GRIZZLIES,WASHINGTON WIZARDS,127,112
2021-03-11,DALLAS MAVERICKS,SAN ANTONIO SPURS,115,104
2021-03-12,CHARLOTTE HORNETS,DETROIT PISTONS,105,102
2021-03-12,BROOKLYN NETS,BOSTON CELTICS,121,109
2021-03-12,TORONTO RAPTORS,ATLANTA HAWKS,120,121
2021-03-12,CHICAGO BULLS,PHILADELPHIA 76ERS,105,127
2021-03-12,MIAMI HEAT,ORLANDO MAGIC,111,103
2021-03-12,MILWAUKEE BUCKS,NEW YORK KNICKS,134,101
2021-03-12,NEW ORLEANS PELICANS,MINNESOTA TIMBERWOLVES,105,135
2021-03-12,OKLAHOMA CITY THUNDER,DALLAS MAVERICKS,116,108
2021-03-12,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,130,104
2021-03-12,PORTLAND TRAIL BLAZERS,PHOENIX SUNS,121,127
2021-03-12,SACRAMENTO KINGS,HOUSTON ROCKETS,125,105
2021-03-13,MEMPHIS GRIZZLIES,DENVER NUGGETS,102,103
2021-03-13,NEW ORLEANS PELICANS,CLEVELAND CAVALIERS,116,82
2021-03-13,WASHINGTON WIZARDS,PHILADELPHIA 76ERS,101,127
2021-03-13,CHICAGO BULLS,MIAMI HEAT,90,101
2021-03-13,SAN ANTONIO SPURS,ORLANDO MAGIC,104,77
2021-03-13,UTAH JAZZ,HOUSTON ROCKETS,114,99
2021-03-13,LOS ANGELES LAKERS,INDIANA PACERS,105,100
2021-03-13,OKLAHOMA CITY THUNDER,NEW YORK KNICKS,97,119
2021-03-14,BROOKLYN NETS,DETROIT PISTONS,100,95
2021-03-14,CHARLOTTE HORNETS,TORONTO RAPTORS,114,104
2021-03-14,WASHINGTON WIZARDS,MILWAUKEE BUCKS,119,125
2021-03-14,ATLANTA HAWKS,SACRAMENTO KINGS,121,106
2021-03-14,MINNESOTA TIMBERWOLVES,PORTLAND TRAIL BLAZERS,121,125
2021-03-14,DENVER NUGGETS,DALLAS MAVERICKS,103,116
2021-03-14,PHOENIX SUNS,INDIANA PACERS,111,122
2021-03-14,OKLAHOMA CITY THUNDER,MEMPHIS GRIZZLIES,128,122
2021-03-14,GOLDEN STATE WARRIORS,UTAH JAZZ,131,119
2021-03-14,PHILADELPHIA 76ERS,SAN ANTONIO SPURS,134,99
2021-03-14,ORLANDO MAGIC,MIAMI HEAT,97,102
2021-03-14,ATLANTA HAWKS,CLEVELAND CAVALIERS,100,82
2021-03-15,HOUSTON ROCKETS,BOSTON CELTICS,107,134
2021-03-15,MINNESOTA TIMBERWOLVES,PORTLAND TRAIL BLAZERS,114,112
2021-03-15,CHICAGO BULLS,TORONTO RAPTORS,118,95
2021-03-15,NEW ORLEANS PELICANS,LOS ANGELES CLIPPERS,135,115
2021-03-15,CHARLOTTE HORNETS,SACRAMENTO KINGS,122,116
2021-03-15,WASHINGTON WIZARDS,MILWAUKEE BUCKS,122,133
2021-03-16,BROOKLYN NETS,NEW YORK KNICKS,117,112
2021-03-16,DETROIT PISTONS,SAN ANTONIO SPURS,99,109
2021-03-16,DALLAS MAVERICKS,LOS ANGELES CLIPPERS,99,109
2021-03-16,DENVER NUGGETS,INDIANA PACERS,121,106
2021-03-16,PHOENIX SUNS,MEMPHIS GRIZZLIES,122,99
2021-03-16,GOLDEN STATE WARRIORS,LOS ANGELES LAKERS,97,128
2021-03-16,BOSTON CELTICS,UTAH JAZZ,109,117
2021-03-17,CHICAGO BULLS,OKLAHOMA CITY THUNDER,123,102
2021-03-17,HOUSTON ROCKETS,ATLANTA HAWKS,107,119
2021-03-17,MIAMI HEAT,CLEVELAND CAVALIERS,113,98
2021-03-17,PHILADELPHIA 76ERS,NEW YORK KNICKS,99,96
2021-03-17,PORTLAND TRAIL BLAZERS,NEW ORLEANS PELICANS,125,124
2021-03-17,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,137,121
2021-03-17,DETROIT PISTONS,TORONTO RAPTORS,116,112
2021-03-17,INDIANA PACERS,BROOKLYN NETS,115,124
2021-03-17,PHILADELPHIA 76ERS,MILWAUKEE BUCKS,105,109
2021-03-17,WASHINGTON WIZARDS,SACRAMENTO KINGS,119,121
2021-03-18,CHICAGO BULLS,SAN ANTONIO SPURS,99,106
2021-03-18,CLEVELAND CAVALIERS,BOSTON CELTICS,117,110
2021-03-18,HOUSTON ROCKETS,GOLDEN STATE WARRIORS,94,108
2021-03-18,DENVER NUGGETS,CHARLOTTE HORNETS,129,104
2021-03-18,MEMPHIS GRIZZLIES,MIAMI HEAT,89,85
2021-03-18,DALLAS MAVERICKS,LOS ANGELES CLIPPERS,105,89
2021-03-18,WASHINGTON WIZARDS,UTAH JAZZ,131,122
2021-03-18,ATLANTA HAWKS,OKLAHOMA CITY THUNDER,116,93
2021-03-18,NEW YORK KNICKS,ORLANDO MAGIC,94,93
2021-03-19,PHOENIX SUNS,MINNESOTA TIMBERWOLVES,119,123
2021-03-19,PORTLAND TRAIL BLAZERS,NEW ORLEANS PELICANS,101,93
2021-03-19,LOS ANGELES LAKERS,CHARLOTTE HORNETS,116,105
2021-03-19,BOSTON CELTICS,SACRAMENTO KINGS,96,107
2021-03-19,CLEVELAND CAVALIERS,SAN ANTONIO SPURS,110,116
2021-03-20,HOUSTON ROCKETS,DETROIT PISTONS,100,113
2021-03-20,MEMPHIS GRIZZLIES,GOLDEN STATE WARRIORS,103,116
2021-03-20,MIAMI HEAT,INDIANA PACERS,110,137
2021-03-20,ORLANDO MAGIC,BROOKLYN NETS,121,113
2021-03-20,TORONTO RAPTORS,UTAH JAZZ,112,115
2021-03-20,DENVER NUGGETS,CHICAGO BULLS,131,127
2021-03-20,PHOENIX SUNS,MINNESOTA TIMBERWOLVES,113,101
2021-03-20,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,125,119
2021-03-20,LOS ANGELES LAKERS,ATLANTA HAWKS,94,99
2021-03-21,MEMPHIS GRIZZLIES,GOLDEN STATE WARRIORS,111,103
2021-03-21,PHILADELPHIA 76ERS,SACRAMENTO KINGS,129,105
2021-03-21,MILWAUKEE BUCKS,SAN ANTONIO SPURS,120,113
2021-03-21,LOS ANGELES CLIPPERS,CHARLOTTE HORNETS,125,98
2021-03-21,MIAMI HEAT,INDIANA PACERS,106,109
2021-03-21,HOUSTON ROCKETS,OKLAHOMA CITY THUNDER,112,114
2021-03-21,DENVER NUGGETS,NEW ORLEANS PELICANS,108,113
2021-03-21,BOSTON CELTICS,ORLANDO MAGIC,112,96
2021-03-21,BROOKLYN NETS,WASHINGTON WIZARDS,113,106
2021-03-21,CLEVELAND CAVALIERS,TORONTO RAPTORS,116,105
2021-03-21,DETROIT PISTONS,CHICAGO BULLS,86,100
2021-03-22,NEW YORK KNICKS,PHILADELPHIA 76ERS,100,101
2021-03-22,PHOENIX SUNS,LOS ANGELES LAKERS,111,94
2021-03-22,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,92,132
2021-03-22,CLEVELAND CAVALIERS,SACRAMENTO KINGS,105,119
2021-03-23,MINNESOTA TIMBERWOLVES,OKLAHOMA CITY THUNDER,103,112
2021-03-23,SAN ANTONIO SPURS,CHARLOTTE HORNETS,97,100
2021-03-23,CHICAGO BULLS,UTAH JAZZ,95,120
2021-03-23,HOUSTON ROCKETS,TORONTO RAPTORS,117,99
2021-03-23,MEMPHIS GRIZZLIES,BOSTON CELTICS,132,126
2021-03-23,MILWAUKEE BUCKS,INDIANA PACERS,140,113
2021-03-23,LOS ANGELES CLIPPERS,ATLANTA HAWKS,119,110
2021-03-23,ORLANDO MAGIC,DENVER NUGGETS,99,110
2021-03-23,NEW ORLEANS PELICANS,LOS ANGELES LAKERS,128,111
2021-03-23,NEW YORK KNICKS,WASHINGTON WIZARDS,131,113
2021-03-24,MIAMI HEAT,PHOENIX SUNS,100,110
2021-03-24,GOLDEN STATE WARRIORS,PHILADELPHIA 76ERS,98,108
2021-03-24,PORTLAND TRAIL BLAZERS,BROOKLYN NETS,112,116
2021-03-24,INDIANA PACERS,DETROIT PISTONS,116,111
2021-03-24,MILWAUKEE BUCKS,BOSTON CELTICS,121,119
2021-03-24,TORONTO RAPTORS,DENVER NUGGETS,135,111
2021-03-25,CHICAGO BULLS,CLEVELAND CAVALIERS,94,103
2021-03-25,HOUSTON ROCKETS,CHARLOTTE HORNETS,97,122
2021-03-25,MINNESOTA TIMBERWOLVES,DALLAS MAVERICKS,108,128
2021-03-25,OKLAHOMA CITY THUNDER,MEMPHIS GRIZZLIES,107,116
2021-03-25,ORLANDO MAGIC,PHOENIX SUNS,112,111
2021-03-25,SAN ANTONIO SPURS,LOS ANGELES CLIPPERS,101,134
2021-03-25,SACRAMENTO KINGS,ATLANTA HAWKS,110,108
2021-03-25,UTAH JAZZ,BROOKLYN NETS,118,88
2021-03-25,MIAMI HEAT,PORTLAND TRAIL BLAZERS,122,125
2021-03-25,NEW YORK KNICKS,WASHINGTON WIZARDS,106,102
2021-03-26,SAN ANTONIO SPURS,LOS ANGELES CLIPPERS,85,98
2021-03-26,LOS ANGELES LAKERS,PHILADELPHIA 76ERS,101,109
2021-03-26,SACRAMENTO KINGS,GOLDEN STATE WARRIORS,141,119
2021-03-26,DETROIT PISTONS,BROOKLYN NETS,111,113
2021-03-26,MILWAUKEE BUCKS,BOSTON CELTICS,114,122
2021-03-26,TORONTO RAPTORS,PHOENIX SUNS,100,104
2021-03-27,CHARLOTTE HORNETS,MIAMI HEAT,110,105
2021-03-27,MINNESOTA TIMBERWOLVES,HOUSTON ROCKETS,107,101
2021-03-27,NEW ORLEANS PELICANS,DENVER NUGGETS,108,113
2021-03-27,ORLANDO MAGIC,PORTLAND TRAIL BLAZERS,105,112
2021-03-27,DALLAS MAVERICKS,INDIANA PACERS,94,109
2021-03-27,UTAH JAZZ,MEMPHIS GRIZZLIES,117,114
2021-03-27,GOLDEN STATE WARRIORS,ATLANTA HAWKS,108,124
2021-03-27,LOS ANGELES LAKERS,CLEVELAND CAVALIERS,100,86
2021-03-28,MILWAUKEE BUCKS,NEW YORK KNICKS,96,102
2021-03-28,MINNESOTA TIMBERWOLVES,HOUSTON ROCKETS,107,129
2021-03-28,WASHINGTON WIZARDS,DETROIT PISTONS,106,92
2021-03-28,SAN ANTONIO SPURS,CHICAGO BULLS,120,104
2021-03-28,NEW ORLEANS PELICANS,DALLAS MAVERICKS,112,103
2021-03-28,OKLAHOMA CITY THUNDER,BOSTON CELTICS,94,111
2021-03-28,UTAH JAZZ,MEMPHIS GRIZZLIES,126,110
2021-03-28,LOS ANGELES CLIPPERS,PHILADELPHIA 76ERS,122,112
2021-03-28,SACRAMENTO KINGS,CLEVELAND CAVALIERS,100,98
2021-03-28,CHARLOTTE HORNETS,PHOENIX SUNS,97,101
2021-03-28,TORONTO RAPTORS,PORTLAND TRAIL BLAZERS,117,122
2021-03-29,DENVER NUGGETS,ATLANTA HAWKS,126,102
2021-03-29,LOS ANGELES LAKERS,ORLANDO MAGIC,96,93
2021-03-29,WASHINGTON WIZARDS,INDIANA PACERS,132,124
2021-03-29,BOSTON CELTICS,NEW ORLEANS PELICANS,109,115
2021-03-29,BROOKLYN NETS,MINNESOTA TIMBERWOLVES,112,107
2021-03-29,NEW YORK KNICKS,MIAMI HEAT,88,98
2021-03-30,DETROIT PISTONS,TORONTO RAPTORS,118,104
2021-03-30,HOUSTON ROCKETS,MEMPHIS GRIZZLIES,110,120
2021-03-30,OKLAHOMA CITY THUNDER,DALLAS MAVERICKS,106,127
2021-03-30,SAN ANTONIO SPURS,SACRAMENTO KINGS,115,132
2021-03-30,UTAH JAZZ,CLEVELAND CAVALIERS,114,75
2021-03-30,GOLDEN STATE WARRIORS,CHICAGO BULLS,116,102
2021-03-30,LOS ANGELES CLIPPERS,MILWAUKEE BUCKS,129,105
2021-03-30,WASHINGTON WIZARDS,CHARLOTTE HORNETS,104,114
2021-03-31,DENVER NUGGETS,PHILADELPHIA 76ERS,104,95
2021-03-31,LOS ANGELES CLIPPERS,ORLANDO MAGIC,96,103
2021-03-31,PHOENIX SUNS,ATLANTA HAWKS,117,110
2021-03-31,DETROIT PISTONS,PORTLAND TRAIL BLAZERS,101,124
2021-03-31,INDIANA PACERS,MIAMI HEAT,87,92
2021-03-31,BOSTON CELTICS,DALLAS MAVERICKS,108,113
2021-03-31,BROOKLYN NETS,HOUSTON ROCKETS,120,108
2021-04-01,MEMPHIS GRIZZLIES,UTAH JAZZ,107,111
2021-04-01,MINNESOTA TIMBERWOLVES,NEW YORK KNICKS,102,101
2021-04-01,OKLAHOMA CITY THUNDER,TORONTO RAPTORS,113,103
2021-04-01,SAN ANTONIO SPURS,SACRAMENTO KINGS,120,106
2021-04-01,LOS ANGELES LAKERS,MILWAUKEE BUCKS,97,112
2021-04-01,PHOENIX SUNS,CHICAGO BULLS,121,116
2021-04-01,CLEVELAND CAVALIERS,PHILADELPHIA 76ERS,94,114
2021-04-01,DETROIT PISTONS,WASHINGTON WIZARDS,120,91
2021-04-01,BROOKLYN NETS,CHARLOTTE HORNETS,111,89
2021-04-02,MIAMI HEAT,GOLDEN STATE WARRIORS,116,109
2021-04-02,NEW ORLEANS PELICANS,ORLANDO MAGIC,110,115
2021-04-02,SAN ANTONIO SPURS,ATLANTA HAWKS,129,134
2021-04-02,LOS ANGELES CLIPPERS,DENVER NUGGETS,94,101
2021-04-02,TORONTO RAPTORS,GOLDEN STATE WARRIORS,130,77
2021-04-02,BOSTON CELTICS,HOUSTON ROCKETS,118,102
2021-04-02,NEW YORK KNICKS,DALLAS MAVERICKS,86,99
2021-04-03,INDIANA PACERS,CHARLOTTE HORNETS,97,114
2021-04-03,MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,120,108
2021-04-03,NEW ORLEANS PELICANS,ATLANTA HAWKS,103,126
2021-04-03,UTAH JAZZ,CHICAGO BULLS,113,106
2021-04-03,PHOENIX SUNS,OKLAHOMA CITY THUNDER,140,103
2021-04-03,PORTLAND TRAIL BLAZERS,MILWAUKEE BUCKS,109,127
2021-04-03,SACRAMENTO KINGS,LOS ANGELES LAKERS,94,115
2021-04-03,WASHINGTON WIZARDS,DALLAS MAVERICKS,87,109
2021-04-04,DETROIT PISTONS,NEW YORK KNICKS,81,125
2021-04-04,MIAMI HEAT,CLEVELAND CAVALIERS,115,101
2021-04-04,PHILADELPHIA 76ERS,MINNESOTA TIMBERWOLVES,122,113
2021-04-04,SAN ANTONIO SPURS,INDIANA PACERS,133,139
2021-04-04,UTAH JAZZ,ORLANDO MAGIC,137,91
2021-04-04,PORTLAND TRAIL BLAZERS,OKLAHOMA CITY THUNDER,133,85
2021-04-04,SACRAMENTO KINGS,MILWAUKEE BUCKS,128,129
2021-04-04,CHICAGO BULLS,BROOKLYN NETS,115,107
2021-04-04,LOS ANGELES CLIPPERS,LOS ANGELES LAKERS,104,86
2021-04-04,BOSTON CELTICS,CHARLOTTE HORNETS,116,86
2021-04-04,PHILADELPHIA 76ERS,MEMPHIS GRIZZLIES,100,116
2021-04-04,ATLANTA HAWKS,GOLDEN STATE WARRIORS,117,111
2021-04-05,HOUSTON ROCKETS,NEW ORLEANS PELICANS,115,122
2021-04-05,DENVER NUGGETS,ORLANDO MAGIC,119,109
2021-04-05,BROOKLYN NETS,NEW YORK KNICKS,114,112
2021-04-05,DALLAS MAVERICKS,UTAH JAZZ,111,103
2021-04-05,MINNESOTA TIMBERWOLVES,SACRAMENTO KINGS,116,106
2021-04-05,OKLAHOMA CITY THUNDER,DETROIT PISTONS,108,132
2021-04-05,SAN ANTONIO SPURS,CLEVELAND CAVALIERS,101,125
2021-04-05,TORONTO RAPTORS,WASHINGTON WIZARDS,103,101
