date,home_team,away_team,home_score,away_score
2025-04-01,ATLANTA HAWKS,PORTLAND TRAIL BLAZERS,113,127
2025-04-01,MILWAUKEE BUCKS,PHOENIX SUNS,133,123
2025-04-01,NEW YORK KNICKS,PHILADELPHIA 76ERS,105,91
2025-04-02,CHICAGO BULLS,TORONTO RAPTORS,137,118
2025-04-02,MEMPHIS GRIZZLIES,GOLDEN STATE WARRIORS,125,134
2025-04-02,SAN ANTONIO SPURS,ORLANDO MAGIC,105,116
2025-04-02,DENVER NUGGETS,MINNESOTA TIMBERWOLVES,139,140
2025-04-02,CLEVELAND CAVALIERS,NEW YORK KNICKS,124,105
2025-04-02,INDIANA PACERS,CHARLOTTE HORNETS,119,105
2025-04-02,WASHINGTON WIZARDS,SACRAMENTO KINGS,116,111
2025-04-02,BOSTON CELTICS,MIAMI HEAT,103,124
2025-04-03,HOUSTON ROCKETS,UTAH JAZZ,143,105
2025-04-03,DALLAS MAVERICKS,ATLANTA HAWKS,120,118
2025-04-03,DENVER NUGGETS,SAN ANTONIO SPURS,106,113
2025-04-03,OKLAHOMA CITY THUNDER,DETROIT PISTONS,119,103
2025-04-03,LOS ANGELES CLIPPERS,NEW ORLEANS PELICANS,114,98
2025-04-03,PHILADELPHIA 76ERS,MILWAUKEE BUCKS,113,126
2025-04-03,WASHINGTON WIZARDS,ORLANDO MAGIC,97,109
2025-04-03,BROOKLYN NETS,MINNESOTA TIMBERWOLVES,90,105
2025-04-03,MIAMI HEAT,MEMPHIS GRIZZLIES,108,110
2025-04-03,TORONTO RAPTORS,PORTLAND TRAIL BLAZERS,103,112
2025-04-04,LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,116,123
2025-04-04,CHARLOTTE HORNETS,SACRAMENTO KINGS,102,125
2025-04-04,INDIANA PACERS,UTAH JAZZ,140,112
2025-04-04,BOSTON CELTICS,PHOENIX SUNS,123,103
2025-04-04,TORONTO RAPTORS,DETROIT PISTONS,105,117
2025-04-05,CHICAGO BULLS,PORTLAND TRAIL BLAZERS,118,113
2025-04-05,HOUSTON ROCKETS,OKLAHOMA CITY THUNDER,125,111
2025-04-05,SAN ANTONIO SPURS,CLEVELAND CAVALIERS,113,114
2025-04-05,GOLDEN STATE WARRIORS,DENVER NUGGETS,118,104
2025-04-05,LOS ANGELES CLIPPERS,DALLAS MAVERICKS,114,91
2025-04-05,LOS ANGELES LAKERS,NEW ORLEANS PELICANS,124,108
2025-04-05,ATLANTA HAWKS,NEW YORK KNICKS,105,121
2025-04-05,DETROIT PISTONS,MEMPHIS GRIZZLIES,103,109
2025-04-05,PHILADELPHIA 76ERS,MINNESOTA TIMBERWOLVES,109,114
2025-04-06,MIAMI HEAT,MILWAUKEE BUCKS,115,121
2025-04-06,LOS ANGELES CLIPPERS,DALLAS MAVERICKS,135,104
2025-04-06,CHARLOTTE HORNETS,CHICAGO BULLS,117,131
2025-04-06,BROOKLYN NETS,TORONTO RAPTORS,109,120
2025-04-06,OKLAHOMA CITY THUNDER,LOS ANGELES LAKERS,99,126
2025-04-06,ATLANTA HAWKS,UTAH JAZZ,147,134
2025-04-06,BOSTON CELTICS,WASHINGTON WIZARDS,124,90
2025-04-06,CLEVELAND CAVALIERS,SACRAMENTO KINGS,113,120
2025-04-06,PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,120,109
2025-04-06,NEW YORK KNICKS,PHOENIX SUNS,112,98
2025-04-07,DENVER NUGGETS,INDIANA PACERS,120,125
2025-04-07,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,96,106
2025-04-07,NEW ORLEANS PELICANS,MILWAUKEE BUCKS,107,111
2025-04-07,DETROIT PISTONS,SACRAMENTO KINGS,117,127
2025-04-07,MIAMI HEAT,PHILADELPHIA 76ERS,117,105
2025-04-08,CHARLOTTE HORNETS,MEMPHIS GRIZZLIES,100,124
2025-04-08,CLEVELAND CAVALIERS,CHICAGO BULLS,135,113
2025-04-08,INDIANA PACERS,WASHINGTON WIZARDS,104,98
2025-04-08,ORLANDO MAGIC,ATLANTA HAWKS,119,112
2025-04-08,BROOKLYN NETS,NEW ORLEANS PELICANS,119,114
2025-04-08,NEW YORK KNICKS,BOSTON CELTICS,117,119
2025-04-09,MILWAUKEE BUCKS,MINNESOTA TIMBERWOLVES,110,103
2025-04-09,OKLAHOMA CITY THUNDER,LOS ANGELES LAKERS,136,120
2025-04-09,PHOENIX SUNS,GOLDEN STATE WARRIORS,95,133
2025-04-09,LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,122,117
2025-04-09,ORLANDO MAGIC,BOSTON CELTICS,96,76
2025-04-09,WASHINGTON WIZARDS,PHILADELPHIA 76ERS,103,122
2025-04-09,DALLAS MAVERICKS,LOS ANGELES LAKERS,97,112
2025-04-09,TORONTO RAPTORS,CHARLOTTE HORNETS,126,96
2025-04-10,CHICAGO BULLS,MIAMI HEAT,119,111
2025-04-10,UTAH JAZZ,PORTLAND TRAIL BLAZERS,133,126
2025-04-10,GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,111,114
2025-04-10,PHOENIX SUNS,OKLAHOMA CITY THUNDER,112,125
2025-04-10,SACRAMENTO KINGS,DENVER NUGGETS,116,124
2025-04-10,LOS ANGELES CLIPPERS,HOUSTON ROCKETS,134,117
2025-04-10,DETROIT PISTONS,NEW YORK KNICKS,115,106
2025-04-10,INDIANA PACERS,CLEVELAND CAVALIERS,114,112
2025-04-10,BROOKLYN NETS,ATLANTA HAWKS,109,133
2025-04-11,MILWAUKEE BUCKS,NEW ORLEANS PELICANS,136,111
2025-04-11,MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,125,141
2025-04-11,DETROIT PISTONS,MILWAUKEE BUCKS,119,125
2025-04-11,INDIANA PACERS,ORLANDO MAGIC,115,129
2025-04-11,PHILADELPHIA 76ERS,ATLANTA HAWKS,110,124
2025-04-11,BOSTON CELTICS,CHARLOTTE HORNETS,130,94
2025-04-11,NEW YORK KNICKS,CLEVELAND CAVALIERS,102,108
2025-04-12,CHICAGO BULLS,WASHINGTON WIZARDS,119,89
2025-04-12,NEW ORLEANS PELICANS,MIAMI HEAT,104,153
2025-04-12,DALLAS MAVERICKS,TORONTO RAPTORS,124,102
2025-04-12,DENVER NUGGETS,MEMPHIS GRIZZLIES,117,109
2025-04-12,MINNESOTA TIMBERWOLVES,BROOKLYN NETS,117,91
2025-04-12,UTAH JAZZ,OKLAHOMA CITY THUNDER,111,145
2025-04-12,PHOENIX SUNS,SAN ANTONIO SPURS,117,98
2025-04-12,PORTLAND TRAIL BLAZERS,GOLDEN STATE WARRIORS,86,103
2025-04-12,SACRAMENTO KINGS,LOS ANGELES CLIPPERS,100,101
2025-04-12,LOS ANGELES LAKERS,HOUSTON ROCKETS,140,109
2025-04-13,ATLANTA HAWKS,ORLANDO MAGIC,117,105
2025-04-13,BOSTON CELTICS,CHARLOTTE HORNETS,93,86
2025-04-13,BROOKLYN NETS,NEW YORK KNICKS,105,113
2025-04-13,CLEVELAND CAVALIERS,INDIANA PACERS,118,126
2025-04-13,MIAMI HEAT,WASHINGTON WIZARDS,118,119
2025-04-13,MILWAUKEE BUCKS,DETROIT PISTONS,140,133
2025-04-13,PHILADELPHIA 76ERS,CHICAGO BULLS,102,122
2025-04-13,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,119,124
2025-04-13,HOUSTON ROCKETS,DENVER NUGGETS,111,126
2025-04-13,MEMPHIS GRIZZLIES,DALLAS MAVERICKS,132,97
2025-04-13,MINNESOTA TIMBERWOLVES,UTAH JAZZ,116,105
2025-04-13,NEW ORLEANS PELICANS,OKLAHOMA CITY THUNDER,100,115
2025-04-13,PORTLAND TRAIL BLAZERS,LOS ANGELES LAKERS,109,81
2025-04-13,SACRAMENTO KINGS,PHOENIX SUNS,109,98
2025-04-13,SAN ANTONIO SPURS,TORONTO RAPTORS,125,118
2025-04-15,ORLANDO MAGIC,ATLANTA HAWKS,120,95
2025-04-16,GOLDEN STATE WARRIORS,MEMPHIS GRIZZLIES,121,116
2025-04-16,CHICAGO BULLS,MIAMI HEAT,90,109
2025-04-17,SACRAMENTO KINGS,DALLAS MAVERICKS,106,120
2025-04-18,ATLANTA HAWKS,MIAMI HEAT,114,123
2025-04-19,MEMPHIS GRIZZLIES,DALLAS MAVERICKS,120,106
2025-04-19,INDIANA PACERS,MILWAUKEE BUCKS,117,98
2025-04-19,DENVER NUGGETS,LOS ANGELES CLIPPERS,112,110
2025-04-19,NEW YORK KNICKS,DETROIT PISTONS,123,112
2025-04-20,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,95,117
2025-04-20,OKLAHOMA CITY THUNDER,MEMPHIS GRIZZLIES,131,80
2025-04-20,BOSTON CELTICS,ORLANDO MAGIC,103,86
2025-04-20,CLEVELAND CAVALIERS,MIAMI HEAT,121,100
2025-04-21,HOUSTON ROCKETS,GOLDEN STATE WARRIORS,85,95
2025-04-21,NEW YORK KNICKS,DETROIT PISTONS,94,100
2025-04-22,DENVER NUGGETS,LOS ANGELES CLIPPERS,102,105
2025-04-22,INDIANA PACERS,MILWAUKEE BUCKS,123,115
2025-04-22,OKLAHOMA CITY THUNDER,MEMPHIS GRIZZLIES,118,99
2025-04-23,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,94,85
2025-04-23,BOSTON CELTICS,ORLANDO MAGIC,109,100
2025-04-23,CLEVELAND CAVALIERS,MIAMI HEAT,121,112
2025-04-24,HOUSTON ROCKETS,GOLDEN STATE WARRIORS,109,94
2025-04-24,DETROIT PISTONS,NEW YORK KNICKS,116,118
2025-04-25,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,108,114
2025-04-25,LOS ANGELES CLIPPERS,DENVER NUGGETS,117,83
2025-04-25,ORLANDO MAGIC,BOSTON CELTICS,95,93
2025-04-26,MILWAUKEE BUCKS,INDIANA PACERS,117,101
2025-04-26,MINNESOTA TIMBERWOLVES,LOS ANGELES LAKERS,116,104
2025-04-26,MIAMI HEAT,CLEVELAND CAVALIERS,87,124
2025-04-26,MEMPHIS GRIZZLIES,OKLAHOMA CITY THUNDER,115,117
2025-04-26,LOS ANGELES CLIPPERS,DENVER NUGGETS,99,101
2025-04-27,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,104,93
2025-04-27,DETROIT PISTONS,NEW YORK KNICKS,93,94
2025-04-27,MINNESOTA TIMBERWOLVES,LOS ANGELES LAKERS,116,113
2025-04-27,ORLANDO MAGIC,BOSTON CELTICS,98,107
2025-04-28,MILWAUKEE BUCKS,INDIANA PACERS,103,129
2025-04-28,MIAMI HEAT,CLEVELAND CAVALIERS,83,138
2025-04-29,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,109,106
2025-04-29,INDIANA PACERS,MILWAUKEE BUCKS,119,118
2025-04-29,NEW YORK KNICKS,DETROIT PISTONS,103,106
2025-04-30,BOSTON CELTICS,ORLANDO MAGIC,120,89
2025-04-30,DENVER NUGGETS,LOS ANGELES CLIPPERS,131,115
2025-04-30,HOUSTON ROCKETS,GOLDEN STATE WARRIORS,131,116
2025-05-01,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,96,103
2025-05-01,DETROIT PISTONS,NEW YORK KNICKS,113,116
2025-05-02,LOS ANGELES CLIPPERS,DENVER NUGGETS,111,105
2025-05-03,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,107,115
2025-05-03,DENVER NUGGETS,LOS ANGELES CLIPPERS,120,101
2025-05-04,CLEVELAND CAVALIERS,INDIANA PACERS,112,121
2025-05-05,HOUSTON ROCKETS,GOLDEN STATE WARRIORS,89,103
2025-05-05,BOSTON CELTICS,NEW YORK KNICKS,105,108
2025-05-06,OKLAHOMA CITY THUNDER,DENVER NUGGETS,119,121
2025-05-06,CLEVELAND CAVALIERS,INDIANA PACERS,119,120
2025-05-07,MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,88,99
2025-05-07,BOSTON CELTICS,NEW YORK KNICKS,90,91
2025-05-08,OKLAHOMA CITY THUNDER,DENVER NUGGETS,149,106
2025-05-09,MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,117,93
2025-05-09,INDIANA PACERS,CLEVELAND CAVALIERS,104,126
2025-05-10,DENVER NUGGETS,OKLAHOMA CITY THUNDER,113,104
2025-05-10,NEW YORK KNICKS,BOSTON CELTICS,93,115
2025-05-11,GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,97,102
2025-05-11,DENVER NUGGETS,OKLAHOMA CITY THUNDER,87,92
2025-05-12,INDIANA PACERS,CLEVELAND CAVALIERS,129,109
2025-05-12,NEW YORK KNICKS,BOSTON CELTICS,121,113
2025-05-13,GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,110,117
2025-05-13,CLEVELAND CAVALIERS,INDIANA PACERS,105,114
2025-05-14,OKLAHOMA CITY THUNDER,DENVER NUGGETS,112,105
2025-05-14,BOSTON CELTICS,NEW YORK KNICKS,127,102
2025-05-15,MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,121,110
2025-05-16,DENVER NUGGETS,OKLAHOMA CITY THUNDER,119,107
2025-05-17,NEW YORK KNICKS,BOSTON CELTICS,119,81
2025-05-18,OKLAHOMA CITY THUNDER,DENVER NUGGETS,125,93
2025-05-21,OKLAHOMA CITY THUNDER,MINNESOTA TIMBERWOLVES,114,88
2025-05-22,NEW YORK KNICKS,INDIANA PACERS,135,138
2025-05-23,OKLAHOMA CITY THUNDER,MINNESOTA TIMBERWOLVES,118,103
2025-05-24,NEW YORK KNICKS,INDIANA PACERS,109,114
2025-05-25,MINNESOTA TIMBERWOLVES,OKLAHOMA CITY THUNDER,143,101
2025-05-26,INDIANA PACERS,NEW YORK KNICKS,100,106
2025-05-27,MINNESOTA TIMBERWOLVES,OKLAHOMA CITY THUNDER,126,128
2025-05-28,INDIANA PACERS,NEW YORK KNICKS,130,121
2025-05-29,OKLAHOMA CITY THUNDER,MINNESOTA TIMBERWOLVES,124,94
2025-05-30,NEW YORK KNICKS,INDIANA PACERS,111,94
2025-06-01,INDIANA PACERS,NEW YORK KNICKS,125,108
2025-06-06,OKLAHOMA CITY THUNDER,INDIANA PACERS,110,111
2025-06-09,OKLAHOMA CITY THUNDER,INDIANA PACERS,123,107
2025-06-12,INDIANA PACERS,OKLAHOMA CITY THUNDER,116,107
2025-06-14,INDIANA PACERS,OKLAHOMA CITY THUNDER,104,111
2025-06-17,OKLAHOMA CITY THUNDER,INDIANA PACERS,120,109
2025-06-20,INDIANA PACERS,OKLAHOMA CITY THUNDER,108,91
2025-06-23,OKLAHOMA CITY THUNDER,INDIANA PACERS,103,91
