date,season,team,opponent,runs_for,runs_against,is_home,win,run_diff
2023-03-30,2023,WSN,ATL,2.0,7.0,1,0,-5.0
2023-04-01,2023,WSN,ATL,1.0,7.0,1,0,-6.0
2023-04-02,2023,WSN,ATL,4.0,1.0,1,1,3.0
2023-04-03,2023,WSN,TBR,2.0,6.0,1,0,-4.0
2023-04-04,2023,WSN,TBR,6.0,10.0,1,0,-4.0
2023-04-05,2023,WSN,TBR,2.0,7.0,1,0,-5.0
2023-04-06,2023,WSN,COL,0.0,1.0,0,0,-1.0
2023-04-07,2023,WSN,COL,10.0,5.0,0,1,5.0
2023-04-08,2023,WSN,COL,7.0,6.0,0,1,1.0
2023-04-09,2023,WSN,COL,6.0,7.0,0,0,-1.0
2023-04-10,2023,WSN,LAA,6.0,4.0,0,1,2.0
2023-04-11,2023,WSN,LAA,0.0,2.0,0,0,-2.0
2023-04-12,2023,WSN,LAA,2.0,3.0,0,0,-1.0
2023-04-14,2023,WSN,CLE,3.0,4.0,1,0,-1.0
2023-04-15,2023,WSN,CLE,4.0,6.0,1,0,-2.0
2023-04-16,2023,WSN,CLE,7.0,6.0,1,1,1.0
2023-04-18,2023,WSN,BAL,0.0,1.0,1,0,-1.0
2023-04-19,2023,WSN,BAL,0.0,4.0,1,0,-4.0
2023-04-21,2023,WSN,MIN,3.0,2.0,0,1,1.0
2023-04-22,2023,WSN,MIN,10.0,4.0,0,1,6.0
2023-04-23,2023,WSN,MIN,1.0,3.0,0,0,-2.0
2023-04-25,2023,WSN,NYM,5.0,0.0,0,1,5.0
2023-04-26,2023,WSN,NYM,4.0,1.0,0,1,3.0
2023-04-27,2023,WSN,NYM,8.0,9.0,0,0,-1.0
2023-04-30,2023,WSN,PIT,7.0,2.0,1,1,5.0
2023-05-01,2023,WSN,CHC,1.0,5.0,1,0,-4.0
2023-05-02,2023,WSN,CHC,4.0,1.0,1,1,3.0
2023-05-03,2023,WSN,CHC,2.0,1.0,1,1,1.0
2023-05-04,2023,WSN,CHC,4.0,3.0,1,1,1.0
2023-05-05,2023,WSN,ARI,1.0,3.0,0,0,-2.0
2023-05-06,2023,WSN,ARI,7.0,8.0,0,0,-1.0
2023-05-07,2023,WSN,ARI,9.0,8.0,0,1,1.0
2023-05-08,2023,WSN,SFG,5.0,1.0,0,1,4.0
2023-05-09,2023,WSN,SFG,1.0,4.0,0,0,-3.0
2023-05-10,2023,WSN,SFG,11.0,6.0,0,1,5.0
2023-05-12,2023,WSN,NYM,2.0,3.0,1,0,-1.0
2023-05-13,2023,WSN,NYM,3.0,2.0,1,1,1.0
