date,season,team,opponent,runs_for,runs_against,is_home,win,run_diff
2019-03-28,2019,DET,TOR,2.0,0.0,0,1,2.0
2019-03-29,2019,DET,TOR,0.0,6.0,0,0,-6.0
2019-03-30,2019,DET,TOR,0.0,3.0,0,0,-3.0
2019-03-31,2019,DET,TOR,4.0,3.0,0,1,1.0
2019-04-01,2019,DET,NYY,1.0,3.0,0,0,-2.0
2019-04-02,2019,DET,NYY,3.0,1.0,0,1,2.0
2019-04-03,2019,DET,NYY,2.0,1.0,0,1,1.0
2019-04-04,2019,DET,KCR,5.0,4.0,1,1,1.0
2019-04-06,2019,DET,KCR,7.0,4.0,1,1,3.0
2019-04-07,2019,DET,KCR,3.0,1.0,1,1,2.0
2019-04-09,2019,DET,CLE,2.0,8.0,1,0,-6.0
2019-04-10,2019,DET,CLE,4.0,1.0,1,1,3.0
2019-04-11,2019,DET,CLE,0.0,4.0,1,0,-4.0
2019-04-13,2019,DET,MIN,3.0,4.0,0,0,-1.0
2019-04-14,2019,DET,MIN,4.0,6.0,0,0,-2.0
2019-04-16,2019,DET,PIT,3.0,5.0,1,0,-2.0
2019-04-17,2019,DET,PIT,2.0,3.0,1,0,-1.0
2019-04-18,2019,DET,CHW,9.0,7.0,1,1,2.0
2019-04-19,2019,DET,CHW,3.0,7.0,1,0,-4.0
2019-04-21,2019,DET,CHW,4.0,3.0,1,1,1.0
2019-04-24,2019,DET,BOS,4.0,11.0,0,0,-7.0
2019-04-25,2019,DET,BOS,3.0,7.0,0,0,-4.0
2019-04-26,2019,DET,CHW,11.0,12.0,0,0,-1.0
2019-04-28,2019,DET,CHW,1.0,4.0,0,0,-3.0
2019-04-30,2019,DET,PHI,3.0,1.0,0,1,2.0
2019-05-01,2019,DET,PHI,3.0,7.0,0,0,-4.0
2019-05-03,2019,DET,KCR,4.0,3.0,1,1,1.0
2019-05-04,2019,DET,KCR,3.0,15.0,1,0,-12.0
2019-05-05,2019,DET,KCR,5.0,2.0,1,1,3.0
2019-05-07,2019,DET,LAA,2.0,5.0,1,0,-3.0
2019-05-08,2019,DET,LAA,10.0,3.0,1,1,7.0
2019-05-09,2019,DET,LAA,0.0,13.0,1,0,-13.0
2019-05-10,2019,DET,MIN,0.0,6.0,0,0,-6.0
2019-05-12,2019,DET,MIN,5.0,3.0,0,1,2.0
2019-05-13,2019,DET,HOU,1.0,8.0,1,0,-7.0
2019-05-14,2019,DET,HOU,4.0,11.0,1,0,-7.0
2019-05-15,2019,DET,HOU,1.0,5.0,1,0,-4.0
2019-05-16,2019,DET,OAK,3.0,17.0,1,0,-14.0
2019-05-17,2019,DET,OAK,2.0,7.0,1,0,-5.0
2019-05-18,2019,DET,OAK,1.0,4.0,1,0,-3.0
2019-05-19,2019,DET,OAK,3.0,7.0,1,0,-4.0
